order,关卡类型,难度,campaignType,chains,width,height,theme,subtheme,shapeRole,difficultyBand,maskName,displayShapeId,maskWidth,maskHeight,maskArea,maskCoverage,maskFill,levelId,sourceAsset,exportAsset,shapeSourceAsset,suggestedRevealPng,suggestedThumbPng,suggestedNameKey
303,普通,1,shape_landmark,120,30,44,Landmark,architecture,landmark,main,MainLeaningTowerTall,shape_main_leaning_tower_tall,30,44,830,0.629,0.975,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752.asset,Levels/303_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowert.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752.asset,Art/ShapeReveal/shape_main_leaning_tower_tall.png,Art/ShapeRevealThumb/shape_main_leaning_tower_tall_thumb.png,shape.name.shape_main_leaning_tower_tall
307,普通,1,shape_ocean,122,36,48,Ocean,sea-creature,creature,transition,TransitionOceanSeaTurtleTall,shape_transition_ocean_sea_turtle_tall,36,48,892,0.516,0.976,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,Levels/307_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanse.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,Art/ShapeReveal/shape_transition_ocean_sea_turtle_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_sea_turtle_tall_thumb.png,shape.name.shape_transition_ocean_sea_turtle_tall
313,普通,1,shape_music,121,30,42,Music,stage,object,main,MainMusicVinylRecordTall,shape_main_music_vinyl_record_tall,30,42,801,0.636,0.979,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,Levels/313_shape_music_r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylr.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,Art/ShapeReveal/shape_main_music_vinyl_record_tall.png,Art/ShapeRevealThumb/shape_main_music_vinyl_record_tall_thumb.png,shape.name.shape_main_music_vinyl_record_tall
318,普通,1,shape_character,126,30,42,Character,animals-mascots,character,main,MainBunnyTall,shape_main_bunny_tall,30,42,900,0.714,0.983,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,Levels/318_shape_character_r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,Art/ShapeReveal/shape_main_bunny_tall.png,Art/ShapeRevealThumb/shape_main_bunny_tall_thumb.png,shape.name.shape_main_bunny_tall
323,普通,1,shape_ocean,124,36,44,Ocean,sea-creature,creature,transition,TransitionDistinctCrabTall,shape_transition_distinct_crab_tall,36,44,846,0.534,0.975,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,Levels/323_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistin.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,Art/ShapeReveal/shape_transition_distinct_crab_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_crab_tall_thumb.png,shape.name.shape_transition_distinct_crab_tall
327,普通,1,shape_landmark,131,38,52,Landmark,architecture,landmark,transition,TransitionWideLandmark06Tall,shape_transition_wide_landmark06_tall,38,52,1109,0.561,0.976,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,Levels/327_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelan.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,Art/ShapeReveal/shape_transition_wide_landmark06_tall.png,Art/ShapeRevealThumb/shape_transition_wide_landmark06_tall_thumb.png,shape.name.shape_transition_wide_landmark06_tall
333,普通,1,shape_ocean,131,34,50,Ocean,diving-gear,equipment,transition,TransitionOceanOxygenTankTall,shape_transition_ocean_oxygen_tank_tall,34,50,1182,0.695,0.98,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,Levels/333_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxy.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,Art/ShapeReveal/shape_transition_ocean_oxygen_tank_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_oxygen_tank_tall_thumb.png,shape.name.shape_transition_ocean_oxygen_tank_tall
338,普通,1,shape_landmark,134,36,50,Landmark,architecture,landmark,transition,TransitionWideLandmark05Tall,shape_transition_wide_landmark05_tall,36,50,1176,0.653,0.98,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,Levels/338_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelan.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,Art/ShapeReveal/shape_transition_wide_landmark05_tall.png,Art/ShapeRevealThumb/shape_transition_wide_landmark05_tall_thumb.png,shape.name.shape_transition_wide_landmark05_tall
343,普通,1,shape_art,135,30,42,Art,studio,character,main,MainClassicPortraitTall,shape_main_classic_portrait_tall,30,42,1120,0.889,0.979,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,Levels/343_shape_art_r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportrai.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,Art/ShapeReveal/shape_main_classic_portrait_tall.png,Art/ShapeRevealThumb/shape_main_classic_portrait_tall_thumb.png,shape.name.shape_main_classic_portrait_tall
348,普通,1,shape_landmark,132,36,50,Landmark,architecture,landmark,transition,TransitionPagodaTall,shape_transition_pagoda_tall,36,50,1088,0.604,0.983,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,Levels/348_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodata.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,Art/ShapeReveal/shape_transition_pagoda_tall.png,Art/ShapeRevealThumb/shape_transition_pagoda_tall_thumb.png,shape.name.shape_transition_pagoda_tall
353,普通,1,shape_magic,141,36,50,Magic,adventure-relic,object,transition,TransitionMagicKnightHelmetTall,shape_transition_magic_knight_helmet_tall,36,50,1118,0.621,0.988,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,Levels/353_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagickni.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,Art/ShapeReveal/shape_transition_magic_knight_helmet_tall.png,Art/ShapeRevealThumb/shape_transition_magic_knight_helmet_tall_thumb.png,shape.name.shape_transition_magic_knight_helmet_tall
358,普通,1,shape_ocean,137,38,50,Ocean,sea-creature,creature,transition,TransitionOceanLobsterTall,shape_transition_ocean_lobster_tall,38,50,976,0.514,0.972,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset,Levels/358_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlo.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset,Art/ShapeReveal/shape_transition_ocean_lobster_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_lobster_tall_thumb.png,shape.name.shape_transition_ocean_lobster_tall
363,普通,1,shape_landmark,138,34,50,Landmark,architecture,landmark,transition,TransitionObeliskTall,shape_transition_obelisk_tall,34,50,938,0.552,0.98,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,Levels/363_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisk.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,Art/ShapeReveal/shape_transition_obelisk_tall.png,Art/ShapeRevealThumb/shape_transition_obelisk_tall_thumb.png,shape.name.shape_transition_obelisk_tall
368,普通,1,shape_magic,139,36,48,Magic,alchemy,object,transition,TransitionMagicCauldronTall,shape_transition_magic_cauldron_tall,36,48,1006,0.582,0.976,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset,Levels/368_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagicca.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset,Art/ShapeReveal/shape_transition_magic_cauldron_tall.png,Art/ShapeRevealThumb/shape_transition_magic_cauldron_tall_thumb.png,shape.name.shape_transition_magic_cauldron_tall
373,普通,1,shape_ocean,142,34,48,Ocean,shoreline,object,transition,TransitionOceanPearlClamTall,shape_transition_ocean_pearl_clam_tall,34,48,1048,0.642,0.978,r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307.asset,Levels/373_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpe.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307.asset,Art/ShapeReveal/shape_transition_ocean_pearl_clam_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_pearl_clam_tall_thumb.png,shape.name.shape_transition_ocean_pearl_clam_tall
378,普通,1,shape_landmark,144,36,50,Landmark,architecture,landmark,transition,TransitionBridgeTowerTall,shape_transition_bridge_tower_tall,36,50,1015,0.564,0.979,r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall_20260611_111130.asset,Levels/378_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridget.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall_20260611_111130.asset,Art/ShapeReveal/shape_transition_bridge_tower_tall.png,Art/ShapeRevealThumb/shape_transition_bridge_tower_tall_thumb.png,shape.name.shape_transition_bridge_tower_tall
383,普通,1,shape_ocean,142,36,50,Ocean,nautical,object,transition,TransitionSailboatTall,shape_transition_sailboat_tall,36,50,965,0.536,0.978,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset,Levels/383_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboa.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset,Art/ShapeReveal/shape_transition_sailboat_tall.png,Art/ShapeRevealThumb/shape_transition_sailboat_tall_thumb.png,shape.name.shape_transition_sailboat_tall
387,普通,1,shape_vehicle,152,38,52,Vehicle,transport,vehicle,transition,TransitionCarrier02Tall,shape_transition_carrier02_tall,38,52,1081,0.547,0.973,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset,Levels/387_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrie.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset,Art/ShapeReveal/shape_transition_carrier02_tall.png,Art/ShapeRevealThumb/shape_transition_carrier02_tall_thumb.png,shape.name.shape_transition_carrier02_tall
393,普通,1,shape_magic,157,36,50,Magic,fantasy-architecture,landmark,transition,TransitionCastleGateTall,shape_transition_castle_gate_tall,36,50,1328,0.738,0.982,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset,Levels/393_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlega.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset,Art/ShapeReveal/shape_transition_castle_gate_tall.png,Art/ShapeRevealThumb/shape_transition_castle_gate_tall_thumb.png,shape.name.shape_transition_castle_gate_tall
398,普通,1,shape_landmark,163,36,50,Landmark,architecture,landmark,transition,TransitionDomePalaceTall,shape_transition_dome_palace_tall,36,50,1330,0.739,0.986,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,Levels/398_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepala.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,Art/ShapeReveal/shape_transition_dome_palace_tall.png,Art/ShapeRevealThumb/shape_transition_dome_palace_tall_thumb.png,shape.name.shape_transition_dome_palace_tall
403,普通,1,shape_vehicle,170,40,50,Vehicle,transport,vehicle,transition,TransitionCarrier03Tall,shape_transition_carrier03_tall,40,50,1309,0.655,0.981,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,Levels/403_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,Art/ShapeReveal/shape_transition_carrier03_tall.png,Art/ShapeRevealThumb/shape_transition_carrier03_tall_thumb.png,shape.name.shape_transition_carrier03_tall
408,普通,1,shape_nature,167,36,44,Nature,plants-creatures,creature,transition,TransitionDistinctButterflyTall,shape_transition_distinct_butterfly_tall,36,44,1090,0.688,0.988,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,Levels/408_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistin.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,Art/ShapeReveal/shape_transition_distinct_butterfly_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_butterfly_tall_thumb.png,shape.name.shape_transition_distinct_butterfly_tall
413,普通,1,shape_landmark,179,42,58,Landmark,architecture,landmark,big,BigMegaMonument05Tall,shape_big_mega_monument05_tall,42,58,1522,0.625,0.982,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,Levels/413_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,Art/ShapeReveal/shape_big_mega_monument05_tall.png,Art/ShapeRevealThumb/shape_big_mega_monument05_tall_thumb.png,shape.name.shape_big_mega_monument05_tall
418,普通,1,shape_space,186,40,56,Space,sci-fi,character,big,BigGiantRobotTall,shape_big_giant_robot_tall,40,56,1378,0.615,0.982,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,Levels/418_shape_space_r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,Art/ShapeReveal/shape_big_giant_robot_tall.png,Art/ShapeRevealThumb/shape_big_giant_robot_tall_thumb.png,shape.name.shape_big_giant_robot_tall
423,普通,1,shape_vehicle,186,42,60,Vehicle,transport,vehicle,big,BigCarrier04Tall,shape_big_carrier04_tall,42,60,1298,0.515,0.979,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,Levels/423_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,Art/ShapeReveal/shape_big_carrier04_tall.png,Art/ShapeRevealThumb/shape_big_carrier04_tall_thumb.png,shape.name.shape_big_carrier04_tall
427,普通,1,shape_nature,191,42,60,Nature,plants-creatures,natural,big,BigGrove02Tall,shape_big_grove02_tall,42,60,1386,0.550,0.98,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,Levels/427_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,Art/ShapeReveal/shape_big_grove02_tall.png,Art/ShapeRevealThumb/shape_big_grove02_tall_thumb.png,shape.name.shape_big_grove02_tall
433,普通,1,shape_vehicle,195,46,60,Vehicle,transport,vehicle,big,BigCarrier06Tall,shape_big_carrier06_tall,46,60,1599,0.579,0.979,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,Levels/433_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,Art/ShapeReveal/shape_big_carrier06_tall.png,Art/ShapeRevealThumb/shape_big_carrier06_tall_thumb.png,shape.name.shape_big_carrier06_tall
438,普通,1,shape_nature,207,40,60,Nature,plants-creatures,natural,big,BigGrove04Tall,shape_big_grove04_tall,40,60,1437,0.599,0.974,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,Levels/438_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,Art/ShapeReveal/shape_big_grove04_tall.png,Art/ShapeRevealThumb/shape_big_grove04_tall_thumb.png,shape.name.shape_big_grove04_tall
443,普通,1,shape_symbol,90,28,42,Symbol,letters-symbols,symbol,main,MainDistinctDigit5Tall,shape_main_distinct_digit5_tall,28,42,615,0.523,0.984,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,Levels/443_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigi.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,Art/ShapeReveal/shape_main_distinct_digit5_tall.png,Art/ShapeRevealThumb/shape_main_distinct_digit5_tall_thumb.png,shape.name.shape_main_distinct_digit5_tall
447,普通,1,shape_object,91,28,42,Object,tools-items,object,main,MainDistinctToothTall,shape_main_distinct_tooth_tall,28,42,826,0.702,0.982,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,Levels/447_shape_object_r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttooth.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,Art/ShapeReveal/shape_main_distinct_tooth_tall.png,Art/ShapeRevealThumb/shape_main_distinct_tooth_tall_thumb.png,shape.name.shape_main_distinct_tooth_tall
