order,????,??,type,slotRole,relativeDifficulty,chains,width,height,score,coverage,openers,packs,levelId,sourceAsset,exportAsset,exportMeta,qualityFlags,portableQuality
268,??,1,shape_magic,Shape,Novelty,118,34,50,313,0.508,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset,Levels/268_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbr.asset,Levels/268_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbr.asset.meta,NoRisk|yellow_replacement:StartFakeWide|BottleneckHeavy,Normal
269,??,4,lock,Peak,RelativeExtreme,203,26,50,120.2,0.977,21,direct_advanced_candidates,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset,Levels/269_lock_direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset,Levels/269_lock_direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset.meta,ok,ok
270,??,1,section,Normal,Normal,114,22,39,157.4,0.983,21,direct_normal_candidates,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset,Levels/270_section_direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset,Levels/270_section_direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset.meta,ok,ok
271,??,1,maze,Recovery,Recovery,114,22,32,147.6,0.984,18,direct_pure_topup_slice05_candidates,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset,Levels/271_maze_direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset,Levels/271_maze_direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset.meta,ok,ok
272,??,1,lock,Normal,Normal,111,23,39,164.2,0.980,21,direct_normal_candidates,direct_normal_96_direct_normal_rect_core_burst_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset,Levels/272_lock_direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset,Levels/272_lock_direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset.meta,ok,ok
273,??,1,shape_toolui,Shape,Novelty,114,30,42,305,0.976,16,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset,Levels/273_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbl.asset,Levels/273_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbl.asset.meta,rel:Novelty:ShapeVisual:Shape:ToolUI:digital-tools:object:main,Normal
274,??,2,section,Pressure,Hard,110,21,39,173.0,0.979,16,direct_normal_candidates,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset,Levels/274_section_direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset,Levels/274_section_direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset.meta,ok,ok
275,??,1,dense,Normal,Normal,106,22,36,142.4,0.980,18,direct_normal_candidates,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset,Levels/275_dense_direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset,Levels/275_dense_direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset.meta,ok,ok
276,??,4,section,Peak,RelativeExtreme,201,27,45,141.0,0.977,17,direct_advanced_candidates,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,Levels/276_section_direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,Levels/276_section_direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset.meta,ok,ok
277,hole,1,hole_rescue,HoleRescue,Mechanic,61,26,26,253,0.97,4,hole_combined_20260613,hole_topup_030_topup_std_26x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset,Levels/277_hole_rescue_hole_topup_030_topup_std_26x26_dual.asset,Levels/277_hole_rescue_hole_topup_030_topup_std_26x26_dual.asset.meta,hole10_v4:DualZone:keep,hole10_v4_keep
278,??,1,shape_ocean,Shape,Novelty,119,32,44,307,0.989,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset,Levels/278_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopu.asset,Levels/278_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopu.asset.meta,rel:VeryHard:ShapePeak:Shape:Ocean:sea-creature:creature:main,Normal
279,??,1,section,Normal,Normal,107,20,39,154.1,0.982,19,direct_normal_topup_candidates,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,Levels/279_section_direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,Levels/279_section_direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset.meta,ok,ok
280,??,1,lock,Normal,Normal,107,23,35,158.2,0.983,17,direct_normal_candidates,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,Levels/280_lock_direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,Levels/280_lock_direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset.meta,ok,ok
281,??,1,sweep,Recovery,Recovery,107,21,37,164.1,0.977,16,direct_normal_candidates,direct_normal_95_direct_normal_rect_sweep_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,Levels/281_sweep_direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,Levels/281_sweep_direct_normal_95_direct_normal_rect_sweep_g3_v10.asset.meta,ok,ok
282,??,1,dense,Normal,Normal,107,21,38,157.5,0.982,17,direct_normal_candidates,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset,Levels/282_dense_direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset,Levels/282_dense_direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset.meta,ok,ok
283,??,1,shape_toolui,Shape,Novelty,118,28,42,303,0.984,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset,Levels/283_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatteryt.asset,Levels/283_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatteryt.asset.meta,rel:Hard:ShapePressure:Shape:ToolUI:digital-tools:object:main,Normal
284,??,2,lock,Pressure,Hard,167,23,44,161.7,0.987,20,direct_pure_topup_slice07_candidates,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset,Levels/284_lock_direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset,Levels/284_lock_direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset.meta,ok,ok
285,hole,1,hole_rescue,HoleRescue,Mechanic,62,24,28,253,0.978,12,hole_combined_20260613,hole_topup_025_topup_std_24x28_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset,Levels/285_hole_rescue_hole_topup_025_topup_std_24x28_maze.asset,Levels/285_hole_rescue_hole_topup_025_topup_std_24x28_maze.asset.meta,hole10_v4:MazeLongChain:keep,hole10_v4_keep
286,??,1,section,Normal,Normal,107,22,38,165.2,0.984,17,direct_normal_topup_candidates,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset,Levels/286_section_direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset,Levels/286_section_direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset.meta,ok,ok
287,??,4,lock,Peak,RelativeExtreme,280,31,56,115.4,0.981,26,direct_advanced_candidates,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset,Levels/287_lock_direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset,Levels/287_lock_direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset.meta,ok,ok
288,??,1,shape_ocean,Shape,Novelty,118,34,48,314,0.972,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253.asset,Levels/288_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandi.asset,Levels/288_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandi.asset.meta,rel:Normal:ShapeNormal:Shape:Ocean:diving-gear:equipment:transition,Normal
289,??,2,section,Pressure,Hard,115,21,40,159.2,0.976,16,direct_normal_candidates,direct_normal_38_direct_normal_rect_stair_push_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset,Levels/289_section_direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset,Levels/289_section_direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset.meta,ok,ok
290,??,1,section,Recovery,Recovery,114,22,39,141.4,0.978,17,direct_normal_candidates,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset,Levels/290_section_direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset,Levels/290_section_direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset.meta,ok,ok
291,??,1,dense,Recovery,Recovery,106,21,37,154.3,0.985,21,direct_normal_topup_candidates,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset,Levels/291_dense_direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset,Levels/291_dense_direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset.meta,ok,ok
292,hole,1,hole_rescue,HoleRescue,Mechanic,62,26,26,253,0.983,11,hole_combined_20260613,hole_candidate_040_std_26x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_040_std_26x26_section.asset,Levels/292_hole_rescue_hole_candidate_040_std_26x26_section.asset,Levels/292_hole_rescue_hole_candidate_040_std_26x26_section.asset.meta,hole10_v4:SectionUnlock:keep,hole10_v4_keep
293,??,1,shape_landmark,Shape,Novelty,119,34,50,314,0.976,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830.asset,Levels/293_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidela.asset,Levels/293_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidela.asset.meta,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
294,??,1,sweep,Recovery,Recovery,110,23,36,149.3,0.983,16,direct_normal_candidates,direct_normal_155_direct_normal_rect_sweep_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_155_direct_normal_rect_sweep_g3_v16.asset,Levels/294_sweep_direct_normal_155_direct_normal_rect_sweep_g3_v16.asset,Levels/294_sweep_direct_normal_155_direct_normal_rect_sweep_g3_v16.asset.meta,ok,ok
295,??,1,section,Normal,Normal,105,22,37,170.5,0.989,15,direct_normal_topup_candidates,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset,Levels/295_section_direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset,Levels/295_section_direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset.meta,ok,ok
296,??,2,lock,Pressure,Hard,163,23,44,163.3,0.985,13,direct_pure_topup_slice10_candidates,direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset,Levels/296_lock_direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset,Levels/296_lock_direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset.meta,ok,ok
297,??,1,section,Normal,Normal,114,22,38,150.2,0.974,16,direct_normal_candidates,direct_normal_128_direct_normal_rect_stair_push_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset,Levels/297_section_direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset,Levels/297_section_direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset.meta,ok,ok
298,??,1,shape_magic,Shape,Novelty,122,30,42,314,0.772,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset,Levels/298_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechestt.asset,Levels/298_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechestt.asset.meta,NoRisk|yellow_replacement:BottleneckHeavy|GrindyLowClear,Normal
299,??,4,lock,Peak,RelativeExtreme,318,32,60,112.2,0.984,22,direct_advanced_candidates,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset,Levels/299_lock_direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset,Levels/299_lock_direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset.meta,ok,ok
300,??,1,maze,Recovery,Recovery,110,20,41,157.8,0.983,19,direct_normal_candidates,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset,Levels/300_maze_direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset,Levels/300_maze_direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset.meta,ok,ok
301,hole,1,hole_rescue,HoleRescue,Mechanic,65,26,28,256,0.979,11,hole_combined_20260613,hole_topup_033_topup_std_26x28_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_033_topup_std_26x28_dual.asset,Levels/301_hole_rescue_hole_topup_033_topup_std_26x28_dual.asset,Levels/301_hole_rescue_hole_topup_033_topup_std_26x28_dual.asset.meta,hole10_v4:DualZone:keep,hole10_v4_keep
302,??,1,dense,Normal,Normal,102,20,39,174.3,0.991,16,direct_normal_topup_candidates,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,Levels/302_dense_direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,Levels/302_dense_direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset.meta,ok,ok
303,??,1,shape_landmark,Shape,Novelty,120,30,44,325,0.613,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752.asset,Levels/303_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowert.asset,Levels/303_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowert.asset.meta,NoRisk|yellow_replacement:GrindyLowClear,Normal
304,??,1,section,Normal,Normal,122,23,40,160.0,0.985,25,direct_normal_candidates,direct_normal_138_direct_normal_rect_stair_push_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset,Levels/304_section_direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset,Levels/304_section_direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset.meta,ok,ok
305,??,2,lock,Pressure,Hard,181,25,44,141.2,0.980,17,direct_advanced_candidates,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset,Levels/305_lock_direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset,Levels/305_lock_direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset.meta,ok,ok
306,??,1,maze,Recovery,Recovery,108,21,36,167.9,0.988,20,direct_pure_normal_extra_slice01_candidates,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03.asset,Levels/306_maze_direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03.asset,Levels/306_maze_direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03.asset.meta,ok,ok
307,??,1,shape_ocean,Shape,Novelty,122,36,48,322,0.976,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,Levels/307_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanse.asset,Levels/307_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanse.asset.meta,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:transition,Normal
308,??,1,section,Normal,Normal,106,21,37,168.5,0.987,12,direct_pure_topup_slice05_candidates,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,Levels/308_section_direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,Levels/308_section_direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset.meta,ok,ok
309,??,2,lock,Pressure,Hard,200,24,51,112.3,0.981,21,direct_advanced_candidates,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset,Levels/309_lock_direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset,Levels/309_lock_direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset.meta,ok,ok
310,??,1,section,Normal,Normal,111,23,37,152.9,0.985,19,direct_normal_candidates,direct_normal_58_direct_normal_rect_stair_push_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,Levels/310_section_direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,Levels/310_section_direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset.meta,ok,ok
311,??,1,maze,Normal,Normal,103,21,35,170.9,0.990,16,direct_pure_topup_slice06_candidates,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset,Levels/311_maze_direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset,Levels/311_maze_direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset.meta,ok,ok
312,??,2,lock,Pressure,Hard,134,22,39,165.4,0.976,20,direct_pure_topup_slice09_candidates,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset,Levels/312_lock_direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset,Levels/312_lock_direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset.meta,ok,ok
313,??,1,shape_music,Shape,Novelty,121,30,42,330,0.979,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,Levels/313_shape_music_r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylr.asset,Levels/313_shape_music_r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylr.asset.meta,rel:Hard:ShapePressure:Shape:Music:stage:object:main,Normal
314,??,1,dense,Normal,Normal,112,22,41,152.2,0.983,22,direct_normal_candidates,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset,Levels/314_dense_direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset,Levels/314_dense_direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset.meta,ok,ok
315,??,1,sweep,Recovery,Recovery,116,22,41,147.7,0.983,17,direct_normal_topup_candidates,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset,Levels/315_sweep_direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset,Levels/315_sweep_direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset.meta,ok,ok
316,??,4,section,Peak,RelativeExtreme,318,34,58,119.0,0.976,26,direct_advanced_candidates,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset,Levels/316_section_direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset,Levels/316_section_direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset.meta,ok,ok
317,hole,1,hole_rescue,HoleRescue,Mechanic,65,28,28,256,0.975,13,hole_combined_20260613,hole_candidate_053_std_28x28_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset,Levels/317_hole_rescue_hole_candidate_053_std_28x28_maze.asset,Levels/317_hole_rescue_hole_candidate_053_std_28x28_maze.asset.meta,hole10_v4:MazeLongChain:keep,hole10_v4_keep
