order,assetPath,levelId,assetName,type,levelType,difficulty,stage,width,height,chains,arrowCells,validationStatus,validationFlags,shapeId
154,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_98_direct_normal_rect_stair_push_g3_v10.asset,direct_normal_98_direct_normal_rect_stair_push_g3_v10,direct_normal_98_direct_normal_rect_stair_push_g3_v10,section,普通,2,151-200,23,38,113,858,Green,PeakTooFlat,
155,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06.asset,direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06,direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06,dense,普通,1,151-200,18,35,84,615,Green,None,
156,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03.asset,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,section,普通,3,151-200,22,34,108,740,Yellow,GrindyLowClear|PeakTooFlat,
157,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,sweep,普通,1,151-200,20,33,84,649,Green,None,
158,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall_20260611_111521.asset,r2_outer_strong_005_r2_006_a401_procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall,procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall_20260611_111521,shape_symbol,普通,1,151-200,30,42,100,748,Green,None,shape_main_distinct_letter_mtall
159,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_137_direct_normal_rect_dual_zone_g1_v14.asset,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,section,普通,1,151-200,21,37,100,766,Green,None,
160,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,lock,普通,1,151-200,21,31,76,638,Green,None,
161,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset,nomask_style_expansion_36_snake_spine_tall,nomask_style_expansion_36_snake_spine_tall,sweep,普通,1,151-200,17,30,53,506,Green,None,
162,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,dense,普通,1,151-200,19,38,95,705,Green,None,
163,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall_20260611_111229.asset,r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall,procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall_20260611_111229,shape_ocean,普通,1,151-200,32,42,101,755,Green,None,shape_main_ocean_pufferfish_tall
164,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,lock,普通,1,151-200,23,38,114,861,Green,PeakTooFlat,
165,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04.asset,direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04,direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04,maze,普通,1,151-200,19,31,77,581,Green,None,
166,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,section,普通,2,151-200,20,38,119,745,Green,None,
167,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_043_topup_wide_26x22_maze.asset,hole_topup_043_topup_wide_26x22_maze,hole_topup_043_topup_wide_26x22_maze,hole_rescue,hole,1,151-200,26,22,53,487,Green,None,
168,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall_20260611_111510.asset,r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall,procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall_20260611_111510,shape_object,普通,2,151-200,28,42,100,651,Green,None,shape_main_distinct_boot_tall
169,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_31_direct_normal_rect_outer_shell_g3_v04.asset,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,lock,普通,4,151-200,23,40,115,906,Yellow,BottleneckHeavy|PeakTooFlat,
170,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,section,普通,1,151-200,22,37,104,796,Green,None,
171,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,dense,普通,1,151-200,22,38,108,814,Green,None,
172,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,section,普通,2,151-200,23,34,106,772,Green,PeakTooFlat,
173,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_08_onion_maskproceduralvertical_28x40-maincandletall_20260611_110439.asset,r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall,procmask_08_onion_maskproceduralvertical_28x40-maincandletall_20260611_110439,shape_magic,普通,2,151-200,28,40,104,753,Green,None,shape_main_candle_tall
174,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,maze,普通,1,151-200,19,36,95,674,Green,None,
175,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,section,普通,2,151-200,20,33,92,649,Green,BottleneckHeavy,
176,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset,direct_normal_16_direct_normal_rect_core_burst_g1_v02,direct_normal_16_direct_normal_rect_core_burst_g1_v02,lock,普通,1,151-200,23,37,112,835,Green,PeakTooFlat,
177,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset,hole_candidate_074_wide_28x22_dense,hole_candidate_074_wide_28x22_dense,hole_rescue,hole,1,151-200,28,22,52,529,Green,None,
178,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536.asset,r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall,procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536,shape_art,普通,3,151-200,30,42,104,747,Green,BottleneckHeavy,shape_main_painter_bust_tall
179,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04.asset,direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04,direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04,lock,普通,1,151-200,22,39,115,842,Green,PeakTooFlat,
180,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07.asset,direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07,direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07,sweep,普通,3,151-200,21,38,108,782,Green,None,
181,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,maze,普通,1,151-200,22,36,106,778,Green,None,
182,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,lock,普通,1,151-200,18,38,88,671,Green,None,
183,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset,r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall,procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207,shape_ocean,普通,4,151-200,28,42,104,723,Green,None,shape_main_ocean_shell_tall
184,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_024_topup_std_24x28_dual.asset,hole_topup_024_topup_std_24x28_dual,hole_topup_024_topup_std_24x28_dual,hole_rescue,hole,1,151-200,24,28,55,583,Green,None,
185,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset,direct_normal_158_direct_normal_rect_stair_push_g3_v16,direct_normal_158_direct_normal_rect_stair_push_g3_v16,section,普通,2,151-200,21,37,103,764,Green,PeakTooFlat,
186,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,direct_normal_55_direct_normal_rect_sweep_g5_v06,direct_normal_55_direct_normal_rect_sweep_g5_v06,sweep,普通,1,151-200,21,36,104,749,Green,None,
187,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755.asset,r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall,procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755,shape_landmark,普通,2,151-200,30,44,105,749,Green,None,shape_main_clock_tower_tall
188,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,section,普通,1,151-200,21,38,106,784,Green,None,
189,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,direct_normal_56_direct_normal_rect_core_burst_g5_v06,direct_normal_56_direct_normal_rect_core_burst_g5_v06,lock,普通,1,151-200,23,38,112,860,Green,PeakTooFlat,
190,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,section,普通,1,151-200,20,36,112,701,Green,None,
191,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,lock,普通,1,151-200,21,33,95,687,Green,None,
192,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_017_hc_28x30_dense_a.asset,hole_highchain_017_hc_28x30_dense_a,hole_highchain_017_hc_28x30_dense_a,hole_rescue,hole,3,151-200,28,30,82,753,Yellow,StartFakeWide,
193,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208,shape_ocean,普通,2,151-200,30,40,102,689,Green,None,shape_main_ocean_starfish_tall
194,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,dense,普通,1,151-200,18,37,87,660,Green,None,
195,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,sweep,普通,1,151-200,23,37,106,836,Green,None,
196,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,lock,普通,2,151-200,21,40,135,818,Green,None,
197,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,maze,普通,1,151-200,20,33,83,648,Green,None,
198,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517,shape_object,普通,1,151-200,30,42,105,718,Green,None,shape_main_distinct_plug_tall
199,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,section,普通,1,151-200,22,38,108,822,Green,None,
200,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,section,普通,1,151-200,21,38,106,783,Green,None,
201,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset,hole_candidate_037_std_26x24_section,hole_candidate_037_std_26x24_section,hole_rescue,hole,1,201-250,26,24,56,538,Green,None,
202,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,dense,普通,1,201-250,19,38,94,707,Green,None,
203,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223,shape_ocean,普通,1,201-250,30,42,103,740,Green,None,shape_main_ocean_flippers_tall
204,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,section,普通,1,201-250,22,36,107,778,Green,PeakTooFlat,
205,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,sweep,普通,1,201-250,21,40,111,829,Green,None,
206,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,lock,普通,1,201-250,23,34,103,767,Green,None,
207,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310,shape_music,普通,1,201-250,30,42,103,719,Green,None,shape_main_music_headphones_tall
208,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,section,普通,1,201-250,23,39,111,874,Green,PeakTooFlat,
209,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,lock,普通,4,201-250,23,42,157,950,Yellow,GrindyLowClear,
210,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,section,普通,3,201-250,22,38,113,828,Green,None,
211,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_135_direct_normal_rect_sweep_g1_v14.asset,direct_normal_135_direct_normal_rect_sweep_g1_v14,direct_normal_135_direct_normal_rect_sweep_g1_v14,sweep,普通,1,201-250,21,39,103,798,Green,None,
212,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,maze,普通,1,201-250,19,35,85,660,Green,None,
213,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436,shape_nature,普通,1,201-250,30,42,106,753,Green,None,shape_main_cactus_tall
214,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,direct_normal_66_direct_normal_rect_core_burst_g0_v07,direct_normal_66_direct_normal_rect_core_burst_g0_v07,lock,普通,1,201-250,20,40,105,791,Green,PeakTooFlat,
215,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,dense,普通,1,201-250,18,36,90,642,Green,None,
216,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,section,普通,2,201-250,21,42,144,863,Green,None,
217,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset,hole_candidate_072_wide_28x22_lock,hole_candidate_072_wide_28x22_lock,hole_rescue,hole,1,201-250,28,22,56,540,Green,None,
218,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458,shape_vehicle,普通,3,201-250,30,42,106,738,Green,None,shape_main_train_front_tall
219,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,section,普通,1,201-250,22,36,105,781,Green,None,
220,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,lock,普通,2,201-250,19,32,80,595,Green,None,
221,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02.asset,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,dense,普通,3,201-250,21,39,109,808,Yellow,GrindyLowClear,
222,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset,direct_normal_26_direct_normal_rect_core_burst_g2_v03,direct_normal_26_direct_normal_rect_core_burst_g2_v03,lock,普通,1,201-250,20,39,104,765,Green,None,
223,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316,shape_music,普通,3,201-250,30,42,103,672,Green,None,shape_main_music_drum_tall
224,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,section,普通,1,201-250,22,35,108,757,Green,PeakTooFlat,
225,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset,hole_topup_022_topup_std_22x28_maze,hole_topup_022_topup_std_22x28_maze,hole_rescue,hole,1,201-250,22,28,57,527,Green,None,
226,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,section,普通,1,201-250,22,35,105,750,Green,None,
227,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,lock,普通,2,201-250,24,43,163,1015,Green,None,
228,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455,shape_magic,普通,1,201-250,30,42,109,946,Green,None,shape_main_distinct_ghost_tall
229,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_152_direct_normal_rect_section_unlock_g3_v16.asset,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,section,普通,1,201-250,21,40,107,830,Green,PeakTooFlat,
