"section10","order","mainMissionId","levelName","category","roleInSection","productionLane","productionStyleFamily","productionChainLanguage","productionDifficultyBand","experienceRole","originalDifficultyCode","originalDifficultyNameZh","styleHint","psgProfileHint","originalTargetWidth","originalTargetHeight","originalTargetAspect","plannedWidth","plannedHeight","plannedAspect","plannedCanvasBand","aspectStatus","targetChains","targetChainsMin","targetChainsMax","referenceArrowTiles","referenceMaxChainLength","sourceV11LevelId","sourceV11AssetPath","sourceV11Guid","reviewOnly","productionWave","selectionReason"
"32","316","416","Main/Level_Main_316","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","28","51","0.549","27","36","0.75","XL_Peak","TargetBand","233","210","256","1405","10","direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset","df73e8d56d5439748aad10ab18bf774c","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"33","322","422","Main/Level_Main_322","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","21","37","0.568","20","27","0.741","M_Flow","TargetBand","101","91","111","760","13","direct_normal_51_direct_normal_rect_outer_shell_g5_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset","ad937095c654dcc4bb6ee998b2742c70","0","Batch04_301_400","front/mid pacing flow relief slot; flow count target around 40"
"33","326","426","Main/Level_Main_326","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","22","35","0.629","22","30","0.733","M_Neutral","TargetBand","104","94","114","751","13","direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset","523ea3154a445644b9c5c4863f9a611b","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"33","324","424","Main/Level_Main_324","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","section","PSG_Normal_section_VeryHard_Pressure","28","48","0.583","25","33","0.758","L_PeelMid","TargetBand","174","157","191","1329","13","direct_diff120_130_direct_diff_veryhard_room_gate_four_pockets_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_130_direct_diff_veryhard_room_gate_four_pockets_g2_v03.asset","d0e88229f174256479e1f02098c2dd46","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
"33","329","429","Main/Level_Main_329","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","26","50","0.52","26","34","0.765","L_Peak","TargetBand","203","183","223","1270","10","direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset","1ae395954c7efb74c90f064efdea10cc","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"34","337","437","Main/Level_Main_337","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Recovery","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Recovery","23","36","0.639","20","27","0.741","M_Flow","TargetBand","103","93","113","815","13","direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset","c047391da88b00c4fb290cc84f1d895e","0","Batch04_301_400","front/mid pacing flow relief slot; flow count target around 40"
"34","339","439","Main/Level_Main_339","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","23","37","0.622","22","30","0.733","M_Neutral","TargetBand","110","99","121","834","13","direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset","6626775247b3ffc42a74c091a98670b4","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"34","331","431","Main/Level_Main_331","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Recovery","2","困难","sweep","PSG_Normal_sweep_Hard_Recovery","21","44","0.477","25","33","0.758","L_PeelMid","TargetBand","147","132","162","898","10","direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset","ab183248654969b44adbb2aaad631c4c","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
"34","336","436","Main/Level_Main_336","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","28","48","0.583","27","36","0.75","XL_Peak","TargetBand","216","194","238","1325","10","direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset","4d4cebab6a5e2e841a790c1269b10472","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"35","346","446","Main/Level_Main_346","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","20","40","0.5","22","29","0.759","L_Flow","TargetBand","112","101","123","792","13","direct_normal_24_direct_normal_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset","6c450fd582539b1458e65d5c08aeee09","0","Batch04_301_400","front/mid pacing flow relief slot; flow count target around 40"
"35","345","445","Main/Level_Main_345","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","22","40","0.55","22","30","0.733","M_Neutral","TargetBand","115","103","127","866","13","direct_normal_105_direct_normal_rect_sweep_g4_v11","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset","89dc9dfefa28a7340ab0ce404563f778","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"35","341","441","Main/Level_Main_341","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Recovery","2","困难","sweep","PSG_Normal_sweep_Hard_Recovery","24","40","0.6","25","33","0.758","L_PeelMid","TargetBand","154","139","169","932","10","direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset","95f7fda37de56944ebd7ddcf29649966","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
"35","347","447","Main/Level_Main_347","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","27","45","0.6","26","34","0.765","L_Peak","TargetBand","189","170","208","1189","10","direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset","7b4f4ab93c9ef094e8d555b8a3affbe2","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"36","357","457","Main/Level_Main_357","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","38","0.579","20","27","0.741","M_Flow","TargetBand","103","93","113","823","13","direct_normal_21_direct_normal_rect_outer_shell_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset","161d4ed8c2425d447b24735c2167d630","0","Batch04_301_400","front/mid pacing flow relief slot; flow count target around 40"
"36","355","455","Main/Level_Main_355","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","40","0.55","22","30","0.733","M_Neutral","TargetBand","108","97","119","864","13","direct_normal_124_direct_normal_rect_dense_weave_g0_v13","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset","85260720e3b60a84f8e3f72cf1972279","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"36","352","452","Main/Level_Main_352","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","23","43","0.535","25","33","0.758","L_PeelMid","TargetBand","154","139","169","960","10","direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset","41e02d9e0874ada4b8354e8f187a3601","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
"36","359","459","Main/Level_Main_359","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","29","47","0.617","26","34","0.765","L_Peak","TargetBand","176","158","194","1330","13","direct_diff120_126_direct_diff_veryhard_room_gate_key_door_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_126_direct_diff_veryhard_room_gate_key_door_g1_v02.asset","6918abdfb25f22146b48e088204b4308","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"37","362","462","Main/Level_Main_362","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","23","35","0.657","22","30","0.733","M_Neutral","TargetBand","113","102","124","792","13","direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset","7dfff71a92becab4db12f16b456f646b","0","Batch04_301_400","late section swaps flow relief for neutral PSG-like mixed"
"37","366","466","Main/Level_Main_366","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Recovery","21","41","0.512","24","32","0.75","L_Neutral","TargetBand","139","125","153","839","10","direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03.asset","4b72274c40bbbac45b316cd2b1d2dcd7","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"37","369","469","Main/Level_Main_369","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","25","47","0.532","26","35","0.743","XL_PeelMid","TargetBand","198","178","218","1151","10","direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02.asset","cd6d9d1140e98cd49ae3d776ac132cdf","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
"37","365","465","Main/Level_Main_365","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","28","45","0.622","26","34","0.765","L_Peak","TargetBand","204","184","224","1246","10","direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06.asset","689e825c81607624aac1237afcc41f51","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"38","371","471","Main/Level_Main_371","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Normal","20","35","0.571","22","30","0.733","M_Neutral","TargetBand","94","85","103","695","13","direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08.asset","41e849a2209c64d4381811a7e337fd25","0","Batch04_301_400","late section swaps flow relief for neutral PSG-like mixed"
"38","374","474","Main/Level_Main_374","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","38","0.579","22","30","0.733","M_Neutral","TargetBand","115","103","127","829","13","direct_normal_84_direct_normal_rect_dense_weave_g2_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_84_direct_normal_rect_dense_weave_g2_v09.asset","989ac2e246e4606488d51a457fbe08e9","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"38","372","472","Main/Level_Main_372","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Pressure","2","困难","section","PSG_Normal_section_Hard_Pressure","23","40","0.575","25","33","0.758","L_PeelMid","TargetBand","147","132","162","906","10","direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02.asset","c6480fb0862ec364b86d89b3b8da436a","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
"38","376","476","Main/Level_Main_376","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","26","44","0.591","26","34","0.765","L_Peak","TargetBand","186","167","205","1127","10","direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset","b7d920328e729a547a11dd7b62f26332","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"39","386","486","Main/Level_Main_386","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","39","0.564","22","29","0.759","L_Flow","TargetBand","116","104","128","847","13","direct_normal_61_direct_normal_rect_outer_shell_g0_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset","02137f043d4f38849b166c48aad4c165","0","Batch04_301_400","front/mid pacing flow relief slot; flow count target around 40"
"39","390","490","Main/Level_Main_390","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","21","41","0.512","24","32","0.75","L_Neutral","TargetBand","136","122","150","842","10","direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset","836468627dde055429fae1e6054aa94f","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"39","384","484","Main/Level_Main_384","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","26","41","0.634","25","33","0.758","L_PeelMid","TargetBand","172","155","189","1051","10","direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset","fc87eaf67f78c7040b7553c5d828f573","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
"39","389","489","Main/Level_Main_389","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","25","45","0.556","26","34","0.765","L_Peak","TargetBand","181","163","199","1107","10","direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset","76e6470cba49477499502bc362f19dc4","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"40","397","497","Main/Level_Main_397","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","23","35","0.657","22","30","0.733","M_Neutral","TargetBand","105","95","115","800","13","direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset","2804c6a3b203da04fa058be6b4e0e454","0","Batch04_301_400","late section swaps flow relief for neutral PSG-like mixed"
"40","395","495","Main/Level_Main_395","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","24","39","0.615","24","32","0.75","L_Neutral","TargetBand","123","111","135","918","13","direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04.asset","8a3e48f43b4c57b4d839637da293088b","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"40","394","494","Main/Level_Main_394","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","26","48","0.542","25","33","0.758","L_PeelMid","TargetBand","173","156","190","1230","13","direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05.asset","1c2d13e4708055742a36257050435848","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
"40","396","496","Main/Level_Main_396","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","28","46","0.609","26","34","0.765","L_Peak","TargetBand","174","157","191","1273","13","direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01.asset","da5f7d8ced2df754f8f2800355bad82a","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"41","406","506","Main/Level_Main_406","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","18","36","0.5","22","30","0.733","M_Neutral","TargetBand","84","76","92","643","13","direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset","60ea1e95e63fdc44caa81a559fd9260a","0","Batch05_401_500","late section swaps flow relief for neutral PSG-like mixed"
"41","402","502","Main/Level_Main_402","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","curve_chain","NormalPeelLight","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","30","33","0.909","22","30","0.733","M_PeelLight","TargetBand","129","116","142","974","13","direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07.asset","0a3235d254abd1444b94cb78a70ff262","0","Batch05_401_500","late normal support becomes peel-light to keep depth while staying ordinary"
"41","405","505","Main/Level_Main_405","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Recovery","2","困难","maze","PSG_Normal_maze_Hard_Recovery","25","43","0.581","25","33","0.758","L_PeelMid","TargetBand","170","153","187","1050","10","direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset","802169ec00d870d46aa375cb83039918","0","Batch05_401_500","hard slot: stable layered peel is primary production lane"
"41","407","507","Main/Level_Main_407","normal","Peak","LongChainProbe","longchain_pressure_probe","curve_chain","PeakReview","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","24","49","0.49","26","34","0.765","L_Peak","TargetBand","196","176","216","1154","10","direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset","e76629abfdca7bb4f82f41634e0ba756","1","Batch05_401_500","late peak longchain is review-only until体感 passes"
"42","414","514","Main/Level_Main_414","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","22","37","0.595","20","27","0.741","M_Flow","TargetBand","107","96","118","804","13","direct_normal_25_direct_normal_rect_sweep_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset","8ec005cafbc6d8c438157b57c06b0138","0","Batch05_401_500","front/mid pacing flow relief slot; flow count target around 40"
"42","411","511","Main/Level_Main_411","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","rail_chain","NormalPeelLight","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","22","41","0.537","22","30","0.733","M_PeelLight","TargetBand","114","103","125","885","13","direct_normal_145_direct_normal_rect_sweep_g2_v15","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset","e6b329225062a774f8f0ae2b80a2bed3","0","Batch05_401_500","late normal support becomes peel-light to keep depth while staying ordinary"
"42","412","512","Main/Level_Main_412","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","section","PSG_Normal_section_VeryHard_Pressure","32","39","0.821","25","33","0.758","L_PeelMid","TargetBand","158","142","174","1230","13","direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05.asset","7e7df8669b6e48246990cb2a0aafca02","0","Batch05_401_500","hard slot: stable layered peel is primary production lane"
"42","419","519","Main/Level_Main_419","normal","Peak","LongChainProbe","longchain_pressure_probe","rail_chain","PeakReview","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","27","47","0.574","26","34","0.765","L_Peak","TargetBand","203","183","223","1250","10","direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset","91a08e5780c5be74d888e6c86b954967","1","Batch05_401_500","late peak longchain is review-only until体感 passes"
"43","422","522","Main/Level_Main_422","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","23","38","0.605","22","30","0.733","M_Neutral","TargetBand","113","102","124","860","13","direct_normal_14_direct_normal_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset","8ae0b57b1d052274c86a715946c7a80b","0","Batch05_401_500","late section swaps flow relief for neutral PSG-like mixed"
"43","424","524","Main/Level_Main_424","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","curve_chain","NormalPeelLight","Normal","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Normal","22","37","0.595","22","30","0.733","M_PeelLight","TargetBand","129","116","142","793","10","direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset","11ee13a83bf2a02488af27840a99ddb1","0","Batch05_401_500","late normal support becomes peel-light to keep depth while staying ordinary"
"43","429","529","Main/Level_Main_429","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","dense","PSG_Normal_dense_VeryHard_Pressure","27","48","0.562","26","35","0.743","XL_PeelMid","TargetBand","205","185","225","1261","10","direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset","d37b89b3f49239144929310c6b9dc4cd","0","Batch05_401_500","hard slot: stable layered peel is primary production lane"
"43","425","525","Main/Level_Main_425","normal","Peak","LongChainProbe","longchain_pressure_probe","patch_chain","PeakReview","Pressure","4","极难","lock","PSG_Normal_lock_Extreme_Pressure","28","48","0.583","27","36","0.75","XL_Peak","TargetBand","213","192","234","1320","10","direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset","2e746213f293c034eb0b2fe0fb7aebb5","1","Batch05_401_500","late peak longchain is review-only until体感 passes"
