order,section10,mainMissionId,levelName,missionTypeCode,category,psgGenerateMode,styleHint,difficultyCode,difficultyNameZh,stageDifficultyHint,experienceRole,psgProfileHint,targetWidth,targetHeight,targetAspect,targetChains,targetChainsMin,targetChainsMax,referenceArrowTiles,referenceMaxChainLength,isShapeSlot,shapeId,shapeNameZh,shapeUsageDisplayId,specialClearAssetPath,isHoleSlot,missionAniId,missionAniResPath,missionAniWinPath,sourceV11LevelId,sourceV11AssetPath,sourceV11CopiedAssetPath,sourceV11Guid,sourceV11Status,sourceV11Flags,templateNote
383,39,483,Main/Level_Main_383,1,shape,PSG_ShapeMask,shape_ocean,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,38,42,0.905,142,128,156,1013,13,1,alarmclock,闹钟,shape_alarm_clock,UI/B_MissionAni/Special/ShapeIcons/shape_alarm_clock,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L383_alarmclock_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L383_r2_outer_strong_005_r2_006_a401_maskonlyb04_05_mai.asset,dd02d69cfae157c4e8239940a54f6188,Green,None,
387,39,487,Main/Level_Main_387,1,shape,PSG_ShapeMask,shape_vehicle,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,42,42,1.0,149,134,164,1096,13,1,d20die,二十面骰,shape_d20_die,UI/B_MissionAni/Special/ShapeIcons/shape_d20_die,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb07_04_main_d20die,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L387_r2_outer_strong_005_r2_006_a401_maskonlyb07_04_mai.asset,a0417c0e2ac15624ab438dece1847099,Green,BottleneckHeavy,
393,40,493,Main/Level_Main_393,1,shape,PSG_ShapeMask,shape_magic,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,49,0.776,149,134,164,1217,17,1,chessknight,国际象棋马,shape_chess_knight,UI/B_MissionAni/Special/ShapeIcons/shape_chess_knight,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb07_03_large_chessknight,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L393_chessknight_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L393_r2_outer_strong_005_r2_006_a401_maskonlyb07_03_lar.asset,59383b4836588b743966d82edfcafdb6,Green,None,
398,40,498,Main/Level_Main_398,1,shape,PSG_ShapeMask,shape_landmark,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,44,43,1.023,153,138,168,1234,17,1,butterfly,蝴蝶,shape_butterfly,UI/B_MissionAni/Special/ShapeIcons/shape_butterfly,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_17_large_butterfly,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L398_butterfly_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L398_r2_outer_strong_005_r2_006_a401_maskonlyb02_17_lar.asset,989d1169e3a313e47a1239dc3a6a9726,Green,BottleneckHeavy,
403,41,503,Main/Level_Main_403,1,shape,PSG_ShapeMask,shape_vehicle,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,44,38,1.158,150,135,165,1131,17,1,dialphone,转盘电话,shape_dial_phone,UI/B_MissionAni/Special/ShapeIcons/shape_dial_phone,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb06_05_large_dialphone,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L403_dialphone_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L403_r2_outer_strong_005_r2_006_a401_maskonlyb06_05_lar.asset,7801a567caf2a324d978716f409fcae7,Green,None,
408,41,508,Main/Level_Main_408,1,shape,PSG_ShapeMask,shape_nature,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,36,44,0.818,153,138,168,1074,13,1,arcadecabinet,街机,shape_arcade_cabinet,UI/B_MissionAni/Special/ShapeIcons/shape_arcade_cabinet,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb06_04_main_arcadecabinet,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L408_arcadecabinet_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L408_r2_outer_strong_005_r2_006_a401_maskonlyb06_04_mai.asset,7dd9bb466b10a3f428efa8c86580283a,Green,None,
413,42,513,Main/Level_Main_413,1,shape,PSG_ShapeMask,shape_landmark,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,49,0.776,153,138,168,1270,17,1,payphone,公用电话,shape_payphone,UI/B_MissionAni/Special/ShapeIcons/shape_payphone,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb06_06_large_payphone,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L413_payphone_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L413_r2_outer_strong_005_r2_006_a401_maskonlyb06_06_lar.asset,a029d7d7fa0561044b933cbb6b14cddc,Yellow,GrindyLowClear,
418,42,518,Main/Level_Main_418,1,shape,PSG_ShapeMask,shape_space,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,42,42,1.0,157,141,173,1068,13,1,crystalcluster,水晶簇,shape_crystal_cluster,UI/B_MissionAni/Special/ShapeIcons/shape_crystal_cluster,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb08_04_main_crystalcluster,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L418_crystalcluster_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L418_r2_outer_strong_005_r2_006_a401_maskonlyb08_04_mai.asset,6fb70c93bfed65745ab8cc2a0150b769,Green,None,
423,43,523,Main/Level_Main_423,1,shape,PSG_ShapeMask,shape_vehicle,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,44,38,1.158,136,122,150,1147,17,1,artistpalette,调色盘,shape_artist_palette,UI/B_MissionAni/Special/ShapeIcons/shape_artist_palette,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_01_large_artistpalette,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L423_artistpalette_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L423_r2_outer_strong_005_r2_006_a401_maskonlyb05_01_lar.asset,b85afea4934a0dc47a5a09ffcd851ecb,Green,None,
427,43,527,Main/Level_Main_427,1,shape,PSG_ShapeMask,shape_nature,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,44,40,1.1,161,145,177,1311,17,1,treasurechest,宝箱,shape_treasure_chest,UI/B_MissionAni/Special/ShapeIcons/shape_treasure_chest,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_25_large_treasurechest,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L427_treasurechest_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L427_r2_outer_strong_005_r2_006_a401_maskonlyb09_25_lar.asset,88194f3f0d2299a498d2e3c38c4325a8,Green,BottleneckHeavy,
433,44,533,Main/Level_Main_433,1,shape,PSG_ShapeMask,shape_vehicle,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,43,47,0.915,161,145,177,1410,17,1,filmroll,胶片,shape_film_roll,UI/B_MissionAni/Special/ShapeIcons/shape_film_roll,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L433_filmroll_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L433_r2_outer_strong_005_r2_006_a401_maskonlyb06_10_lar.asset,f33da85f11d83074c98ddf4f87ccdbf6,Green,BottleneckHeavy,
438,44,538,Main/Level_Main_438,1,shape,PSG_ShapeMask,shape_nature,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,43,43,1.0,166,149,183,1373,17,1,giftbox,礼盒,shape_gift_box,UI/B_MissionAni/Special/ShapeIcons/shape_gift_box,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L438_giftbox_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L438_r2_outer_strong_005_r2_006_a401_maskonlyb09_24_lar.asset,ac75b57d9b0270044a7db34fcc35a557,Green,None,
443,45,543,Main/Level_Main_443,1,shape,PSG_ShapeMask,shape_symbol,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,39,31,1.258,84,76,92,714,17,1,ufo,飞碟,shape_ufo,UI/B_MissionAni/Special/ShapeIcons/shape_ufo,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L443_ufo_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L443_r2_outer_strong_005_r2_006_a401_maskonlyb08_10_lar.asset,9bed04670b8862744bf04faa2bd7972f,Green,BottleneckHeavy,
447,45,547,Main/Level_Main_447,1,shape,PSG_ShapeMask,shape_object,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,31,36,0.861,78,70,86,790,24,1,magicbook,魔法书,shape_magic_book,UI/B_MissionAni/Special/ShapeIcons/shape_magic_book,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L447_magicbook_compact.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L447_r2_outer_strong_005_r2_006_a401_maskonlyb02_08_com.asset,dd6745363d0f5bf4994b577b038181cc,Green,BottleneckHeavy,
453,46,553,Main/Level_Main_453,1,shape,PSG_ShapeMask,shape_character,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,44,38,1.158,106,95,117,902,17,1,fish,鱼,shape_fish,UI/B_MissionAni/Special/ShapeIcons/shape_fish,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L453_fish_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L453_r2_outer_strong_005_r2_006_a401_maskonlyb02_09_lar.asset,165fe1d604847d4439c7b9acd492d023,Green,None,
458,46,558,Main/Level_Main_458,1,shape,PSG_ShapeMask,shape_nature,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,38,38,1.0,112,101,123,763,13,1,star,星星,shape_star,UI/B_MissionAni/Special/ShapeIcons/shape_star,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_22_main_star,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L458_star_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L458_r2_outer_strong_005_r2_006_a401_maskonlyb09_22_mai.asset,fcf708f1fdc0e0542b0960758be19ed5,Green,BottleneckHeavy,
463,47,563,Main/Level_Main_463,1,shape,PSG_ShapeMask,shape_landmark,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,29,38,0.763,71,64,78,721,24,1,castletower,城堡塔,shape_castle_tower,UI/B_MissionAni/Special/ShapeIcons/shape_castle_tower,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb08_08_compact_castletower,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L463_castletower_compact.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L463_r2_outer_strong_005_r2_006_a401_maskonlyb08_08_com.asset,d45776abc3e391d41b2ed83325eabcf5,Green,BottleneckHeavy,
468,47,568,Main/Level_Main_468,1,shape,PSG_ShapeMask,shape_toolui,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,37,29,1.276,73,66,80,729,23,1,boombox,收录机,shape_boombox,UI/B_MissionAni/Special/ShapeIcons/shape_boombox,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb06_03_compact_boombox,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L468_boombox_compact.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L468_r2_outer_strong_005_r2_006_a401_maskonlyb06_03_com.asset,54942a1d86f1ac24a950f583322afb25,Green,BottleneckHeavy,
473,48,573,Main/Level_Main_473,1,shape,PSG_ShapeMask,shape_landmark,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,33,29,1.138,67,60,74,659,24,1,mug,马克杯,shape_mug,UI/B_MissionAni/Special/ShapeIcons/shape_mug,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L473_mug_compact.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L473_r2_outer_strong_005_r2_006_a401_maskonlyb05_11_com.asset,69e2d34b4657db64b9bb543686cda3dc,Green,None,
478,48,578,Main/Level_Main_478,1,shape,PSG_ShapeMask,shape_space,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,38,42,0.905,112,101,123,765,13,1,flag,旗帜,shape_flag,UI/B_MissionAni/Special/ShapeIcons/shape_flag,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L478_flag_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L478_r2_outer_strong_005_r2_006_a401_maskonlyb04_09_mai.asset,a523c4a1e6777e64abaf790a910e5af9,Green,None,
483,49,583,Main/Level_Main_483,1,shape,PSG_ShapeMask,shape_landmark,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,33,31,1.065,64,58,70,644,24,1,heart,,shape_heart,UI/B_MissionAni/Special/ShapeIcons/shape_heart,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_21_compact_heart,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L483_heart_compact.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L483_r2_outer_strong_005_r2_006_a401_maskonlyb09_21_com.asset,26317ebd2512b034482ca7345ed2ddde,Green,BottleneckHeavy,
487,49,587,Main/Level_Main_487,1,shape,PSG_ShapeMask,shape_object,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,38,38,1.0,113,102,124,789,13,1,sun,太阳,shape_sun,UI/B_MissionAni/Special/ShapeIcons/shape_sun,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb01_10_main_sun,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L487_sun_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L487_r2_outer_strong_005_r2_006_a401_maskonlyb01_10_mai.asset,92cf8410a1fa89e47813125e352aae4a,Green,None,
493,50,593,Main/Level_Main_493,1,shape,PSG_ShapeMask,shape_object,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,36,38,0.947,64,58,70,752,24,1,dragonhead,龙头,shape_dragon_head,UI/B_MissionAni/Special/ShapeIcons/shape_dragon_head,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb07_01_compact_dragonhead,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L493_dragonhead_compact.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L493_r2_outer_strong_005_r2_006_a401_maskonlyb07_01_com.asset,2426dd410cb269f4fa7687bfdfeed353,Green,None,
498,50,598,Main/Level_Main_498,1,shape,PSG_ShapeMask,shape_nature,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,42,34,1.235,72,65,79,578,17,1,banana,香蕉,shape_banana,UI/B_MissionAni/Special/ShapeIcons/shape_banana,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_03_large_banana,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L498_banana_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L498_r2_outer_strong_005_r2_006_a401_maskonlyb02_03_lar.asset,27539bb7eeb351848adcaffd0284737b,Green,ShapeLowFill,
