order,section10,mainMissionId,levelName,missionTypeCode,category,psgGenerateMode,styleHint,difficultyCode,difficultyNameZh,stageDifficultyHint,experienceRole,psgProfileHint,targetWidth,targetHeight,targetAspect,targetChains,targetChainsMin,targetChainsMax,referenceArrowTiles,referenceMaxChainLength,isShapeSlot,shapeId,shapeNameZh,shapeUsageDisplayId,specialClearAssetPath,isHoleSlot,missionAniId,missionAniResPath,missionAniWinPath,sourceV11LevelId,sourceV11AssetPath,sourceV11CopiedAssetPath,sourceV11Guid,sourceV11Status,sourceV11Flags,templateNote
235,24,335,Main/Level_Main_235_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,28,22,1.273,58,52,64,533,22,0,,,,,1,335,PrefabsN/Arrow/MissionAni/23_Boxer_sad_locked_8,PrefabsN/Arrow/MissionAni/23_Boxer_happy_break_8,hole_topup_045_topup_wide_28x22_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L235_hole_topup_045_topup_wide_28x22_dual.asset,e90e4e47094d3a1489022264bd1c3365,Green,None,
236,24,336,Main/Level_Main_236,1,normal,PSG_Normal,section,2,困难,Hard,Pressure,PSG_Normal_section_Hard_Pressure,21,39,0.538,107,96,118,810,13,0,,,,,0,,,,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L236_direct_normal_topup_47_direct_normal_topup_rect_qu.asset,e4c56270d688bcd408949a9469059cf0,Green,PeakTooFlat,
237,24,337,Main/Level_Main_237,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,Normal,PSG_Normal_lock_NormalOrRecovery_Normal,23,34,0.676,104,94,114,771,13,0,,,,,0,,,,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_71_direct_normal_rect_outer_shell_g1_v08.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L237_direct_normal_71_direct_normal_rect_outer_shell_g1.asset,58a35c3abb2fdb94a8863b8348317b35,Green,None,
238,24,338,Main/Level_Main_238,1,shape,PSG_ShapeMask,shape_character,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,34,42,0.81,106,95,117,778,13,1,cactus,仙人掌,shape_cactus,UI/B_MissionAni/Special/ShapeIcons/shape_cactus,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_main_cactus,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L238_r2_outer_strong_005_r2_006_a401_maskonlyb04_07_mai.asset,8fc5de5c24c51df41bbf458f6ed7cfa6,Green,None,
239,24,339,Main/Level_Main_239,1,normal,PSG_Normal,section,4,极难,RelativeExtreme,Peak,PSG_Normal_section_Extreme_Peak,24,44,0.545,171,154,188,1038,10,0,,,,,0,,,,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L239_direct_polish_hard_19_direct_polish_hard_rect_sect.asset,83dbe7daca282f34194810b2d7f6fd77,Green,None,
240,24,340,Main/Level_Main_240,1,normal,PSG_Normal,section,1,普通/恢复,Recovery,Recovery,PSG_Normal_section_NormalOrRecovery_Recovery,20,36,0.556,117,105,129,711,10,0,,,,,0,,,,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L240_direct_polish_clean_05_direct_polish_normal_rect_d.asset,db2b7d33b37491c4f8beab514da7a83e,Green,None,
241,25,341,Main/Level_Main_241,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,23,42,0.548,119,107,131,949,13,0,,,,,0,,,,direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L241_direct_diff120_105_direct_diff_hard_long_spine_lon.asset,9c22505dcaf24a142a98de7bf95e4967,Green,PeakTooFlat,
242,25,342,Main/Level_Main_242_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,32,28,1.143,83,75,91,802,22,0,,,,,1,342,PrefabsN/Arrow/MissionAni/24_BorderCollie_sad_locked_8,PrefabsN/Arrow/MissionAni/24_BorderCollie_happy_break_8,hole_highchain_004_hc_32x28_dual_a,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L242_hole_highchain_004_hc_32x28_dual_a.asset,f5bea65e6b20c5d4192f4eb0df8a393d,Green,None,
243,25,343,Main/Level_Main_243,1,shape,PSG_ShapeMask,shape_space,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,36,38,0.947,120,108,132,844,13,1,house,房子,shape_house,UI/B_MissionAni/Special/ShapeIcons/shape_house,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb03_01_main_house,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L243_house_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L243_r2_outer_strong_005_r2_006_a401_maskonlyb03_01_mai.asset,dd4c43537e2d42d45aa86e7871262720,Green,None,
244,25,344,Main/Level_Main_244,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,22,40,0.55,115,103,127,864,13,0,,,,,0,,,,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L244_direct_normal_topup_62_direct_normal_topup_rect_st.asset,88cf544d254678943b670b448084bff4,Green,None,
245,25,345,Main/Level_Main_245,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,23,41,0.561,150,135,165,925,10,0,,,,,0,,,,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L245_direct_polish_clean_22_direct_polish_normal_rect_c.asset,c9f5588d61582bb4d8ba08e76528ffb6,Green,None,
246,25,346,Main/Level_Main_246,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,20,42,0.476,109,98,120,827,13,0,,,,,0,,,,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L246_direct_normal_150_direct_normal_rect_maze_long_cha.asset,3185df29275b8824296b5c0335c78a62,Green,None,
247,25,347,Main/Level_Main_247,1,shape,PSG_ShapeMask,shape_object,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,38,47,0.809,109,98,120,902,17,1,lollipop,棒棒糖,shape_lollipop,UI/B_MissionAni/Special/ShapeIcons/shape_lollipop,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_large_lollipop,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L247_lollipop_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L247_r2_outer_strong_005_r2_006_a401_maskonlyb02_18_lar.asset,edd80fbfbeec4784e8b85939e2c1adc8,Green,BottleneckHeavy,
248,25,348,Main/Level_Main_248,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,20,38,0.526,102,92,112,751,13,0,,,,,0,,,,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_07_direct_normal_rect_dual_zone_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L248_direct_normal_07_direct_normal_rect_dual_zone_g0_v.asset,9abd23f7b0fd65a48a16e8b722d2ae82,Green,BottleneckHeavy,
249,25,349,Main/Level_Main_249,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,21,41,0.512,137,123,151,840,10,0,,,,,0,,,,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L249_direct_polish_clean_20_direct_polish_normal_rect_l.asset,2b224433fcc28e244a2c792ba7db9497,Green,None,
250,25,350,Main/Level_Main_250,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,23,35,0.657,107,96,118,793,13,0,,,,,0,,,,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_134_direct_normal_rect_dense_weave_g1_v14.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L250_direct_normal_134_direct_normal_rect_dense_weave_g.asset,73cc1fdadb1c4054d84d2b81fcdf463c,Green,None,
251,26,351,Main/Level_Main_251_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,28,24,1.167,59,53,65,590,22,0,,,,,1,351,PrefabsN/Arrow/MissionAni/25_MiniatureSchnauzer_sad_locked_8,PrefabsN/Arrow/MissionAni/25_MiniatureSchnauzer_happy_break_8,hole_candidate_047_std_28x24_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_047_std_28x24_shell.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L251_hole_candidate_047_std_28x24_shell.asset,1b48f18a8be93ff4bb26cd6a47a9e609,Green,None,
252,26,352,Main/Level_Main_252,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,24,38,0.632,147,132,162,894,10,0,,,,,0,,,,direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L252_direct_pure_topup_09_06_direct_polish_hard_pure_re.asset,ab63430e29ec7824798935e9a79ea089,Green,None,
253,26,353,Main/Level_Main_253,1,shape,PSG_ShapeMask,shape_space,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,38,1.0,117,105,129,817,13,1,gear,齿轮,shape_gear,UI/B_MissionAni/Special/ShapeIcons/shape_gear,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_12_main_gear,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L253_gear_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L253_r2_outer_strong_005_r2_006_a401_maskonlyb04_12_mai.asset,129b28c3bab63114eb8c6cd35138c641,Green,None,
254,26,354,Main/Level_Main_254,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,21,36,0.583,101,91,111,740,13,0,,,,,0,,,,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L254_direct_normal_topup_38_direct_normal_topup_rect_st.asset,b75fffe2bd1618d49b762ebcbf07b354,Green,None,
255,26,355,Main/Level_Main_255,1,normal,PSG_Normal,dense,1,普通/恢复,Recovery,Recovery,PSG_Normal_dense_NormalOrRecovery_Recovery,23,37,0.622,110,99,121,839,13,0,,,,,0,,,,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L255_direct_normal_151_direct_normal_rect_outer_shell_g.asset,d1c0310e97d97694aacf756f2408df55,Green,None,
256,26,356,Main/Level_Main_256,1,normal,PSG_Normal,section,4,极难,VeryHard,Peak,PSG_Normal_section_Extreme_Peak,24,42,0.571,159,143,175,986,10,0,,,,,0,,,,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L256_direct_polish_hard_07_direct_polish_hard_rect_quas.asset,4276a82b3ff447d4d967d199d1a07def,Green,None,
257,26,357,Main/Level_Main_257,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,Normal,PSG_Normal_lock_NormalOrRecovery_Normal,23,36,0.639,107,96,118,809,13,0,,,,,0,,,,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_153_direct_normal_rect_lock_buckle_g3_v16.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L257_direct_normal_153_direct_normal_rect_lock_buckle_g.asset,cf540e65f758aa7489bc9779eda6553c,Green,None,
258,26,358,Main/Level_Main_258,1,shape,PSG_ShapeMask,shape_ocean,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,34,44,0.773,110,99,121,783,13,1,questionmarkvarianta,问号,shape_question_mark_variant_a,UI/B_MissionAni/Special/ShapeIcons/shape_question_mark_variant_a,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_02_main_questionmarkvarianta,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L258_questionmarkvarianta_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L258_r2_outer_strong_005_r2_006_a401_maskonlyb09_02_mai.asset,1b0ba6b794e85c24285300ec9da240b4,Green,None,
259,26,359,Main/Level_Main_259,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,21,38,0.553,126,113,139,777,10,0,,,,,0,,,,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L259_direct_pure_topup_10_18_direct_polish_hard_pure_re.asset,86dcefe83bc72534f8bbe2d3d43d4540,Green,None,
260,26,360,Main/Level_Main_260,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,21,34,0.618,101,91,111,707,13,0,,,,,0,,,,direct_normal_78_direct_normal_rect_stair_push_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L260_direct_normal_78_direct_normal_rect_stair_push_g1_.asset,5ed138b2f2aabbe41b48bfbeaef4a60a,Green,None,
261,27,361,Main/Level_Main_261,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,23,37,0.622,107,96,118,851,17,0,,,,,0,,,,sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L261_sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L261_sgp_merged_final_outer_repair_quality_filtered26_h.asset,4bb782656ebd2b84ca08539cc8e5f443,Green,PeakTooFlat,
262,27,362,Main/Level_Main_262,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,22,37,0.595,102,92,112,802,13,0,,,,,0,,,,direct_normal_44_direct_normal_rect_dense_weave_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_44_direct_normal_rect_dense_weave_g4_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L262_direct_normal_44_direct_normal_rect_dense_weave_g4.asset,3238b246088bc9c4f85a14af9343ba02,Green,None,
263,27,363,Main/Level_Main_263,1,shape,PSG_ShapeMask,shape_toolui,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,36,42,0.857,116,104,128,738,13,1,cherries,樱桃,shape_cherries,UI/B_MissionAni/Special/ShapeIcons/shape_cherries,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_04_main_cherries,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L263_cherries_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L263_r2_outer_strong_005_r2_006_a401_maskonlyb05_04_mai.asset,20f630b834763d14696163561a091522,Green,None,
264,27,364,Main/Level_Main_264,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,25,40,0.625,157,141,173,978,10,0,,,,,0,,,,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L264_direct_pure_topup_10_12_direct_polish_hard_pure_re.asset,d6b2be69805a3b34fae4d0bf8faa4159,Green,None,
265,27,365,Main/Level_Main_265,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,20,39,0.513,104,94,114,767,13,0,,,,,0,,,,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L265_direct_normal_70_direct_normal_rect_maze_long_chai.asset,7861b510d5b640d4c91a3fb6cab1fd5a,Green,None,
266,27,366,Main/Level_Main_266,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,22,35,0.629,97,87,107,753,13,0,,,,,0,,,,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L266_direct_pure_topup_04_10_direct_normal_pure_rect_se.asset,6e1a3adf37de94f418b9df3fa0ed72a9,Green,None,
267,27,367,Main/Level_Main_267_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,32,28,1.143,82,74,90,809,22,0,,,,,1,367,PrefabsN/Arrow/MissionAni/26_BerneseMountainDog_sad_locked_8,PrefabsN/Arrow/MissionAni/26_BerneseMountainDog_happy_break_8,hole_highchain_extra_001_hc2_32x28_dual_b,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L267_hole_highchain_extra_001_hc2_32x28_dual_b.asset,393a2e0c92c98ca40bfb2928201fdaa9,Green,BottleneckHeavy,
268,27,368,Main/Level_Main_268,1,shape,PSG_ShapeMask,shape_magic,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,34,42,0.81,118,106,130,813,13,1,boot,靴子,shape_boot,UI/B_MissionAni/Special/ShapeIcons/shape_boot,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_02_main_boot,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L268_boot_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L268_r2_outer_strong_005_r2_006_a401_maskonlyb05_02_mai.asset,9c3a95efacdfd3a43bb500a6bdf1a9b7,Green,None,
269,27,369,Main/Level_Main_269,1,normal,PSG_Normal,lock,4,极难,RelativeExtreme,Peak,PSG_Normal_lock_Extreme_Peak,28,50,0.56,184,166,202,1378,13,0,,,,,0,,,,direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L269_direct_diff120_136_direct_diff_veryhard_dag_unlock.asset,685cdebfc99aa0346b4a6861e83dab1a,Green,None,
270,27,370,Main/Level_Main_270,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,22,39,0.564,114,103,125,843,13,0,,,,,0,,,,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L270_direct_normal_147_direct_normal_rect_dual_zone_g2_.asset,2b5a7b20737d77a41a41b2befc0d8261,Green,None,
271,28,371,Main/Level_Main_271,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,22,32,0.688,114,103,125,693,10,0,,,,,0,,,,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L271_direct_pure_topup_05_16_direct_normal_pure_rect_ma.asset,2603e90fe61232241a8e1c3fda64e45e,Green,None,
272,28,372,Main/Level_Main_272,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,Normal,PSG_Normal_lock_NormalOrRecovery_Normal,23,39,0.59,115,103,127,880,13,0,,,,,0,,,,direct_normal_33_direct_normal_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L272_direct_normal_33_direct_normal_rect_lock_buckle_g3.asset,98d368a4400e0334f9667013baf0ee73,Green,None,
273,28,373,Main/Level_Main_273,1,shape,PSG_ShapeMask,shape_toolui,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,36,44,0.818,113,102,124,824,13,1,gameportal,游戏传送门,shape_game_portal,UI/B_MissionAni/Special/ShapeIcons/shape_game_portal,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L273_gameportal_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L273_r2_outer_strong_005_r2_006_a401_maskonlyb07_10_mai.asset,2eca74f956fe68a468e08a074fc8b629,Green,None,
274,28,374,Main/Level_Main_274,1,normal,PSG_Normal,section,3,特别困难,Hard,Pressure,PSG_Normal_section_VeryHard_Pressure,31,35,0.886,131,118,144,1068,13,0,,,,,0,,,,direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L274_direct_diff120_95_direct_diff_hard_near_square_sta.asset,c8068269f5fc74e459117be259b05556,Green,None,
275,28,375,Main/Level_Main_275,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,22,36,0.611,106,95,117,776,13,0,,,,,0,,,,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L275_direct_normal_04_direct_normal_rect_dense_weave_g0.asset,33b58ff5c91f3064b8086571755df539,Green,None,
276,28,376,Main/Level_Main_276,1,normal,PSG_Normal,section,4,极难,RelativeExtreme,Peak,PSG_Normal_section_Extreme_Peak,27,45,0.6,201,181,221,1187,10,0,,,,,0,,,,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L276_direct_advanced_20_direct_advanced_veryhard_rect_d.asset,2407842590ccc1c499e9726441d1b8eb,Green,None,
277,28,377,Main/Level_Main_277_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,26,26,1.0,61,55,67,586,22,0,,,,,1,377,PrefabsN/Arrow/MissionAni/27_BostonTerrier_sad_locked_8,PrefabsN/Arrow/MissionAni/27_BostonTerrier_happy_break_8,hole_topup_030_topup_std_26x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L277_hole_topup_030_topup_std_26x26_dual.asset,9e73faad266f64a4987c09abb4c526bb,Green,None,
