pack,rank,decision,sourceId,sourcePath,selectedPath,mode,edgeLongBefore,edgeLongAfter,maxEdgeRunAfter,selectedChains,selectedTiles,reason
R2,7,keep_repair,r1_ab_010_above300_level_417_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_010_above300_level_417_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_l2_added57_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_007_r2_010_a417.asset,fill_outer,5,7,29,83,726,ok
R2,8,keep_repair,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_008_r2_012_a419.asset,original,2,2,16,63,477,ok
R2,9,keep_repair,r1_ab_013_above300_level_421_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_b3_added63_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_013_above300_level_421_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_b3_added63_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_009_r2_013_a421.asset,fill_outer,0,0,6,71,570,ok
R2,10,keep_repair,r1_ab_014_above300_level_423_final_take_refill_v2_p2_delta19_occ13_addcells_rewrite_v2_v2_t3_added93_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_014_above300_level_423_final_take_refill_v2_p2_delta19_occ13_addcells_rewrite_v2_v2_t3_added93_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_010_r2_014_a423.asset,fill_outer,1,2,18,143,1276,ok
R2,11,keep_repair,r1_ab_015_above300_level_426_final_sparse_prefill_fill12_hole46_addcells_rewrite_v2_v2_b2_added50_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_015_above300_level_426_final_sparse_prefill_fill12_hole46_addcells_rewrite_v2_v2_b2_added50_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_011_r2_015_a426.asset,fill_outer,1,1,13,79,704,ok
R2,12,keep_repair,r1_ab_016_above300_level_427_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_l2_added53_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_016_above300_level_427_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_l2_added53_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_012_r2_016_a427.asset,original,0,0,9,113,737,ok
R2,13,filter_sparse,r1_ab_018_above300_level_428_final_rotation_double_flip_180,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_018_above300_level_428_final_rotation_double_flip_180.asset,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_018_above300_level_428_final_rotation_double_flip_180.asset,fill_outer,0,132,18,5,12,too_small
R2,14,keep_repair,r1_ab_020_above300_level_435_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_020_above300_level_435_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_t3_added58_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_014_r2_020_a435.asset,fill_outer,8,8,13,49,530,ok
R2,15,filter_sparse,r1_ab_021_above300_level_439_final_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_021_above300_level_439_final_rotation_hflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_015_r2_021_a439.asset,fill_outer,0,3,11,9,64,too_small
R2,16,keep_repair,r1_ab_025_above300_level_446_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l2_added39_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_025_above300_level_446_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l2_added39_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_016_r2_025_a446.asset,original,0,0,9,49,413,ok
R2,17,keep_repair,r1_ab_026_above300_level_451_final_take_refill_v2_p1_delta3_occ3_addcells_rewrite_v2_v2_b3_added60_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_026_above300_level_451_final_take_refill_v2_p1_delta3_occ3_addcells_rewrite_v2_v2_b3_added60_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_017_r2_026_a451.asset,fill_outer,2,5,18,84,721,ok
R2,18,filter_sparse,r1_ab_027_above300_level_454_final_rotation_double_flip_180,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_027_above300_level_454_final_rotation_double_flip_180.asset,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_027_above300_level_454_final_rotation_double_flip_180.asset,fill_outer,0,132,18,5,13,too_small
R2,19,keep_repair,r1_ab_029_above300_level_456_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_l2_added50_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_029_above300_level_456_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_l2_added50_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_019_r2_029_a456.asset,original,2,2,13,60,628,ok
R2,20,keep_repair,r1_ab_032_above300_level_462_final_take_refill_v2_p2_delta8_occ4_addcells_rewrite_v2_v2_b2_added41_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_032_above300_level_462_final_take_refill_v2_p2_delta8_occ4_addcells_rewrite_v2_v2_b2_added41_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_020_r2_032_a462.asset,fill_outer,1,1,18,70,556,ok
R2,21,keep_repair,r1_ab_033_above300_level_463_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_b2_added44_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_033_above300_level_463_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_b2_added44_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_021_r2_033_a463.asset,original,2,2,24,100,928,ok
R2,22,keep_repair,r1_ab_036_above300_level_466_final_take_refill_v2_p2_delta14_occ10_addcells_rewrite_v2_v2_l2_added43_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_036_above300_level_466_final_take_refill_v2_p2_delta14_occ10_addcells_rewrite_v2_v2_l2_added43_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_022_r2_036_a466.asset,fill_outer,2,4,18,60,511,ok
R2,23,keep_repair,r1_ab_037_above300_level_467_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_037_above300_level_467_final_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_023_r2_037_a467.asset,fill_outer,3,5,18,41,497,ok
R2,24,keep_repair,r1_ab_038_above300_level_468_final_take_refill_v2_p2_delta14_occ12_addcells_rewrite_v2_v2_r2_added39_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_038_above300_level_468_final_take_refill_v2_p2_delta14_occ12_addcells_rewrite_v2_v2_r2_added39_rotation_hflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_024_r2_038_a468.asset,fill_outer,4,4,20,61,568,ok
R2,25,keep_repair,r1_ab_039_above300_level_470_final_addcells_rewrite_v2_v2_l3_added99_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_039_above300_level_470_final_addcells_rewrite_v2_v2_l3_added99_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_025_r2_039_a470.asset,original,3,3,25,94,939,ok
R2,26,keep_repair,r1_ab_040_above300_level_472_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_l2_added56_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_040_above300_level_472_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_l2_added56_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_026_r2_040_a472.asset,fill_outer,3,4,18,71,563,ok
R2,27,keep_repair,r1_ab_041_above300_level_473_final_take_refill_v2_p2_delta26_occ18_addcells_rewrite_v2_v2_r2_added48_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_041_above300_level_473_final_take_refill_v2_p2_delta26_occ18_addcells_rewrite_v2_v2_r2_added48_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_027_r2_041_a473.asset,fill_outer,2,3,18,69,557,ok
R2,28,filter_sparse,r1_ab_042_above300_level_474_final_sparse_prefill_fill8_hole9_addcells_rewrite_v2_v2_t2_added18_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_042_above300_level_474_final_sparse_prefill_fill8_hole9_addcells_rewrite_v2_v2_t2_added18_rotation_hflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_028_r2_042_a474.asset,fill_outer,0,0,6,15,50,too_small
R2,29,keep_repair,r1_ab_043_above300_level_475_final_take_refill_v2_p2_delta9_occ7_addcells_rewrite_v2_v2_l3_added61_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_043_above300_level_475_final_take_refill_v2_p2_delta9_occ7_addcells_rewrite_v2_v2_l3_added61_rotation_hflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_029_r2_043_a475.asset,original,1,1,12,66,504,ok
R2,30,filter_sparse,r1_ab_046_above300_level_484_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_046_above300_level_484_final_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_046_above300_level_484_final_rotation_vflip.asset,fill_outer,0,42,18,5,11,too_small
R2,31,keep_repair,r1_ab_048_above300_level_491_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_r3_added93_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_048_above300_level_491_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_r3_added93_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_031_r2_048_a491.asset,fill_outer,5,5,19,87,850,ok
R2,32,keep_repair,r1_ab_049_above300_level_492_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added54_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_049_above300_level_492_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added54_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_032_r2_049_a492.asset,fill_outer,2,2,13,59,547,ok
R2,33,keep_repair,r1_ab_052_above300_level_497_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l3_added68_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_052_above300_level_497_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l3_added68_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_033_r2_052_a497.asset,trim_refill,3,2,12,59,482,ok
R2,34,keep_repair,r1_ab_054_above300_level_500_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_t3_added91_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_054_above300_level_500_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_t3_added91_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_034_r2_054_a500.asset,original,8,8,16,183,1548,ok
R2,35,keep_repair,r1_ab_055_above300_level_501_final_take_refill_v2_p2_delta11_occ7_addcells_rewrite_v2_v2_r2_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_055_above300_level_501_final_take_refill_v2_p2_delta11_occ7_addcells_rewrite_v2_v2_r2_added58_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_035_r2_055_a501.asset,original,2,2,14,76,665,ok
R2,36,keep_repair,r1_ab_060_above300_level_510_final_take_refill_v2_p1_delta6_occ6_addcells_rewrite_v2_v2_l2_added109_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_060_above300_level_510_final_take_refill_v2_p1_delta6_occ6_addcells_rewrite_v2_v2_l2_added109_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_036_r2_060_a510.asset,fill_outer,7,7,14,202,2073,ok
R2,37,keep_repair,r1_ab_063_above300_level_515_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t3_added74_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_063_above300_level_515_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t3_added74_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_037_r2_063_a515.asset,original,1,1,12,104,979,ok
R2,38,keep_repair,r1_ab_067_above300_level_524_final_take_refill_v2_p2_delta13_occ7_addcells_rewrite_v2_v2_l2_added61_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_067_above300_level_524_final_take_refill_v2_p2_delta13_occ7_addcells_rewrite_v2_v2_l2_added61_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_038_r2_067_a524.asset,fill_outer,4,4,17,97,841,ok
R2,39,keep_repair,r1_ab_069_above300_level_526_final_take_refill_v2_p2_delta22_occ18_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_069_above300_level_526_final_take_refill_v2_p2_delta22_occ18_addcells_rewrite_v2_v2_r2_added52_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_039_r2_069_a526.asset,fill_outer,4,4,11,63,543,ok
R2,40,keep_repair,r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_040_r2_070_a527.asset,trim_refill,2,2,16,71,536,ok
R2,41,keep_repair,r1_ab_071_above300_level_528_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_t3_added64_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_071_above300_level_528_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_t3_added64_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_041_r2_071_a528.asset,trim_refill,5,5,19,76,739,ok
R2,42,skip_missing,null,,,,0,0,0,0,0,missing_level
R2,43,keep_repair,r1_ab_074_above300_level_535_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_l2_added46_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_074_above300_level_535_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_l2_added46_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_042_r2_074_a535.asset,fill_outer,1,1,15,59,494,ok
R2,44,keep_repair,r1_ab_079_above300_level_540_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_b3_added102_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_079_above300_level_540_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_b3_added102_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_043_r2_079_a540.asset,original,11,11,33,153,1980,ok
R2,45,keep_repair,r1_ab_080_above300_level_542_final_take_refill_v2_p2_delta11_occ5_addcells_rewrite_v2_v2_l2_added64_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_080_above300_level_542_final_take_refill_v2_p2_delta11_occ5_addcells_rewrite_v2_v2_l2_added64_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_044_r2_080_a542.asset,fill_outer,1,1,11,97,768,ok
R2,46,keep_repair,r1_ab_084_above300_level_552_final_take_refill_v2_p2_delta11_occ9_addcells_rewrite_v2_v2_b2_added38_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_084_above300_level_552_final_take_refill_v2_p2_delta11_occ9_addcells_rewrite_v2_v2_b2_added38_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_045_r2_084_a552.asset,original,2,2,20,47,524,ok
R2,47,keep_repair,r1_ab_085_above300_level_556_final_sparse_prefill_fill4_hole21_addcells_rewrite_v2_v2_l2_added66_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_085_above300_level_556_final_sparse_prefill_fill4_hole21_addcells_rewrite_v2_v2_l2_added66_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_046_r2_085_a556.asset,original,3,3,14,93,831,ok
R2,48,keep_repair,r1_ab_086_above300_level_557_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t3_added67_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_086_above300_level_557_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t3_added67_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_047_r2_086_a557.asset,fill_outer,2,2,12,118,799,ok
R2,49,keep_repair,r1_ab_087_above300_level_558_final_take_refill_v2_p2_delta10_occ4_addcells_rewrite_v2_v2_r2_added54_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_087_above300_level_558_final_take_refill_v2_p2_delta10_occ4_addcells_rewrite_v2_v2_r2_added54_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_048_r2_087_a558.asset,fill_outer,2,3,20,60,612,ok
R2,50,keep_repair,r1_ab_088_above300_level_564_final_sparse_prefill_fill12_hole46_addcells_rewrite_v2_v2_t3_added69_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_088_above300_level_564_final_sparse_prefill_fill12_hole46_addcells_rewrite_v2_v2_t3_added69_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_049_r2_088_a564.asset,original,2,2,12,113,809,ok
R2,51,keep_repair,r1_ab_089_above300_level_565_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_b2_added42_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_089_above300_level_565_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_b2_added42_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_050_r2_089_a565.asset,original,2,2,12,90,700,ok
R2,52,keep_repair,r1_ab_091_above300_level_571_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_b2_added37_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_091_above300_level_571_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_b2_added37_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_051_r2_091_a571.asset,fill_outer,1,1,13,62,483,ok
R2,53,keep_repair,r1_ab_092_above300_level_573_final_sparse_prefill_fill10_hole32_addcells_rewrite_v2_v2_l3_added82_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_092_above300_level_573_final_sparse_prefill_fill10_hole32_addcells_rewrite_v2_v2_l3_added82_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_052_r2_092_a573.asset,fill_outer,3,5,13,77,722,ok
R2,54,keep_repair,r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_053_r2_093_a574.asset,fill_outer,3,4,18,74,622,ok
R2,55,keep_repair,r1_ab_095_above300_level_577_final_take_refill_v2_p2_delta13_occ11_addcells_rewrite_v2_v2_t3_added51_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_095_above300_level_577_final_take_refill_v2_p2_delta13_occ11_addcells_rewrite_v2_v2_t3_added51_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_054_r2_095_a577.asset,fill_outer,3,3,20,58,406,ok
R2,56,keep_repair,r1_ab_096_above300_level_578_final_take_refill_v2_p2_delta20_occ20_addcells_rewrite_v2_v2_l2_added61_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_096_above300_level_578_final_take_refill_v2_p2_delta20_occ20_addcells_rewrite_v2_v2_l2_added61_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_055_r2_096_a578.asset,fill_outer,4,4,14,67,691,ok
R2,57,keep_repair,r1_ab_097_above300_level_581_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added62_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_097_above300_level_581_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added62_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_056_r2_097_a581.asset,fill_outer,1,1,11,82,752,ok
R2,58,keep_repair,r1_ab_100_above300_level_588_final_take_refill_v2_p2_delta11_occ1_addcells_rewrite_v2_v2_l2_added62_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_100_above300_level_588_final_take_refill_v2_p2_delta11_occ1_addcells_rewrite_v2_v2_l2_added62_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_057_r2_100_a588.asset,fill_outer,0,0,9,93,715,ok
R2,59,keep_repair,r1_ab_102_above300_level_592_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_102_above300_level_592_final_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_058_r2_102_a592.asset,fill_outer,0,6,18,66,563,ok
R2,60,keep_repair,r1_ab_103_above300_level_593_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_t3_added57_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_103_above300_level_593_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_t3_added57_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_059_r2_103_a593.asset,original,6,6,15,68,537,ok
R2,61,skip_missing,null,,,,0,0,0,0,0,missing_level
R2,62,keep_repair,r1_ab_105_above300_level_598_final_take_refill_v2_p2_delta9_occ7_addcells_rewrite_v2_v2_r2_added44_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_105_above300_level_598_final_take_refill_v2_p2_delta9_occ7_addcells_rewrite_v2_v2_r2_added44_rotation_hflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_060_r2_105_a598.asset,fill_outer,5,5,15,59,610,ok
R2,63,skip_missing,null,,,,0,0,0,0,0,missing_level
R2,64,keep_repair,r1_ab_109_above300_level_606_final_take_refill_v2_p2_delta11_occ9_addcells_rewrite_v2_v2_b2_added53_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_109_above300_level_606_final_take_refill_v2_p2_delta11_occ9_addcells_rewrite_v2_v2_b2_added53_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_061_r2_109_a606.asset,original,2,2,13,82,787,ok
