rank,status,pack,sourceId,sourcePath,outputId,outputPath,mode,width,height,chainsBefore,chainsAfter,tilesBefore,tilesAfter,coverageBefore,coverageAfter,outer1Before,outer1After,outer2Before,outer2After,maxOuterEmptyBefore,maxOuterEmptyAfter,edgeShortBefore,edgeShortAfter,edgeLongBefore,edgeLongAfter,maxEdgeRunBefore,maxEdgeRunAfter,trimmedOuterExit,trimmedOuterShort,filled,greedy,score,details
64,kept,R1,r1_ab_109_above300_level_606_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_109_above300_level_606_final.asset,r1_outer_strong_064_r1_109_a606,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_064_r1_109_a606.asset,original,28,29,77,77,737,737,0.908,0.908,0.609,0.609,0.764,0.764,28,28,13,13,2,2,14,14,0,0,0,True,3134.8,original:greedy=True:outer1=0.609:outer2=0.764:empty=28:edgeShort=13:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.982:outer2=0.986:empty=1:edgeShort=17:edgeLong=4:filled=12:trim=0/0:build failed 第 3 条箭头头部前方被自身占用。 | trim_refill:greedy=False:outer1=0.982:outer2=0.986:empty=1:edgeShort=17:edgeLong=4:filled=12:trim=0/0:build failed 第 3 条箭头头部前方被自身占用。
65,repaired,R1,r1_ab_110_above300_level_607_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_110_above300_level_607_final.asset,r1_outer_strong_065_r1_110_a607,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_065_r1_110_a607.asset,fill_outer,22,32,74,75,689,693,0.979,0.984,0.952,0.990,0.970,0.990,1,1,13,12,1,1,10,10,0,0,4,True,10520.7,original:greedy=True:outer1=0.952:outer2=0.970:empty=1:edgeShort=13:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.990:empty=1:edgeShort=12:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.990:empty=1:edgeShort=12:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450
66,repaired,R1,r1_ab_113_above300_level_616_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_113_above300_level_616_final.asset,r1_outer_strong_066_r1_113_a616,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_066_r1_113_a616.asset,fill_outer,20,26,49,51,477,499,0.917,0.960,0.761,1.000,0.845,0.976,18,0,8,9,3,4,14,18,0,0,4,True,10456.9,original:greedy=True:outer1=0.761:outer2=0.845:empty=18:edgeShort=8:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.976:empty=0:edgeShort=9:edgeLong=4:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.976:empty=0:edgeShort=9:edgeLong=4:filled=4:trim=0/0:fast greedy budget=450
67,repaired,R1,r1_ab_114_above300_level_618_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_114_above300_level_618_final.asset,r1_outer_strong_067_r1_114_a618,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_067_r1_114_a618.asset,fill_outer,20,34,69,75,619,659,0.910,0.969,0.654,0.981,0.755,0.955,31,2,16,18,3,4,22,22,0,0,14,True,9841.5,original:greedy=True:outer1=0.654:outer2=0.755:empty=31:edgeShort=16:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.981:outer2=0.955:empty=2:edgeShort=18:edgeLong=4:filled=14:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.981:outer2=0.955:empty=2:edgeShort=18:edgeLong=4:filled=14:trim=0/0:fast greedy budget=450
68,repaired,R1,r1_ab_121_above300_level_621_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_121_above300_level_621_final.asset,r1_outer_strong_068_r1_121_a621,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_068_r1_121_a621.asset,fill_outer,20,27,43,47,510,538,0.944,0.996,0.689,0.989,0.831,0.994,25,1,11,14,6,7,19,20,0,0,10,True,9921.5,original:greedy=True:outer1=0.689:outer2=0.831:empty=25:edgeShort=11:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.994:empty=1:edgeShort=14:edgeLong=7:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.994:empty=1:edgeShort=14:edgeLong=7:filled=10:trim=0/0:fast greedy budget=450
69,kept,R1,r1_ab_132_above300_level_622_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_132_above300_level_622_final.asset,r1_outer_strong_069_r1_132_a622,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_069_r1_132_a622.asset,original,23,37,61,61,471,471,0.553,0.553,0.302,0.302,0.335,0.335,37,37,4,4,3,3,13,13,0,0,0,True,-1385.2,original:greedy=True:outer1=0.302:outer2=0.335:empty=37:edgeShort=4:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.991:outer2=0.938:empty=1:edgeShort=18:edgeLong=5:filled=42:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.991:outer2=0.938:empty=1:edgeShort=18:edgeLong=5:filled=42:trim=0/0:fast greedy failed budget=450
70,repaired,R1,r1_ab_136_above300_level_623_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_136_above300_level_623_final.asset,r1_outer_strong_070_r1_136_a623,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_070_r1_136_a623.asset,fill_outer,22,29,60,62,618,624,0.969,0.978,0.949,0.990,0.957,0.984,1,1,16,17,2,2,14,14,0,0,4,True,10368.8,original:greedy=True:outer1=0.949:outer2=0.957:empty=1:edgeShort=16:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.984:empty=1:edgeShort=17:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.984:empty=1:edgeShort=17:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450
71,repaired,R1,r1_ab_139_above300_level_632_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_139_above300_level_632_final.asset,r1_outer_strong_071_r1_139_a632,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_071_r1_139_a632.asset,fill_outer,20,35,81,82,666,670,0.951,0.957,0.943,0.981,0.946,0.966,3,2,13,13,3,3,15,15,0,0,4,True,10096.3,original:greedy=True:outer1=0.943:outer2=0.946:empty=3:edgeShort=13:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.981:outer2=0.966:empty=2:edgeShort=13:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.981:outer2=0.966:empty=2:edgeShort=13:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450
72,repaired,R1,r1_ab_140_above300_level_635_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_140_above300_level_635_final.asset,r1_outer_strong_072_r1_140_a635,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_072_r1_140_a635.asset,fill_outer,24,31,74,74,725,727,0.974,0.977,0.981,1.000,0.975,0.985,2,0,13,13,5,5,15,15,0,0,2,True,10388.7,original:greedy=True:outer1=0.981:outer2=0.975:empty=2:edgeShort=13:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.985:empty=0:edgeShort=13:edgeLong=5:filled=2:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.985:empty=0:edgeShort=13:edgeLong=5:filled=2:trim=0/0:fast greedy budget=450
73,repaired,R1,r1_ab_141_above300_level_638_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_141_above300_level_638_final.asset,r1_outer_strong_073_r1_141_a638,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_073_r1_141_a638.asset,fill_outer,22,34,69,82,623,678,0.833,0.906,0.648,0.954,0.745,0.942,17,3,9,14,0,1,9,14,0,0,19,True,9792.2,original:greedy=True:outer1=0.648:outer2=0.745:empty=17:edgeShort=9:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.954:outer2=0.942:empty=3:edgeShort=14:edgeLong=1:filled=19:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.954:outer2=0.942:empty=3:edgeShort=14:edgeLong=1:filled=19:trim=0/0:fast greedy budget=450
74,repaired,R1,r1_ab_144_above300_level_641_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_144_above300_level_641_final.asset,r1_outer_strong_074_r1_144_a641,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_074_r1_144_a641.asset,fill_outer,20,28,63,71,501,537,0.895,0.959,0.641,0.913,0.750,0.932,31,3,12,17,5,5,14,14,0,0,20,True,9135.7,original:greedy=True:outer1=0.641:outer2=0.750:empty=31:edgeShort=12:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.913:outer2=0.932:empty=3:edgeShort=17:edgeLong=5:filled=20:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.913:outer2=0.932:empty=3:edgeShort=17:edgeLong=5:filled=22:trim=2/0:fast greedy budget=450
75,repaired,R1,r1_ab_146_above300_level_645_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_146_above300_level_645_final.asset,r1_outer_strong_075_r1_146_a645,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_075_r1_146_a645.asset,trim_refill,21,25,55,55,514,519,0.979,0.989,0.955,1.000,0.952,0.976,2,0,9,8,6,7,20,20,3,0,7,True,10304.7,original:greedy=True:outer1=0.955:outer2=0.952:empty=2:edgeShort=9:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.976:empty=0:edgeShort=8:edgeLong=7:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.976:empty=0:edgeShort=8:edgeLong=7:filled=7:trim=3/0:fast greedy budget=450
76,kept,R1,r1_ab_148_above300_level_652_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_148_above300_level_652_final.asset,r1_outer_strong_076_r1_148_a652,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_076_r1_148_a652.asset,original,24,24,75,75,551,551,0.957,0.957,0.957,0.957,0.966,0.966,3,3,15,15,1,1,15,15,0,0,0,True,9829.3,original:greedy=True:outer1=0.957:outer2=0.966:empty=3:edgeShort=15:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.989:outer2=0.983:empty=1:edgeShort=15:edgeLong=1:filled=3:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.989:outer2=0.983:empty=1:edgeShort=15:edgeLong=1:filled=3:trim=0/0:fast greedy failed budget=450
77,repaired,R1,r1_ab_149_above300_level_654_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_149_above300_level_654_final.asset,r1_outer_strong_077_r1_149_a654,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_077_r1_149_a654.asset,fill_outer,20,29,48,50,547,574,0.943,0.990,0.681,0.968,0.828,0.978,26,3,9,10,8,9,19,20,0,0,10,True,9439.0,original:greedy=True:outer1=0.681:outer2=0.828:empty=26:edgeShort=9:edgeLong=8:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.968:outer2=0.978:empty=3:edgeShort=10:edgeLong=9:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.968:outer2=0.978:empty=3:edgeShort=11:edgeLong=9:filled=11:trim=1/0:fast greedy budget=450
78,repaired,R1,r1_ab_150_above300_level_655_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_150_above300_level_655_final.asset,r1_outer_strong_078_r1_150_a655,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_078_r1_150_a655.asset,fill_outer,22,23,49,54,466,495,0.921,0.978,0.651,0.988,0.817,0.994,22,1,9,10,2,2,15,18,0,0,8,True,10342.5,original:greedy=True:outer1=0.651:outer2=0.817:empty=22:edgeShort=9:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.988:outer2=0.994:empty=1:edgeShort=10:edgeLong=2:filled=8:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.988:outer2=0.994:empty=1:edgeShort=10:edgeLong=2:filled=8:trim=0/0:fast greedy budget=450
79,repaired,R1,r1_ab_151_above300_level_656_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_151_above300_level_656_final.asset,r1_outer_strong_079_r1_151_a656,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_079_r1_151_a656.asset,fill_outer,25,37,34,84,428,875,0.463,0.946,0.000,0.900,0.000,0.948,120,3,0,6,0,13,0,18,0,0,59,True,8507.8,original:greedy=True:outer1=0.000:outer2=0.000:empty=120:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.900:outer2=0.948:empty=3:edgeShort=6:edgeLong=13:filled=59:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.900:outer2=0.948:empty=3:edgeShort=6:edgeLong=13:filled=59:trim=0/0:fast greedy budget=450
80,kept,R1,r1_ab_152_above300_level_661_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_152_above300_level_661_final.asset,r1_outer_strong_080_r1_152_a661,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_080_r1_152_a661.asset,fill_outer,20,26,41,41,513,513,0.987,0.987,1.000,1.000,0.988,0.988,0,0,7,7,4,4,21,21,0,0,0,True,10494.8,original:greedy=True:outer1=1.000:outer2=0.988:empty=0:edgeShort=7:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.988:empty=0:edgeShort=7:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.988:empty=0:edgeShort=7:edgeLong=4:filled=1:trim=1/0:fast greedy budget=450
81,kept,R1,r1_ab_153_above300_level_664_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_153_above300_level_664_final.asset,r1_outer_strong_081_r1_153_a664,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_081_r1_153_a664.asset,original,22,34,31,31,413,413,0.552,0.552,0.000,0.000,0.082,0.082,108,108,0,0,0,0,9,9,0,0,0,True,-12809.2,original:greedy=True:outer1=0.000:outer2=0.082:empty=108:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.963:outer2=0.976:empty=2:edgeShort=16:edgeLong=11:filled=37:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.963:outer2=0.976:empty=2:edgeShort=16:edgeLong=11:filled=37:trim=0/0:fast greedy failed budget=450
82,repaired,R1,r1_ab_154_above300_level_665_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_154_above300_level_665_final.asset,r1_outer_strong_082_r1_154_a665,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_082_r1_154_a665.asset,fill_outer,26,31,56,62,750,778,0.931,0.965,0.736,0.991,0.844,0.976,24,1,7,9,2,3,12,18,0,0,11,True,10307.3,original:greedy=True:outer1=0.736:outer2=0.844:empty=24:edgeShort=7:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.976:empty=1:edgeShort=9:edgeLong=3:filled=11:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.976:empty=1:edgeShort=9:edgeLong=3:filled=11:trim=0/0:fast greedy budget=450
83,repaired,R1,r1_ab_155_above300_level_667_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_155_above300_level_667_final.asset,r1_outer_strong_083_r1_155_a667,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_083_r1_155_a667.asset,fill_outer,18,25,52,60,403,430,0.896,0.956,0.659,0.939,0.782,0.949,9,3,10,14,2,1,12,12,0,0,15,True,9696.3,original:greedy=True:outer1=0.659:outer2=0.782:empty=9:edgeShort=10:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.939:outer2=0.949:empty=3:edgeShort=14:edgeLong=1:filled=15:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.939:outer2=0.949:empty=3:edgeShort=14:edgeLong=1:filled=15:trim=0/0:fast greedy budget=450
84,kept,R1,r1_ab_156_above300_level_672_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_156_above300_level_672_final.asset,r1_outer_strong_084_r1_156_a672,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_084_r1_156_a672.asset,original,23,30,75,75,666,666,0.965,0.965,0.922,0.922,0.954,0.954,2,2,16,16,1,1,11,11,0,0,0,True,9591.0,original:greedy=True:outer1=0.922:outer2=0.954:empty=2:edgeShort=16:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.980:outer2=0.985:empty=1:edgeShort=18:edgeLong=1:filled=6:trim=0/0:build failed 第 39 条箭头头部前方被自身占用。 | trim_refill:greedy=False:outer1=0.980:outer2=0.985:empty=1:edgeShort=18:edgeLong=1:filled=6:trim=0/0:build failed 第 39 条箭头头部前方被自身占用。
85,repaired,R1,r1_ab_159_above300_level_677_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_159_above300_level_677_final.asset,r1_outer_strong_085_r1_159_a677,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_085_r1_159_a677.asset,trim_refill,21,28,62,61,575,576,0.978,0.980,0.968,0.979,0.978,0.983,2,1,13,11,0,0,9,9,0,2,2,True,10473.8,original:greedy=True:outer1=0.968:outer2=0.978:empty=2:edgeShort=13:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.979:outer2=0.983:empty=1:edgeShort=13:edgeLong=0:filled=1:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.979:outer2=0.983:empty=1:edgeShort=11:edgeLong=0:filled=2:trim=0/2:fast greedy budget=450
86,repaired,R1,r1_ab_160_above300_level_681_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_160_above300_level_681_final.asset,r1_outer_strong_086_r1_160_a681,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_086_r1_160_a681.asset,fill_outer,21,30,38,59,338,590,0.537,0.937,0.000,0.969,0.000,0.984,98,1,0,4,0,12,0,18,0,0,25,True,9416.4,original:greedy=True:outer1=0.000:outer2=0.000:empty=98:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.969:outer2=0.984:empty=1:edgeShort=4:edgeLong=12:filled=25:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.969:outer2=0.984:empty=1:edgeShort=4:edgeLong=12:filled=25:trim=0/0:fast greedy budget=450
87,repaired,R1,r1_ab_161_above300_level_682_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_161_above300_level_682_final.asset,r1_outer_strong_087_r1_161_a682,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_087_r1_161_a682.asset,fill_outer,19,27,43,47,491,506,0.957,0.986,0.841,1.000,0.911,1.000,12,0,6,8,6,7,15,15,0,0,5,True,10362.3,original:greedy=True:outer1=0.841:outer2=0.911:empty=12:edgeShort=6:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=8:edgeLong=7:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=8:edgeLong=7:filled=5:trim=0/0:fast greedy budget=450
88,repaired,R1,r1_ab_162_above300_level_685_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_162_above300_level_685_final.asset,r1_outer_strong_088_r1_162_a685,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_088_r1_162_a685.asset,fill_outer,22,29,59,74,507,584,0.795,0.915,0.418,0.969,0.559,0.968,30,2,13,17,3,3,15,18,0,0,20,True,9863.4,original:greedy=True:outer1=0.418:outer2=0.559:empty=30:edgeShort=13:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.969:outer2=0.968:empty=2:edgeShort=17:edgeLong=3:filled=20:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.969:outer2=0.968:empty=2:edgeShort=17:edgeLong=3:filled=20:trim=0/0:fast greedy budget=450
89,repaired,R1,r1_ab_165_above300_level_691_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_165_above300_level_691_final.asset,r1_outer_strong_089_r1_165_a691,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_089_r1_165_a691.asset,trim_refill,18,32,58,61,535,556,0.929,0.965,0.771,0.969,0.859,0.967,8,1,14,15,5,5,14,14,2,0,13,True,9994.5,original:greedy=True:outer1=0.771:outer2=0.859:empty=8:edgeShort=14:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.969:outer2=0.967:empty=1:edgeShort=15:edgeLong=5:filled=11:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.969:outer2=0.967:empty=1:edgeShort=15:edgeLong=5:filled=13:trim=2/0:fast greedy budget=450
90,repaired,R1,r1_ab_168_above300_level_696_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_168_above300_level_696_final.asset,r1_outer_strong_090_r1_168_a696,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_090_r1_168_a696.asset,fill_outer,21,33,67,80,593,665,0.856,0.960,0.490,0.933,0.585,0.945,30,3,12,18,3,4,16,18,0,0,26,True,9290.8,original:greedy=True:outer1=0.490:outer2=0.585:empty=30:edgeShort=12:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.933:outer2=0.945:empty=3:edgeShort=18:edgeLong=4:filled=26:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.933:outer2=0.945:empty=3:edgeShort=18:edgeLong=4:filled=26:trim=0/0:fast greedy budget=450
91,repaired,R1,r1_ab_171_above300_level_704_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_171_above300_level_704_final.asset,r1_outer_strong_091_r1_171_a704,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_091_r1_171_a704.asset,fill_outer,22,28,43,66,504,587,0.818,0.953,0.000,0.854,0.473,0.924,96,5,2,12,3,4,15,18,0,0,42,True,8307.4,original:greedy=True:outer1=0.000:outer2=0.473:empty=96:edgeShort=2:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.854:outer2=0.924:empty=5:edgeShort=12:edgeLong=4:filled=42:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.854:outer2=0.924:empty=5:edgeShort=12:edgeLong=4:filled=42:trim=0/0:fast greedy budget=450
92,repaired,R1,r1_ab_172_above300_level_709_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_172_above300_level_709_final.asset,r1_outer_strong_092_r1_172_a709,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_092_r1_172_a709.asset,fill_outer,39,65,5,139,10,2409,0.004,0.950,0.000,1.000,0.010,0.995,204,0,3,3,0,134,2,18,0,0,136,True,2550.1,original:greedy=True:outer1=0.000:outer2=0.010:empty=204:edgeShort=3:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=3:edgeLong=134:filled=136:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=3:edgeLong=134:filled=136:trim=0/0:fast greedy budget=450
93,kept,R1,r1_ab_173_above300_level_710_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_173_above300_level_710_final.asset,r1_outer_strong_093_r1_173_a710,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_093_r1_173_a710.asset,original,19,38,62,62,607,607,0.841,0.841,0.373,0.373,0.585,0.585,37,37,12,12,2,2,12,12,0,0,0,True,-449.7,original:greedy=True:outer1=0.373:outer2=0.585:empty=37:edgeShort=12:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.955:outer2=0.943:empty=2:edgeShort=17:edgeLong=4:filled=22:trim=0/0:build failed 第 45 条箭头头部前方被自身占用。 | trim_refill:greedy=False:outer1=0.955:outer2=0.943:empty=2:edgeShort=17:edgeLong=4:filled=22:trim=0/0:build failed 第 45 条箭头头部前方被自身占用。
94,repaired,R1,r1_ab_174_above300_level_711_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_174_above300_level_711_final.asset,r1_outer_strong_094_r1_174_a711,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_094_r1_174_a711.asset,fill_outer,16,23,35,38,355,362,0.965,0.984,0.959,1.000,0.957,0.993,1,0,9,12,4,4,21,21,0,0,3,True,10346.0,original:greedy=True:outer1=0.959:outer2=0.957:empty=1:edgeShort=9:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.993:empty=0:edgeShort=12:edgeLong=4:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.993:empty=0:edgeShort=12:edgeLong=4:filled=3:trim=0/0:fast greedy budget=450
