rank,status,pack,sourceId,sourcePath,outputId,outputPath,mode,width,height,chainsBefore,chainsAfter,tilesBefore,tilesAfter,coverageBefore,coverageAfter,outer1Before,outer1After,outer2Before,outer2After,maxOuterEmptyBefore,maxOuterEmptyAfter,edgeShortBefore,edgeShortAfter,edgeLongBefore,edgeLongAfter,maxEdgeRunBefore,maxEdgeRunAfter,trimmedOuterExit,trimmedOuterShort,filled,greedy,score,details
52,repaired,R2,r1_ab_091_above300_level_571_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_b2_added37_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_091_above300_level_571_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_b2_added37_rotation_vflip.asset,r2_outer_strong_051_r2_091_a571,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_051_r2_091_a571.asset,fill_outer,19,26,60,62,473,483,0.957,0.978,0.907,1.000,0.927,0.988,4,0,7,8,1,1,13,13,0,0,2,True,10797.8,original:greedy=True:outer1=0.907:outer2=0.927:empty=4:edgeShort=7:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.988:empty=0:edgeShort=8:edgeLong=1:filled=2:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.988:empty=0:edgeShort=8:edgeLong=1:filled=4:trim=2/0:fast greedy budget=450
53,repaired,R2,r1_ab_092_above300_level_573_final_sparse_prefill_fill10_hole32_addcells_rewrite_v2_v2_l3_added82_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_092_above300_level_573_final_sparse_prefill_fill10_hole32_addcells_rewrite_v2_v2_l3_added82_rotation_vflip.asset,r2_outer_strong_052_r2_092_a573,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_052_r2_092_a573.asset,fill_outer,25,30,67,77,670,722,0.893,0.963,0.566,0.972,0.686,0.941,12,2,8,12,3,5,13,13,0,0,18,True,9858.5,original:greedy=True:outer1=0.566:outer2=0.686:empty=12:edgeShort=8:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.972:outer2=0.941:empty=2:edgeShort=12:edgeLong=5:filled=18:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.972:outer2=0.941:empty=2:edgeShort=12:edgeLong=5:filled=18:trim=0/0:fast greedy budget=450
54,repaired,R2,r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip.asset,r2_outer_strong_053_r2_093_a574,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_053_r2_093_a574.asset,fill_outer,21,30,71,74,595,622,0.944,0.987,0.724,0.980,0.819,0.963,21,2,3,5,3,4,16,18,0,0,7,True,10107.6,original:greedy=True:outer1=0.724:outer2=0.819:empty=21:edgeShort=3:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.980:outer2=0.963:empty=2:edgeShort=5:edgeLong=4:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.980:outer2=0.963:empty=2:edgeShort=5:edgeLong=4:filled=7:trim=0/0:fast greedy budget=450
55,repaired,R2,r1_ab_095_above300_level_577_final_take_refill_v2_p2_delta13_occ11_addcells_rewrite_v2_v2_t3_added51_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_095_above300_level_577_final_take_refill_v2_p2_delta13_occ11_addcells_rewrite_v2_v2_t3_added51_rotation_vflip.asset,r2_outer_strong_054_r2_095_a577,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_054_r2_095_a577.asset,fill_outer,18,23,53,58,397,406,0.959,0.981,0.897,1.000,0.926,0.986,4,0,13,17,3,3,20,20,0,0,8,True,10407.3,original:greedy=True:outer1=0.897:outer2=0.926:empty=4:edgeShort=13:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.986:empty=0:edgeShort=17:edgeLong=3:filled=8:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.986:empty=0:edgeShort=17:edgeLong=3:filled=9:trim=1/0:fast greedy budget=450
56,repaired,R2,r1_ab_096_above300_level_578_final_take_refill_v2_p2_delta20_occ20_addcells_rewrite_v2_v2_l2_added61_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_096_above300_level_578_final_take_refill_v2_p2_delta20_occ20_addcells_rewrite_v2_v2_l2_added61_rotation_vflip.asset,r2_outer_strong_055_r2_096_a578,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_055_r2_096_a578.asset,fill_outer,23,31,66,67,690,691,0.968,0.969,0.981,0.990,0.975,0.980,2,1,13,14,4,4,14,14,0,0,1,True,10297.7,original:greedy=True:outer1=0.981:outer2=0.975:empty=2:edgeShort=13:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.980:empty=1:edgeShort=14:edgeLong=4:filled=1:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.980:empty=1:edgeShort=14:edgeLong=4:filled=1:trim=0/0:fast greedy budget=450
57,repaired,R2,r1_ab_097_above300_level_581_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added62_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_097_above300_level_581_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added62_rotation_vflip.asset,r2_outer_strong_056_r2_097_a581,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_056_r2_097_a581.asset,fill_outer,24,32,82,82,747,752,0.973,0.979,0.944,0.991,0.966,0.990,3,1,15,13,1,1,11,11,0,0,5,True,10507.6,original:greedy=True:outer1=0.944:outer2=0.966:empty=3:edgeShort=15:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.990:empty=1:edgeShort=13:edgeLong=1:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.990:empty=1:edgeShort=13:edgeLong=1:filled=5:trim=0/0:fast greedy budget=450
58,repaired,R2,r1_ab_100_above300_level_588_final_take_refill_v2_p2_delta11_occ1_addcells_rewrite_v2_v2_l2_added62_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_100_above300_level_588_final_take_refill_v2_p2_delta11_occ1_addcells_rewrite_v2_v2_l2_added62_rotation_vflip.asset,r2_outer_strong_057_r2_100_a588,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_057_r2_100_a588.asset,fill_outer,23,32,93,93,712,715,0.967,0.971,0.972,1.000,0.980,0.995,2,0,21,21,0,0,9,9,0,0,3,True,10654.4,original:greedy=True:outer1=0.972:outer2=0.980:empty=2:edgeShort=21:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=21:edgeLong=0:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=21:edgeLong=0:filled=3:trim=0/0:fast greedy budget=450
59,repaired,R2,r1_ab_102_above300_level_592_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_102_above300_level_592_final_rotation_vflip.asset,r2_outer_strong_058_r2_102_a592,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_058_r2_102_a592.asset,fill_outer,21,29,37,66,337,563,0.553,0.924,0.000,0.917,0.000,0.957,96,3,0,9,0,6,0,18,0,0,35,True,9048.8,original:greedy=True:outer1=0.000:outer2=0.000:empty=96:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.917:outer2=0.957:empty=3:edgeShort=9:edgeLong=6:filled=35:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.917:outer2=0.957:empty=3:edgeShort=9:edgeLong=6:filled=35:trim=0/0:fast greedy budget=450
60,kept,R2,r1_ab_103_above300_level_593_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_t3_added57_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_103_above300_level_593_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_t3_added57_rotation_vflip.asset,r2_outer_strong_059_r2_103_a593,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_059_r2_103_a593.asset,original,20,28,68,68,537,537,0.959,0.959,0.913,0.913,0.926,0.926,2,2,16,16,6,6,15,15,0,0,0,True,9167.1,original:greedy=True:outer1=0.913:outer2=0.926:empty=2:edgeShort=16:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.978:outer2=0.977:empty=1:edgeShort=18:edgeLong=5:filled=6:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.978:outer2=0.977:empty=1:edgeShort=18:edgeLong=5:filled=6:trim=0/0:fast greedy failed budget=450
61,missing_level,R2,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,missing authored level
62,repaired,R2,r1_ab_105_above300_level_598_final_take_refill_v2_p2_delta9_occ7_addcells_rewrite_v2_v2_r2_added44_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_105_above300_level_598_final_take_refill_v2_p2_delta9_occ7_addcells_rewrite_v2_v2_r2_added44_rotation_hflip.asset,r2_outer_strong_060_r2_105_a598,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_060_r2_105_a598.asset,fill_outer,26,24,55,59,601,610,0.963,0.978,0.917,0.990,0.929,0.978,3,1,9,12,5,5,15,15,0,0,7,True,10247.0,original:greedy=True:outer1=0.917:outer2=0.929:empty=3:edgeShort=9:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.978:empty=1:edgeShort=12:edgeLong=5:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.978:empty=1:edgeShort=12:edgeLong=5:filled=8:trim=1/0:fast greedy budget=450
63,missing_level,R2,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,missing authored level
64,kept,R2,r1_ab_109_above300_level_606_final_take_refill_v2_p2_delta11_occ9_addcells_rewrite_v2_v2_b2_added53_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_109_above300_level_606_final_take_refill_v2_p2_delta11_occ9_addcells_rewrite_v2_v2_b2_added53_rotation_vflip.asset,r2_outer_strong_061_r2_109_a606,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_061_r2_109_a606.asset,original,28,31,82,82,787,787,0.907,0.907,0.614,0.614,0.759,0.759,30,30,8,8,2,2,13,13,0,0,0,True,3056.0,original:greedy=True:outer1=0.614:outer2=0.759:empty=30:edgeShort=8:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.974:outer2=0.968:empty=1:edgeShort=10:edgeLong=4:filled=11:trim=0/0:build failed 第 3 条箭头头部前方被自身占用。 | trim_refill:greedy=False:outer1=0.974:outer2=0.968:empty=1:edgeShort=10:edgeLong=4:filled=11:trim=0/0:build failed 第 3 条箭头头部前方被自身占用。
65,repaired,R2,r1_ab_110_above300_level_607_final_take_refill_v2_p2_delta7_occ3_addcells_rewrite_v2_v2_l2_added63_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_110_above300_level_607_final_take_refill_v2_p2_delta7_occ3_addcells_rewrite_v2_v2_l2_added63_rotation_vflip.asset,r2_outer_strong_062_r2_110_a607,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_062_r2_110_a607.asset,fill_outer,24,32,83,83,751,754,0.978,0.982,0.963,0.991,0.976,0.990,1,1,12,11,1,1,10,10,0,0,3,True,10540.1,original:greedy=True:outer1=0.963:outer2=0.976:empty=1:edgeShort=12:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.990:empty=1:edgeShort=11:edgeLong=1:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.990:empty=1:edgeShort=11:edgeLong=1:filled=4:trim=1/0:fast greedy budget=450
66,repaired,R2,r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip.asset,r2_outer_strong_063_r2_113_a616,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_063_r2_113_a616.asset,fill_outer,22,26,57,59,533,546,0.932,0.955,0.848,0.989,0.920,0.994,9,1,11,12,3,3,14,14,0,0,5,True,10349.7,original:greedy=True:outer1=0.848:outer2=0.920:empty=9:edgeShort=11:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.994:empty=1:edgeShort=12:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.994:empty=1:edgeShort=12:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450
67,repaired,R2,r1_ab_114_above300_level_618_final_take_refill_v2_p2_delta27_occ25_addcells_rewrite_v2_v2_b3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_114_above300_level_618_final_take_refill_v2_p2_delta27_occ25_addcells_rewrite_v2_v2_b3_added58_rotation_vflip.asset,r2_outer_strong_064_r2_114_a618,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_064_r2_114_a618.asset,fill_outer,20,37,82,87,696,724,0.941,0.978,0.791,0.982,0.854,0.986,16,2,20,22,3,3,22,22,0,0,17,True,9910.5,original:greedy=True:outer1=0.791:outer2=0.854:empty=16:edgeShort=20:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.982:outer2=0.986:empty=2:edgeShort=22:edgeLong=3:filled=17:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.982:outer2=0.986:empty=2:edgeShort=22:edgeLong=3:filled=17:trim=0/0:fast greedy budget=450
68,repaired,R2,r1_ab_121_above300_level_621_final_take_refill_v2_p2_delta17_occ17_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_121_above300_level_621_final_take_refill_v2_p2_delta17_occ17_addcells_rewrite_v2_v2_r2_added52_rotation_vflip.asset,r2_outer_strong_065_r2_121_a621,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_065_r2_121_a621.asset,fill_outer,22,27,55,63,565,585,0.951,0.985,0.745,0.936,0.850,0.961,17,2,13,16,4,3,19,19,0,0,18,True,9540.6,original:greedy=True:outer1=0.745:outer2=0.850:empty=17:edgeShort=13:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.936:outer2=0.961:empty=2:edgeShort=16:edgeLong=3:filled=18:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.936:outer2=0.961:empty=2:edgeShort=16:edgeLong=3:filled=18:trim=0/0:fast greedy budget=450
69,repaired,R2,r1_ab_132_above300_level_622_final_sparse_prefill_fill16_hole136_addcells_rewrite_v2_v2_l2_added65_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_132_above300_level_622_final_sparse_prefill_fill16_hole136_addcells_rewrite_v2_v2_l2_added65_rotation_vflip.asset,r2_outer_strong_066_r2_132_a622,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_066_r2_132_a622.asset,fill_outer,25,37,77,116,552,773,0.597,0.836,0.292,0.975,0.422,0.957,37,1,11,26,4,5,14,18,0,0,43,True,9678.7,original:greedy=True:outer1=0.292:outer2=0.422:empty=37:edgeShort=11:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.975:outer2=0.957:empty=1:edgeShort=26:edgeLong=5:filled=43:trim=0/0:fast greedy budget=450 | trim_refill:greedy=False:outer1=0.950:outer2=0.944:empty=3:edgeShort=24:edgeLong=5:filled=48:trim=0/3:fast greedy failed budget=450
70,repaired,R2,r1_ab_136_above300_level_623_final_take_refill_v2_p2_delta10_occ6_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_136_above300_level_623_final_take_refill_v2_p2_delta10_occ6_addcells_rewrite_v2_v2_l2_added57_rotation_vflip.asset,r2_outer_strong_067_r2_136_a623,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_067_r2_136_a623.asset,fill_outer,24,29,67,69,675,679,0.970,0.976,0.951,0.990,0.964,0.985,1,1,15,16,2,2,12,12,0,0,4,True,10388.8,original:greedy=True:outer1=0.951:outer2=0.964:empty=1:edgeShort=15:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.985:empty=1:edgeShort=16:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.985:empty=1:edgeShort=16:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450
71,kept,R2,r1_ab_139_above300_level_632_final_take_refill_v2_p2_delta22_occ14_addcells_rewrite_v2_v2_l2_added67_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_139_above300_level_632_final_take_refill_v2_p2_delta22_occ14_addcells_rewrite_v2_v2_l2_added67_rotation_vflip.asset,r2_outer_strong_068_r2_139_a632,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_068_r2_139_a632.asset,original,22,35,91,91,737,737,0.957,0.957,0.900,0.900,0.920,0.920,3,3,19,19,3,3,15,15,0,0,0,True,9007.3,original:greedy=True:outer1=0.900:outer2=0.920:empty=3:edgeShort=19:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.991:outer2=0.972:empty=1:edgeShort=21:edgeLong=2:filled=10:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.991:outer2=0.972:empty=1:edgeShort=21:edgeLong=2:filled=10:trim=0/0:fast greedy failed budget=450
72,repaired,R2,r1_ab_140_above300_level_635_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_t3_added70_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_140_above300_level_635_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_t3_added70_rotation_vflip.asset,r2_outer_strong_069_r2_140_a635,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_069_r2_140_a635.asset,fill_outer,24,34,89,90,793,796,0.972,0.975,0.955,0.982,0.968,0.981,2,1,15,14,5,5,15,15,0,0,3,True,10106.7,original:greedy=True:outer1=0.955:outer2=0.968:empty=2:edgeShort=15:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.982:outer2=0.981:empty=1:edgeShort=14:edgeLong=5:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.982:outer2=0.981:empty=1:edgeShort=14:edgeLong=5:filled=3:trim=0/0:fast greedy budget=450
73,kept,R2,r1_ab_141_above300_level_638_final_take_refill_v2_p2_delta28_occ28_addcells_rewrite_v2_v2_l2_added65_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_141_above300_level_638_final_take_refill_v2_p2_delta28_occ28_addcells_rewrite_v2_v2_l2_added65_rotation_vflip.asset,r2_outer_strong_070_r2_141_a638,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_070_r2_141_a638.asset,original,24,34,81,81,704,704,0.863,0.863,0.714,0.714,0.778,0.778,16,16,15,15,3,3,14,14,0,0,0,True,5572.6,original:greedy=True:outer1=0.714:outer2=0.778:empty=16:edgeShort=15:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.973:outer2=0.949:empty=1:edgeShort=23:edgeLong=3:filled=24:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.973:outer2=0.949:empty=1:edgeShort=23:edgeLong=3:filled=24:trim=0/0:fast greedy failed budget=450
74,repaired,R2,r1_ab_144_above300_level_641_final_sparse_prefill_fill20_hole43_addcells_rewrite_v2_v2_l3_added80_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_144_above300_level_641_final_sparse_prefill_fill20_hole43_addcells_rewrite_v2_v2_l3_added80_rotation_vflip.asset,r2_outer_strong_071_r2_144_a641,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_071_r2_144_a641.asset,fill_outer,23,28,89,91,601,609,0.933,0.946,0.939,1.000,0.936,0.973,1,0,25,26,6,6,14,14,0,0,6,True,10191.9,original:greedy=True:outer1=0.939:outer2=0.936:empty=1:edgeShort=25:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.973:empty=0:edgeShort=26:edgeLong=6:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.973:empty=0:edgeShort=26:edgeLong=6:filled=8:trim=2/0:fast greedy budget=450
75,repaired,R2,r1_ab_146_above300_level_645_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_r2_added48_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_146_above300_level_645_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_r2_added48_rotation_vflip.asset,r2_outer_strong_072_r2_146_a645,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_072_r2_146_a645.asset,fill_outer,23,25,64,67,560,566,0.974,0.984,0.946,1.000,0.955,0.989,2,0,16,16,7,7,20,20,0,0,5,True,10221.8,original:greedy=True:outer1=0.946:outer2=0.955:empty=2:edgeShort=16:edgeLong=7:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=16:edgeLong=7:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=16:edgeLong=7:filled=6:trim=1/0:fast greedy budget=450
76,kept,R2,r1_ab_148_above300_level_652_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added46_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_148_above300_level_652_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added46_rotation_hflip.asset,r2_outer_strong_073_r2_148_a652,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_073_r2_148_a652.asset,original,26,24,83,83,592,592,0.949,0.949,0.885,0.885,0.935,0.935,4,4,18,18,2,2,15,15,0,0,0,True,8863.7,original:greedy=True:outer1=0.885:outer2=0.935:empty=4:edgeShort=18:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.969:outer2=0.978:empty=2:edgeShort=19:edgeLong=2:filled=8:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.958:outer2=0.967:empty=2:edgeShort=15:edgeLong=2:filled=12:trim=0/5:fast greedy failed budget=450
77,repaired,R2,r1_ab_149_above300_level_654_final_take_refill_v2_p2_delta23_occ19_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_149_above300_level_654_final_take_refill_v2_p2_delta23_occ19_addcells_rewrite_v2_v2_l2_added57_rotation_vflip.asset,r2_outer_strong_074_r2_149_a654,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_074_r2_149_a654.asset,trim_refill,22,29,61,63,623,632,0.976,0.991,0.949,0.990,0.968,0.995,3,1,13,14,7,7,19,18,1,0,5,True,9995.8,original:greedy=True:outer1=0.949:outer2=0.968:empty=3:edgeShort=13:edgeLong=7:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.995:empty=1:edgeShort=14:edgeLong=7:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.995:empty=1:edgeShort=14:edgeLong=7:filled=5:trim=1/0:fast greedy budget=450
78,repaired,R2,r1_ab_150_above300_level_655_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_b2_added43_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_150_above300_level_655_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_b2_added43_rotation_vflip.asset,r2_outer_strong_075_r2_150_a655,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_075_r2_150_a655.asset,fill_outer,22,25,54,56,509,530,0.925,0.964,0.711,0.944,0.837,0.959,22,3,9,9,3,4,15,18,0,0,4,True,9528.6,original:greedy=True:outer1=0.711:outer2=0.837:empty=22:edgeShort=9:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.944:outer2=0.959:empty=3:edgeShort=9:edgeLong=4:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.944:outer2=0.959:empty=3:edgeShort=9:edgeLong=4:filled=4:trim=0/0:fast greedy budget=450
