slot,group,kind,levelId,path,sourceA,sourceB,variant,layout,width,height,chains,coverage,crossBlocks,greedy,repair
89,30,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,seed_Above300_level_491,seed_Above300_level_845,composite_greedy_ab_030_a491_a845_h0,H0,48,30,120,0.939,10,True,preserved-repaired reversed=13 removed=3 chains=119 coverage=0.932 dep=del#23 blocks=111->110 rayBlocks=518->497 layers=113/7->119/0 gate=23:3->0:20 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=7>8>9>11>22>23>26; edgeFill=1
90,30,A+B greedy,composite_greedy_ab_030_a491_a845_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_030_a491_a845_h0.asset,seed_Above300_level_491,seed_Above300_level_845,composite_greedy_ab_030_a491_a845_h0,H0,48,30,120,0.939,10,True,preserved-repaired reversed=13 removed=3 chains=119 coverage=0.932 dep=del#23 blocks=111->110 rayBlocks=518->497 layers=113/7->119/0 gate=23:3->0:20 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=7>8>9>11>22>23>26; edgeFill=1
91,31,A,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip.asset,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,seed_Above300_level_845,composite_greedy_ab_031_r2_012_a419_a845_h2,H2,43,30,137,0.917,20,True,preserved-repaired reversed=14 removed=3 chains=137 coverage=0.891 dep=del#8 blocks=121->120 rayBlocks=552->540 layers=128/10->137/0 gate=8:4->61:15 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=5>7>8>11>13>16>19>26; edgeFill=4; gapCompact=2 removedChains=4 coverage=0.917
92,31,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,seed_Above300_level_845,composite_greedy_ab_031_r2_012_a419_a845_h2,H2,43,30,137,0.917,20,True,preserved-repaired reversed=14 removed=3 chains=137 coverage=0.891 dep=del#8 blocks=121->120 rayBlocks=552->540 layers=128/10->137/0 gate=8:4->61:15 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=5>7>8>11>13>16>19>26; edgeFill=4; gapCompact=2 removedChains=4 coverage=0.917
93,31,A+B greedy,composite_greedy_ab_031_r2_012_a419_a845_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_031_r2_012_a419_a845_h2.asset,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,seed_Above300_level_845,composite_greedy_ab_031_r2_012_a419_a845_h2,H2,43,30,137,0.917,20,True,preserved-repaired reversed=14 removed=3 chains=137 coverage=0.891 dep=del#8 blocks=121->120 rayBlocks=552->540 layers=128/10->137/0 gate=8:4->61:15 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=5>7>8>11>13>16>19>26; edgeFill=4; gapCompact=2 removedChains=4 coverage=0.917
94,32,A,r1_ab_236_above300_level_855_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_236_above300_level_855_final.asset,r1_ab_236_above300_level_855_final,r1_ab_282_above300_level_966_final,composite_greedy_ab_032_r1_236_a855_r1_282_a966_h2,H2,38,28,141,0.922,21,True,preserved-repaired reversed=19 removed=3 chains=141 coverage=0.890 dep=del#8 blocks=121->120 rayBlocks=548->544 layers=139/3->141/0 gate=8:3->82:22 cycles=1/1->0/0 maxCycle=1->0 sample=8 stuck=4>8>28; edgeFill=4; gapCompact=2 removedChains=4 coverage=0.922
95,32,B,r1_ab_282_above300_level_966_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_282_above300_level_966_final.asset,r1_ab_236_above300_level_855_final,r1_ab_282_above300_level_966_final,composite_greedy_ab_032_r1_236_a855_r1_282_a966_h2,H2,38,28,141,0.922,21,True,preserved-repaired reversed=19 removed=3 chains=141 coverage=0.890 dep=del#8 blocks=121->120 rayBlocks=548->544 layers=139/3->141/0 gate=8:3->82:22 cycles=1/1->0/0 maxCycle=1->0 sample=8 stuck=4>8>28; edgeFill=4; gapCompact=2 removedChains=4 coverage=0.922
96,32,A+B greedy,composite_greedy_ab_032_r1_236_a855_r1_282_a966_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_032_r1_236_a855_r1_282_a966_h2.asset,r1_ab_236_above300_level_855_final,r1_ab_282_above300_level_966_final,composite_greedy_ab_032_r1_236_a855_r1_282_a966_h2,H2,38,28,141,0.922,21,True,preserved-repaired reversed=19 removed=3 chains=141 coverage=0.890 dep=del#8 blocks=121->120 rayBlocks=548->544 layers=139/3->141/0 gate=8:3->82:22 cycles=1/1->0/0 maxCycle=1->0 sample=8 stuck=4>8>28; edgeFill=4; gapCompact=2 removedChains=4 coverage=0.922
97,33,A,seed_Arrowz_level_103,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Arrowz_level_103.asset,seed_Arrowz_level_103,seed_Above300_level_845,composite_greedy_ab_033_z103_a845_h0,H0,55,36,162,0.911,33,True,preserved-repaired reversed=17 removed=6 chains=145 coverage=0.846 dep=del#91 blocks=134->133 rayBlocks=596->574 layers=144/2->145/0 gate=28:1->63:27 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=28>91; edgeFill=17
98,33,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,seed_Arrowz_level_103,seed_Above300_level_845,composite_greedy_ab_033_z103_a845_h0,H0,55,36,162,0.911,33,True,preserved-repaired reversed=17 removed=6 chains=145 coverage=0.846 dep=del#91 blocks=134->133 rayBlocks=596->574 layers=144/2->145/0 gate=28:1->63:27 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=28>91; edgeFill=17
99,33,A+B greedy,composite_greedy_ab_033_z103_a845_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_033_z103_a845_h0.asset,seed_Arrowz_level_103,seed_Above300_level_845,composite_greedy_ab_033_z103_a845_h0,H0,55,36,162,0.911,33,True,preserved-repaired reversed=17 removed=6 chains=145 coverage=0.846 dep=del#91 blocks=134->133 rayBlocks=596->574 layers=144/2->145/0 gate=28:1->63:27 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=28>91; edgeFill=17
100,34,A,seed_Arrowz_level_166,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Arrowz_level_166.asset,seed_Arrowz_level_166,seed_Above300_level_845,composite_greedy_ab_034_z166_a845_h0,H0,46,30,128,0.907,17,True,preserved-repaired reversed=18 removed=1 chains=122 coverage=0.867 dep=del#13 blocks=113->110 rayBlocks=438->422 layers=81/42->122/0 gate=13:12->104:16 cycles=1/2->0/0 maxCycle=2->0 sample=13>18 stuck=0>1>2>3>4>5>9>10; edgeFill=6
101,34,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,seed_Arrowz_level_166,seed_Above300_level_845,composite_greedy_ab_034_z166_a845_h0,H0,46,30,128,0.907,17,True,preserved-repaired reversed=18 removed=1 chains=122 coverage=0.867 dep=del#13 blocks=113->110 rayBlocks=438->422 layers=81/42->122/0 gate=13:12->104:16 cycles=1/2->0/0 maxCycle=2->0 sample=13>18 stuck=0>1>2>3>4>5>9>10; edgeFill=6
102,34,A+B greedy,composite_greedy_ab_034_z166_a845_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_034_z166_a845_h0.asset,seed_Arrowz_level_166,seed_Above300_level_845,composite_greedy_ab_034_z166_a845_h0,H0,46,30,128,0.907,17,True,preserved-repaired reversed=18 removed=1 chains=122 coverage=0.867 dep=del#13 blocks=113->110 rayBlocks=438->422 layers=81/42->122/0 gate=13:12->104:16 cycles=1/2->0/0 maxCycle=2->0 sample=13>18 stuck=0>1>2>3>4>5>9>10; edgeFill=6
103,35,A,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip.asset,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip,composite_greedy_ab_035_r2_237_a857_r2_113_a616_h0,H0,42,28,122,0.916,31,True,preserved-repaired reversed=18 removed=4 chains=118 coverage=0.883 dep=del#45 blocks=101->100 rayBlocks=434->425 layers=117/2->118/0 gate=45:2->17:18 cycles=1/2->0/0 maxCycle=2->0 sample=45>48 stuck=45>48; edgeFill=4
104,35,B,r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip.asset,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip,composite_greedy_ab_035_r2_237_a857_r2_113_a616_h0,H0,42,28,122,0.916,31,True,preserved-repaired reversed=18 removed=4 chains=118 coverage=0.883 dep=del#45 blocks=101->100 rayBlocks=434->425 layers=117/2->118/0 gate=45:2->17:18 cycles=1/2->0/0 maxCycle=2->0 sample=45>48 stuck=45>48; edgeFill=4
105,35,A+B greedy,composite_greedy_ab_035_r2_237_a857_r2_113_a616_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_035_r2_237_a857_r2_113_a616_h0.asset,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip,composite_greedy_ab_035_r2_237_a857_r2_113_a616_h0,H0,42,28,122,0.916,31,True,preserved-repaired reversed=18 removed=4 chains=118 coverage=0.883 dep=del#45 blocks=101->100 rayBlocks=434->425 layers=117/2->118/0 gate=45:2->17:18 cycles=1/2->0/0 maxCycle=2->0 sample=45>48 stuck=45>48; edgeFill=4
106,36,A,r1_ab_020_above300_level_435_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_020_above300_level_435_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_t3_added58_rotation_vflip.asset,r1_ab_020_above300_level_435_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_156_above300_level_672_final,composite_greedy_ab_036_r2_020_a435_r1_156_a672_h0,H0,43,30,122,0.900,18,True,preserved-repaired reversed=17 removed=4 chains=119 coverage=0.877 dep=del#2 blocks=103->102 rayBlocks=485->468 layers=107/13->119/0 gate=2:8->97:15 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=1>2>5>7>13>14>16>18; edgeFill=3
107,36,B,r1_ab_156_above300_level_672_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_156_above300_level_672_final.asset,r1_ab_020_above300_level_435_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_156_above300_level_672_final,composite_greedy_ab_036_r2_020_a435_r1_156_a672_h0,H0,43,30,122,0.900,18,True,preserved-repaired reversed=17 removed=4 chains=119 coverage=0.877 dep=del#2 blocks=103->102 rayBlocks=485->468 layers=107/13->119/0 gate=2:8->97:15 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=1>2>5>7>13>14>16>18; edgeFill=3
108,36,A+B greedy,composite_greedy_ab_036_r2_020_a435_r1_156_a672_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_036_r2_020_a435_r1_156_a672_h0.asset,r1_ab_020_above300_level_435_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_156_above300_level_672_final,composite_greedy_ab_036_r2_020_a435_r1_156_a672_h0,H0,43,30,122,0.900,18,True,preserved-repaired reversed=17 removed=4 chains=119 coverage=0.877 dep=del#2 blocks=103->102 rayBlocks=485->468 layers=107/13->119/0 gate=2:8->97:15 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=1>2>5>7>13>14>16>18; edgeFill=3
109,37,A,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip.asset,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,seed_Above300_level_845,composite_greedy_ab_037_r2_264_a906_a845_h0,H0,47,30,140,0.945,27,True,preserved-repaired reversed=16 removed=3 chains=138 coverage=0.930 dep=del#64 blocks=123->122 rayBlocks=530->522 layers=135/4->138/0 gate=64:3->120:16 cycles=1/2->0/0 maxCycle=2->0 sample=64>65 stuck=60>62>64>65; edgeFill=2
110,37,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,seed_Above300_level_845,composite_greedy_ab_037_r2_264_a906_a845_h0,H0,47,30,140,0.945,27,True,preserved-repaired reversed=16 removed=3 chains=138 coverage=0.930 dep=del#64 blocks=123->122 rayBlocks=530->522 layers=135/4->138/0 gate=64:3->120:16 cycles=1/2->0/0 maxCycle=2->0 sample=64>65 stuck=60>62>64>65; edgeFill=2
111,37,A+B greedy,composite_greedy_ab_037_r2_264_a906_a845_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_037_r2_264_a906_a845_h0.asset,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,seed_Above300_level_845,composite_greedy_ab_037_r2_264_a906_a845_h0,H0,47,30,140,0.945,27,True,preserved-repaired reversed=16 removed=3 chains=138 coverage=0.930 dep=del#64 blocks=123->122 rayBlocks=530->522 layers=135/4->138/0 gate=64:3->120:16 cycles=1/2->0/0 maxCycle=2->0 sample=64>65 stuck=60>62>64>65; edgeFill=2
112,38,A,r1_ab_165_above300_level_691_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_165_above300_level_691_final.asset,r1_ab_165_above300_level_691_final,seed_Above300_level_946,composite_greedy_ab_038_r1_165_a691_a946_h2,H2,39,32,130,0.951,11,True,preserved-repaired reversed=14 removed=0 chains=133 coverage=0.946 dep=rev#88 blocks=114->114 rayBlocks=610->621 layers=115/18->133/0 gate=13:4->95:27 cycles=1/2->0/0 maxCycle=2->0 sample=88>97 stuck=8>10>13>14>15>18>29>73; edgeFill=1; gapCompact=2 removedChains=4 coverage=0.951
113,38,B,seed_Above300_level_946,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_946.asset,r1_ab_165_above300_level_691_final,seed_Above300_level_946,composite_greedy_ab_038_r1_165_a691_a946_h2,H2,39,32,130,0.951,11,True,preserved-repaired reversed=14 removed=0 chains=133 coverage=0.946 dep=rev#88 blocks=114->114 rayBlocks=610->621 layers=115/18->133/0 gate=13:4->95:27 cycles=1/2->0/0 maxCycle=2->0 sample=88>97 stuck=8>10>13>14>15>18>29>73; edgeFill=1; gapCompact=2 removedChains=4 coverage=0.951
114,38,A+B greedy,composite_greedy_ab_038_r1_165_a691_a946_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_038_r1_165_a691_a946_h2.asset,r1_ab_165_above300_level_691_final,seed_Above300_level_946,composite_greedy_ab_038_r1_165_a691_a946_h2,H2,39,32,130,0.951,11,True,preserved-repaired reversed=14 removed=0 chains=133 coverage=0.946 dep=rev#88 blocks=114->114 rayBlocks=610->621 layers=115/18->133/0 gate=13:4->95:27 cycles=1/2->0/0 maxCycle=2->0 sample=88>97 stuck=8>10>13>14>15>18>29>73; edgeFill=1; gapCompact=2 removedChains=4 coverage=0.951
115,39,A,seed_Arrowz_level_103,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Arrowz_level_103.asset,seed_Arrowz_level_103,seed_Above300_level_672,composite_greedy_ab_039_z103_a672_h0,H0,51,36,132,0.917,27,True,preserved-repaired reversed=17 removed=5 chains=125 coverage=0.881 dep=del#34 blocks=113->112 rayBlocks=495->486 layers=123/3->125/0 gate=34:3->64:27 cycles=1/2->0/0 maxCycle=2->0 sample=34>38 stuck=34>38>45; edgeFill=7
116,39,B,seed_Above300_level_672,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_672.asset,seed_Arrowz_level_103,seed_Above300_level_672,composite_greedy_ab_039_z103_a672_h0,H0,51,36,132,0.917,27,True,preserved-repaired reversed=17 removed=5 chains=125 coverage=0.881 dep=del#34 blocks=113->112 rayBlocks=495->486 layers=123/3->125/0 gate=34:3->64:27 cycles=1/2->0/0 maxCycle=2->0 sample=34>38 stuck=34>38>45; edgeFill=7
117,39,A+B greedy,composite_greedy_ab_039_z103_a672_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_039_z103_a672_h0.asset,seed_Arrowz_level_103,seed_Above300_level_672,composite_greedy_ab_039_z103_a672_h0,H0,51,36,132,0.917,27,True,preserved-repaired reversed=17 removed=5 chains=125 coverage=0.881 dep=del#34 blocks=113->112 rayBlocks=495->486 layers=123/3->125/0 gate=34:3->64:27 cycles=1/2->0/0 maxCycle=2->0 sample=34>38 stuck=34>38>45; edgeFill=7
118,40,A,r1_ab_165_above300_level_691_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added47_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_165_above300_level_691_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added47_rotation_vflip.asset,r1_ab_165_above300_level_691_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added47_rotation_vflip,seed_Above300_level_946,composite_greedy_ab_040_r2_165_a691_a946_h2,H2,39,35,140,0.916,29,True,preserved-repaired reversed=18 removed=2 chains=140 coverage=0.893 dep=del#96 blocks=122->121 rayBlocks=589->584 layers=136/5->140/0 gate=96:2->102:26 cycles=1/2->0/0 maxCycle=2->0 sample=96>105 stuck=96>97>104>105>106; edgeFill=4; gapCompact=2 removedChains=4 coverage=0.916
119,40,B,seed_Above300_level_946,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_946.asset,r1_ab_165_above300_level_691_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added47_rotation_vflip,seed_Above300_level_946,composite_greedy_ab_040_r2_165_a691_a946_h2,H2,39,35,140,0.916,29,True,preserved-repaired reversed=18 removed=2 chains=140 coverage=0.893 dep=del#96 blocks=122->121 rayBlocks=589->584 layers=136/5->140/0 gate=96:2->102:26 cycles=1/2->0/0 maxCycle=2->0 sample=96>105 stuck=96>97>104>105>106; edgeFill=4; gapCompact=2 removedChains=4 coverage=0.916
120,40,A+B greedy,composite_greedy_ab_040_r2_165_a691_a946_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_040_r2_165_a691_a946_h2.asset,r1_ab_165_above300_level_691_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added47_rotation_vflip,seed_Above300_level_946,composite_greedy_ab_040_r2_165_a691_a946_h2,H2,39,35,140,0.916,29,True,preserved-repaired reversed=18 removed=2 chains=140 coverage=0.893 dep=del#96 blocks=122->121 rayBlocks=589->584 layers=136/5->140/0 gate=96:2->102:26 cycles=1/2->0/0 maxCycle=2->0 sample=96>105 stuck=96>97>104>105>106; edgeFill=4; gapCompact=2 removedChains=4 coverage=0.916
