rank,pairPriority,riskScore,sourceAType,sourceBType,sourceA,sourceB,basePair,layout,gap,width,height,chains,coverage,aspect,inwardPressure,crossBlocks,blockedChains,blockingChains,blockedByOtherMax,blocksOtherMax,topBlockedIndex,topBlockedOwner,topBlockedHits,topBlockerIndex,topBlockerOwner,topBlockerHits,planScore,details
2494,0,758.347,R1,R2,r1_ab_247_above300_level_877_final,r1_ab_139_above300_level_632_final_take_refill_v2_p2_delta22_occ14_addcells_rewrite_v2_v2_l2_added67_rotation_vflip,r1:a877|r2:a632|h,H0,0,41,35,161,0.909,1.171,27,24,24,13,1,4,4,0,1,36,0,4,560.931,rawOk tiles=1305
2495,1,758.365,R1,R1,r1_ab_040_above300_level_472_final,r1_ab_232_above300_level_845_final,r1:a472|r1:a845|h,H0,0,44,30,144,0.931,1.467,21,20,20,8,1,8,11,0,1,136,1,8,713.97,rawOk tiles=1229
2496,1,758.452,R1,R1,r1_ab_247_above300_level_877_final,r1_ab_200_above300_level_761_final,r1:a761|r1:a877|h,H0,0,42,31,125,0.935,1.355,24,23,23,12,1,5,4,0,1,14,0,5,622.782,rawOk tiles=1218
2497,2,758.458,Seed,R2,seed_Above300_level_574,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r2:a845|seed:a574|h,H0,0,47,30,165,0.926,1.567,25,24,24,12,1,4,0,0,1,137,1,4,616.205,rawOk tiles=1305
2498,3,758.583,Seed,R1,seed_Arrowz_level_119,r1_ab_159_above300_level_677_final,r1:a677|seed:a119|h,H0,0,39,28,120,0.940,1.393,27,24,24,11,1,4,14,0,1,11,0,4,547.696,rawOk tiles=1027
2499,4,758.589,Seed,Seed,seed_Above300_level_742,seed_above300_level_883,seed:a742|seed:a883|h,H0,0,49,31,137,0.951,1.581,19,19,19,6,1,9,1,0,1,64,1,9,776.71,rawOk tiles=1444
2500,0,758.63,R1,R2,r1_ab_238_above300_level_858_final,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r1:a858|r2:a845|h,H0,0,47,31,158,0.942,1.516,20,20,20,9,1,8,7,0,1,131,1,8,763.865,rawOk tiles=1373
2501,2,758.673,Seed,R2,seed_Above300_level_754,r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip,r2:a574|seed:a754|h,H0,0,41,31,123,0.938,1.323,25,25,25,9,1,4,5,0,1,3,0,4,605.779,rawOk tiles=1192
2502,1,758.774,R1,R1,r1_ab_290_above300_level_987_final,r1_ab_067_above300_level_524_final,r1:a524|r1:a987|h,H0,0,47,32,155,0.948,1.469,25,25,25,10,1,4,1,0,1,146,1,4,653.364,rawOk tiles=1426
2503,3,758.831,R1,Seed,r1_ab_208_above300_level_782_final,seed_Above300_level_588,r1:a782|seed:a588|h,H0,0,40,31,120,0.918,1.290,22,22,22,11,1,6,9,0,1,42,0,6,649.629,rawOk tiles=1138
2504,0,758.912,R2,R1,r1_ab_092_above300_level_573_final_sparse_prefill_fill10_hole32_addcells_rewrite_v2_v2_l3_added82_rotation_vflip,r1_ab_190_above300_level_742_final,r1:a742|r2:a573|h,H0,0,49,31,133,0.908,1.581,22,22,22,9,1,6,0,0,1,106,1,6,651.612,rawOk tiles=1379
2505,2,758.978,R2,Seed,r1_ab_144_above300_level_641_final_sparse_prefill_fill20_hole43_addcells_rewrite_v2_v2_l3_added80_rotation_vflip,seed_Arrowz_level_178,r2:a641|seed:a178|h,H0,0,43,30,131,0.924,1.433,19,19,19,7,1,9,5,0,1,114,1,9,735.267,rawOk tiles=1192
2506,1,759.099,R2,R2,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,r1_ab_279_above300_level_957_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r3_added85_rotation_vflip,r2:a906|r2:a957|h,H0,0,44,30,140,0.939,1.467,24,24,24,14,1,4,6,0,1,102,1,4,651.803,rawOk tiles=1240
2507,2,759.25,Seed,R2,seed_Above300_level_846,r1_ab_136_above300_level_623_final_take_refill_v2_p2_delta10_occ6_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,r2:a623|seed:a846|h,H0,0,44,30,120,0.925,1.467,23,22,22,9,1,6,2,0,1,13,0,6,632.909,rawOk tiles=1221
2508,2,759.256,R2,Seed,r1_ab_089_above300_level_565_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_b2_added42_rotation_vflip,seed_above300_level_883,r2:a565|seed:a883|h,H0,0,49,34,174,0.905,1.441,19,19,19,7,1,9,6,0,1,101,1,9,728.562,rawOk tiles=1507
2509,3,759.337,R1,Seed,r1_ab_089_above300_level_565_final,seed_Above300_level_764,r1:a565|seed:a764|h,H0,0,48,34,157,0.926,1.412,24,24,24,9,1,5,6,0,1,102,1,5,648.395,rawOk tiles=1511
2510,4,759.341,Seed,Seed,seed_Above300_level_742,seed_Above300_level_757,seed:a742|seed:a757|h,H0,0,43,32,122,0.934,1.344,24,23,23,12,1,5,1,0,1,27,0,5,624.142,rawOk tiles=1285
2511,1,759.352,R1,R1,r1_ab_159_above300_level_677_final,r1_ab_198_above300_level_757_final,r1:a677|r1:a757|h,H0,0,44,32,140,0.911,1.375,26,23,23,11,1,5,1,0,1,6,0,5,555.858,rawOk tiles=1283
2512,4,759.375,Seed,Seed,seed_Arrowz_level_119,seed_Above300_level_588,seed:a119|seed:a588|h,H0,0,39,29,126,0.922,1.345,24,22,22,10,1,6,14,0,1,11,0,6,603.937,rawOk tiles=1043
2513,0,759.441,R1,R2,r1_ab_110_above300_level_607_final,r1_ab_069_above300_level_526_final_take_refill_v2_p2_delta22_occ18_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,r1:a607|r2:a526|h,H0,0,42,32,135,0.907,1.313,26,24,24,13,1,4,8,0,1,110,1,4,548.083,rawOk tiles=1219
2514,0,759.448,R2,R1,r1_ab_273_above300_level_948_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_t3_added65_rotation_vflip,r1_ab_200_above300_level_761_final,r1:a761|r2:a948|h,H0,0,45,31,122,0.946,1.452,24,23,23,11,1,5,8,0,1,43,0,5,627.207,rawOk tiles=1320
2515,2,759.596,R2,Seed,r1_ab_251_above300_level_882_final_take_refill_v2_p2_delta18_occ18_addcells_rewrite_v2_v2_t2_added36_rotation_vflip,seed_Arrowz_level_106,r2:a882|seed:a106|h,H0,0,40,26,120,0.906,1.538,23,23,23,10,1,5,2,0,1,40,0,5,610.846,rawOk tiles=942
2516,2,759.61,R2,Seed,r1_ab_221_above300_level_818_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added55_rotation_vflip,seed_Arrowz_level_135,r2:a818|seed:a135|h,H0,0,42,31,136,0.942,1.355,20,20,20,10,1,8,0,0,1,73,1,8,737.301,rawOk tiles=1226
2517,1,759.736,R2,R2,r1_ab_152_above300_level_661_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_l3_added77_rotation_vflip,r1_ab_040_above300_level_472_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_l2_added56_rotation_vflip,r2:a472|r2:a661|h,H0,0,43,29,123,0.905,1.483,24,22,22,8,1,6,5,0,1,31,0,6,579.592,rawOk tiles=1129
2518,2,759.863,R2,Seed,r1_ab_010_above300_level_417_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,seed_Arrowz_level_022,r2:a417|seed:a022|h,H0,0,45,30,123,0.923,1.500,23,23,23,11,1,5,9,0,1,101,1,5,627.338,rawOk tiles=1246
2519,1,759.87,R1,R1,r1_ab_070_above300_level_527_final,r1_ab_219_above300_level_811_final,r1:a527|r1:a811|h,H0,0,43,27,127,0.956,1.593,24,24,24,12,1,4,5,0,1,45,0,4,650.622,rawOk tiles=1110
2520,3,759.905,R1,Seed,r1_ab_228_above300_level_833_final,seed_Above300_level_809,r1:a833|seed:a809|h,H0,0,46,28,120,0.918,1.643,23,23,23,9,1,5,1,0,1,11,0,5,627.224,rawOk tiles=1182
2521,2,760.035,R2,Seed,r1_ab_263_above300_level_904_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_t2_added32_rotation_vflip,seed_Above300_level_542,r2:a904|seed:a542|h,H0,0,37,33,121,0.930,1.121,24,23,23,12,1,5,2,0,1,96,1,5,622.295,rawOk tiles=1135
2522,0,760.063,R2,R1,r1_ab_010_above300_level_417_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,r1_ab_136_above300_level_623_final,r1:a623|r2:a417|h,H0,0,47,30,141,0.935,1.567,24,24,24,13,1,4,9,0,1,50,0,4,640.384,rawOk tiles=1319
2523,1,760.113,R1,R1,r1_ab_195_above300_level_754_final,r1_ab_233_above300_level_846_final,r1:a754|r1:a846|h,H0,0,46,31,133,0.939,1.484,23,21,21,8,1,7,14,0,1,72,1,7,661.244,rawOk tiles=1339
2524,3,760.244,Seed,R1,seed_Above300_level_607,r1_ab_232_above300_level_845_final,r1:a845|seed:a607|h,H0,0,46,32,148,0.931,1.438,25,22,22,10,1,6,6,0,1,140,1,6,617.696,rawOk tiles=1370
2525,2,760.288,R2,Seed,r1_ab_071_above300_level_528_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_t3_added64_rotation_vflip,seed_Above300_level_528,r2:a528|seed:a528|h,H0,0,44,33,124,0.907,1.333,25,22,22,9,1,6,0,0,1,86,1,6,565.161,rawOk tiles=1317
2526,1,760.333,R2,R2,r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,r1_ab_152_above300_level_661_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_l3_added77_rotation_vflip,r2:a527|r2:a661|h,H0,0,42,29,125,0.920,1.448,24,23,23,11,1,5,5,0,1,31,0,5,596.973,rawOk tiles=1120
2527,2,760.378,R2,Seed,r1_ab_063_above300_level_515_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t3_added74_rotation_vflip,seed_Above300_level_599,r2:a515|seed:a599|h,H0,0,56,38,180,0.904,1.474,21,21,21,9,1,7,3,0,1,32,0,7,664.196,rawOk tiles=1923
2528,1,760.511,R1,R1,r1_ab_190_above300_level_742_final,r1_ab_067_above300_level_524_final,r1:a524|r1:a742|h,H0,0,49,32,154,0.946,1.531,26,24,24,13,1,4,1,0,1,143,1,4,619.237,rawOk tiles=1484
2529,2,760.536,R2,Seed,r1_ab_048_above300_level_491_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_r3_added93_rotation_vflip,seed_Above300_level_966,r2:a491|seed:a966|h,H0,0,45,32,158,0.924,1.406,19,18,18,7,1,10,19,0,1,130,1,10,755.528,rawOk tiles=1330
2530,1,760.603,R1,R1,r1_ab_190_above300_level_742_final,r1_ab_198_above300_level_757_final,r1:a742|r1:a757|h,H0,0,47,32,144,0.942,1.469,26,24,24,13,1,4,1,0,1,85,1,4,605.38,rawOk tiles=1417
2531,0,760.696,R2,R1,r1_ab_245_above300_level_871_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added49_rotation_vflip,r1_ab_136_above300_level_623_final,r1:a623|r2:a871|h,H0,0,44,29,128,0.904,1.517,23,23,23,11,1,5,2,0,1,84,1,5,600.323,rawOk tiles=1153
2532,2,760.7,R2,Seed,r1_ab_179_above300_level_717_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_b3_added69_rotation_vflip,seed_Arrowz_level_135,r2:a717|seed:a135|h,H0,0,47,29,132,0.982,1.621,22,22,22,10,1,6,10,0,1,69,1,6,729.913,rawOk tiles=1339
2533,2,760.763,R2,Seed,r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_635,r2:a789|seed:a635|h,H0,0,42,31,120,0.935,1.355,24,22,22,10,1,6,0,0,1,38,0,6,610.582,rawOk tiles=1217
2534,1,760.765,R2,R2,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,r1_ab_278_above300_level_955_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,r2:a419|r2:a955|h,H0,0,39,27,127,0.953,1.444,25,23,23,11,1,5,1,0,1,3,0,5,620.263,rawOk tiles=1003
2535,2,760.774,R2,Seed,r1_ab_179_above300_level_717_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_b3_added69_rotation_vflip,seed_Above300_level_764,r2:a717|seed:a764|h,H0,0,50,34,146,0.908,1.471,24,22,22,10,1,6,10,0,1,98,1,6,600.227,rawOk tiles=1543
2536,4,760.774,Seed,Seed,seed_Above300_level_607,seed_Above300_level_966,seed:a607|seed:a966|h,H0,0,38,32,137,0.913,1.188,25,21,21,8,1,7,8,0,1,109,1,7,584.98,rawOk tiles=1110
2537,3,760.79,R1,Seed,r1_ab_097_above300_level_581_final,seed_Above300_level_716,r1:a581|seed:a716|h,H0,0,41,32,141,0.914,1.281,24,24,24,9,1,5,1,0,1,5,0,5,616.451,rawOk tiles=1199
2538,2,760.875,R2,Seed,r1_ab_097_above300_level_581_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added62_rotation_vflip,seed_Above300_level_578,r2:a581|seed:a578|h,H0,0,45,32,125,0.900,1.406,23,22,22,10,1,6,1,0,1,82,1,6,604.417,rawOk tiles=1296
2539,3,760.877,R1,Seed,r1_ab_279_above300_level_957_final,seed_Above300_level_757,r1:a957|seed:a757|h,H0,0,39,32,127,0.930,1.219,26,23,23,11,1,5,2,0,1,116,1,5,577.144,rawOk tiles=1161
2540,4,760.989,Seed,Seed,seed_Above300_level_491,seed_Above300_level_844,seed:a491|seed:a844|h,H0,0,46,32,130,0.900,1.438,24,24,24,7,1,5,23,0,1,113,1,5,585.25,rawOk tiles=1325
2541,0,761.171,R2,R1,r1_ab_091_above300_level_571_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_b2_added37_rotation_vflip,r1_ab_136_above300_level_623_final,r1:a623|r2:a571|h,H0,0,41,29,120,0.918,1.414,23,23,23,12,1,5,8,0,1,38,0,5,614.396,rawOk tiles=1091
2542,1,761.218,R2,R2,r1_ab_221_above300_level_818_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added55_rotation_vflip,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r2:a672|r2:a818|h,H0,0,45,31,168,0.949,1.452,21,21,21,11,1,7,0,0,1,153,1,7,741.631,rawOk tiles=1324
2543,0,761.3,R1,R2,r1_ab_048_above300_level_491_final,r1_ab_233_above300_level_846_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l3_added84_rotation_vflip,r1:a491|r2:a846|h,H0,0,50,32,154,0.929,1.563,25,25,25,9,1,4,20,0,1,16,0,4,619.15,rawOk tiles=1486
2544,1,761.307,R2,R2,r1_ab_165_above300_level_691_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added47_rotation_vflip,r1_ab_080_above300_level_542_final_take_refill_v2_p2_delta11_occ5_addcells_rewrite_v2_v2_l2_added64_rotation_vflip,r2:a542|r2:a691|h,H0,0,42,35,162,0.914,1.200,24,24,24,16,1,4,3,0,1,10,0,4,645.75,rawOk tiles=1344
2545,4,761.38,Seed,Seed,seed_above300_level_876,seed_Above300_level_557,seed:a557|seed:a876|h,H0,0,43,30,135,0.908,1.433,24,24,24,14,1,4,21,0,1,28,0,4,609.487,rawOk tiles=1171
2546,0,761.423,R2,R1,r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,r1_ab_165_above300_level_691_final,r1:a691|r2:a527|h,H0,0,37,32,128,0.900,1.156,27,24,24,12,1,4,5,0,1,115,1,4,521.355,rawOk tiles=1066
2547,4,761.475,Seed,Seed,seed_Above300_level_716,seed_Above300_level_757,seed:a716|seed:a757|h,H0,0,40,32,139,0.914,1.250,27,24,24,13,1,4,5,0,1,91,1,4,543.563,rawOk tiles=1170
2548,1,761.505,R2,R2,r1_ab_049_above300_level_492_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added54_rotation_vflip,r1_ab_233_above300_level_846_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l3_added84_rotation_vflip,r2:a492|r2:a846|h,H0,0,46,30,146,0.927,1.533,25,23,23,11,1,5,0,0,1,47,0,5,608.192,rawOk tiles=1279
2549,2,761.572,R2,Seed,r1_ab_149_above300_level_654_final_take_refill_v2_p2_delta23_occ19_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,seed_Above300_level_984,r2:a654|seed:a984|h,H0,0,42,31,122,0.941,1.355,26,24,24,13,1,4,2,0,1,32,0,4,576.783,rawOk tiles=1225
2550,3,761.588,Seed,R1,seed_Above300_level_491,r1_ab_201_above300_level_764_final,r1:a764|seed:a491|h,H0,0,53,34,145,0.912,1.559,24,21,21,7,1,7,23,0,1,3,0,7,600.91,rawOk tiles=1643
2551,1,761.6,R1,R1,r1_ab_247_above300_level_877_final,r1_ab_136_above300_level_623_final,r1:a623|r1:a877|h,H0,0,41,31,130,0.933,1.323,24,23,23,13,1,5,4,0,1,39,0,5,627.127,rawOk tiles=1186
2552,0,761.858,R1,R2,r1_ab_097_above300_level_581_final,r1_ab_272_above300_level_946_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_r2_added58_rotation_vflip,r1:a581|r2:a946|h,H0,0,48,32,169,0.951,1.500,24,24,24,8,1,5,1,0,1,28,0,5,674.396,rawOk tiles=1460
2553,1,761.946,R2,R2,r1_ab_273_above300_level_948_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_t3_added65_rotation_vflip,r1_ab_152_above300_level_661_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_l3_added77_rotation_vflip,r2:a661|r2:a948|h,H0,0,45,31,122,0.903,1.452,25,23,23,10,1,5,8,0,1,107,1,5,542.06,rawOk tiles=1259
2554,0,761.95,R2,R1,r1_ab_208_above300_level_782_final_take_refill_v2_p1_delta8_occ8_addcells_rewrite_v2_v2_r2_added60_rotation_vflip,r1_ab_242_above300_level_869_final,r1:a869|r2:a782|h,H0,0,50,36,170,0.902,1.389,25,23,23,12,1,5,9,0,1,52,0,5,578.617,rawOk tiles=1623
2555,2,761.992,R2,Seed,r1_ab_245_above300_level_871_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added49_rotation_vflip,seed_Arrowz_level_135,r2:a871|seed:a135|h,H0,0,45,29,131,0.913,1.552,23,21,21,7,1,7,2,0,1,68,1,7,611.858,rawOk tiles=1191
2556,0,762.006,R2,R1,r1_ab_071_above300_level_528_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_t3_added64_rotation_vflip,r1_ab_140_above300_level_635_final,r1:a635|r2:a528|h,H0,0,47,33,149,0.938,1.424,26,23,23,12,1,5,0,0,1,114,1,5,602.948,rawOk tiles=1455
2557,1,762.074,R1,R1,r1_ab_069_above300_level_526_final,r1_ab_232_above300_level_845_final,r1:a526|r1:a845|h,H0,0,44,30,136,0.920,1.467,21,20,20,8,1,8,0,0,1,127,1,8,687.606,rawOk tiles=1214
2558,3,762.1,R1,Seed,r1_ab_200_above300_level_761_final,seed_Above300_level_757,r1:a761|seed:a757|h,H0,0,44,32,124,0.922,1.375,24,21,21,8,1,7,1,0,1,42,0,7,602.136,rawOk tiles=1298
2559,0,762.19,R2,R1,r1_ab_071_above300_level_528_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_t3_added64_rotation_vflip,r1_ab_272_above300_level_946_final,r1:a946|r2:a528|h,H0,0,47,33,163,0.945,1.424,26,23,23,12,1,5,0,0,1,154,1,5,623.85,rawOk tiles=1465
2560,4,762.255,Seed,Seed,seed_Above300_level_623,seed_Above300_level_954,seed:a623|seed:a954|h,H0,0,53,36,145,0.907,1.472,27,24,24,12,1,4,0,0,1,8,0,4,518.112,rawOk tiles=1731
2561,4,762.274,Seed,Seed,seed_Above300_level_491,seed_Above300_level_764,seed:a491|seed:a764|h,H0,0,50,34,126,0.908,1.471,21,19,19,5,1,9,23,0,1,78,1,9,649.727,rawOk tiles=1543
2562,3,762.321,R1,Seed,r1_ab_200_above300_level_761_final,seed_Above300_level_954,r1:a761|seed:a954|h,H0,0,56,36,150,0.903,1.556,26,23,23,10,1,5,1,0,1,42,0,5,541.595,rawOk tiles=1821
2563,0,762.327,R2,R1,r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,r1_ab_200_above300_level_761_final,r1:a761|r2:a527|h,H0,0,42,29,125,0.970,1.448,23,23,23,13,1,5,5,0,1,119,1,5,689.676,rawOk tiles=1181
2564,2,762.334,R2,Seed,r1_ab_110_above300_level_607_final_take_refill_v2_p2_delta7_occ3_addcells_rewrite_v2_v2_l2_added63_rotation_vflip,seed_Above300_level_632,r2:a607|seed:a632|h,H0,0,44,32,152,0.965,1.375,22,22,22,8,1,7,4,0,1,83,1,7,741.835,rawOk tiles=1359
2565,1,762.35,R2,R2,r1_ab_149_above300_level_654_final_take_refill_v2_p2_delta23_occ19_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r2:a654|r2:a672|h,H0,0,48,30,156,0.956,1.600,23,23,23,13,1,5,2,0,1,143,1,5,701.25,rawOk tiles=1377
2566,0,762.373,R2,R1,r1_ab_208_above300_level_782_final_take_refill_v2_p1_delta8_occ8_addcells_rewrite_v2_v2_r2_added60_rotation_vflip,r1_ab_178_above300_level_716_final,r1:a716|r2:a782|h,H0,0,42,31,145,0.924,1.355,25,25,25,11,1,4,9,0,1,52,0,4,609.761,rawOk tiles=1203
2567,1,762.395,R1,R1,r1_ab_092_above300_level_573_final,r1_ab_233_above300_level_846_final,r1:a573|r1:a846|h,H0,0,45,30,120,0.904,1.500,23,23,23,11,1,5,0,0,1,59,1,5,617.445,rawOk tiles=1221
2568,1,762.5,R1,R1,r1_ab_235_above300_level_852_final,r1_ab_067_above300_level_524_final,r1:a524|r1:a852|h,H0,0,50,32,164,0.936,1.563,25,23,23,11,1,5,4,0,1,156,1,5,628.9,rawOk tiles=1498
2569,1,762.582,R2,R2,r1_ab_149_above300_level_654_final_take_refill_v2_p2_delta23_occ19_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,r1_ab_146_above300_level_645_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_r2_added48_rotation_vflip,r2:a645|r2:a654|h,H0,0,45,29,125,0.907,1.552,24,23,23,10,1,5,7,0,1,100,1,5,574.978,rawOk tiles=1183
2570,2,762.904,R2,Seed,r1_ab_235_above300_level_852_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_r3_added85_rotation_vflip,seed_Above300_level_632,r2:a852|seed:a632|h,H0,0,48,32,168,0.921,1.500,25,24,24,7,1,5,4,0,1,82,0,5,610.323,rawOk tiles=1414
2571,2,762.908,R2,Seed,r1_ab_110_above300_level_607_final_take_refill_v2_p2_delta7_occ3_addcells_rewrite_v2_v2_l2_added63_rotation_vflip,seed_Above300_level_755,r2:a607|seed:a755|h,H0,0,48,32,138,0.919,1.500,25,23,23,11,1,5,8,0,1,104,1,5,604.521,rawOk tiles=1412
2572,2,763,R2,Seed,r1_ab_247_above300_level_877_final_take_refill_v2_p2_delta9_occ5_addcells_rewrite_v2_v2_l2_added59_rotation_vflip,seed_Above300_level_623,r2:a877|seed:a623|h,H0,0,41,31,126,0.933,1.323,24,23,23,13,1,5,3,0,1,37,0,5,622.627,rawOk tiles=1186
2573,4,763.044,Seed,Seed,seed_Above300_level_899,seed_Above300_level_845,seed:a845|seed:a899|h,H0,0,47,33,141,0.923,1.424,25,21,21,8,1,7,10,0,1,99,1,7,597.02,rawOk tiles=1431
2574,3,763.063,Seed,R1,seed_Arrowz_level_236,r1_ab_067_above300_level_524_final,r1:a524|seed:a236|h,H0,0,46,32,136,0.904,1.438,24,21,21,8,1,7,0,0,1,34,0,7,584.826,rawOk tiles=1331
2575,4,763.273,Seed,Seed,seed_Above300_level_948,seed_Above300_level_599,seed:a599|seed:a948|h,H0,0,49,33,120,0.920,1.485,25,23,23,10,1,5,12,0,1,72,1,5,557.74,rawOk tiles=1487
2576,2,763.288,R2,Seed,r1_ab_071_above300_level_528_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_t3_added64_rotation_vflip,seed_above300_level_883,r2:a528|seed:a883|h,H0,0,50,33,159,0.932,1.515,22,19,19,6,1,9,0,0,1,86,1,9,701.081,rawOk tiles=1537
2577,1,763.294,R1,R1,r1_ab_247_above300_level_877_final,r1_ab_272_above300_level_946_final,r1:a877|r1:a946|h,H0,0,43,32,158,0.947,1.344,25,24,24,10,1,5,4,0,1,149,1,5,653.724,rawOk tiles=1303
2578,2,763.436,R2,Seed,r1_ab_233_above300_level_846_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l3_added84_rotation_vflip,seed_Above300_level_578,r2:a846|seed:a578|h,H0,0,47,30,131,0.912,1.567,26,24,24,11,1,4,1,0,1,50,0,4,557.73,rawOk tiles=1286
2579,1,763.474,R1,R1,r1_ab_208_above300_level_782_final,r1_ab_178_above300_level_716_final,r1:a716|r1:a782|h,H0,0,40,31,133,0.915,1.290,24,24,24,9,1,5,9,0,1,42,0,5,613.835,rawOk tiles=1135
2580,2,763.542,Seed,R2,seed_Above300_level_607,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r2:a845|seed:a607|h,H0,0,49,32,173,0.927,1.531,26,23,23,10,1,5,6,0,1,6,0,5,585.967,rawOk tiles=1453
2581,2,763.587,R2,Seed,r1_ab_010_above300_level_417_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,seed_Above300_level_717,r2:a417|seed:a717|h,H0,0,47,30,123,0.901,1.567,25,23,23,9,1,5,9,0,1,37,0,5,544.091,rawOk tiles=1271
2582,1,763.621,R2,R2,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,r1_ab_263_above300_level_904_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_t2_added32_rotation_vflip,r2:a665|r2:a904|h,H0,0,43,33,120,0.920,1.303,22,22,22,12,1,6,4,0,1,50,0,6,652.504,rawOk tiles=1306
2583,2,763.638,R2,Seed,r1_ab_278_above300_level_955_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,seed_Above300_level_635,r2:a955|seed:a635|h,H0,0,42,31,126,0.916,1.355,25,23,23,12,1,5,14,0,1,108,1,5,569.093,rawOk tiles=1193
