"order","sectionWaveRole","finalStatus","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","width","height","chainCount","maxChainLen","avgChainLen","validEscapeChains","blockedChains","blockCellBlockedChains","openerRatio","decoyToOpenerRatio","dependencyEdges","dependencyDensity","dependencyDepth","dependencyCycleHits","crossRegionEdges","crossRegionEdgeRate","sameRegionEdgeRate","criticalBlockerChains","avgEscapeRayLength","longRayRate","immediateRayRate","shortRayRate","regionEntropy","observationPressureScore","observationClass","readDemandScore","readDemandClass","notes"
"155","Normal","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_03_nutation_strict_mixed_hard_v1_rect_s13_o125_v02_strictmixedhard_mixed_chain.asset","23","31","75","21","9.373","5","70","0","0.0667","14","70","0.9333","9","0","17","0.2429","0.7571","19","0.933","0","1","1","0.9867","77.45","HighObservation","26.96","ReadLight","short_head_rays;adjacent_blockers_dominate"
"156","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch.asset","24","32","74","21","9.838","4","70","0","0.0541","17.5","70","0.9459","10","0","10","0.1429","0.8571","20","0.946","0","1","1","0.9886","74.35","HighObservation","23.23","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"157","Recovery","ReplacedRhythmV4","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain.asset","24","32","80","21","9.388","3","77","0","0.0375","25.667","77","0.9625","9","0","13","0.1688","0.8312","20","0.962","0","1","1","0.9604","74.94","HighObservation","22.89","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"159","Normal","ReplacedRhythmV4","PeelLight","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","22","30","71","21","9.141","3","68","0","0.0423","22.667","68","0.9577","7","0","12","0.1765","0.8235","13","0.958","0","1","1","0.9947","75.45","HighObservation","17.49","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"160","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_150_nutation_mixed_neutral_v1_rect_s13_o128_v02_neutralmixed_mixed_chain.asset","22","30","69","21","9.493","3","66","0","0.0435","22","66","0.9565","13","0","19","0.2879","0.7121","18","0.957","0","1","1","0.9968","78.93","HighObservation","30.77","ReadLight","short_head_rays;adjacent_blockers_dominate"
"161","Recovery","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","20","27","47","21","11.447","4","43","0","0.0851","10.75","43","0.9149","4","0","13","0.3023","0.6977","11","0.915","0","1","1","0.9074","74.26","HighObservation","17.56","ReadLight","short_head_rays;adjacent_blockers_dominate"
"162","Normal","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1.asset","23","31","74","21","9.473","3","71","0","0.0405","23.667","71","0.9595","13","0","12","0.169","0.831","21","0.959","0","1","1","0.9976","75.24","HighObservation","24.67","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"164","Hard","ReplacedRhythmV4","slot_seedlock_gate_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier.asset","21","30","37","60","16.108","9","28","0","0.2432","3.111","28","0.7568","3","0","5","0.1786","0.8214","7","0.811","0","0.9459","1","0.9667","60.03","ObservationHard","0","ReadLight","many_openers;mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"165","Recovery","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset","22","30","72","21","9.028","1","71","0","0.0139","71","71","0.9861","8","0","23","0.3239","0.6761","16","0.986","0","1","1","0.9837","79.95","HighObservation","22.99","ReadLight","short_head_rays;adjacent_blockers_dominate"
"166","Hard","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_60_nutation_longchain_spine_v1_rect_c80hf2_15_d3_section_spine.asset","34","42","101","26","13.515","5","96","0","0.0495","19.2","96","0.9505","9","0","20","0.2083","0.7917","24","0.95","0","1","1","0.9956","76.45","HighObservation","25.27","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"169","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset","35","42","109","26","12.881","4","105","0","0.0367","26.25","105","0.9633","11","0","15","0.1429","0.8571","30","0.963","0","1","1","0.9951","74.41","HighObservation","23.3","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"170","Recovery","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","24","32","76","21","9.921","3","73","0","0.0395","24.333","73","0.9605","11","0","15","0.2055","0.7945","19","0.961","0","1","1","0.998","76.38","HighObservation","26.55","ReadLight","short_head_rays;adjacent_blockers_dominate"
"171","Recovery","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset","23","31","76","21","9.276","4","72","0","0.0526","18","72","0.9474","12","0","17","0.2361","0.7639","23","0.947","0","1","1","0.9882","77.25","HighObservation","28.02","ReadLight","short_head_rays;adjacent_blockers_dominate"
"172","Hard","ReplacedRhythmV4","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset","23","31","70","21","9.643","5","65","0","0.0714","13","65","0.9286","11","0","11","0.1692","0.8308","20","0.929","0","1","1","0.9732","75.05","HighObservation","24.44","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"174","Recovery","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","23","31","74","21","9.473","3","71","0","0.0405","23.667","71","0.9595","9","0","12","0.169","0.831","22","0.959","0","1","1","0.9915","75.19","HighObservation","23.21","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"175","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","22","30","71","21","9.141","2","69","0","0.0282","34.5","69","0.9718","13","0","13","0.1884","0.8116","20","0.972","0","1","1","0.9992","75.86","HighObservation","25.07","ReadLight","short_head_rays;adjacent_blockers_dominate"
"176","Hard","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1.asset","22","30","73","21","8.863","3","70","0","0.0411","23.333","70","0.9589","9","0","9","0.1286","0.8714","19","0.959","0","1","1","0.9982","73.99","HighObservation","21.19","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"179","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine.asset","28","38","65","26","15.031","4","61","0","0.0615","15.25","61","0.9385","9","0","13","0.2131","0.7869","16","0.938","0","1","1","0.9931","76.58","HighObservation","24.16","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"180","Recovery","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain.asset","22","30","70","20","9.286","4","66","0","0.0571","16.5","66","0.9429","9","0","16","0.2424","0.7576","21","0.943","0","1","1","0.9991","77.53","HighObservation","27.06","ReadLight","short_head_rays;adjacent_blockers_dominate"
"181","Recovery","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","strict_hard_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_08_nutation_strict_mixed_hard_v1_rect_s03_o025_v01_strictmixedhard_strict_hard_chain_hf1.asset","23","31","77","21","9.091","3","74","0","0.039","24.667","74","0.961","9","0","17","0.2297","0.7703","22","0.961","0","1","1","0.9857","77.03","HighObservation","26.27","ReadLight","short_head_rays;adjacent_blockers_dominate"
"182","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","22","30","71","21","9.155","2","69","0","0.0282","34.5","69","0.9718","9","0","14","0.2029","0.7971","20","0.972","0","1","1","0.9935","76.26","HighObservation","24.36","ReadLight","short_head_rays;adjacent_blockers_dominate"
"185","Hard","ReplacedRhythmV4","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset","23","31","75","21","9.4","4","71","0","0.0533","17.75","71","0.9467","11","0","14","0.1972","0.8028","20","0.947","0","1","1","0.9963","76.11","HighObservation","26.1","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"186","Recovery","ReplacedRhythmV4","Campaign500_HardGateUntil0910","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_06_nutation_mixed_neutral_v1_rect_s27_o262_v02_neutralmixed_mixed_chain.asset","22","30","71","21","9.155","2","69","0","0.0282","34.5","69","0.9718","10","0","20","0.2899","0.7101","17","0.972","0","1","1","0.9833","78.88","HighObservation","29.46","ReadLight","short_head_rays;adjacent_blockers_dominate"
"188","Normal","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain.asset","23","31","72","19","9.806","3","69","0","0.0417","23","69","0.9583","12","0","15","0.2174","0.7826","17","0.958","0","1","1","0.9895","76.68","HighObservation","26.41","ReadLight","short_head_rays;adjacent_blockers_dominate"
"189","PeakExtreme","ReplacedRhythmV4","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near.asset","17","24","22","50","17.091","6","16","0","0.2727","2.667","16","0.7273","3","0","4","0.25","0.75","4","0.773","0","0.9545","1","0.9849","59.29","ObservationHard","0.58","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"190","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain.asset","22","30","69","21","9.304","2","67","0","0.029","33.5","67","0.971","11","0","15","0.2239","0.7761","16","0.971","0","1","1","0.9859","76.85","HighObservation","25.7","ReadLight","short_head_rays;adjacent_blockers_dominate"
"191","Normal","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","23","31","74","20","9.541","4","70","0","0.0541","17.5","70","0.9459","11","0","18","0.2571","0.7429","21","0.946","0","1","1","0.9702","77.76","HighObservation","28.93","ReadLight","short_head_rays;adjacent_blockers_dominate"
"194","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","22","30","70","21","9.371","2","68","0","0.0286","34","68","0.9714","9","0","22","0.3235","0.6765","18","0.971","0","1","1","0.9873","79.96","HighObservation","30.64","ReadLight","short_head_rays;adjacent_blockers_dominate"
"195","Recovery","ReplacedRhythmV4","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain.asset","22","30","71","21","9.07","2","69","0","0.0282","34.5","69","0.9718","10","0","20","0.2899","0.7101","17","0.972","0","1","1","0.9791","78.85","HighObservation","29.42","ReadLight","short_head_rays;adjacent_blockers_dominate"
"196","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_62_nutation_longchain_rail_v1_rect_c80hf2_16_d3_lock_rail.asset","35","42","125","22","11.248","7","118","0","0.056","16.857","118","0.944","16","0","14","0.1186","0.8814","34","0.944","0","1","1","0.9965","73.66","HighObservation","22.07","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"197","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain.asset","22","30","70","21","9.314","4","66","0","0.0571","16.5","66","0.9429","11","0","22","0.3333","0.6667","17","0.943","0","1","1","0.9876","80.27","HighObservation","32.35","ReadLight","short_head_rays;adjacent_blockers_dominate"
"199","Hard","ReplacedRhythmV4","slot_seedlock_section_bridge","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_15_l021_long_normal_a_sweep_s03_slot_seedlock_section_bridge.asset","17","24","24","52","16","9","15","0","0.375","1.667","15","0.625","3","0","3","0.2","0.8","2","0.708","0","0.9583","1","0.9528","44.32","WatchLight","0","ReadLight","hard_role_low_observation;many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"200","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_78_nutation_mixed_neutral_v1_rect_s20_o194_v02_neutralmixed_mixed_chain.asset","22","30","69","21","9.391","3","66","0","0.0435","22","66","0.9565","9","0","13","0.197","0.803","18","0.957","0","1","1","0.9852","76.01","HighObservation","24.58","ReadLight","short_head_rays;adjacent_blockers_dominate"
"202","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","22","30","71","21","9.239","2","69","0","0.0282","34.5","69","0.9718","11","0","16","0.2319","0.7681","17","0.972","0","1","1","0.9964","77.19","HighObservation","26.61","ReadLight","short_head_rays;adjacent_blockers_dominate"
"204","Hard","ReplacedRhythmV4","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor.asset","18","25","35","44","12.171","9","26","0","0.2571","2.889","26","0.7429","3","0","6","0.2308","0.7692","5","0.829","0","0.9429","1","0.9991","60.41","ObservationHard","0.66","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"205","Recovery","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain.asset","22","30","70","21","9.357","2","68","0","0.0286","34","68","0.9714","10","0","10","0.1471","0.8529","20","0.971","0","1","1","0.9709","74.34","HighObservation","22.8","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"206","Normal","ReplacedRhythmV4","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_04_nutation_strict_mixed_hard_v1_rect_s02_o019_v03_strictmixedhard_mixed_chain.asset","22","30","74","20","8.73","3","71","0","0.0405","23.667","71","0.9595","10","0","18","0.2535","0.7465","19","0.959","0","1","1","0.9946","77.84","HighObservation","28.98","ReadLight","short_head_rays;adjacent_blockers_dominate"
"208","Hard","ReplacedRhythmV4","slot_seedlock_gate_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier.asset","17","23","27","49","13.519","10","17","0","0.3704","1.7","17","0.6296","3","0","3","0.1765","0.8235","6","0.704","0","0.963","1","0.9684","47.55","WatchLight","0","ReadLight","hard_role_low_observation;many_openers;mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"209","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch.asset","22","30","61","21","10.279","4","57","0","0.0656","14.25","57","0.9344","10","0","6","0.1053","0.8947","16","0.934","0","1","1","0.9897","73.19","HighObservation","19.98","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"210","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_150_nutation_mixed_neutral_v1_rect_s26_o260_v02_neutralmixed_mixed_chain.asset","22","30","69","21","9.348","1","68","0","0.0145","68","68","0.9855","11","0","16","0.2353","0.7647","17","0.986","0","1","1","0.9802","77.16","HighObservation","22.07","ReadLight","short_head_rays;adjacent_blockers_dominate"
"211","Recovery","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain.asset","22","30","71","21","9.155","3","68","0","0.0423","22.667","68","0.9577","11","0","16","0.2353","0.7647","21","0.958","0","1","1","0.9833","77.19","HighObservation","27.93","ReadLight","short_head_rays;adjacent_blockers_dominate"
"212","Normal","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1.asset","22","30","71","21","9.197","3","68","0","0.0423","22.667","68","0.9577","10","0","14","0.2059","0.7941","17","0.958","0","1","1","0.9959","76.37","HighObservation","25.88","ReadLight","short_head_rays;adjacent_blockers_dominate"
"214","Hard","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain.asset","22","30","69","21","9.478","2","67","0","0.029","33.5","67","0.971","12","0","13","0.194","0.806","20","0.971","0","1","1","0.9915","75.97","HighObservation","25.56","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"215","Normal","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_118_nutation_peel_v2_rect_s10_o096_v00_peelhard_curve_chain.asset","22","30","70","20","9.129","9","61","0","0.1286","6.778","61","0.8714","9","0","11","0.1803","0.8197","17","0.886","0","0.9857","1","0.9985","75.6","HighObservation","22.8","ReadLight","short_head_rays;adjacent_blockers_dominate"
"216","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine.asset","24","34","59","26","13.102","4","55","0","0.0678","13.75","55","0.9322","10","0","14","0.2545","0.7455","16","0.932","0","1","1","0.9909","77.85","HighObservation","27.67","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"219","Hard","ReplacedRhythmV4","PeelHard","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain.asset","22","30","67","21","9.746","2","65","0","0.0299","32.5","65","0.9701","9","0","13","0.2","0.8","21","0.97","0","1","1","0.9783","76.05","HighObservation","24.62","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"220","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain.asset","22","30","70","21","9.3","1","69","0","0.0143","69","69","0.9857","14","0","13","0.1884","0.8116","20","0.986","0","1","1","0.9899","75.78","HighObservation","20.35","ReadLight","short_head_rays;adjacent_blockers_dominate"
"221","Hard","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset","26","35","58","26","14.569","4","54","0","0.069","13.5","54","0.931","8","0","11","0.2037","0.7963","14","0.931","0","1","1","0.9962","76.31","HighObservation","20.97","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"222","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset","22","30","71","21","9.197","5","66","0","0.0704","13.2","66","0.9296","11","0","16","0.2424","0.7576","20","0.93","0","1","1","0.9458","77.11","HighObservation","27.93","ReadLight","short_head_rays;adjacent_blockers_dominate"
"224","Hard","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","22","30","68","21","9.574","3","65","0","0.0441","21.667","65","0.9559","7","0","17","0.2615","0.7385","16","0.956","0","1","1","0.9753","77.94","HighObservation","23.67","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"226","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_124_nutation_mixed_neutral_v1_rect_s11_o106_v00_neutralmixed_mixed_chain.asset","22","30","69","21","9.478","3","66","0","0.0435","22","66","0.9565","10","0","11","0.1667","0.8333","20","0.957","0","1","1","0.9877","75.09","HighObservation","24.45","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"227","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset","24","34","60","25","12.867","6","54","0","0.1","9","54","0.9","13","0","14","0.2593","0.7407","14","0.9","0","1","1","0.9778","77.89","HighObservation","26.44","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
