"order","sectionWaveRole","readDemandGate","readDemandScore","observationPressureScore","chainCount","openerRatio","avgEscapeRayLength","shortRayRate","crossRegionEdgeRate","dependencyDepth","dependencyEdges","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","gateReasons"
"261","Recovery","RegenPriority","23.86","80.58","65","0.0154","0.985","1","0.3438","8","64","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated"
"55","Normal","RegenPriority","23.85","74.73","74","0.0405","0.959","1","0.1549","11","71","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"457","Recovery","RegenPriority","23.85","74.73","74","0.0405","0.959","1","0.1549","11","71","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"359","PeakExtreme","RegenPriority","23.84","74.74","76","0.0526","0.947","1","0.1528","13","72","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"462","Normal","RegenPriority","23.78","74.7","135","0.1185","0.881","1","0.1513","11","119","PeelLight","","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"81","Recovery","RegenPriority","23.67","81.07","43","0.093","0.907","1","0.359","7","39","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_122_nutation_flow_rail_v1_rect_s11_o102_v01_flowrail_rail_chain.asset","read_below_near;adjacent_blockers_saturated"
"224","Hard","RegenPriority","23.67","77.94","68","0.0441","0.956","1","0.2615","7","65","Campaign500_HardGateUntil0910","hardgate","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","read_below_near;adjacent_blockers_saturated"
"31","Normal","RegenPriority","23.65","75.79","55","0.0545","0.945","1","0.1923","10","52","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"10","PeakExtreme","RegenPriority","23.61","76.17","52","0.0577","0.942","1","0.2041","11","49","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_88_nutation_mixed_neutral_v1_rect_s08_o079_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"328","Hard","RegenPriority","23.57","74.58","165","0.097","0.903","1","0.1477","17","149","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"324","Hard","RegenPriority","23.45","76.56","63","0.0476","0.952","1","0.2167","8","60","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_20_nutation_longchain_spine_v1_rect_c80hf_05_d1_section_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"334","Hard","RegenPriority","23.38","74.47","207","0.0918","0.908","1","0.1436","19","188","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"169","PeakExtreme","RegenPriority","23.3","74.41","109","0.0367","0.963","1","0.1429","11","105","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"341","Hard","RegenPriority","23.3","75.73","69","0.058","0.971","0.9855","0.1846","8","65","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"349","Hard","RegenPriority","23.3","74.41","213","0.0751","0.925","1","0.1421","17","197","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"344","Hard","RegenPriority","23.29","74.39","170","0.1","0.9","1","0.1438","16","153","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"280","Normal","RegenPriority","23.25","78.05","54","0.0926","0.907","1","0.2653","8","49","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","read_below_near;adjacent_blockers_saturated"
"156","PeakExtreme","RegenPriority","23.23","74.35","74","0.0541","0.946","1","0.1429","10","70","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"397","Recovery","RegenPriority","23.23","75.52","105","0.1429","0.857","1","0.1778","10","90","NeutralMixed","","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"174","Recovery","RegenPriority","23.21","75.19","74","0.0405","0.959","1","0.169","9","71","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"431","Normal","RegenPriority","23.17","74.31","112","0.1161","0.884","1","0.1414","12","99","NeutralMixed","","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"50","Recovery","RegenPriority","23.11","75.15","67","0.0299","0.97","1","0.1692","9","65","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"374","Normal","RegenPriority","23.11","75.15","67","0.0299","0.97","1","0.1692","9","65","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"326","Normal","RegenPriority","23","74.21","104","0.0962","0.904","1","0.1383","11","94","NeutralMixed","","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"165","Recovery","RegenPriority","22.99","79.95","72","0.0139","0.986","1","0.3239","8","71","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated"
"428","Normal","RegenPriority","22.98","75.41","146","0.1438","0.856","1","0.176","11","125","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"114","Recovery","RegenPriority","22.96","75.2","81","0.0247","0.975","1","0.1772","13","79","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"459","Hard","RegenPriority","22.96","75.2","81","0.0247","0.975","1","0.1772","13","79","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"139","Recovery","RegenPriority","22.93","75.46","85","0.0235","0.976","1","0.1807","10","83","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"157","Recovery","RegenPriority","22.89","74.94","80","0.0375","0.962","1","0.1688","9","77","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"479","PeakExtreme","RegenPriority","22.83","74.97","93","0.0645","0.935","1","0.1609","9","87","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"205","Recovery","RegenPriority","22.8","74.34","70","0.0286","0.971","1","0.1471","10","68","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"215","Normal","RegenPriority","22.8","75.6","70","0.1286","0.886","1","0.1803","9","61","Campaign500_HardGateUntil0910","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_118_nutation_peel_v2_rect_s10_o096_v00_peelhard_curve_chain.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"248","Normal","RegenPriority","22.79","74.51","68","0.0882","0.912","1","0.1452","12","62","PeelLight","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"402","Normal","RegenPriority","22.79","74.51","68","0.0882","0.912","1","0.1452","12","62","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"430","Normal","RegenPriority","22.71","74.86","147","0.1361","0.864","1","0.1575","13","127","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"456","PeakExtreme","RegenPriority","22.61","73.99","92","0.0761","0.924","1","0.1294","10","85","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"297","Normal","RegenPriority","22.6","82.59","38","0.0526","0.947","1","0.4167","6","36","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","read_below_near;adjacent_blockers_saturated"
"140","Hard","RegenPriority","22.57","74.79","80","0.05","0.95","1","0.1579","9","76","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"60","Recovery","RegenPriority","22.55","79.32","54","0.0926","0.907","1","0.3061","6","49","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","read_below_near;adjacent_blockers_saturated"
"346","Normal","RegenPriority","22.55","79.32","54","0.0926","0.907","1","0.3061","6","49","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","read_below_near;adjacent_blockers_saturated"
"485","PeakExtreme","RegenPriority","22.55","73.95","121","0.0331","0.967","1","0.1282","13","117","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"275","Normal","RegenPriority","22.54","76.79","48","0.0625","0.938","1","0.2222","9","45","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","read_below_near;adjacent_blockers_saturated"
"45","Recovery","RegenPriority","22.53","75.22","72","0.0278","0.972","1","0.1714","9","70","Campaign500_HardGateUntil0910","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"362","Normal","RegenPriority","22.53","75.22","72","0.0278","0.972","1","0.1714","9","70","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"480","Recovery","RegenPriority","22.53","73.95","141","0.1064","0.894","1","0.127","11","126","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"421","Recovery","RegenPriority","22.45","73.9","180","0.1167","0.883","1","0.1258","10","159","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"461","Recovery","RegenPriority","22.38","73.85","168","0.0952","0.905","1","0.125","11","152","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"8","Hard","RegenPriority","22.27","81.48","46","0.0652","0.935","1","0.3721","6","43","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_16_nutation_flow_rail_v1_rect_s15_o145_v00_flowrail_patch_chain.asset","read_below_near;adjacent_blockers_saturated"
"237","Normal","RegenPriority","22.12","73.66","68","0.0441","0.956","1","0.1231","10","65","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"252","Hard","RegenPriority","22.11","78.27","56","0.0714","0.929","1","0.2692","6","52","maze_long_chain","longchain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset","read_below_near;adjacent_blockers_saturated"
"196","PeakExtreme","RegenPriority","22.07","73.66","125","0.056","0.944","1","0.1186","16","118","maze_long_chain","longchain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_62_nutation_longchain_rail_v1_rect_c80hf2_16_d3_lock_rail.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"210","Normal","RegenPriority","22.07","77.16","69","0.0145","0.986","1","0.2353","11","68","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_150_nutation_mixed_neutral_v1_rect_s26_o260_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated"
"152","Hard","RegenPriority","22.01","74.46","82","0.0854","0.915","1","0.1467","9","75","Campaign500_HardGateUntil0910","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"137","Normal","RegenPriority","21.97","74.44","72","0.0417","0.958","1","0.1449","9","69","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"314","Normal","RegenPriority","21.97","74.44","72","0.0417","0.958","1","0.1449","9","69","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"136","PeakExtreme","RegenPriority","21.96","73.58","99","0.0606","0.939","1","0.1183","10","93","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"356","Hard","RegenPriority","21.87","73.55","148","0.1149","0.885","1","0.1145","11","131","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"7","Normal","RegenPriority","21.73","76.34","50","0.04","0.96","1","0.2083","8","48","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_17_nutation_mixed_neutral_v1_rect_s02_o020_v01_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"15","Normal","RegenPriority","21.7","76.37","55","0.0364","0.964","1","0.2075","7","53","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_77_nutation_mixed_neutral_v1_rect_s07_o062_v01_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"106","Normal","RegenPriority","21.64","74.26","78","0.0641","0.936","1","0.137","9","73","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"391","Recovery","RegenPriority","21.64","73.62","137","0.1241","0.876","1","0.1167","11","120","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"415","Normal","RegenPriority","21.61","73.78","141","0.1277","0.872","1","0.122","11","123","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"448","Hard","RegenPriority","21.61","73.39","196","0.1122","0.888","1","0.1092","12","174","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"72","PeakExtreme","RegenPriority","21.54","74.68","86","0.0233","0.977","1","0.1548","13","84","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"24","Normal","RegenPriority","21.51","75.87","79","0.0633","0.937","1","0.1892","7","74","PeelMid","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"12","Normal","RegenPriority","21.5","78.23","48","0.0625","0.938","1","0.2667","8","45","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain.asset","read_below_near;adjacent_blockers_saturated"
"322","Normal","RegenPriority","21.5","78.23","48","0.0625","0.938","1","0.2667","8","45","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain.asset","read_below_near;adjacent_blockers_saturated"
"260","Normal","RegenPriority","21.42","75.79","66","0.0455","0.955","1","0.1905","7","63","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"331","Hard","RegenPriority","21.37","74.89","85","0.0706","0.929","1","0.1646","8","79","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"176","Hard","RegenPriority","21.19","73.99","73","0.0411","0.959","1","0.1286","9","70","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"131","Normal","RegenPriority","21.18","73.96","72","0.0417","0.958","1","0.1304","9","69","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"395","Normal","RegenPriority","21.18","73.96","72","0.0417","0.958","1","0.1304","9","69","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"244","Normal","RegenPriority","21.17","74.32","66","0.0303","0.97","1","0.1406","10","64","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"315","Recovery","RegenPriority","20.99","74.34","116","0.1466","0.853","1","0.1414","10","99","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
