"order","category","replacementMark","isPatch","finalStatus","sourceRoot","sourceKind","templateW","templateH","templateArea","actualW","actualH","actualArea","areaDelta","areaRatio","templateChains","actualChains","chainDelta","productionLane","chainLanguage","placementReason"
"242","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","32","28","896","32","28","896","0","1","83","83","0","","","unchanged_from_v3_or_non_normal"
"243","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","38","1368","36","38","1368","0","1","120","115","-5","","","unchanged_from_v3_or_non_normal"
"244","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","40","880","22","30","660","-220","0.75","115","66","-49","FlowPatch","patch_chain","target=115;stageTarget=115;effective=70.4;chains=66;role=Normal;style=flow;chain=patch_chain;cost=163.7"
"245","normal","REPLACED","False","ReplacedRhythmV4","","normal","23","41","943","24","32","768","-175","0.814","150","51","-99","maze_long_chain","spine_chain","target=150;stageTarget=150;effective=66.5;chains=51;role=PeakExtreme;style=longchain;chain=spine_chain;cost=212.4"
"246","normal","REPLACED","False","ReplacedRhythmV4","","normal","20","42","840","22","30","660","-180","0.786","109","66","-43","FlowCurve","curve_chain","target=109;stageTarget=109;effective=69.4;chains=66;role=Recovery;style=flow;chain=curve_chain;cost=152.9"
"247","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","47","1786","38","47","1786","0","1","109","113","4","","","unchanged_from_v3_or_non_normal"
"248","normal","REPLACED","False","ReplacedRhythmV4","","normal","20","38","760","22","30","660","-100","0.868","102","68","-34","PeelLight","rail_chain","target=102;stageTarget=102;effective=73.5;chains=68;role=Normal;style=peel;chain=rail_chain;cost=126.8"
"249","normal","REPLACED","False","ReplacedRhythmV4","","normal","21","41","861","22","30","660","-201","0.767","137","50","-87","maze_long_chain","spine_chain","target=137;stageTarget=137;effective=63.5;chains=50;role=Hard;style=longchain;chain=spine_chain;cost=202.9"
"250","normal","REPLACED","False","ReplacedRhythmV4","","normal","23","35","805","22","30","660","-145","0.82","107","65","-42","NeutralMixed","mixed_chain","target=107;stageTarget=107;effective=75.9;chains=65;role=Normal;style=neutral;chain=mixed_chain;cost=143.1"
"251","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","28","24","672","28","24","672","0","1","59","59","0","","","unchanged_from_v3_or_non_normal"
"252","normal","REPLACED","False","ReplacedRhythmV4","","normal","24","38","912","22","30","660","-252","0.724","147","56","-91","maze_long_chain","rail_chain","target=147;stageTarget=147;effective=65.8;chains=56;role=Hard;style=longchain;chain=rail_chain;cost=225.9"
"253","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","38","1444","38","38","1444","0","1","117","108","-9","","","unchanged_from_v3_or_non_normal"
"254","normal","REPLACED","False","ReplacedRhythmV4","","normal","21","36","756","23","31","713","-43","0.943","101","70","-31","Campaign500_HardGateUntil0910","strict_hard_chain","target=101;stageTarget=101;effective=71.5;chains=70;role=Normal;style=hardgate;chain=strict_hard_chain;cost=126.8"
"255","normal","REPLACED","False","ReplacedRhythmV4","","normal","23","37","851","22","29","638","-213","0.75","110","66","-44","FlowCurve","curve_chain","target=110;stageTarget=110;effective=68.6;chains=66;role=Recovery;style=flow;chain=curve_chain;cost=160.3"
"256","normal","REPLACED","False","ReplacedRhythmV4",".worktrees/campaign500-longchain-prod200-pool","normal","24","42","1008","17","22","374","-634","0.371","159","26","-133","slot_seedweave_braid_carrier","family_profile_chain","target=159;stageTarget=159;effective=72.8;chains=26;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=237.4"
"257","normal","REPLACED","False","ReplacedRhythmV4","","normal","23","36","828","22","30","660","-168","0.797","107","66","-41","PeelLight","curve_chain","target=107;stageTarget=107;effective=77.7;chains=66;role=Normal;style=peel;chain=curve_chain;cost=145.9"
"258","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","34","44","1496","34","44","1496","0","1","110","107","-3","","","unchanged_from_v3_or_non_normal"
"259","normal","REPLACED","False","ReplacedRhythmV4","","normal","21","38","798","22","30","660","-138","0.827","126","66","-60","NeutralMixed","mixed_chain","target=126;stageTarget=126;effective=71.5;chains=66;role=Recovery;style=neutral;chain=mixed_chain;cost=210.0"
"260","normal","REPLACED","False","ReplacedRhythmV4","","normal","21","34","714","21","28","588","-126","0.824","101","66","-35","PeelMid","rail_chain","target=101;stageTarget=101;effective=72.5;chains=66;role=Normal;style=hardgate;chain=rail_chain;cost=132.4"
"261","normal","REPLACED","False","ReplacedRhythmV4","","normal","23","37","851","22","30","660","-191","0.776","107","65","-42","PeelHard","rail_chain","target=107;stageTarget=107;effective=77.7;chains=65;role=Recovery;style=hardgate;chain=rail_chain;cost=156.6"
"262","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","37","814","21","28","588","-226","0.722","102","65","-37","PeelMid","curve_chain","target=102;stageTarget=102;effective=76.7;chains=65;role=Normal;style=hardgate;chain=curve_chain;cost=155.1"
"263","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","42","1512","36","42","1512","0","1","116","94","-22","","","unchanged_from_v3_or_non_normal"
"264","normal","REPLACED","False","ReplacedRhythmV4",".worktrees/campaign500-longchain-prod200-pool","normal","25","40","1000","17","22","374","-626","0.374","157","26","-131","slot_seedweave_braid_carrier","family_profile_chain","target=157;stageTarget=157;effective=72.8;chains=26;role=Hard;style=longchain;chain=family_profile_chain;cost=254.4"
"265","normal","REPLACED","False","ReplacedRhythmV4","","normal","20","39","780","22","30","660","-120","0.846","104","64","-40","Campaign500_HardGateUntil0910","choice_clamp_chain","target=104;stageTarget=104;effective=71.2;chains=64;role=Recovery;style=hardgate;chain=choice_clamp_chain;cost=152.8"
"266","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","35","770","22","30","660","-110","0.857","97","47","-50","maze_long_chain","spine_chain","target=97;stageTarget=97;effective=60.6;chains=47;role=Normal;style=longchain;chain=spine_chain;cost=144.7"
"267","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","32","28","896","32","28","896","0","1","82","82","0","","","unchanged_from_v3_or_non_normal"
"268","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","34","42","1428","34","42","1428","0","1","118","95","-23","","","unchanged_from_v3_or_non_normal"
"269","normal","REPLACED","False","ReplacedRhythmV4","","normal","28","50","1400","17","23","391","-1009","0.279","184","22","-162","slot_seedmaze_chamber_corridor","family_profile_chain","target=184;stageTarget=184;effective=68.1;chains=22;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=323.8"
"270","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","39","858","21","28","588","-270","0.685","114","64","-50","PeelMid","curve_chain","target=114;stageTarget=114;effective=73.9;chains=64;role=Normal;style=hardgate;chain=curve_chain;cost=189.6"
"271","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","32","704","22","30","660","-44","0.938","114","66","-48","Campaign500_HardGateUntil0910","strict_peak_chain","target=114;stageTarget=114;effective=67.4;chains=66;role=Recovery;style=hardgate;chain=strict_peak_chain;cost=187.4"
"272","normal","REPLACED","False","ReplacedRhythmV4","","normal","23","39","897","18","21","378","-519","0.421","115","21","-94","slot_seedweave_braid_carrier","family_profile_chain","target=115;stageTarget=115;effective=67.4;chains=21;role=Normal;style=longchain;chain=family_profile_chain;cost=191.0"
"273","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","44","1584","36","44","1584","0","1","113","111","-2","","","unchanged_from_v3_or_non_normal"
"274","normal","REPLACED","False","ReplacedRhythmV4","","normal","31","35","1085","21","28","588","-497","0.542","131","63","-68","PeelMid","rail_chain","target=131;stageTarget=131;effective=69.1;chains=63;role=Hard;style=hardgate;chain=rail_chain;cost=206.7"
"275","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","36","792","22","30","660","-132","0.833","106","48","-58","maze_long_chain","spine_chain","target=106;stageTarget=106;effective=60.4;chains=48;role=Normal;style=longchain;chain=spine_chain;cost=168.6"
"276","normal","REPLACED","False","ReplacedRhythmV4","","normal","27","45","1215","17","23","391","-824","0.322","201","23","-178","slot_seedmaze_section_weave","family_profile_chain","target=201;stageTarget=201;effective=64.7;chains=23;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=370.8"
"277","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","26","26","676","26","26","676","0","1","61","61","0","","","unchanged_from_v3_or_non_normal"
"278","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","42","1512","36","42","1512","0","1","119","116","-3","","","unchanged_from_v3_or_non_normal"
"279","normal","REPLACED","False","ReplacedRhythmV4","","normal","20","39","780","20","27","540","-240","0.692","107","54","-53","NeutralMixed","mixed_chain","target=107;stageTarget=107;effective=66.6;chains=54;role=Normal;style=neutral;chain=mixed_chain;cost=177.5"
"280","normal","REPLACED","False","ReplacedRhythmV4","","normal","23","35","805","20","27","540","-265","0.671","107","54","-53","FlowPatch","patch_chain","target=107;stageTarget=107;effective=70.0;chains=54;role=Normal;style=flow;chain=patch_chain;cost=178.5"
"281","normal","REPLACED","False","ReplacedRhythmV4","","normal","21","37","777","23","31","713","-64","0.918","107","43","-64","maze_long_chain","spine_chain","target=107;stageTarget=107;effective=60.7;chains=43;role=Recovery;style=longchain;chain=spine_chain;cost=182.0"
"282","normal","REPLACED","False","ReplacedRhythmV4","","normal","21","38","798","21","28","588","-210","0.737","107","54","-53","PeelMid","rail_chain","target=107;stageTarget=107;effective=65.1;chains=54;role=Normal;style=hardgate;chain=rail_chain;cost=185.3"
"283","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","40","42","1680","40","42","1680","0","1","119","114","-5","","","unchanged_from_v3_or_non_normal"
"284","normal","REPLACED","False","ReplacedRhythmV4","","normal","27","40","1080","17","23","391","-689","0.362","172","29","-143","slot_headmix_outerclean","family_profile_chain","target=172;stageTarget=172;effective=65.0;chains=29;role=Hard;style=longchain;chain=family_profile_chain;cost=299.3"
"285","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","24","28","672","24","28","672","0","1","62","62","0","","","unchanged_from_v3_or_non_normal"
"286","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","38","836","17","22","374","-462","0.447","107","24","-83","slot_seedmaze_chamber_corridor","family_profile_chain","target=107;stageTarget=107;effective=59.7;chains=24;role=Normal;style=longchain;chain=family_profile_chain;cost=210.8"
"287","normal","REPLACED","False","ReplacedRhythmV4","","normal","27","50","1350","18","21","378","-972","0.28","214","29","-185","slot_seedweave_dense_support","family_profile_chain","target=214;stageTarget=214;effective=65.4;chains=29;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=461.5"
"288","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","44","1584","36","44","1584","0","1","120","101","-19","","","unchanged_from_v3_or_non_normal"
"289","normal","REPLACED","False","ReplacedRhythmV4","","normal","21","40","840","18","24","432","-408","0.514","115","39","-76","FlowRail","rail_chain","target=115;stageTarget=115;effective=42.1;chains=39;role=Hard;style=flow;chain=rail_chain;cost=233.8"
"290","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","39","858","12","16","192","-666","0.224","114","15","-99","slot_seedweave_braid_carrier","family_profile_chain","target=114;stageTarget=114;effective=44.7;chains=15;role=Recovery;style=longchain;chain=family_profile_chain;cost=263.4"
"291","normal","REPLACED","False","ReplacedRhythmV4","","normal","21","37","777","18","24","432","-345","0.556","106","40","-66","FlowCurve","rail_chain","target=106;stageTarget=106;effective=42.7;chains=40;role=Recovery;style=flow;chain=rail_chain;cost=217.9"
"292","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","24","26","624","24","26","624","0","1","60","60","0","","","unchanged_from_v3_or_non_normal"
"293","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","47","1692","36","47","1692","0","1","118","128","10","","","unchanged_from_v3_or_non_normal"
"294","normal","REPLACED","False","ReplacedRhythmV4","","normal","23","36","828","12","16","192","-636","0.232","110","15","-95","slot_seedweave_braid_carrier","family_profile_chain","target=110;stageTarget=110;effective=44.7;chains=15;role=Recovery;style=longchain;chain=family_profile_chain;cost=229.4"
"295","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","37","814","18","24","432","-382","0.531","105","38","-67","FlowRail","rail_chain","target=105;stageTarget=105;effective=42.4;chains=38;role=Normal;style=flow;chain=rail_chain;cost=212.2"
"296","normal","REPLACED","False","ReplacedRhythmV4","","normal","23","44","1012","13","17","221","-791","0.218","163","17","-146","slot_seedmaze_chamber_corridor","family_profile_chain","target=163;stageTarget=163;effective=46.4;chains=17;role=Hard;style=longchain;chain=family_profile_chain;cost=317.4"
"297","normal","REPLACED","False","ReplacedRhythmV4","","normal","22","38","836","18","24","432","-404","0.517","114","38","-76","FlowPatch","patch_chain","target=114;stageTarget=114;effective=38.8;chains=38;role=Normal;style=flow;chain=patch_chain;cost=241.1"
"298","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","34","44","1496","34","44","1496","0","1","123","108","-15","","","unchanged_from_v3_or_non_normal"
"299","normal","REPLACED","False","ReplacedRhythmV4","","normal","29","46","1334","12","16","192","-1142","0.144","178","15","-163","slot_headmix_outerclean","family_profile_chain","target=178;stageTarget=178;effective=36.7;chains=15;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=361.2"
"300","normal","REPLACED","False","ReplacedRhythmV4","","normal","20","41","820","18","24","432","-388","0.527","110","36","-74","FlowCurve","curve_chain","target=110;stageTarget=110;effective=38.8;chains=36;role=Recovery;style=flow;chain=curve_chain;cost=246.3"
"301","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","28","30","840","28","30","840","0","1","82","82","0","","","unchanged_from_v3_or_non_normal"
"302","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictGapfill","20","39","780","20","39","780","0","1","102","80","-22","StrictMixedChoiceClamp","mixed_chain","strict_complete_explicit_replacement"
"303","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","34","44","1496","34","44","1496","0","1","120","103","-17","","","unchanged_from_v3_or_non_normal"
"304","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","40","920","23","40","920","0","1","122","122","0","","","unchanged_from_v3_or_non_normal"
"305","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","25","44","1100","25","33","825","-275","0.75","181","82","-99","PeelMid","rail_chain","strict_complete_explicit_replacement"
"306","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","22","41","902","22","41","902","0","1","117","117","0","","","unchanged_from_v3_or_non_normal"
"307","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","47","1692","36","47","1692","0","1","121","118","-3","","","unchanged_from_v3_or_non_normal"
"308","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","21","37","777","22","30","660","-117","0.849","106","71","-35","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"309","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","24","51","1224","26","34","884","-340","0.722","200","93","-107","PressurePeak","mixed_chain","strict_complete_explicit_replacement"
"310","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","37","851","23","37","851","0","1","111","111","0","","","unchanged_from_v3_or_non_normal"
"311","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","21","35","735","20","27","540","-195","0.735","103","47","-56","FlowRail","rail_chain","strict_complete_explicit_replacement"
"312","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-hub-maze-mixed","hub_mixed_refill30_local9","22","39","858","23","31","713","-145","0.831","134","99","-35","PeelMid","rail_chain","unchanged_from_v3_or_non_normal"
"313","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","34","38","1292","34","38","1292","0","1","121","119","-2","","","unchanged_from_v3_or_non_normal"
"314","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","41","902","22","30","660","-242","0.732","112","72","-40","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"315","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","22","41","902","22","41","902","0","1","116","116","0","","","unchanged_from_v3_or_non_normal"
"316","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","28","51","1428","27","36","972","-456","0.681","233","100","-133","PressurePeak","mixed_chain","strict_complete_explicit_replacement"
"317","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","28","28","784","28","28","784","0","1","65","65","0","","","unchanged_from_v3_or_non_normal"
"318","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","34","42","1428","34","42","1428","0","1","125","113","-12","","","unchanged_from_v3_or_non_normal"
"319","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","22","41","902","22","41","902","0","1","115","115","0","","","unchanged_from_v3_or_non_normal"
"320","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","36","828","23","36","828","0","1","114","114","0","","","unchanged_from_v3_or_non_normal"
"321","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","38","874","23","38","874","0","1","108","108","0","","","unchanged_from_v3_or_non_normal"
"322","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","21","37","777","20","27","540","-237","0.695","101","48","-53","FlowPatch","patch_chain","strict_complete_explicit_replacement"
"323","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","34","44","1496","34","44","1496","0","1","124","118","-6","","","unchanged_from_v3_or_non_normal"
"324","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","28","48","1344","25","34","850","-494","0.632","174","63","-111","PeelMid","rail_chain","unchanged_from_v3_or_non_normal"
"325","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","26","28","728","26","28","728","0","1","66","66","0","","","unchanged_from_v3_or_non_normal"
"326","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictGapfill","22","35","770","22","35","770","0","1","104","74","-30","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"327","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","47","1786","38","47","1786","0","1","130","126","-4","","","unchanged_from_v3_or_non_normal"
"328","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","24","43","1032","24","43","1032","0","1","165","165","0","","","unchanged_from_v3_or_non_normal"
"329","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","26","50","1300","26","34","884","-416","0.68","203","94","-109","PressurePeak","mixed_chain","strict_complete_explicit_replacement"
"330","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","38","874","23","38","874","0","1","113","113","0","","","unchanged_from_v3_or_non_normal"
"331","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","21","44","924","27","36","972","48","1.052","147","85","-62","PeelMid","curve_chain","unchanged_from_v3_or_non_normal"
"332","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","20","37","740","20","37","740","0","1","118","118","0","","","unchanged_from_v3_or_non_normal"
"333","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","47","1786","38","47","1786","0","1","130","132","2","","","unchanged_from_v3_or_non_normal"
"334","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","28","46","1288","28","46","1288","0","1","207","207","0","","","unchanged_from_v3_or_non_normal"
"335","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","32","30","960","32","30","960","0","1","80","80","0","","","unchanged_from_v3_or_non_normal"
"336","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","28","48","1344","27","36","972","-372","0.723","216","100","-116","PressurePeak","mixed_chain","strict_complete_explicit_replacement"
"337","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","23","36","828","20","27","540","-288","0.652","103","45","-58","FlowCurve","curve_chain","strict_complete_explicit_replacement"
"338","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","44","40","1760","44","40","1760","0","1","136","136","0","","","unchanged_from_v3_or_non_normal"
"339","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","23","37","851","22","30","660","-191","0.776","110","75","-35","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"340","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","36","828","23","36","828","0","1","110","110","0","","","unchanged_from_v3_or_non_normal"
"341","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","24","40","960","26","35","910","-50","0.948","154","69","-85","PeelMid","curve_chain","unchanged_from_v3_or_non_normal"
"342","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","24","30","720","24","30","720","0","1","67","67","0","","","unchanged_from_v3_or_non_normal"
"343","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","42","1596","38","42","1596","0","1","135","121","-14","","","unchanged_from_v3_or_non_normal"
"344","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","27","48","1296","27","48","1296","0","1","170","170","0","","","unchanged_from_v3_or_non_normal"
"345","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","40","880","22","30","660","-220","0.75","115","69","-46","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"346","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","20","40","800","22","29","638","-162","0.798","112","54","-58","FlowRail","rail_chain","strict_complete_explicit_replacement"
"347","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","27","45","1215","26","35","910","-305","0.749","189","71","-118","PressurePeak","mixed_chain","unchanged_from_v3_or_non_normal"
"348","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","43","43","1849","43","43","1849","0","1","133","145","12","","","unchanged_from_v3_or_non_normal"
"349","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","26","49","1274","26","49","1274","0","1","213","213","0","","","unchanged_from_v3_or_non_normal"
"350","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","20","38","760","20","38","760","0","1","120","120","0","","","unchanged_from_v3_or_non_normal"
"351","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","30","26","780","30","26","780","0","1","72","72","0","","","unchanged_from_v3_or_non_normal"
"352","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-hub-maze-mixed","hub_mixed_refill30_local9","23","43","989","23","31","713","-276","0.721","154","101","-53","PeelMid","rail_chain","unchanged_from_v3_or_non_normal"
"353","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","44","43","1892","44","43","1892","0","1","128","125","-3","","","unchanged_from_v3_or_non_normal"
"354","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","22","36","792","22","36","792","0","1","126","126","0","","","unchanged_from_v3_or_non_normal"
"355","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","40","880","22","30","660","-220","0.75","108","69","-39","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"356","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","22","41","902","22","41","902","0","1","148","148","0","","","unchanged_from_v3_or_non_normal"
"357","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","38","836","22","30","660","-176","0.789","103","67","-36","FlowPatch","patch_chain","strict_complete_explicit_replacement"
"358","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","40","47","1880","40","47","1880","0","1","131","143","12","","","unchanged_from_v3_or_non_normal"
"359","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","29","47","1363","26","35","910","-453","0.668","176","76","-100","PressurePeak","mixed_chain","unchanged_from_v3_or_non_normal"
"360","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","40","920","23","40","920","0","1","118","118","0","","","unchanged_from_v3_or_non_normal"
"361","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","47","1081","23","47","1081","0","1","177","177","0","","","unchanged_from_v3_or_non_normal"
"362","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","23","35","805","22","30","660","-145","0.82","113","72","-41","","","strict_complete_explicit_replacement"
"363","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","40","47","1880","40","47","1880","0","1","138","149","11","","","unchanged_from_v3_or_non_normal"
"364","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","42","1050","25","42","1050","0","1","166","166","0","","","unchanged_from_v3_or_non_normal"
"365","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","28","45","1260","26","34","884","-376","0.702","204","85","-119","PressurePeak","mixed_chain","strict_complete_explicit_replacement"
"366","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","21","41","861","24","32","768","-93","0.892","139","78","-61","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"367","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","34","26","884","34","26","884","0","1","85","85","0","","","unchanged_from_v3_or_non_normal"
"368","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","47","1692","36","47","1692","0","1","140","154","14","","","unchanged_from_v3_or_non_normal"
"369","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","25","47","1175","26","35","910","-265","0.774","198","84","-114","PeelMid","rail_chain","strict_complete_explicit_replacement"
"370","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","47","1175","25","47","1175","0","1","148","148","0","","","unchanged_from_v3_or_non_normal"
"371","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","20","35","700","22","30","660","-40","0.943","94","70","-24","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"372","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","23","40","920","26","35","910","-10","0.989","147","79","-68","PeelMid","curve_chain","unchanged_from_v3_or_non_normal"
"373","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","34","42","1428","34","42","1428","0","1","142","114","-28","","","unchanged_from_v3_or_non_normal"
"374","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","38","836","22","30","660","-176","0.789","115","67","-48","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"375","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","24","41","984","24","41","984","0","1","157","157","0","","","unchanged_from_v3_or_non_normal"
