"order","category","finalStatus","loadMode","width","height","area","aspect","chains","arrowTiles","coverage","path"
"205","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","70","655","0.992","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain.asset"
"206","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","74","646","0.979","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_04_nutation_strict_mixed_hard_v1_rect_s02_o019_v03_strictmixedhard_mixed_chain.asset"
"207","shape","ShapeCandidatePlanned","ManifestAsset","38","38","1444","1","112","856","0.593","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_11_L207_magnetvarianta_r2section.asset"
"208","normal","ReplacedRhythmV4","ManifestAsset","17","23","391","0.739","27","365","0.934","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier.asset"
"209","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","61","627","0.95","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch.asset"
"210","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","69","645","0.977","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_150_nutation_mixed_neutral_v1_rect_s26_o260_v02_neutralmixed_mixed_chain.asset"
"211","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","71","650","0.985","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain.asset"
"212","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","71","653","0.989","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1.asset"
"213","shape","ShapeCandidatePlanned","ManifestAsset","44","43","1892","1.023","114","935","0.494","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_57_L213_wizardhat_dual.asset"
"214","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","69","654","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain.asset"
"215","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","70","639","0.968","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_118_nutation_peel_v2_rect_s10_o096_v00_peelhard_curve_chain.asset"
"216","normal","ReplacedRhythmV4","ManifestAsset","24","34","816","0.706","59","773","0.947","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine.asset"
"217","hole","OriginalNonTarget","BasePreviewFallback","28","22","616","1.273","56","540","0.877","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset"
"218","shape","ShapeCandidatePlanned","ManifestAsset","40","36","1440","1.111","106","820","0.569","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_10_L218_mailbox.asset"
"219","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","67","653","0.989","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain.asset"
"220","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","70","651","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain.asset"
"221","normal","ReplacedRhythmV4","ManifestAsset","26","35","910","0.743","58","845","0.929","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset"
"222","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","71","653","0.989","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset"
"223","shape","ShapeCandidatePlanned","ManifestAsset","38","47","1786","0.809","103","805","0.451","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_59_L223_magnifier_sweep.asset"
"224","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","68","651","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset"
"225","hole","OriginalNonTarget","BasePreviewFallback","22","28","616","0.786","57","527","0.856","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset"
"226","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","69","654","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_124_nutation_mixed_neutral_v1_rect_s11_o106_v00_neutralmixed_mixed_chain.asset"
"227","normal","ReplacedRhythmV4","ManifestAsset","24","34","816","0.706","60","772","0.946","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset"
"228","shape","ShapeCandidatePlanned","ManifestAsset","36","49","1764","0.735","117","953","0.54","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_08_L228_icecreamcone_r4sym.asset"
"229","normal","ReplacedRhythmV4","ManifestAsset","23","31","713","0.742","73","699","0.98","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1.asset"
"230","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","69","649","0.983","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset"
"231","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","69","654","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset"
"232","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","64","626","0.948","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset"
"233","shape","ShapeCandidatePlanned","ManifestAsset","38","47","1786","0.809","112","961","0.538","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_03_L233_trafficcone.asset"
"234","normal","ReplacedRhythmV4","ManifestAsset","20","27","540","0.741","45","538","0.996","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset"
"235","hole","OriginalNonTarget","BasePreviewFallback","28","22","616","1.273","58","533","0.865","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset"
"236","normal","ReplacedRhythmV4","ManifestAsset","23","31","713","0.742","68","700","0.982","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset"
"237","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","68","642","0.973","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset"
"238","shape","ShapeCandidatePlanned","ManifestAsset","34","42","1428","0.81","106","785","0.55","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_04_L238_cactus.asset"
"239","normal","ReplacedRhythmV4","ManifestAsset","17","23","391","0.739","26","370","0.946","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset"
"240","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","69","646","0.979","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset"
"241","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","69","648","0.982","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset"
"242","hole","OriginalNonTarget","BasePreviewFallback","32","28","896","1.143","83","802","0.895","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset"
"243","shape","ShapeCandidatePlanned","ManifestAsset","36","38","1368","0.947","115","851","0.622","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_05_L243_house.asset"
"244","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","66","647","0.98","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset"
"245","normal","ReplacedRhythmV4","ManifestAsset","24","32","768","0.75","51","727","0.947","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset"
"246","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","66","653","0.989","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset"
"247","shape","ShapeCandidatePlanned","ManifestAsset","38","47","1786","0.809","113","913","0.511","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_17_L247_lollipop_r2section.asset"
"248","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","68","637","0.965","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset"
"249","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","50","627","0.95","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset"
"250","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","65","648","0.982","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset"
"251","hole","OriginalNonTarget","BasePreviewFallback","28","24","672","1.167","59","590","0.878","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_047_std_28x24_shell.asset"
"252","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","56","624","0.945","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset"
"253","shape","ShapeCandidatePlanned","ManifestAsset","38","38","1444","1","108","823","0.57","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_70_L253_gear_dense.asset"
"254","normal","ReplacedRhythmV4","ManifestAsset","23","31","713","0.742","70","699","0.98","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset"
"255","normal","ReplacedRhythmV4","ManifestAsset","22","29","638","0.759","66","622","0.975","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset"
"256","normal","ReplacedRhythmV4","ManifestAsset","17","22","374","0.773","26","355","0.949","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset"
"257","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","66","647","0.98","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset"
"258","shape","ShapeCandidatePlanned","ManifestAsset","34","44","1496","0.773","107","792","0.529","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_08_L258_questionmarkvarianta.asset"
"259","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","66","654","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset"
"260","normal","ReplacedRhythmV4","ManifestAsset","21","28","588","0.75","66","580","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset"
"261","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","65","651","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset"
"262","normal","ReplacedRhythmV4","ManifestAsset","21","28","588","0.75","65","576","0.98","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset"
"263","shape","ShapeCandidatePlanned","ManifestAsset","36","42","1512","0.857","94","745","0.493","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section.asset"
"264","normal","ReplacedRhythmV4","ManifestAsset","17","22","374","0.773","26","355","0.949","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset"
"265","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","64","653","0.989","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset"
"266","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","47","625","0.947","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset"
"267","hole","OriginalNonTarget","BasePreviewFallback","32","28","896","1.143","82","809","0.903","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset"
"268","shape","ShapeCandidatePlanned","ManifestAsset","34","42","1428","0.81","95","822","0.576","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset"
"269","normal","ReplacedRhythmV4","ManifestAsset","17","23","391","0.739","22","365","0.934","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset"
"270","normal","ReplacedRhythmV4","ManifestAsset","21","28","588","0.75","64","580","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset"
"271","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","66","648","0.982","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset"
"272","normal","ReplacedRhythmV4","ManifestAsset","18","21","378","0.857","21","360","0.952","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset"
"273","shape","ShapeCandidatePlanned","ManifestAsset","36","44","1584","0.818","111","829","0.523","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset"
"274","normal","ReplacedRhythmV4","ManifestAsset","21","28","588","0.75","63","573","0.974","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset"
"275","normal","ReplacedRhythmV4","ManifestAsset","22","30","660","0.733","48","627","0.95","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset"
"276","normal","ReplacedRhythmV4","ManifestAsset","17","23","391","0.739","23","369","0.944","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset"
"277","hole","OriginalNonTarget","BasePreviewFallback","26","26","676","1","61","586","0.867","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset"
"278","shape","ShapeCandidatePlanned","ManifestAsset","36","42","1512","0.857","116","884","0.585","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset"
"279","normal","ReplacedRhythmV4","ManifestAsset","20","27","540","0.741","54","534","0.989","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset"
"280","normal","ReplacedRhythmV4","ManifestAsset","20","27","540","0.741","54","535","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset"
"281","normal","ReplacedRhythmV4","ManifestAsset","23","31","713","0.742","43","659","0.924","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset"
"282","normal","ReplacedRhythmV4","ManifestAsset","21","28","588","0.75","54","583","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset"
"283","shape","ShapeCandidatePlanned","ManifestAsset","40","42","1680","0.952","114","929","0.553","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset"
"284","normal","ReplacedRhythmV4","ManifestAsset","17","23","391","0.739","29","373","0.954","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset"
"285","hole","OriginalNonTarget","BasePreviewFallback","24","28","672","0.857","62","587","0.874","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset"
"286","normal","ReplacedRhythmV4","ManifestAsset","17","22","374","0.773","24","349","0.933","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset"
"287","normal","ReplacedRhythmV4","ManifestAsset","18","21","378","0.857","29","353","0.934","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset"
"288","shape","ShapeCandidatePlanned","ManifestAsset","36","44","1584","0.818","101","837","0.528","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset"
"289","normal","ReplacedRhythmV4","ManifestAsset","18","24","432","0.75","39","427","0.988","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset"
"290","normal","ReplacedRhythmV4","ManifestAsset","12","16","192","0.75","15","181","0.943","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset"
"291","normal","ReplacedRhythmV4","ManifestAsset","18","24","432","0.75","40","427","0.988","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset"
"292","hole","OriginalNonTarget","BasePreviewFallback","24","26","624","0.923","60","539","0.864","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset"
"293","shape","ShapeCandidatePlanned","ManifestAsset","36","47","1692","0.766","128","1026","0.606","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset"
"294","normal","ReplacedRhythmV4","ManifestAsset","12","16","192","0.75","15","181","0.943","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset"
"295","normal","ReplacedRhythmV4","ManifestAsset","18","24","432","0.75","38","430","0.995","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset"
"296","normal","ReplacedRhythmV4","ManifestAsset","13","17","221","0.765","17","209","0.946","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset"
"297","normal","ReplacedRhythmV4","ManifestAsset","18","24","432","0.75","38","430","0.995","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset"
"298","shape","ShapeCandidatePlanned","ManifestAsset","34","44","1496","0.773","108","841","0.562","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense.asset"
"299","normal","ReplacedRhythmV4","ManifestAsset","12","16","192","0.75","15","180","0.938","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset"
"300","normal","ReplacedRhythmV4","ManifestAsset","18","24","432","0.75","36","426","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset"
"301","hole","OriginalNonTarget","BasePreviewFallback","28","30","840","0.933","82","752","0.895","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset"
"302","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","20","39","780","0.513","80","766","0.982","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/b/c5s1_b_04_nutation_strict_mixed_choiceclamp_v1_rect_s31_o302_v03_strictmixedchoiceclamp_mixed_chain.asset"
"303","shape","ShapeCandidatePlanned","ManifestAsset","34","44","1496","0.773","103","824","0.551","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_29_L303_virtualpetkeychain_r2dense.asset"
"304","normal","OriginalNonTarget","BasePreviewFallback","23","40","920","0.575","122","906","0.985","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset"
"305","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","25","33","825","0.758","82","818","0.992","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset"
"306","normal","OriginalNonTarget","BasePreviewFallback","22","41","902","0.537","117","889","0.986","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset"
