"order","sourceKind","sourceFile","score","levelId","path","source","section10","productionLane","productionChainLanguage","productionDifficultyBand","solved","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"309","strict152","","2.722","c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w12a","31","PressurePeak","mixed_chain","Peak","True","0.985","10","5","3","0.907","0.113","5","5"
"311","strict152","","2.631","campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","Campaign500NormalFullV1:fastlane1","32","FlowRail","rail_chain","NormalFlow","True","0.996","10","5","3","0.865","0.188","7","7"
"314","strict152","","2.658","campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","relocated_from_order_314","32","NeutralMixed","mixed_chain","NormalNeutral","True","0.985","9","5","5","0.895","0.188","7","6"
"316","strict152","","2.69","c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11c","32","PressurePeak","mixed_chain","Peak","True","0.99","10","4","4","0.854","0.138","6","4"
"322","strict152","","2.82","campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain.asset","Campaign500NormalFullV1:fastlane1","33","FlowPatch","patch_chain","NormalFlow","True","0.991","9","3","3","0.932","0.028","5","3"
"324","strict152","","2.659","c5nep_w12b_21_nutation_strict_mixed_hard_v1_rect_s33_o324_v04_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_21_nutation_strict_mixed_hard_v1_rect_s33_o324_v04_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w12b","33","PeelMid","rail_chain","Hard","True","0.987","9","5","4","0.783","0.291","7","7"
"329","strict152","","2.752","c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset","Campaign500NormalFullV1:w13d","33","PressurePeak","mixed_chain","Peak","True","0.983","9","5","3","0.936","0.104","7","4"
"336","strict152","","2.717","campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","relocated_from_order_336","34","PressurePeak","mixed_chain","Peak","True","0.981","9","4","3","0.858","0.24","7","7"
"337","strict152","","2.656","campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","Campaign500NormalFullV1:fastlane1","34","FlowCurve","curve_chain","NormalFlow","True","0.996","10","5","3","0.903","0.133","6","6"
"339","strict152","","2.709","c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11b","34","NeutralMixed","mixed_chain","NormalNeutral","True","0.986","8","6","4","0.933","0.094","7","4"
"345","strict152","","2.666","c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11c","35","NeutralMixed","mixed_chain","NormalNeutral","True","0.991","10","4","4","0.886","0.217","7","7"
"346","strict152","","2.723","campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","relocated_from_order_346","35","FlowRail","rail_chain","NormalFlow","True","0.994","10","4","2","0.926","0.127","7","5"
"347","strict152","","2.636","campaign500_normal_full_v1_s27_s38_108_nutation_pressure_peak_v1_rect_s35_o347_v02_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_108_nutation_pressure_peak_v1_rect_s35_o347_v02_pressurepeak_mixed_chain.asset","relocated_from_order_347","35","PressurePeak","mixed_chain","Peak","True","0.985","10","5","4","0.816","0.26","7","7"
"352","strict152","","2.647","c5nep_w11d_26_nutation_strict_mixed_hard_v1_rect_s36_o352_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_26_nutation_strict_mixed_hard_v1_rect_s36_o352_v00_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11d","36","PeelMid","rail_chain","Hard","True","0.987","9","6","5","0.762","0.235","6","4"
"355","strict152","","2.686","campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","relocated_from_order_355","36","NeutralMixed","mixed_chain","NormalNeutral","True","0.983","9","5","4","0.898","0.13","6","6"
"357","strict152","","2.719","campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","relocated_from_order_431","36","FlowPatch","patch_chain","NormalFlow","True","0.989","8","5","5","0.911","0.19","7","6"
"362","raw_rescue","","0","campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","campaign500_normal_full_v1_report.csv","37","","","NormalNeutral","True","0.991","8","3","2","0.835","0.264","8","8"
"365","strict152","","2.681","c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11a","37","PressurePeak","mixed_chain","Peak","True","0.982","8","5","5","0.831","0.264","8","7"
"366","strict152","","2.701","campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain.asset","relocated_from_order_366","37","NeutralMixed","mixed_chain","NormalNeutral","True","0.993","9","5","3","0.836","0.221","8","5"
"369","strict152","","2.664","campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","relocated_from_order_369","37","PeelMid","rail_chain","Hard","True","0.991","10","6","3","0.891","0.127","5","5"
"371","strict152","","2.587","campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","relocated_from_order_371","38","NeutralMixed","mixed_chain","NormalNeutral","True","0.994","9","7","5","0.86","0.217","7","7"
"374","strict152","","2.764","c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","Campaign500NormalFullV1:w6nm","38","NeutralMixed","mixed_chain","NormalNeutral","True","0.986","6","5","5","0.866","0.208","6","6"
"376","strict152","","2.718","campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","relocated_from_order_376","38","PressurePeak","mixed_chain","Peak","True","0.985","9","4","4","0.884","0.169","6","6"
"384","strict152","","2.815","c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11b","39","PeelMid","rail_chain","Hard","True","0.987","8","3","3","0.918","0.142","6","6"
"386","strict152","","2.716","c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11c","39","FlowCurve","curve_chain","NormalFlow","True","0.975","8","5","4","0.833","0.274","7","7"
"390","strict152","","2.615","c5nep_w11d_34_nutation_strict_mixed_hard_v1_rect_s39_o390_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_34_nutation_strict_mixed_hard_v1_rect_s39_o390_v03_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11d","39","NeutralMixed","mixed_chain","NormalNeutral","True","0.988","9","7","5","0.827","0.282","7","7"
"394","strict152","","2.764","c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w12d","40","PeelMid","rail_chain","Hard","True","0.981","8","5","3","0.872","0.177","6","6"
"395","strict152","","2.69","campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","relocated_from_order_395","40","NeutralMixed","mixed_chain","NormalNeutral","True","0.984","9","5","3","0.87","0.217","7","7"
"396","strict152","","2.561","c5nep_w11b_38_nutation_strict_mixed_hard_v1_rect_s40_o396_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_38_nutation_strict_mixed_hard_v1_rect_s40_o396_v02_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11b","40","PressurePeak","mixed_chain","Peak","True","0.986","9","7","7","0.728","0.318","8","7"
"402","strict152","","2.663","c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","Campaign500NormalFullV1:w4pl","41","PeelLight","curve_chain","NormalPeelLight","True","0.965","10","5","4","0.866","0.109","6","4"
"405","strict152","","2.76","c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11c","41","PeelMid","curve_chain","Hard","True","0.988","9","5","2","0.862","0.161","6","5"
"406","strict152","","2.666","campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","relocated_from_order_406","41","NeutralMixed","mixed_chain","NormalNeutral","True","0.985","10","6","4","0.86","0.134","5","5"
"407","raw_rescue","","0","campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","41","","","PeakReview","True","0.975","11","6","2","0.831","0.234","8","6"
"411","strict152","","2.578","campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","relocated_from_order_411","42","PeelLight","rail_chain","NormalPeelLight","True","0.979","10","5","5","0.832","0.245","7","7"
"412","strict152","","2.667","c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w12a","42","PeelMid","rail_chain","Hard","True","0.988","10","5","3","0.814","0.254","7","7"
"414","strict152","","2.735","campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset","relocated_from_order_481","42","FlowRail","rail_chain","NormalFlow","True","0.986","10","5","3","0.913","0.161","6","6"
"422","strict152","","2.72","campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","relocated_from_order_422","43","NeutralMixed","mixed_chain","NormalNeutral","True","0.991","10","5","2","0.914","0.14","8","5"
"424","strict152","","2.683","c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11a","43","PeelLight","curve_chain","NormalPeelLight","True","0.985","8","6","5","0.869","0.192","6","6"
"429","strict152","","2.653","c5nep_w11b_42_nutation_strict_mixed_hard_v1_rect_s43_o429_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_42_nutation_strict_mixed_hard_v1_rect_s43_o429_v01_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11b","43","PeelMid","rail_chain","Hard","True","0.987","8","9","4","0.822","0.261","7","6"
"431","strict152","","2.669","campaign500_normal_full_v1_s39_s50_tail_31_nutation_mixed_neutral_v1_rect_s44_o431_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_31_nutation_mixed_neutral_v1_rect_s44_o431_v00_neutralmixed_mixed_chain.asset","relocated_from_order_431","44","NeutralMixed","mixed_chain","NormalNeutral","True","0.994","8","5","5","0.803","0.259","7","7"
"432","strict152","","2.642","campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain.asset","relocated_from_order_432","44","PeelMid","rail_chain","Hard","True","0.99","9","5","5","0.811","0.201","7","5"
"439","strict152","","2.636","c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","Campaign500NormalFullV1:w13b","44","PeelLight","rail_chain","NormalPeelLight","True","0.988","9","6","5","0.836","0.236","7","7"
"441","strict152","","2.698","campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain.asset","relocated_from_order_457","45","FlowPatch","patch_chain","NormalFlow","True","0.976","10","4","4","0.805","0.178","5","4"
"445","strict152","","2.641","c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","Campaign500NormalFullV1:w13a","45","PeelMid","rail_chain","Hard","True","0.981","9","7","3","0.844","0.213","8","5"
"446","strict152","","2.603","c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11a","45","PeelLight","curve_chain","NormalPeelLight","True","0.98","8","8","5","0.841","0.228","7","7"
"455","strict152","","2.694","c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w12d","46","PeelLight","rail_chain","NormalPeelLight","True","0.986","10","4","4","0.84","0.249","7","6"
"457","strict152","","2.59","campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","relocated_from_order_457","46","NeutralMixed","mixed_chain","NormalNeutral","True","0.982","9","7","5","0.824","0.238","8","7"
"459","strict152","","2.626","c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","Campaign500NormalFullV1:w13b","46","PeelMid","curve_chain","Hard","True","0.987","9","6","5","0.823","0.225","6","6"
"462","strict152","","2.572","campaign500_normal_full_v1_s46_s50_tail_14_nutation_peel_rect_s47_o462_v01_peellight_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_14_nutation_peel_rect_s47_o462_v01_peellight_curve_chain.asset","relocated_from_order_462","47","PeelLight","curve_chain","NormalPeelLight","True","0.982","10","6","5","0.779","0.296","8","7"
"464","strict152","","2.673","campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","relocated_from_order_464","47","NeutralMixed","mixed_chain","NormalNeutral","True","0.982","9","7","2","0.869","0.246","7","7"
"469","strict152","","2.657","c5nep_w12b_34_nutation_strict_mixed_hard_v1_rect_s47_o469_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_34_nutation_strict_mixed_hard_v1_rect_s47_o469_v01_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w12b","47","PeelMid","curve_chain","Hard","True","0.992","9","9","4","0.864","0.145","5","4"
"471","strict152","","2.761","campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","Campaign500NormalFullV1:fastlane1","48","FlowCurve","curve_chain","NormalFlow","True","0.993","9","3","3","0.919","0.047","4","4"
"475","strict152","","2.63","c5nep_w13d_44_nutation_strict_mixed_axisbreak_v1_rect_s48_o475_v07_strictmixedaxisbreak_axis_break_chain_b","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_44_nutation_strict_mixed_axisbreak_v1_rect_s48_o475_v07_strictmixedaxisbreak_axis_break_chain_b.asset","Campaign500NormalFullV1:w13d","48","PeelMid","rail_chain","Hard","True","0.98","10","5","4","0.711","0.296","6","5"
"476","strict152","","2.698","c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11b","48","PeelLight","rail_chain","NormalPeelLight","True","0.985","10","5","2","0.903","0.152","7","6"
"481","strict152","","2.576","campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","relocated_from_order_481","49","NeutralMixed","mixed_chain","NormalNeutral","True","0.994","10","7","5","0.863","0.226","7","6"
"482","strict152","","2.612","c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11c","49","PeelLight","curve_chain","NormalPeelLight","True","0.988","10","6","4","0.852","0.218","7","7"
"489","strict152","","2.73","c5nep_w11d_51_nutation_strict_mixed_hard_v1_rect_s49_o489_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_51_nutation_strict_mixed_hard_v1_rect_s49_o489_v00_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11d","49","PeelMid","rail_chain","Hard","True","0.983","9","4","3","0.765","0.325","8","6"
"491","strict152","","2.75","c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1:w11a","50","PeelMid","curve_chain","Hard","True","0.976","10","4","3","0.924","0.113","6","5"
"495","strict152","","2.719","c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset","Campaign500NormalFullV1:w6nm","50","NeutralMixed","mixed_chain","NormalNeutral","True","0.989","10","5","3","0.868","0.141","5","4"
