"order","sectionWaveRole","finalStatus","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","width","height","chainCount","maxChainLen","avgChainLen","validEscapeChains","blockedChains","blockCellBlockedChains","openerRatio","decoyToOpenerRatio","dependencyEdges","dependencyDensity","dependencyDepth","dependencyCycleHits","crossRegionEdges","crossRegionEdgeRate","sameRegionEdgeRate","criticalBlockerChains","avgEscapeRayLength","longRayRate","immediateRayRate","shortRayRate","regionEntropy","observationPressureScore","observationClass","readDemandScore","readDemandClass","notes"
"388","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","34","48","164","79","9.604","8","156","0","0.0488","19.5","156","0.9512","9","0","15","0.0962","0.9038","35","0.957","0","0.9939","1","0.9936","72.94","HighObservation","19.62","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"389","PeakExtreme","ExternalCandidatePlanned","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","24","34","75","21","10.293","5","70","0","0.0667","14","70","0.9333","7","0","11","0.1571","0.8429","18","0.933","0","1","1","0.9935","74.84","HighObservation","19.82","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"394","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","25","33","81","21","9.988","3","78","0","0.037","26","78","0.963","10","0","17","0.2179","0.7821","17","0.963","0","1","1","0.9766","76.59","HighObservation","26.31","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"396","PeakExtreme","ExternalCandidatePlanned","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","25","34","84","21","9.631","3","81","0","0.0357","27","81","0.9643","11","0","18","0.2222","0.7778","22","0.964","0","1","1","0.9925","76.85","HighObservation","27.35","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"404","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","25","39","155","10","6.135","21","134","0","0.1355","6.381","134","0.8645","12","0","12","0.0896","0.9104","40","0.865","0","1","1","0.9985","72.77","HighObservation","19.3","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"405","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","25","33","80","21","10.188","2","78","0","0.025","39","78","0.975","8","0","14","0.1795","0.8205","22","0.975","0","1","1","0.9941","75.54","HighObservation","20.71","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"407","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","26","34","92","21","9.37","8","84","0","0.087","10.5","84","0.913","7","0","7","0.0833","0.9167","21","0.913","0","1","1","0.9958","72.56","HighObservation","16.04","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"409","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset","23","40","145","10","6.207","15","130","0","0.1034","8.667","130","0.8966","15","0","11","0.0846","0.9154","32","0.897","0","1","1","0.9993","72.63","HighObservation","20.34","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"412","Hard","ExternalCandidatePlanned","PeelMid","hub_spoke","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset","23","31","101","15","6.792","3","98","0","0.0297","32.667","98","0.9703","15","0","22","0.2245","0.7755","21","0.99","0","0.9901","0.9901","0.9943","76.94","HighObservation","28.27","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"416","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset","25","38","149","10","6.255","22","127","0","0.1477","5.773","127","0.8523","8","0","17","0.1339","0.8661","35","0.852","0","1","1","0.9994","74.16","HighObservation","17.77","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"419","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset","27","36","92","21","9.848","6","86","0","0.0652","14.333","86","0.9348","10","0","16","0.186","0.814","22","0.935","0","1","1","0.9958","75.75","HighObservation","25.53","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"425","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","27","36","86","23","10.709","5","81","0","0.0581","16.2","81","0.9419","11","0","13","0.1605","0.8395","22","0.942","0","1","1","0.9937","74.94","HighObservation","24.19","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"429","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","28","38","84","22","12.095","3","81","0","0.0357","27","81","0.9643","12","0","17","0.2099","0.7901","21","0.964","0","1","1","0.9988","76.52","HighObservation","26.78","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"432","Hard","ExternalCandidatePlanned","PeelMid","hub_spoke","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","23","31","99","15","6.848","3","96","0","0.0303","32","96","0.9697","15","0","22","0.2292","0.7708","22","0.99","0","0.9899","0.9899","0.9935","77.08","HighObservation","28.62","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"436","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","26","35","84","21","10.107","4","80","0","0.0476","20","80","0.9524","7","0","12","0.15","0.85","18","0.952","0","1","1","0.9907","74.59","HighObservation","19.42","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"444","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","23","43","159","10","6.101","15","144","0","0.0943","9.6","144","0.9057","9","0","17","0.1181","0.8819","43","0.906","0","1","1","0.9982","73.66","HighObservation","20.65","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"445","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","26","35","87","21","10.264","4","83","0","0.046","20.75","83","0.954","14","0","14","0.1687","0.8313","22","0.954","0","1","1","0.9822","75.11","HighObservation","24.5","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"448","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","24","48","196","10","5.755","22","174","0","0.1122","7.909","174","0.8878","12","0","19","0.1092","0.8908","43","0.888","0","1","1","0.9997","73.39","HighObservation","21.61","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"449","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","27","36","86","22","10.791","4","82","0","0.0465","20.5","82","0.9535","10","0","13","0.1585","0.8415","20","0.953","0","1","1","0.9975","74.91","HighObservation","24.13","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"454","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","34","48","156","79","10.314","17","139","0","0.109","8.176","139","0.891","6","0","25","0.1799","0.8201","28","0.897","0","0.9936","1","0.9999","75.59","HighObservation","19.79","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"456","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","29","38","92","23","11.359","7","85","0","0.0761","12.143","85","0.9239","10","0","11","0.1294","0.8706","25","0.924","0","1","1","0.9956","73.99","HighObservation","22.61","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"459","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","25","33","81","21","10.049","2","79","0","0.0247","39.5","79","0.9753","13","0","14","0.1772","0.8228","21","0.975","0","1","1","0.9612","75.2","HighObservation","22.96","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"464","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","22","30","65","21","9.969","2","63","0","0.0308","31.5","63","0.9692","11","0","17","0.2698","0.7302","15","0.969","0","1","1","0.9841","78.27","HighObservation","27.72","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"465","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset","29","38","104","21","10.038","4","100","0","0.0385","25","100","0.9615","12","0","18","0.18","0.82","27","0.962","0","1","1","0.9981","75.58","HighObservation","25.24","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"469","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","28","36","89","23","10.742","5","84","0","0.0562","16.8","84","0.9438","11","0","16","0.1905","0.8095","27","0.944","0","1","1","0.9972","75.9","HighObservation","25.77","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"472","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","28","51","231","10","6.039","27","204","0","0.1169","7.556","204","0.8831","16","0","18","0.0882","0.9118","54","0.883","0","1","1","0.999","72.74","HighObservation","20.53","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"475","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","27","36","73","26","12.63","4","69","0","0.0548","17.25","69","0.9452","10","0","13","0.1884","0.8116","18","0.945","0","1","1","0.9928","75.8","HighObservation","25.62","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"476","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","22","30","77","21","8.442","5","72","0","0.0649","14.4","72","0.9351","10","0","17","0.2361","0.7639","19","0.935","0","1","1","0.9983","77.33","HighObservation","28.13","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"479","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","28","38","93","22","10.828","6","87","0","0.0645","14.5","87","0.9355","9","0","14","0.1609","0.8391","24","0.935","0","1","1","0.9954","74.97","HighObservation","22.83","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"485","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch.asset","31","39","121","21","9.545","4","117","0","0.0331","29.25","117","0.9669","13","0","15","0.1282","0.8718","34","0.967","0","1","1","0.9956","73.95","HighObservation","22.55","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"489","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_11_nutation_longchain_patch_v1_rect_c80_03_d1_weave_patch.asset","24","32","76","21","9.474","5","71","0","0.0658","14.2","71","0.9342","12","0","12","0.169","0.831","20","0.934","0","1","1","0.9969","75.23","HighObservation","24.66","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"491","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","26","35","86","21","10.326","4","82","0","0.0465","20.5","82","0.9535","11","0","14","0.1707","0.8293","26","0.953","0","1","1","0.9943","75.27","HighObservation","24.72","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"496","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","22","30","71","21","9.141","3","68","0","0.0423","22.667","68","0.9577","7","0","12","0.1765","0.8235","13","0.958","0","1","1","0.9947","75.45","HighObservation","17.49","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"500","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_45_nutation_longchain_curve_v1_rect_c80hf3_12_d3_maze_curve.asset","31","39","108","23","10.694","7","101","0","0.0648","14.429","101","0.9352","11","0","17","0.1683","0.8317","27","0.935","0","1","1","0.9958","75.2","HighObservation","24.61","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
