order,backupGroup,levelId,assetName,type,levelType,difficulty,width,height,chains,assetPath,zipAsset,status
254,normal,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,section,普通,2,21,36,101,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset,normal/Level_254_direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset,ok
255,normal,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,dense,普通,1,23,37,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset,normal/Level_255_direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset,ok
256,normal,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,section,普通,3,24,42,159,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,normal/Level_256_direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,ok
257,normal,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,lock,普通,1,23,36,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_153_direct_normal_rect_lock_buckle_g3_v16.asset,normal/Level_257_direct_normal_153_direct_normal_rect_lock_buckle_g3_v16.asset,ok
258,shape,r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall,procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225,shape_ocean,普通,1,28,44,110,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset,shape/Level_258_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset,ok
259,normal,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,sweep,普通,1,21,38,126,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09.asset,normal/Level_259_direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09.asset,ok
260,normal,direct_normal_78_direct_normal_rect_stair_push_g1_v08,direct_normal_78_direct_normal_rect_stair_push_g1_v08,section,普通,1,21,34,101,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,normal/Level_260_direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,ok
261,normal,direct_normal_75_direct_normal_rect_sweep_g1_v08,direct_normal_75_direct_normal_rect_sweep_g1_v08,sweep,普通,2,23,40,120,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_75_direct_normal_rect_sweep_g1_v08.asset,normal/Level_261_direct_normal_75_direct_normal_rect_sweep_g1_v08.asset,ok
262,normal,direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06,direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06,dense,普通,1,21,37,101,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06.asset,normal/Level_262_direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06.asset,ok
263,shape,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359,shape_toolui,普通,2,30,42,115,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset,shape/Level_263_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset,ok
264,normal,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,lock,普通,3,25,40,157,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset,normal/Level_264_direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset,ok
265,normal,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,maze,普通,1,20,39,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset,normal/Level_265_direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset,ok
266,normal,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,section,普通,1,22,35,97,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset,normal/Level_266_direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset,ok
267,hole,hole_highchain_extra_001_hc2_32x28_dual_b,hole_highchain_extra_001_hc2_32x28_dual_b,hole_rescue,hole,1,32,28,82,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset,hole/Level_267_hole_highchain_extra_001_hc2_32x28_dual_b.asset,ok
268,shape,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404,shape_magic,普通,3,34,50,118,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset,shape/Level_268_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset,ok
269,normal,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,lock,普通,4,26,50,203,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset,normal/Level_269_direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset,ok
270,normal,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,section,普通,1,22,39,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset,normal/Level_270_direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset,ok
271,normal,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,maze,普通,1,22,32,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset,normal/Level_271_direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset,ok
272,normal,direct_normal_96_direct_normal_rect_core_burst_g3_v10,direct_normal_96_direct_normal_rect_core_burst_g3_v10,lock,普通,1,23,39,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset,normal/Level_272_direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset,ok
273,shape,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400,shape_toolui,普通,1,30,42,114,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset,shape/Level_273_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset,ok
274,normal,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,section,普通,1,21,39,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset,normal/Level_274_direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset,ok
275,normal,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,dense,普通,1,22,36,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset,normal/Level_275_direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset,ok
276,normal,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,section,普通,4,27,45,201,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,normal/Level_276_direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,ok
277,hole,hole_topup_030_topup_std_26x26_dual,hole_topup_030_topup_std_26x26_dual,hole_rescue,hole,1,26,26,61,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset,hole/Level_277_hole_topup_030_topup_std_26x26_dual.asset,ok
278,shape,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458,shape_ocean,普通,2,32,44,119,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset,shape/Level_278_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset,ok
279,normal,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,section,普通,1,20,39,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,normal/Level_279_direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,ok
280,normal,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,lock,普通,1,23,35,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,normal/Level_280_direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,ok
281,normal,direct_normal_95_direct_normal_rect_sweep_g3_v10,direct_normal_95_direct_normal_rect_sweep_g3_v10,sweep,普通,1,21,37,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,normal/Level_281_direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,ok
282,normal,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,dense,普通,1,21,38,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset,normal/Level_282_direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset,ok
283,shape,r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall,procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334,shape_toolui,普通,2,28,42,118,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset,shape/Level_283_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset,ok
284,normal,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,lock,普通,1,23,44,167,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset,normal/Level_284_direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset,ok
285,hole,hole_topup_025_topup_std_24x28_maze,hole_topup_025_topup_std_24x28_maze,hole_rescue,hole,1,24,28,62,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset,hole/Level_285_hole_topup_025_topup_std_24x28_maze.asset,ok
286,normal,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,section,普通,1,22,38,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset,normal/Level_286_direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset,ok
287,normal,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,lock,普通,4,31,56,280,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset,normal/Level_287_direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset,ok
288,shape,r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall,procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253,shape_ocean,普通,2,34,48,118,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253.asset,shape/Level_288_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_1112.asset,ok
289,normal,direct_normal_38_direct_normal_rect_stair_push_g3_v04,direct_normal_38_direct_normal_rect_stair_push_g3_v04,section,普通,1,21,40,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset,normal/Level_289_direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset,ok
290,normal,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,section,普通,1,22,39,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset,normal/Level_290_direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset,ok
291,normal,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,dense,普通,1,21,37,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset,normal/Level_291_direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset,ok
292,hole,hole_candidate_040_std_26x26_section,hole_candidate_040_std_26x26_section,hole_rescue,hole,2,26,26,62,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_040_std_26x26_section.asset,hole/Level_292_hole_candidate_040_std_26x26_section.asset,ok
293,shape,r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall,procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830,shape_landmark,普通,3,34,50,119,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830.asset,shape/Level_293_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_1118.asset,ok
294,normal,direct_normal_155_direct_normal_rect_sweep_g3_v16,direct_normal_155_direct_normal_rect_sweep_g3_v16,sweep,普通,2,23,36,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_155_direct_normal_rect_sweep_g3_v16.asset,normal/Level_294_direct_normal_155_direct_normal_rect_sweep_g3_v16.asset,ok
295,normal,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,section,普通,1,22,37,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset,normal/Level_295_direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset,ok
296,normal,direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08,direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08,lock,普通,2,23,44,163,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset,normal/Level_296_direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset,ok
297,normal,direct_normal_128_direct_normal_rect_stair_push_g0_v13,direct_normal_128_direct_normal_rect_stair_push_g0_v13,section,普通,1,22,38,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset,normal/Level_297_direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset,ok
298,shape,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904,shape_magic,普通,3,30,42,122,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset,shape/Level_298_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset,ok
299,normal,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,lock,普通,4,32,60,318,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset,normal/Level_299_direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset,ok
300,normal,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,maze,普通,1,20,41,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset,normal/Level_300_direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset,ok
301,hole,hole_highchain_014_hc_34x28_shell_a,hole_highchain_014_hc_34x28_shell_a,hole_rescue,hole,2,34,28,87,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_014_hc_34x28_shell_a.asset,hole/Level_301_hole_highchain_014_hc_34x28_shell_a.asset,ok
302,normal,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,dense,普通,1,20,39,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,normal/Level_302_direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,ok
303,shape,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752,shape_landmark,普通,2,30,44,120,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752.asset,shape/Level_303_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752.asset,ok
304,normal,direct_normal_138_direct_normal_rect_stair_push_g1_v14,direct_normal_138_direct_normal_rect_stair_push_g1_v14,section,普通,1,23,40,122,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset,normal/Level_304_direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset,ok
305,normal,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,lock,普通,2,25,44,181,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset,normal/Level_305_direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset,ok
306,normal,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,maze,普通,1,21,36,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03.asset,normal/Level_306_direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03.asset,ok
307,shape,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302,shape_ocean,普通,1,36,48,122,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,shape/Level_307_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_11130.asset,ok
308,normal,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,section,普通,1,21,37,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,normal/Level_308_direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,ok
309,normal,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,lock,普通,3,24,51,200,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset,normal/Level_309_direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset,ok
310,normal,direct_normal_58_direct_normal_rect_stair_push_g5_v06,direct_normal_58_direct_normal_rect_stair_push_g5_v06,section,普通,1,23,37,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,normal/Level_310_direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,ok
311,normal,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,maze,普通,1,21,35,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset,normal/Level_311_direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset,ok
312,normal,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,lock,普通,1,22,39,134,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset,normal/Level_312_direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset,ok
313,shape,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312,shape_music,普通,3,30,42,121,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,shape/Level_313_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,ok
314,normal,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,dense,普通,1,22,41,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset,normal/Level_314_direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset,ok
315,normal,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,sweep,普通,1,22,41,116,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset,normal/Level_315_direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset,ok
316,normal,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,section,普通,4,34,58,318,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset,normal/Level_316_direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset,ok
317,hole,hole_candidate_053_std_28x28_maze,hole_candidate_053_std_28x28_maze,hole_rescue,hole,1,28,28,65,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset,hole/Level_317_hole_candidate_053_std_28x28_maze.asset,ok
318,shape,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835,shape_character,普通,2,30,42,126,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,shape/Level_318_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,ok
