order,oldGuid,oldLevelId,oldType,difficulty,oldWidth,oldHeight,oldChains,newGuid,newShapeName,newSizeBand,newLevelId,newWidth,newHeight,newChains,chainDelta,sourceAsset,destAsset,copyStatus,matchScore
393,3b4f08cbcb9d8a24485b90b78fa92392,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,shape_magic,1,36,50,157,59383b4836588b743966d82edfcafdb6,chessknight,large,r2_outer_strong_005_r2_006_a401_maskonlyb07_03_large_chessknight,38,49,149,-8,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_large_chessknight_20260615_224652.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L393_chessknight_large.asset,copied,12.79
398,c276df185df63d245aec6b334f89a583,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,shape_landmark,3,36,50,163,989d1169e3a313e47a1239dc3a6a9726,butterfly,large,r2_outer_strong_005_r2_006_a401_maskonlyb02_17_large_butterfly,44,43,153,-10,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_17_large_butterfly_20260614_172002.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L398_butterfly_large.asset,copied,27.8
403,8972e0283004b034e97e2573f0b5150a,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,shape_vehicle,4,40,50,170,05ce087a0f84a6e4abc10c99a529954f,payphone,large,r2_outer_strong_005_r2_006_a401_maskonlyb06_06_large_payphone,38,49,153,-17,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_large_payphone_20260615_223649.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L403_payphone_large.asset,copied,42.873
408,71cf6e164a57dc041855c89708fc9d5a,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,shape_nature,3,36,44,167,7dd9bb466b10a3f428efa8c86580283a,arcadecabinet,main,r2_outer_strong_005_r2_006_a401_maskonlyb06_04_main_arcadecabinet,36,44,153,-14,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_04_main_arcadecabinet_20260615_223139.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L408_arcadecabinet_main.asset,copied,29.47
413,b61170b4d55004049b3664106f2b912c,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,shape_landmark,2,42,58,179,29be554946f564443944771ee24ef013,magicbook,large,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_large_magicbook,40,47,155,-24,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_large_magicbook_20260614_171919.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L413_magicbook_large.asset,copied,48.27
418,19379a58781cfa041bc778ade025fb3e,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,shape_space,3,40,56,186,6fb70c93bfed65745ab8cc2a0150b769,crystalcluster,main,r2_outer_strong_005_r2_006_a401_maskonlyb08_04_main_crystalcluster,42,42,157,-29,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_main_crystalcluster_20260615_235436.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L418_crystalcluster_main.asset,copied,68.245
423,f6d4c63e4d7342f4a8bdc945ce9b8c20,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,shape_vehicle,3,42,60,186,0cb0973c1e6494343831d0df6dd15af7,camera,large,r2_outer_strong_005_r2_006_a401_maskonlyb09_38_large_camera,44,38,160,-26,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_38_large_camera_20260616_111032.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L423_camera_large.asset,copied,65.53
427,6a275f9bff1e78f48952ae5713392398,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,shape_nature,4,42,60,191,88194f3f0d2299a498d2e3c38c4325a8,treasurechest,large,r2_outer_strong_005_r2_006_a401_maskonlyb09_25_large_treasurechest,44,40,161,-30,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_25_large_treasurechest_20260616_111024.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L427_treasurechest_large.asset,copied,83.175
433,3ffa89ad85829974b84e18fd668c3eea,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,shape_vehicle,2,46,60,195,f33da85f11d83074c98ddf4f87ccdbf6,filmroll,large,r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll,43,47,161,-34,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_large_filmroll_20260615_223703.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L433_filmroll_large.asset,copied,67.295
438,ee605d18585be6d46953def69f82ff59,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,shape_nature,2,40,60,207,ac75b57d9b0270044a7db34fcc35a557,giftbox,large,r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox,43,43,166,-41,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_large_giftbox_20260616_111020.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L438_giftbox_large.asset,copied,81.468
443,9e0cd5286b3fc3f469f8bb99949cae21,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,shape_symbol,1,28,42,90,9bed04670b8862744bf04faa2bd7972f,ufo,large,r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo,39,31,84,-6,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_10_large_ufo_20260615_235835.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L443_ufo_large.asset,copied,21.993
447,49a62546052c67d438a807cfea746c4b,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,shape_object,1,28,42,91,b226f2c4641654d4a838852da9305e8c,keyvarianta,main,r2_outer_strong_005_r2_006_a401_maskonlyb09_01_main_keyvarianta,34,44,79,-12,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_main_keyvarianta_20260616_110817.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L447_keyvarianta_main.asset,copied,20.76
453,7fe7ffcf6a2d4e74e80c5f2344af9817,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,shape_character,1,30,42,88,165fe1d604847d4439c7b9acd492d023,fish,large,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish,44,38,106,18,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_large_fish_20260614_171922.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L453_fish_large.asset,copied,24.84
458,78ef7ed0b9136bb45b14cf689da0af7c,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,shape_nature,1,30,42,86,fcf708f1fdc0e0542b0960758be19ed5,star,main,r2_outer_strong_005_r2_006_a401_maskonlyb09_22_main_star,38,38,112,26,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_22_main_star_20260616_111013.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L458_star_main.asset,copied,29.58
463,c5e5103f4c3ad9e4d9bd297068d477c0,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,shape_landmark,1,30,44,86,d45776abc3e391d41b2ed83325eabcf5,castletower,compact,r2_outer_strong_005_r2_006_a401_maskonlyb08_08_compact_castletower,29,38,71,-15,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_compact_castletower_20260615_235827.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L463_castletower_compact.asset,copied,27.6
468,2e1363455cf49a54681bbceb2aecde23,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,shape_toolui,1,30,42,84,54942a1d86f1ac24a950f583322afb25,boombox,compact,r2_outer_strong_005_r2_006_a401_maskonlyb06_03_compact_boombox,37,29,73,-11,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_03_compact_boombox_20260615_223131.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L468_boombox_compact.asset,copied,32.044
473,e3943b4ef4b5db941aacbd436f81a36a,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,shape_landmark,1,30,42,82,69e2d34b4657db64b9bb543686cda3dc,mug,compact,r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug,33,29,67,-15,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_compact_mug_20260615_190541.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L473_mug_compact.asset,copied,31.65
478,2cf546bcbb9c0844facd919f198a5dd8,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,shape_space,1,32,42,86,a523c4a1e6777e64abaf790a910e5af9,flag,main,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag,38,42,112,26,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_main_flag_20260615_154603.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L478_flag_main.asset,copied,26.88
483,6d4cc170946a62a4892b357d1b410d86,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,shape_landmark,1,30,42,82,cb3048d4826046447b3a3aeefafc5722,snowflake,compact,r2_outer_strong_005_r2_006_a401_maskonlyb01_06_compact_snowflake,33,33,65,-17,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_compact_snowflake_20260614_170851.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L483_snowflake_compact.asset,copied,32.71
487,0faabd453460daf499193b0c50329ac3,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,shape_object,1,30,40,84,92cf8410a1fa89e47813125e352aae4a,sun,main,r2_outer_strong_005_r2_006_a401_maskonlyb01_10_main_sun,38,38,113,29,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_main_sun_20260614_170907.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L487_sun_main.asset,copied,31.47
493,55533c2e864d662498ae3e5c16bf7a35,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,shape_object,1,30,42,81,2426dd410cb269f4fa7687bfdfeed353,dragonhead,compact,r2_outer_strong_005_r2_006_a401_maskonlyb07_01_compact_dragonhead,36,38,64,-17,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_compact_dragonhead_20260615_224643.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L493_dragonhead_compact.asset,copied,31.81
498,68001274bf7342245bba1b2814489547,r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall,shape_nature,1,32,42,84,27539bb7eeb351848adcaffd0284737b,banana,large,r2_outer_strong_005_r2_006_a401_maskonlyb02_03_large_banana,42,34,72,-12,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_large_banana_20260614_171905.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L498_banana_large.asset,copied,27.748
