shapeName,group,serial,sizeBand,candidateIndex,levelId,width,height,chains,arrowCells,assetPath,unityAssetPath
flower,04,11,main,128,r2_outer_strong_005_r2_006_a401_maskonlyb04_11_main_flower,34,44,136,973,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_main_flower_20260615_154609.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_main_flower_20260615_154609.asset
flower,04,11,large,129,r2_outer_strong_005_r2_006_a401_maskonlyb04_11_large_flower,38,49,141,1195,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_large_flower_20260615_154611.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_large_flower_20260615_154611.asset
gamepad,03,04,compact,94,r2_outer_strong_005_r2_006_a401_maskonlyb03_04_compact_gamepad,36,28,64,661,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_compact_gamepad_20260614_200100.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_compact_gamepad_20260614_200100.asset
gamepad,03,04,main,95,r2_outer_strong_005_r2_006_a401_maskonlyb03_04_main_gamepad,40,32,116,831,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_main_gamepad_20260614_200101.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_main_gamepad_20260614_200101.asset
gamepad,03,04,large,96,r2_outer_strong_005_r2_006_a401_maskonlyb03_04_large_gamepad,44,36,124,1047,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_large_gamepad_20260614_200102.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_large_gamepad_20260614_200102.asset
gameportal,07,10,compact,270,r2_outer_strong_005_r2_006_a401_maskonlyb07_10_compact_gameportal,31,38,59,613,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_compact_gameportal_20260615_225230.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_compact_gameportal_20260615_225230.asset
gameportal,07,10,main,271,r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal,36,44,113,824,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_main_gameportal_20260615_225231.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_main_gameportal_20260615_225231.asset
gameportal,07,10,large,272,r2_outer_strong_005_r2_006_a401_maskonlyb07_10_large_gameportal,40,49,120,1029,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_large_gameportal_20260615_225232.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_large_gameportal_20260615_225232.asset
gear,04,12,compact,130,r2_outer_strong_005_r2_006_a401_maskonlyb04_12_compact_gear,33,33,57,615,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_12_compact_gear_20260615_154611.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_12_compact_gear_20260615_154611.asset
gear,04,12,main,131,r2_outer_strong_005_r2_006_a401_maskonlyb04_12_main_gear,38,38,117,817,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_12_main_gear_20260615_154612.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_12_main_gear_20260615_154612.asset
gear,04,12,large,132,r2_outer_strong_005_r2_006_a401_maskonlyb04_12_large_gear,43,43,121,1058,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_12_large_gear_20260615_154616.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_12_large_gear_20260615_154616.asset
giftbox,09,24,compact,336,r2_outer_strong_005_r2_006_a401_maskonlyb09_24_compact_giftbox,33,33,73,805,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_compact_giftbox_20260616_111017.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_compact_giftbox_20260616_111017.asset
giftbox,09,24,main,337,r2_outer_strong_005_r2_006_a401_maskonlyb09_24_main_giftbox,38,38,156,1060,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_main_giftbox_20260616_111018.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_main_giftbox_20260616_111018.asset
giftbox,09,24,large,338,r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox,43,43,166,1373,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_large_giftbox_20260616_111020.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_large_giftbox_20260616_111020.asset
glove,05,07,compact,175,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_compact_glove,29,36,75,703,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_compact_glove_20260615_190523.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_compact_glove_20260615_190523.asset
glove,05,07,large,177,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_large_glove,38,47,139,1224,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_large_glove_20260615_190527.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_large_glove_20260615_190527.asset
glove,05,07,main,176,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_main_glove,34,42,142,967,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_main_glove_20260615_190525.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_main_glove_20260615_190525.asset
guitar,03,02,compact,88,r2_outer_strong_005_r2_006_a401_maskonlyb03_02_compact_guitar,29,38,44,457,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_compact_guitar_20260614_200048.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_compact_guitar_20260614_200048.asset
guitar,03,02,main,89,r2_outer_strong_005_r2_006_a401_maskonlyb03_02_main_guitar,34,44,91,625,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_main_guitar_20260614_200050.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_main_guitar_20260614_200050.asset
guitar,03,02,large,90,r2_outer_strong_005_r2_006_a401_maskonlyb03_02_large_guitar,38,49,97,781,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_large_guitar_20260614_200050.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_large_guitar_20260614_200050.asset
hammer,05,08,compact,178,r2_outer_strong_005_r2_006_a401_maskonlyb05_08_compact_hammer,36,31,45,464,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_compact_hammer_20260615_190527.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_compact_hammer_20260615_190527.asset
hammer,05,08,large,180,r2_outer_strong_005_r2_006_a401_maskonlyb05_08_large_hammer,44,40,88,734,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_large_hammer_20260615_190535.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_large_hammer_20260615_190535.asset
hammer,05,08,main,179,r2_outer_strong_005_r2_006_a401_maskonlyb05_08_main_hammer,42,36,89,624,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_main_hammer_20260615_190528.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_main_hammer_20260615_190528.asset
headphones,05,09,compact,181,r2_outer_strong_005_r2_006_a401_maskonlyb05_09_compact_headphones,34,33,56,554,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_compact_headphones_20260615_190536.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_compact_headphones_20260615_190536.asset
headphones,05,09,main,182,r2_outer_strong_005_r2_006_a401_maskonlyb05_09_main_headphones,40,38,104,736,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_main_headphones_20260615_190536.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_main_headphones_20260615_190536.asset
headphones,05,09,large,183,r2_outer_strong_005_r2_006_a401_maskonlyb05_09_large_headphones,44,43,104,904,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_large_headphones_20260615_190538.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_large_headphones_20260615_190538.asset
heart,09,21,compact,327,r2_outer_strong_005_r2_006_a401_maskonlyb09_21_compact_heart,33,31,64,644,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_21_compact_heart_20260616_111009.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_21_compact_heart_20260616_111009.asset
heart,09,21,main,328,r2_outer_strong_005_r2_006_a401_maskonlyb09_21_main_heart,38,36,120,850,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_21_main_heart_20260616_111010.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_21_main_heart_20260616_111010.asset
heart,09,21,large,329,r2_outer_strong_005_r2_006_a401_maskonlyb09_21_large_heart,43,40,121,1086,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_21_large_heart_20260616_111011.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_21_large_heart_20260616_111011.asset
hotairballoon,02,06,compact,49,r2_outer_strong_005_r2_006_a401_maskonlyb02_06_compact_hotairballoon,29,38,64,626,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_compact_hotairballoon_20260614_171911.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_compact_hotairballoon_20260614_171911.asset
hotairballoon,02,06,main,50,r2_outer_strong_005_r2_006_a401_maskonlyb02_06_main_hotairballoon,34,44,124,848,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_main_hotairballoon_20260614_171912.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_main_hotairballoon_20260614_171912.asset
hotairballoon,02,06,large,51,r2_outer_strong_005_r2_006_a401_maskonlyb02_06_large_hotairballoon,38,49,127,1055,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_large_hotairballoon_20260614_171913.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_large_hotairballoon_20260614_171913.asset
hourglass,01,08,compact,22,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_compact_hourglass,28,36,70,718,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_compact_hourglass_20260614_170901.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_compact_hourglass_20260614_170901.asset
hourglass,01,08,main,23,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_main_hourglass,32,42,127,941,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_main_hourglass_20260614_170902.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_main_hourglass_20260614_170902.asset
hourglass,01,08,large,24,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass,36,47,140,1179,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_large_hourglass_20260614_170904.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_large_hourglass_20260614_170904.asset
house,03,01,compact,85,r2_outer_strong_005_r2_006_a401_maskonlyb03_01_compact_house,31,33,61,640,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_01_compact_house_20260614_200046.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_01_compact_house_20260614_200046.asset
house,03,01,main,86,r2_outer_strong_005_r2_006_a401_maskonlyb03_01_main_house,36,38,120,844,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_01_main_house_20260614_200047.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_01_main_house_20260614_200047.asset
house,03,01,large,87,r2_outer_strong_005_r2_006_a401_maskonlyb03_01_large_house,40,43,126,1090,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_01_large_house_20260614_200048.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_01_large_house_20260614_200048.asset
icecreamcone,02,05,compact,46,r2_outer_strong_005_r2_006_a401_maskonlyb02_05_compact_icecreamcone,28,38,53,569,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_compact_icecreamcone_20260614_171908.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_compact_icecreamcone_20260614_171908.asset
icecreamcone,02,05,main,47,r2_outer_strong_005_r2_006_a401_maskonlyb02_05_main_icecreamcone,32,44,105,745,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_main_icecreamcone_20260614_171909.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_main_icecreamcone_20260614_171909.asset
icecreamcone,02,05,large,48,r2_outer_strong_005_r2_006_a401_maskonlyb02_05_large_icecreamcone,36,49,109,944,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_large_icecreamcone_20260614_171910.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_large_icecreamcone_20260614_171910.asset
keyvarianta,09,01,compact,303,r2_outer_strong_005_r2_006_a401_maskonlyb09_01_compact_keyvarianta,29,38,41,361,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_compact_keyvarianta_20260616_110806.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_compact_keyvarianta_20260616_110806.asset
keyvarianta,09,01,main,304,r2_outer_strong_005_r2_006_a401_maskonlyb09_01_main_keyvarianta,34,44,79,496,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_main_keyvarianta_20260616_110817.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_main_keyvarianta_20260616_110817.asset
keyvarianta,09,01,large,305,r2_outer_strong_005_r2_006_a401_maskonlyb09_01_large_keyvarianta,38,49,79,617,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_large_keyvarianta_20260616_110828.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_large_keyvarianta_20260616_110828.asset
kite,02,15,compact,73,r2_outer_strong_005_r2_006_a401_maskonlyb02_15_compact_kite,26,38,33,363,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_15_compact_kite_20260614_171941.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_15_compact_kite_20260614_171941.asset
kite,02,15,main,74,r2_outer_strong_005_r2_006_a401_maskonlyb02_15_main_kite,30,44,70,486,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_15_main_kite_20260614_171942.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_15_main_kite_20260614_171942.asset
kite,02,15,large,75,r2_outer_strong_005_r2_006_a401_maskonlyb02_15_large_kite,34,49,78,623,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_15_large_kite_20260614_171956.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_15_large_kite_20260614_171956.asset
knighthelmet,07,02,compact,247,r2_outer_strong_005_r2_006_a401_maskonlyb07_02_compact_knighthelmet,31,38,65,603,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_compact_knighthelmet_20260615_224647.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_compact_knighthelmet_20260615_224647.asset
knighthelmet,07,02,main,248,r2_outer_strong_005_r2_006_a401_maskonlyb07_02_main_knighthelmet,36,44,120,827,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_main_knighthelmet_20260615_224648.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_main_knighthelmet_20260615_224648.asset
knighthelmet,07,02,large,249,r2_outer_strong_005_r2_006_a401_maskonlyb07_02_large_knighthelmet,40,49,126,1049,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_large_knighthelmet_20260615_224649.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_large_knighthelmet_20260615_224649.asset
leaf,04,13,compact,133,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_compact_leaf,29,36,66,643,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_compact_leaf_20260615_154616.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_compact_leaf_20260615_154616.asset
leaf,04,13,main,134,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_main_leaf,34,42,120,876,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_main_leaf_20260615_154617.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_main_leaf_20260615_154617.asset
leaf,04,13,large,135,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_large_leaf,38,47,130,1093,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_large_leaf_20260615_154618.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_large_leaf_20260615_154618.asset
lighthouse,08,05,compact,285,r2_outer_strong_005_r2_006_a401_maskonlyb08_05_compact_lighthouse,38,38,62,612,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_05_compact_lighthouse_20260615_235438.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_05_compact_lighthouse_20260615_235438.asset
lighthouse,08,05,large,287,r2_outer_strong_005_r2_006_a401_maskonlyb08_05_large_lighthouse,44,49,109,911,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_05_large_lighthouse_20260615_235450.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_05_large_lighthouse_20260615_235450.asset
lighthouse,08,05,main,286,r2_outer_strong_005_r2_006_a401_maskonlyb08_05_main_lighthouse,44,44,120,812,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_05_main_lighthouse_20260615_235439.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_05_main_lighthouse_20260615_235439.asset
lightningbolt,09,23,compact,333,r2_outer_strong_005_r2_006_a401_maskonlyb09_23_compact_lightningbolt,26,38,42,459,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_23_compact_lightningbolt_20260616_111014.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_23_compact_lightningbolt_20260616_111014.asset
