pool,candidateIndex,guid,worktreeRoot,packPath,assetPath,levelId,assetName,width,height,chains,arrowCells,coverage,longestChain,spawnMaskGuid,inferredShapeKey,parseStatus
shape_maskonly347,172,1498257bc3c85d44bb65a47db57118d8,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_compact_dumbbell_20260615_190518.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_06_compact_dumbbell,maskonlyb05_06_compact_dumbbell_20260615_190518,32,24,45,391,0.509,20,7635d94c48120ec49b6ee00eab013443,maskonlyb05_06_compact_dumbbell,ok
shape_maskonly347,173,47af9de407ec14c4490f42642d545aee,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_main_dumbbell_20260615_190519.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_06_main_dumbbell,maskonlyb05_06_main_dumbbell_20260615_190519,32,24,65,391,0.509,9,ccb40267f64b50f4c9fa15d5748fe5ff,maskonlyb05_06_main_dumbbell,ok
shape_maskonly347,174,ec7ed622e274bfc418b518179d9bb7db,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_large_dumbbell_20260615_190523.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_06_large_dumbbell,maskonlyb05_06_large_dumbbell_20260615_190523,35,27,60,494,0.523,15,4ec596d68124b1f49afb49ae0a657151,maskonlyb05_06_large_dumbbell,ok
shape_maskonly347,175,9dd6997bc6d78554c84113d624824cf5,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_compact_glove_20260615_190523.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_compact_glove,maskonlyb05_07_compact_glove_20260615_190523,29,36,75,703,0.673,24,5c1e27cc28cb3e84095c6e868592f6e2,maskonlyb05_07_compact_glove,ok
shape_maskonly347,176,6f760d4d4bc8c984e99a279aeac92b8d,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_main_glove_20260615_190525.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_main_glove,maskonlyb05_07_main_glove_20260615_190525,34,42,142,967,0.677,13,0da55d0ae24b2e2458617dbf29ddf3f3,maskonlyb05_07_main_glove,ok
shape_maskonly347,177,e9e62bc7d55d5414f91471fc14f68b78,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_large_glove_20260615_190527.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_large_glove,maskonlyb05_07_large_glove_20260615_190527,38,47,139,1224,0.685,17,72e18337473dee141b89585308bedf3d,maskonlyb05_07_large_glove,ok
shape_maskonly347,178,be10a0e49898c714295126f22d12642f,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_compact_hammer_20260615_190527.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_08_compact_hammer,maskonlyb05_08_compact_hammer_20260615_190527,36,31,45,464,0.416,22,5db65c450a072884f8af1e5e37b982fa,maskonlyb05_08_compact_hammer,ok
shape_maskonly347,179,bf56637f6ea290c4890ee16f50d7dadf,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_main_hammer_20260615_190528.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_08_main_hammer,maskonlyb05_08_main_hammer_20260615_190528,42,36,89,624,0.413,13,0d9af3a4dbcf635449f139ad96a92a8b,maskonlyb05_08_main_hammer,ok
shape_maskonly347,180,c7ccb98d0aa18e3419d763b733102701,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_large_hammer_20260615_190535.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_08_large_hammer,maskonlyb05_08_large_hammer_20260615_190535,44,40,88,734,0.417,17,b15711610190e064a91ba41a3cb57e04,maskonlyb05_08_large_hammer,ok
shape_maskonly347,181,60a6e3b36d2ff3a4d91738c5b257c56a,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_compact_headphones_20260615_190536.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_09_compact_headphones,maskonlyb05_09_compact_headphones_20260615_190536,34,33,56,554,0.494,24,da8292e37e73db84ea63c49f92fb8206,maskonlyb05_09_compact_headphones,ok
shape_maskonly347,182,498f55dad63f7d545871d66418006411,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_main_headphones_20260615_190536.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_09_main_headphones,maskonlyb05_09_main_headphones_20260615_190536,40,38,104,736,0.484,13,1598d7f17331e9c458070438d3bd3185,maskonlyb05_09_main_headphones,ok
shape_maskonly347,183,30aa35f365489ba4595cbcb1a0171da9,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_large_headphones_20260615_190538.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_09_large_headphones,maskonlyb05_09_large_headphones_20260615_190538,44,43,104,904,0.478,17,3623ce0b1f55b414180b7d2bde68e411,maskonlyb05_09_large_headphones,ok
shape_maskonly347,184,addd2085ab8d56941884efe2d5ce34cd,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_compact_microphone_20260615_190538.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_10_compact_microphone,maskonlyb05_10_compact_microphone_20260615_190538,26,38,51,487,0.493,24,2cf03d4468b93e04b81bdee81d13a534,maskonlyb05_10_compact_microphone,ok
shape_maskonly347,185,67fa35def7d0239498e2efb00f8ca6e1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_main_microphone_20260615_190539.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_10_main_microphone,maskonlyb05_10_main_microphone_20260615_190539,30,44,85,647,0.49,13,e7c6e6c5203bc2f47a645e1a3901f248,maskonlyb05_10_main_microphone,ok
shape_maskonly347,186,fca7134fed1378f4798fdb0f960be62a,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_large_microphone_20260615_190540.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_10_large_microphone,maskonlyb05_10_large_microphone_20260615_190540,34,49,102,829,0.498,17,99b6728cab361ac469e23e049a34b0df,maskonlyb05_10_large_microphone,ok
shape_maskonly347,187,69e2d34b4657db64b9bb543686cda3dc,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_compact_mug_20260615_190541.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug,maskonlyb05_11_compact_mug_20260615_190541,33,29,67,659,0.689,24,dd16917c3c939b84fb499ae955be3ae2,maskonlyb05_11_compact_mug,ok
shape_maskonly347,188,b401ee7db12a71f4ea1089d410ff84e3,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_main_mug_20260615_190542.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_11_main_mug,maskonlyb05_11_main_mug_20260615_190542,38,34,128,900,0.697,13,62fb5a69917338e4188ea145f6553ff8,maskonlyb05_11_main_mug,ok
shape_maskonly347,189,df6ec8497a815064bafbb8b8b8216eb2,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_large_mug_20260615_190829.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_11_large_mug,maskonlyb05_11_large_mug_20260615_190829,43,38,135,1074,0.657,17,9c7e3fb27e0d719458e10c77f2d82fbe,maskonlyb05_11_large_mug,ok
shape_maskonly347,190,06f6047a0f9dc9d4abccd7f89a29626e,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_compact_paintbrush_20260615_190829.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_12_compact_paintbrush,maskonlyb05_12_compact_paintbrush_20260615_190829,31,38,44,417,0.354,20,6a9c90d2d1ae2424d9d085f694445d14,maskonlyb05_12_compact_paintbrush,ok
shape_maskonly347,191,c3821545d8820324e936492d50025f3f,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_main_paintbrush_20260615_190844.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_12_main_paintbrush,maskonlyb05_12_main_paintbrush_20260615_190844,36,44,79,551,0.348,13,4d355e2a6f79f494da90b79a1b673a24,maskonlyb05_12_main_paintbrush,ok
shape_maskonly347,192,e44cfe2a05c0fdc4980c52c02326662d,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_large_paintbrush_20260615_190905.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_12_large_paintbrush,maskonlyb05_12_large_paintbrush_20260615_190905,40,49,87,684,0.349,17,75eeb26ce4abe784ba86199f1816e389,maskonlyb05_12_large_paintbrush,ok
shape_maskonly347,193,0326b49eca6c58342adbfddca1273136,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_compact_pear_20260615_190906.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_13_compact_pear,maskonlyb05_13_compact_pear_20260615_190906,28,36,55,578,0.573,24,45deeb396ed90694ca2695d3b1d20417,maskonlyb05_13_compact_pear,ok
shape_maskonly347,194,eae4340494239434c9902761c47876dd,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_main_pear_20260615_190907.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_13_main_pear,maskonlyb05_13_main_pear_20260615_190907,32,42,106,764,0.568,13,4def9aad883f0204b9ce879cdbcf4b16,maskonlyb05_13_main_pear,ok
shape_maskonly347,195,d9cde7677895a25429bba9dc36d25e69,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_large_pear_20260615_190908.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_13_large_pear,maskonlyb05_13_large_pear_20260615_190908,36,47,121,982,0.58,17,7d81f17131e22e242ada78123b0d4e3a,maskonlyb05_13_large_pear,ok
shape_maskonly347,196,bd3eeee46a35bbf4cb2f8b154fee1a72,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_compact_pencil_20260615_190909.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_14_compact_pencil,maskonlyb05_14_compact_pencil_20260615_190909,29,38,46,413,0.375,20,1bdeaba14a0c1d042a3879ab76982ae3,maskonlyb05_14_compact_pencil,ok
shape_maskonly347,197,ad6b12144106e7f43833c8e10f3dbbfd,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_main_pencil_20260615_190922.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_14_main_pencil,maskonlyb05_14_main_pencil_20260615_190922,34,44,80,557,0.372,13,1f375e9813854204eaa7e36834e97e69,maskonlyb05_14_main_pencil,ok
shape_maskonly347,198,509f8ff63cf462c43903d305199b60b0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_large_pencil_20260615_191022.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_14_large_pencil,maskonlyb05_14_large_pencil_20260615_191022,38,49,87,697,0.374,17,3deeb1b0106f7b04b832ea41f169d660,maskonlyb05_14_large_pencil,ok
shape_maskonly347,199,0da09264eae4af94491f467866a4e4a5,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_15_compact_pretzel_20260615_191023.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_15_compact_pretzel,maskonlyb05_15_compact_pretzel_20260615_191023,34,29,64,677,0.687,24,961d29ed44df8714fb7587f4e0076039,maskonlyb05_15_compact_pretzel,ok
shape_maskonly347,200,3cb49cb22fb261643b40e54a4ae22b3e,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_15_main_pretzel_20260615_191024.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_15_main_pretzel,maskonlyb05_15_main_pretzel_20260615_191024,40,34,133,922,0.678,13,b7852decbf762cd4ab1731533a7dc7bd,maskonlyb05_15_main_pretzel,ok
shape_maskonly347,201,b92dea197bcb1a740ae3df734395deb1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_15_large_pretzel_20260615_191026.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_15_large_pretzel,maskonlyb05_15_large_pretzel_20260615_191026,44,38,134,1128,0.675,17,6410a2e3658ba5c47bb689d79c9303d0,maskonlyb05_15_large_pretzel,ok
shape_maskonly347,202,6c30451d3b0a62146be2bfa9554cfd50,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_16_compact_ring_20260615_191026.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_16_compact_ring,maskonlyb05_16_compact_ring_20260615_191026,29,36,56,501,0.48,23,aa05bc108a887194cad879b795f7d1d1,maskonlyb05_16_compact_ring,ok
shape_maskonly347,203,adff2bc88691727408d494576d516892,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_16_main_ring_20260615_191027.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_16_main_ring,maskonlyb05_16_main_ring_20260615_191027,34,42,99,676,0.473,13,a42dec2167b0e6346807f112f48030e3,maskonlyb05_16_main_ring,ok
shape_maskonly347,204,6a7a73f2f456e4b4e9775cc9e5dbdf93,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_16_large_ring_20260615_191033.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_16_large_ring,maskonlyb05_16_large_ring_20260615_191033,38,47,111,863,0.483,17,c341d062bb32d064a9d4d5850a96f45d,maskonlyb05_16_large_ring,ok
shape_maskonly347,205,8718b9e7daa821d429fc9dbd2e7e3b81,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_17_compact_sunglasses_20260615_191034.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_17_compact_sunglasses,maskonlyb05_17_compact_sunglasses_20260615_191034,32,24,54,514,0.669,23,b6df9cddfd562bd4ca6804cf5d17afd3,maskonlyb05_17_compact_sunglasses,ok
shape_maskonly347,206,dfcf76a71a6ab794cb8779f572c00355,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_17_main_sunglasses_20260615_191034.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_17_main_sunglasses,maskonlyb05_17_main_sunglasses_20260615_191034,32,24,76,515,0.671,13,209467d259cd2e44c9f020472767ffeb,maskonlyb05_17_main_sunglasses,ok
shape_maskonly347,207,b8f874907acefdb41b584351ee1aa524,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_17_large_sunglasses_20260615_191035.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_17_large_sunglasses,maskonlyb05_17_large_sunglasses_20260615_191035,35,27,80,648,0.686,17,24580afd9f2ad984a83ab900874542c8,maskonlyb05_17_large_sunglasses,ok
shape_maskonly347,208,07555d2fae2a57344bb14ab5099efeec,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_18_compact_teapot_20260615_191035.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_18_compact_teapot,maskonlyb05_18_compact_teapot_20260615_191035,36,29,50,523,0.501,24,1349941aefaa3af459eb2dfda660b7c0,maskonlyb05_18_compact_teapot,ok
shape_maskonly347,209,dc765b4208c504047ac7901610962722,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_18_main_teapot_20260615_191036.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_18_main_teapot,maskonlyb05_18_main_teapot_20260615_191036,42,34,103,704,0.493,13,1094fdd8f5c55ea40a347140e9e5e22e,maskonlyb05_18_main_teapot,ok
