order,action,lockReason,oldLevelId,oldType,levelType,difficulty,oldWidth,oldHeight,oldChains,newLevelId,newType,newWidth,newHeight,newChains,chainDelta,note
265,keep,,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,maze,普通,1,20,39,104,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,maze,20,39,104,0,
266,keep,,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,section,普通,1,22,35,97,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,section,22,35,97,0,
267,keep_locked,hole_position,hole_highchain_extra_001_hc2_32x28_dual_b,hole_rescue,hole,1,32,28,82,hole_highchain_extra_001_hc2_32x28_dual_b,hole_rescue,32,28,82,0,hole_position
268,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,shape_magic,普通,3,34,50,118,r2_outer_strong_005_r2_006_a401_maskonlyb05_02_main_boot,shape,34,42,118,0,boot:main
269,keep,,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,lock,普通,4,26,50,203,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,lock,26,50,203,0,
270,keep,,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,section,普通,1,22,39,114,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,section,22,39,114,0,
271,keep,,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,maze,普通,1,22,32,114,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,maze,22,32,114,0,
272,keep,,direct_normal_96_direct_normal_rect_core_burst_g3_v10,lock,普通,1,23,39,111,direct_normal_96_direct_normal_rect_core_burst_g3_v10,lock,23,39,111,0,
273,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,shape_toolui,普通,1,30,42,114,r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal,shape,36,44,113,-1,gameportal:main
274,keep,,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,section,普通,1,21,39,110,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,section,21,39,110,0,
275,keep,,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,dense,普通,1,22,36,106,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,dense,22,36,106,0,
276,keep,,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,section,普通,4,27,45,201,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,section,27,45,201,0,
277,keep_locked,hole_position,hole_topup_030_topup_std_26x26_dual,hole_rescue,hole,1,26,26,61,hole_topup_030_topup_std_26x26_dual,hole_rescue,26,26,61,0,hole_position
278,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,shape_ocean,普通,2,32,44,119,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree,shape,36,42,119,0,tree:main
279,keep,,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,section,普通,1,20,39,107,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,section,20,39,107,0,
280,keep,,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,lock,普通,1,23,35,107,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,lock,23,35,107,0,
281,keep,,direct_normal_95_direct_normal_rect_sweep_g3_v10,sweep,普通,1,21,37,107,direct_normal_95_direct_normal_rect_sweep_g3_v10,sweep,21,37,107,0,
282,keep,,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,dense,普通,1,21,38,107,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,dense,21,38,107,0,
283,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall,shape_toolui,普通,2,28,42,118,r2_outer_strong_005_r2_006_a401_maskonlyb08_02_main_volcano,shape,40,42,119,1,volcano:main
284,keep,,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,lock,普通,1,23,44,167,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,lock,23,44,167,0,
285,keep_locked,hole_position,hole_topup_025_topup_std_24x28_maze,hole_rescue,hole,1,24,28,62,hole_topup_025_topup_std_24x28_maze,hole_rescue,24,28,62,0,hole_position
286,keep,,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,section,普通,1,22,38,107,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,section,22,38,107,0,
287,keep,,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,lock,普通,4,31,56,280,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,lock,31,56,280,0,
288,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall,shape_ocean,普通,2,34,48,118,r2_outer_strong_005_r2_006_a401_maskonlyb07_02_main_knighthelmet,shape,36,44,120,2,knighthelmet:main
289,keep,,direct_normal_38_direct_normal_rect_stair_push_g3_v04,section,普通,1,21,40,115,direct_normal_38_direct_normal_rect_stair_push_g3_v04,section,21,40,115,0,
290,keep,,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,section,普通,1,22,39,114,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,section,22,39,114,0,
291,keep,,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,dense,普通,1,21,37,106,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,dense,21,37,106,0,
292,keep_locked,hole_position,hole_candidate_040_std_26x26_section,hole_rescue,hole,2,26,26,62,hole_candidate_040_std_26x26_section,hole_rescue,26,26,62,0,hole_position
293,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall,shape_landmark,普通,3,34,50,119,r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle,shape,36,47,118,-1,potionbottle:large
294,keep,,direct_normal_155_direct_normal_rect_sweep_g3_v16,sweep,普通,2,23,36,110,direct_normal_155_direct_normal_rect_sweep_g3_v16,sweep,23,36,110,0,
295,keep,,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,section,普通,1,22,37,105,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,section,22,37,105,0,
296,keep,,direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08,lock,普通,2,23,44,163,direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08,lock,23,44,163,0,
297,keep,,direct_normal_128_direct_normal_rect_stair_push_g0_v13,section,普通,1,22,38,114,direct_normal_128_direct_normal_rect_stair_push_g0_v13,section,22,38,114,0,
298,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,shape_magic,普通,3,30,42,122,r2_outer_strong_005_r2_006_a401_maskonlyb09_10_main_rocketvarianta,shape,34,44,123,1,rocketvarianta:main
299,keep,,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,lock,普通,4,32,60,318,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,lock,32,60,318,0,
300,keep,,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,maze,普通,1,20,41,110,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,maze,20,41,110,0,
301,keep_locked,hole_position,hole_highchain_014_hc_34x28_shell_a,hole_rescue,hole,2,34,28,87,hole_highchain_014_hc_34x28_shell_a,hole_rescue,34,28,87,0,hole_position
302,keep,,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,dense,普通,1,20,39,102,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,dense,20,39,102,0,
303,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,shape_landmark,普通,2,30,44,120,r2_outer_strong_005_r2_006_a401_maskonlyb06_08_main_virtualpetkeychain,shape,34,44,120,0,virtualpetkeychain:main
304,keep,,direct_normal_138_direct_normal_rect_stair_push_g1_v14,section,普通,1,23,40,122,direct_normal_138_direct_normal_rect_stair_push_g1_v14,section,23,40,122,0,
305,keep,,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,lock,普通,2,25,44,181,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,lock,25,44,181,0,
306,keep,,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,maze,普通,1,21,36,108,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,maze,21,36,108,0,
307,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,shape_ocean,普通,1,36,48,122,r2_outer_strong_005_r2_006_a401_maskonlyb05_13_large_pear,shape,36,47,121,-1,pear:large
308,keep,,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,section,普通,1,21,37,106,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,section,21,37,106,0,
309,keep,,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,lock,普通,3,24,51,200,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,lock,24,51,200,0,
310,keep,,direct_normal_58_direct_normal_rect_stair_push_g5_v06,section,普通,1,23,37,111,direct_normal_58_direct_normal_rect_stair_push_g5_v06,section,23,37,111,0,
311,keep,,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,maze,普通,1,21,35,103,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,maze,21,35,103,0,
312,keep,,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,lock,普通,1,22,39,134,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,lock,22,39,134,0,
313,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,shape_music,普通,3,30,42,121,r2_outer_strong_005_r2_006_a401_maskonlyb02_02_main_apple,shape,34,38,121,0,apple:main
314,keep,,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,dense,普通,1,22,41,112,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,dense,22,41,112,0,
315,keep,,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,sweep,普通,1,22,41,116,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,sweep,22,41,116,0,
316,keep,,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,section,普通,4,34,58,318,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,section,34,58,318,0,
317,keep_locked,hole_position,hole_candidate_053_std_28x28_maze,hole_rescue,hole,1,28,28,65,hole_candidate_053_std_28x28_maze,hole_rescue,28,28,65,0,hole_position
318,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,shape_character,普通,2,30,42,126,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_main_flame,shape,34,42,125,-1,flame:main
319,keep,,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,lock,普通,1,22,41,115,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,lock,22,41,115,0,
320,keep,,direct_normal_18_direct_normal_rect_stair_push_g1_v02,section,普通,1,23,36,114,direct_normal_18_direct_normal_rect_stair_push_g1_v02,section,23,36,114,0,
321,keep,,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,maze,普通,1,23,38,108,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,maze,23,38,108,0,
322,keep,,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,dense,普通,1,21,37,101,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,dense,21,37,101,0,
323,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,shape_ocean,普通,2,36,44,124,r2_outer_strong_005_r2_006_a401_maskonlyb02_06_main_hotairballoon,shape,34,44,124,0,hotairballoon:main
324,keep,,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,section,普通,4,26,44,186,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,section,26,44,186,0,
325,keep_locked,hole_position,hole_candidate_044_std_26x28_dense,hole_rescue,hole,1,26,28,66,hole_candidate_044_std_26x28_dense,hole_rescue,26,28,66,0,hole_position
326,keep,,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,lock,普通,1,22,35,104,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,lock,22,35,104,0,
327,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,shape_landmark,普通,1,38,52,131,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_large_compass,shape,38,47,130,-1,compass:large
328,keep,,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,section,普通,1,24,43,165,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,section,24,43,165,0,
329,keep,,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,lock,普通,4,30,54,263,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,lock,30,54,263,0,
330,keep,,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,section,普通,1,23,38,113,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,section,23,38,113,0,
331,keep,,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,sweep,普通,1,21,44,147,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,sweep,21,44,147,0,
332,keep,,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,dense,普通,1,20,37,118,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,dense,20,37,118,0,
333,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,shape_ocean,普通,2,34,50,131,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_large_leaf,shape,38,47,130,-1,leaf:large
334,keep,,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,lock,普通,2,28,46,207,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,lock,28,46,207,0,
335,keep_locked,hole_position,hole_highchain_extra_003_hc2_32x28_lock_a,hole_rescue,hole,2,32,28,89,hole_highchain_extra_003_hc2_32x28_lock_a,hole_rescue,32,28,89,0,hole_position
336,keep,,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,section,普通,4,28,48,216,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,section,28,48,216,0,
337,keep,,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,maze,普通,1,23,36,103,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,maze,23,36,103,0,
338,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,shape_landmark,普通,2,36,50,134,r2_outer_strong_005_r2_006_a401_maskonlyb02_14_large_strawberry,shape,40,47,135,1,strawberry:large
339,keep,,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,lock,普通,1,23,37,110,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,lock,23,37,110,0,
340,keep,,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,section,普通,2,23,36,110,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,section,23,36,110,0,
341,keep,,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,sweep,普通,3,24,40,154,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,sweep,24,40,154,0,
342,keep_locked,hole_position,hole_topup_026_topup_std_24x30_dense,hole_rescue,hole,1,24,30,67,hole_topup_026_topup_std_24x30_dense,hole_rescue,24,30,67,0,hole_position
343,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,shape_art,普通,3,30,42,135,r2_outer_strong_005_r2_006_a401_maskonlyb07_07_main_skeletonskull,shape,38,42,135,0,skeletonskull:main
344,keep,,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,section,普通,3,31,56,286,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,section,31,56,286,0,
345,keep,,direct_normal_105_direct_normal_rect_sweep_g4_v11,sweep,普通,1,22,40,115,direct_normal_105_direct_normal_rect_sweep_g4_v11,sweep,22,40,115,0,
346,keep,,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,dense,普通,1,20,40,112,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,dense,20,40,112,0,
347,keep,,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,lock,普通,3,27,45,189,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,lock,27,45,189,0,
348,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,shape_landmark,普通,1,36,50,132,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_large_clover,shape,40,47,131,-1,clover:large
349,keep,,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,maze,普通,4,36,61,347,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,maze,36,61,347,0,
350,keep,,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,section,普通,1,20,38,120,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,section,20,38,120,0,
351,keep_locked,hole_position,hole_candidate_080_wide_30x26_dual,hole_rescue,hole,1,30,26,70,hole_candidate_080_wide_30x26_dual,hole_rescue,30,26,70,0,hole_position
352,keep,,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,lock,普通,2,23,43,154,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,lock,23,43,154,0,
353,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,shape_magic,普通,3,36,50,141,r2_outer_strong_005_r2_006_a401_maskonlyb04_15_large_medal,shape,36,49,140,-1,medal:large
354,keep,,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,section,普通,1,22,36,126,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,section,22,36,126,0,
355,keep,,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,dense,普通,1,22,40,108,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,dense,22,40,108,0,
356,keep,,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,section,普通,2,22,41,148,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,section,22,41,148,0,
357,keep,,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,dense,普通,1,22,38,103,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,dense,22,38,103,0,
358,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,shape_ocean,普通,2,38,50,137,r2_outer_strong_005_r2_006_a401_maskonlyb02_11_large_cupcake,shape,38,47,137,0,cupcake:large
359,keep,,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,section,普通,4,30,54,270,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,section,30,54,270,0,
360,keep,,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,maze,普通,1,23,40,118,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,maze,23,40,118,0,
361,keep,,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,sweep,普通,2,23,47,177,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,sweep,23,47,177,0,
362,keep,,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,dense,普通,1,23,35,113,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,dense,23,35,113,0,
363,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,shape_landmark,普通,3,34,50,138,r2_outer_strong_005_r2_006_a401_maskonlyb09_26_large_bell,shape,40,47,138,0,bell:large
364,keep,,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,sweep,普通,2,25,42,166,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,sweep,25,42,166,0,
365,keep,,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,lock,普通,2,28,45,204,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,lock,28,45,204,0,
366,keep,,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,section,普通,1,21,41,139,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,section,21,41,139,0,
367,keep_locked,hole_position,hole_highchain_010_hc_34x26_dual_a,hole_rescue,hole,1,34,26,85,hole_highchain_010_hc_34x26_dual_a,hole_rescue,34,26,85,0,hole_position
368,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,shape_magic,普通,1,36,48,139,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass,shape,36,47,140,1,hourglass:large
369,keep,,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,lock,普通,4,25,47,198,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,lock,25,47,198,0,
370,keep,,direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07,section,普通,2,24,40,149,direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07,section,24,40,149,0,
371,keep,,direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01,maze,普通,1,21,34,100,direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01,maze,21,34,100,0,
372,keep,,direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02,section,普通,2,23,40,147,direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02,section,23,40,147,0,
373,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall,shape_ocean,普通,1,34,48,142,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_main_glove,shape,34,42,142,0,glove:main
374,keep,,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,dense,普通,1,22,38,115,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,dense,22,38,115,0,
375,keep,,direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09,sweep,普通,1,24,41,157,direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09,sweep,24,41,157,0,
376,keep,,direct_advanced_67_direct_advanced_extreme_rect_core_burst_g6_v03,lock,普通,4,34,57,306,direct_advanced_67_direct_advanced_extreme_rect_core_burst_g6_v03,lock,34,57,306,0,
377,keep_locked,hole_position,hole_candidate_085_wide_32x24_section,hole_rescue,hole,1,32,24,72,hole_candidate_085_wide_32x24_section,hole_rescue,32,24,72,0,hole_position
378,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall,shape_landmark,普通,3,36,50,144,r2_outer_strong_005_r2_006_a401_maskonlyb04_11_large_flower,shape,38,49,141,-3,flower:large
379,keep,,direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03,sweep,普通,1,22,44,157,direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03,sweep,22,44,157,0,
380,keep,,direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04,section,普通,1,22,40,144,direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04,section,22,40,144,0,
381,keep,,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,dense,普通,1,24,38,145,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,dense,24,38,145,0,
382,keep,,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,section,普通,1,22,44,150,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,section,22,44,150,0,
383,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,shape_ocean,普通,3,36,50,142,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock,shape,38,42,142,0,alarmclock:main
384,keep,,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,lock,普通,1,26,41,172,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,lock,26,41,172,0,
385,keep_locked,hole_position,hole_candidate_068_tall_28x30_dual,hole_rescue,hole,1,28,30,72,hole_candidate_068_tall_28x30_dual,hole_rescue,28,30,72,0,hole_position
386,keep,,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,dense,普通,1,22,39,116,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,dense,22,39,116,0,
387,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,shape_vehicle,普通,1,38,52,152,r2_outer_strong_005_r2_006_a401_maskonlyb07_04_main_d20die,shape,42,42,149,-3,d20die:main
388,keep,,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,section,普通,4,32,59,305,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,section,32,59,305,0,
389,keep,,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,lock,普通,3,25,45,181,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,lock,25,45,181,0,
390,keep,,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,section,普通,2,21,41,136,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,section,21,41,136,0,
391,keep,,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,sweep,普通,1,23,39,137,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,sweep,23,39,137,0,
392,keep_locked,hole_position,hole_highchain_extra_019_hc2_34x28_dual_b,hole_rescue,hole,2,34,28,87,hole_highchain_extra_019_hc2_34x28_dual_b,hole_rescue,34,28,87,0,hole_position
393,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,shape_magic,普通,1,36,50,157,r2_outer_strong_005_r2_006_a401_maskonlyb07_03_large_chessknight,shape,38,49,149,-8,chessknight:large
394,keep,,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,lock,普通,3,27,50,214,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,lock,27,50,214,0,
395,keep,,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,dense,普通,1,23,40,118,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,dense,23,40,118,0,
