"order","section10","category","difficultyBucket","experienceRole","sourcePool","productionLane","chainLanguage","patchKind","projectedAsset","projectedChain","projectedArrow","initialChain","initialArrow","baseChain","baseArrow","projectionReason","donorOrTarget","chainDeltaVsBase","chainDeltaVsInitial"
"172","18","normal","Hard","Pressure","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset","70","675","106","772","70","675","keep_current","","0","-36"
"173","18","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_05_L173_teapot_r2dense.asset","107","843","104","840","107","843","keep_current","","0","3"
"174","18","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","74","701","95","674","74","701","keep_current","","0","-21"
"175","18","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","71","649","92","649","71","649","keep_current","","0","-21"
"176","18","normal","Hard","Pressure","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1.asset","73","647","112","835","73","647","keep_current","","0","-39"
"177","18","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset","52","529","52","529","52","529","keep_current","","0","0"
"178","18","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_44_L178_shell_core.asset","90","791","104","778","90","791","keep_current","","0","-14"
"179","18","normal","Peak","Peak","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine.asset","65","977","115","842","65","977","keep_current","","0","-50"
"180","18","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain.asset","70","650","108","782","70","650","keep_current","","0","-38"
"181","19","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_hard_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_08_nutation_strict_mixed_hard_v1_rect_s03_o025_v01_strictmixedhard_strict_hard_chain_hf1.asset","77","700","106","778","77","700","keep_current","","0","-29"
"182","19","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","71","650","88","671","71","650","keep_current","","0","-17"
"183","19","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_46_L183_airplane_sweep.asset","91","749","103","749","91","749","keep_current","","0","-12"
"184","19","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_024_topup_std_24x28_dual.asset","55","583","55","583","55","583","keep_current","","0","0"
"185","19","normal","Hard","Pressure","Campaign500_HardGateUntil0910","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset","75","705","103","764","75","705","keep_current","","0","-28"
"186","19","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_06_nutation_mixed_neutral_v1_rect_s27_o262_v02_neutralmixed_mixed_chain.asset","71","650","104","749","71","650","keep_current","","0","-33"
"187","19","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_07_L187_waterdrop_r2core.asset","90","725","102","719","90","725","keep_current","","0","-12"
"188","19","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain.asset","72","706","106","784","72","706","keep_current","","0","-34"
"189","19","normal","Peak","Pressure","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near.asset","22","376","112","860","22","376","keep_current","","0","-90"
"190","19","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain.asset","69","642","113","878","69","642","keep_current","","0","-44"
"191","20","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","74","706","95","687","74","706","keep_current","","0","-21"
"192","20","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_035_topup_std_28x28_dense.asset","82","697","82","697","82","697","keep_current","","0","0"
"193","20","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_05_L193_robothead.asset","104","861","102","850","104","861","keep_current","","0","2"
"194","20","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","70","656","87","660","70","656","keep_current","","0","-17"
"195","20","normal","Ordinary","Recovery","Campaign500NormalFullV1UnusedStrict","FlowPatch","patch_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain.asset","71","644","106","836","71","644","keep_current","","0","-35"
"196","20","normal","Peak","Peak","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset","135","818","135","818","125","1406","donor_revert_to_initial","65","10","0"
"197","20","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain.asset","70","652","83","648","70","652","keep_current","","0","-13"
"198","20","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_06_L198_headphones.asset","101","751","104","736","101","751","keep_current","","0","-3"
"199","20","normal","Hard","Recovery","SeedV5LongChain30Front300","slot_seedlock_section_bridge","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_15_l021_long_normal_a_sweep_s03_slot_seedlock_section_bridge.asset","24","384","108","822","24","384","keep_current","","0","-84"
"200","20","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_78_nutation_mixed_neutral_v1_rect_s20_o194_v02_neutralmixed_mixed_chain.asset","69","648","106","783","69","648","keep_current","","0","-37"
"201","21","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset","56","538","56","538","56","538","keep_current","","0","0"
"202","21","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","71","656","94","707","71","656","keep_current","","0","-23"
"203","21","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_07_L203_microphone.asset","101","832","102","829","101","832","keep_current","","0","-1"
"204","21","normal","Hard","Pressure","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor.asset","35","426","107","778","35","426","keep_current","","0","-72"
"205","21","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain.asset","70","655","109","808","70","655","keep_current","","0","-39"
"206","21","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelHard","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_04_nutation_strict_mixed_hard_v1_rect_s02_o019_v03_strictmixedhard_mixed_chain.asset","74","646","103","767","74","646","keep_current","","0","-29"
"207","21","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_11_L207_magnetvarianta_r2section.asset","112","856","114","851","112","856","keep_current","","0","-2"
"208","21","normal","Hard","Pressure","SeedV5LongChain30Front300","slot_seedlock_gate_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier.asset","27","365","111","874","27","365","keep_current","","0","-84"
"209","21","normal","Peak","Peak","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch.asset","61","627","153","1218","61","627","keep_current","","0","-92"
"210","21","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_150_nutation_mixed_neutral_v1_rect_s26_o260_v02_neutralmixed_mixed_chain.asset","69","645","113","828","69","645","keep_current","","0","-44"
"211","22","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain.asset","71","650","103","798","71","650","keep_current","","0","-32"
"212","22","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1.asset","71","653","85","660","71","653","keep_current","","0","-14"
"213","22","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_57_L213_wizardhat_dual.asset","114","935","111","931","114","935","keep_current","","0","3"
"214","22","normal","Hard","Pressure","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain.asset","69","654","105","791","69","654","keep_current","","0","-36"
"215","22","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_118_nutation_peel_v2_rect_s10_o096_v00_peelhard_curve_chain.asset","70","639","90","642","70","639","keep_current","","0","-20"
"216","22","normal","Peak","Peak","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine.asset","59","773","144","863","59","773","keep_current","","0","-85"
"217","22","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset","56","540","56","540","56","540","keep_current","","0","0"
"218","22","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_10_L218_mailbox.asset","106","820","106","814","106","820","keep_current","","0","0"
"219","22","normal","Hard","Normal","Campaign500_HardGateUntil0910","PeelHard","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain.asset","67","653","105","781","67","653","keep_current","","0","-38"
"220","22","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain.asset","70","651","80","595","70","651","keep_current","","0","-10"
"221","23","normal","Hard","Recovery","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset","58","845","126","977","58","845","keep_current","","0","-68"
"222","23","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset","71","653","104","765","71","653","keep_current","","0","-33"
"223","23","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_59_L223_magnifier_sweep.asset","103","805","102","804","103","805","keep_current","","0","1"
"224","23","normal","Hard","Pressure","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","unknown_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","68","651","108","757","68","651","keep_current","","0","-40"
"225","23","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset","57","527","57","527","57","527","keep_current","","0","0"
"226","23","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_124_nutation_mixed_neutral_v1_rect_s11_o106_v00_neutralmixed_mixed_chain.asset","69","654","105","750","69","654","keep_current","","0","-36"
"227","23","normal","Peak","Peak","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset","60","772","163","1015","60","772","keep_current","","0","-103"
"228","23","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_08_L228_icecreamcone_r4sym.asset","117","953","109","944","117","953","keep_current","","0","8"
"229","23","normal","Hard","Pressure","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_hard_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1.asset","73","699","107","830","73","699","keep_current","","0","-34"
"230","23","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","69","649","101","755","69","649","keep_current","","0","-32"
"231","24","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset","69","654","103","639","69","654","keep_current","","0","-34"
"232","24","normal","Hard","Pressure","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset","64","626","143","872","64","626","keep_current","","0","-79"
"233","24","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_03_L233_trafficcone.asset","112","961","110","955","112","961","keep_current","","0","2"
"234","24","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","FlowCurve","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","45","538","54","440","45","538","keep_current","","0","-9"
"235","24","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset","58","533","58","533","58","533","keep_current","","0","0"
"236","24","normal","Hard","Pressure","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","68","700","107","810","68","700","keep_current","","0","-39"
"237","24","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset","68","642","104","771","68","642","keep_current","","0","-36"
"238","24","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_04_L238_cactus.asset","106","785","106","778","106","785","keep_current","","0","0"
"239","24","normal","Peak","Peak","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset","26","370","171","1038","26","370","keep_current","","0","-145"
"240","24","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PeelLight","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","69","646","117","711","69","646","keep_current","","0","-48"
"241","25","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PeelHard","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset","69","648","119","949","69","648","keep_current","","0","-50"
"242","25","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset","83","802","83","802","83","802","keep_current","","0","0"
"243","25","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_05_L243_house.asset","115","851","120","844","115","851","keep_current","","0","-5"
"244","25","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset","66","647","115","864","66","647","keep_current","","0","-49"
"245","25","normal","Peak","Pressure","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset","51","727","150","925","51","727","keep_current","","0","-99"
"246","25","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset","66","653","109","827","66","653","keep_current","","0","-43"
"247","25","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_17_L247_lollipop_r2section.asset","113","913","109","902","113","913","keep_current","","0","4"
"248","25","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelLight","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","68","637","102","751","68","637","keep_current","","0","-34"
"249","25","normal","Hard","Pressure","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset","50","627","137","840","50","627","keep_current","","0","-87"
"250","25","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","65","648","107","793","65","648","keep_current","","0","-42"
"251","26","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_047_std_28x24_shell.asset","59","590","59","590","59","590","keep_current","","0","0"
"252","26","normal","Hard","Pressure","NutationLongChainStrict60Front300","maze_long_chain","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset","56","624","147","894","56","624","keep_current","","0","-91"
"253","26","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_70_L253_gear_dense.asset","108","823","117","817","108","823","keep_current","","0","-9"
"254","26","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_hard_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset","70","699","101","740","70","699","keep_current","","0","-31"
"255","26","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","66","622","110","839","66","622","keep_current","","0","-44"
"256","26","normal","Peak","Peak","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","26","355","159","986","26","355","keep_current","","0","-133"
"257","26","normal","Ordinary","Normal","Campaign500NormalFullV1UnusedStrict","PeelLight","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset","66","647","107","809","66","647","keep_current","","0","-41"
