"order","section10","category","difficultyBucket","experienceRole","projectedChain","canvasAdjustedChain","longChainCanvasBonus","isLongChain","projectedArrow","projectedArea","projectedAsset","sourcePool","productionLane","chainLanguage","baseChain","baseArrow","baseArea","initialChain","initialArrow","initialArea","projectionReason","linkedOrder","chainDeltaVsBase","chainDeltaVsInitial"
"164","17","normal","Hard","Pressure","37","39","2","True","596","630","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier.asset","SeedV5LongChain30Front300","slot_seedlock_gate_carrier","family_profile_chain","37","596","630","114","861","874","keep_current","","0","-77"
"165","17","normal","Ordinary","Recovery","72","72","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","72","650","660","86","655","665","keep_current","","0","-14"
"166","17","normal","Hard","Normal","119","119","0","False","745","760","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","101","1365","1428","119","745","760","v8_review_donor_revert","29","18","0"
"167","17","hole","HoleRescue","HoleRescue","53","53","0","False","485","572","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset","","","","53","485","572","53","485","572","keep_current","","0","0"
"168","17","shape","Shape","Shape","118","118","0","False","1004","1862","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_39_L168_brickcellphone_lock.asset","ShapeMaskInventory","","","118","1004","1862","110","986","1862","keep_current","","0","8"
"169","17","normal","Peak","Pressure","109","130","21","True","1404","1470","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","109","1404","1470","124","987","1000","keep_current","","0","-15"
"170","17","normal","Ordinary","Recovery","104","104","0","False","796","814","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset","InitialTemplateDonorRevertReviewOnly","","","76","754","768","104","796","814","v8_review_donor_revert","79","28","0"
"171","18","normal","Ordinary","Recovery","76","76","0","False","705","713","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","PeelMid","rail_chain","76","705","713","108","814","836","keep_current","","0","-32"
"172","18","normal","Hard","Pressure","70","74","4","True","675","713","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","70","675","713","106","772","782","keep_current","","0","-36"
"173","18","shape","Shape","Shape","107","107","0","False","843","1672","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_05_L173_teapot_r2dense.asset","ShapeMaskInventory","","","107","843","1672","104","840","1672","keep_current","","0","3"
"174","18","normal","Ordinary","Recovery","74","74","0","False","701","713","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","74","701","713","95","674","684","keep_current","","0","-21"
"175","18","normal","Ordinary","Normal","71","71","0","False","649","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","71","649","660","92","649","660","keep_current","","0","-21"
"176","18","normal","Hard","Pressure","73","73","0","False","647","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","73","647","660","112","835","851","keep_current","","0","-39"
"177","18","hole","HoleRescue","HoleRescue","52","52","0","False","529","616","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset","","","","52","529","616","52","529","616","keep_current","","0","0"
"178","18","shape","Shape","Shape","90","90","0","False","791","1292","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_44_L178_shell_core.asset","ShapeMaskInventory","","","90","791","1292","104","778","1292","keep_current","","0","-14"
"179","18","normal","Peak","Peak","65","77","12","True","977","1064","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","65","977","1064","115","842","858","keep_current","","0","-50"
"180","18","normal","Ordinary","Recovery","70","70","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","70","650","660","108","782","798","keep_current","","0","-38"
"181","19","normal","Ordinary","Recovery","77","77","0","False","700","713","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_08_nutation_strict_mixed_hard_v1_rect_s03_o025_v01_strictmixedhard_strict_hard_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_hard_chain","77","700","713","106","778","792","keep_current","","0","-29"
"182","19","normal","Ordinary","Normal","71","71","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","71","650","660","88","671","684","keep_current","","0","-17"
"183","19","shape","Shape","Shape","91","91","0","False","749","1764","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_46_L183_airplane_sweep.asset","ShapeMaskInventory","","","91","749","1764","103","749","1764","keep_current","","0","-12"
"184","19","hole","HoleRescue","HoleRescue","55","55","0","False","583","672","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_024_topup_std_24x28_dual.asset","","","","55","583","672","55","583","672","keep_current","","0","0"
"185","19","normal","Hard","Pressure","75","75","0","False","705","713","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","PeelMid","curve_chain","75","705","713","103","764","777","keep_current","","0","-28"
"186","19","normal","Ordinary","Recovery","71","71","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_06_nutation_mixed_neutral_v1_rect_s27_o262_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","mixed_chain","71","650","660","104","749","756","keep_current","","0","-33"
"187","19","shape","Shape","Shape","90","90","0","False","725","1260","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_07_L187_waterdrop_r2core.asset","ShapeMaskInventory","","","90","725","1260","102","719","1260","keep_current","","0","-12"
"188","19","normal","Ordinary","Normal","106","106","0","False","784","798","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset","InitialTemplateDonorRevertReviewOnly","","","72","706","713","106","784","798","v8_review_donor_revert","68","34","0"
"189","19","normal","Peak","Pressure","22","22","0","True","376","408","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near.asset","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","22","376","408","112","860","874","keep_current","","0","-90"
"190","19","normal","Ordinary","Normal","69","69","0","False","642","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","69","642","660","113","878","897","keep_current","","0","-44"
"191","20","normal","Ordinary","Normal","74","74","0","False","706","713","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","74","706","713","95","687","693","keep_current","","0","-21"
"192","20","hole","HoleRescue","HoleRescue","82","82","0","False","697","784","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_035_topup_std_28x28_dense.asset","","","","82","697","784","82","697","784","keep_current","","0","0"
"193","20","shape","Shape","Shape","104","104","0","False","861","1760","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_05_L193_robothead.asset","ShapeMaskInventory","","","104","861","1760","102","850","1760","keep_current","","0","2"
"194","20","normal","Ordinary","Normal","70","70","0","False","656","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","70","656","660","87","660","666","keep_current","","0","-17"
"195","20","normal","Ordinary","Recovery","71","71","0","False","644","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain.asset","Campaign500NormalFullV1UnusedStrict","FlowPatch","patch_chain","71","644","660","106","836","851","keep_current","","0","-35"
"196","20","normal","Peak","Peak","125","146","21","True","1406","1470","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_62_nutation_longchain_rail_v1_rect_c80hf2_16_d3_lock_rail.asset","NutationLongChainStrict60Front300","maze_long_chain","rail_chain","125","1406","1470","135","818","840","keep_current","","0","-10"
"197","20","normal","Ordinary","Normal","70","70","0","False","652","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","70","652","660","83","648","660","keep_current","","0","-13"
"198","20","shape","Shape","Shape","101","101","0","False","751","1520","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_06_L198_headphones.asset","ShapeMaskInventory","","","101","751","1520","104","736","1520","keep_current","","0","-3"
"199","20","normal","Hard","Recovery","24","24","0","True","384","408","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_15_l021_long_normal_a_sweep_s03_slot_seedlock_section_bridge.asset","SeedV5LongChain30Front300","slot_seedlock_section_bridge","family_profile_chain","24","384","408","108","822","836","keep_current","","0","-84"
"200","20","normal","Ordinary","Normal","69","69","0","False","648","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_78_nutation_mixed_neutral_v1_rect_s20_o194_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","69","648","660","106","783","798","keep_current","","0","-37"
"201","21","hole","HoleRescue","HoleRescue","56","56","0","False","538","624","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset","","","","56","538","624","56","538","624","keep_current","","0","0"
"202","21","normal","Ordinary","Normal","71","71","0","False","656","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","71","656","660","94","707","722","keep_current","","0","-23"
"203","21","shape","Shape","Shape","101","101","0","False","832","1666","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_07_L203_microphone.asset","ShapeMaskInventory","","","101","832","1666","102","829","1666","keep_current","","0","-1"
"204","21","normal","Hard","Pressure","35","35","0","True","426","450","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor.asset","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","35","426","450","107","778","792","keep_current","","0","-72"
"205","21","normal","Ordinary","Recovery","70","70","0","False","655","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","70","655","660","109","808","819","keep_current","","0","-39"
"206","21","normal","Ordinary","Normal","74","74","0","False","646","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_04_nutation_strict_mixed_hard_v1_rect_s02_o019_v03_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","PeelHard","rail_chain","74","646","660","103","767","782","keep_current","","0","-29"
"207","21","shape","Shape","Shape","112","112","0","False","856","1444","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_11_L207_magnetvarianta_r2section.asset","ShapeMaskInventory","","","112","856","1444","114","851","1444","keep_current","","0","-2"
"208","21","normal","Hard","Pressure","27","27","0","True","365","391","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier.asset","SeedV5LongChain30Front300","slot_seedlock_gate_carrier","family_profile_chain","27","365","391","111","874","897","keep_current","","0","-84"
"209","21","normal","Peak","Peak","153","153","0","False","1218","1242","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06.asset","InitialTemplateDonorRevertReviewOnly","","","61","627","660","153","1218","1242","v8_review_donor_revert","45","92","0"
"210","21","normal","Ordinary","Normal","69","69","0","False","645","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_150_nutation_mixed_neutral_v1_rect_s26_o260_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","69","645","660","113","828","836","keep_current","","0","-44"
"211","22","normal","Ordinary","Recovery","71","71","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","71","650","660","103","798","819","keep_current","","0","-32"
"212","22","normal","Ordinary","Normal","71","71","0","False","653","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","71","653","660","85","660","665","keep_current","","0","-14"
"213","22","shape","Shape","Shape","114","114","0","False","935","1892","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_57_L213_wizardhat_dual.asset","ShapeMaskInventory","","","114","935","1892","111","931","1892","keep_current","","0","3"
"214","22","normal","Hard","Pressure","69","69","0","False","654","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","69","654","660","105","791","800","keep_current","","0","-36"
"215","22","normal","Ordinary","Normal","70","70","0","False","639","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_118_nutation_peel_v2_rect_s10_o096_v00_peelhard_curve_chain.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","curve_chain","70","639","660","90","642","648","keep_current","","0","-20"
"216","22","normal","Peak","Peak","59","65","6","True","773","816","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","59","773","816","144","863","882","keep_current","","0","-85"
"217","22","hole","HoleRescue","HoleRescue","56","56","0","False","540","616","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset","","","","56","540","616","56","540","616","keep_current","","0","0"
"218","22","shape","Shape","Shape","106","106","0","False","820","1440","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_10_L218_mailbox.asset","ShapeMaskInventory","","","106","820","1440","106","814","1440","keep_current","","0","0"
"219","22","normal","Hard","Normal","67","67","0","False","653","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","PeelHard","curve_chain","67","653","660","105","781","792","keep_current","","0","-38"
"220","22","normal","Ordinary","Normal","70","70","0","False","651","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","70","651","660","80","595","608","keep_current","","0","-10"
"221","23","normal","Hard","Recovery","58","66","8","True","845","910","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","58","845","910","126","977","990","keep_current","","0","-68"
"222","23","normal","Ordinary","Normal","71","71","0","False","653","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","71","653","660","104","765","780","keep_current","","0","-33"
"223","23","shape","Shape","Shape","103","103","0","False","805","1786","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_59_L223_magnifier_sweep.asset","ShapeMaskInventory","","","103","805","1786","102","804","1786","keep_current","","0","1"
"224","23","normal","Hard","Pressure","68","68","0","False","651","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","unknown_chain","68","651","660","108","757","770","keep_current","","0","-40"
"225","23","hole","HoleRescue","HoleRescue","57","57","0","False","527","616","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset","","","","57","527","616","57","527","616","keep_current","","0","0"
"226","23","normal","Ordinary","Normal","69","69","0","False","654","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_124_nutation_mixed_neutral_v1_rect_s11_o106_v00_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","69","654","660","105","750","770","keep_current","","0","-36"
"227","23","normal","Peak","Peak","163","163","0","False","1015","1032","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset","InitialTemplateDonorRevertReviewOnly","","","60","772","816","163","1015","1032","v8_review_donor_revert","42","103","0"
"228","23","shape","Shape","Shape","117","117","0","False","953","1764","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_08_L228_icecreamcone_r4sym.asset","ShapeMaskInventory","","","117","953","1764","109","944","1764","keep_current","","0","8"
"229","23","normal","Hard","Pressure","73","73","0","False","699","713","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_hard_chain","73","699","713","107","830","840","keep_current","","0","-34"
"230","23","normal","Ordinary","Recovery","69","69","0","False","649","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","69","649","660","101","755","770","keep_current","","0","-32"
"231","24","normal","Ordinary","Recovery","69","69","0","False","654","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","69","654","660","103","639","651","keep_current","","0","-34"
"232","24","normal","Hard","Pressure","64","67","3","True","626","660","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","64","626","660","143","872","897","keep_current","","0","-79"
"233","24","shape","Shape","Shape","112","112","0","False","961","1786","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_03_L233_trafficcone.asset","ShapeMaskInventory","","","112","961","1786","110","955","1786","keep_current","","0","2"
"234","24","normal","Ordinary","Recovery","45","45","0","False","538","540","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","Campaign500_HardGateUntil0910","FlowCurve","rail_chain","45","538","540","54","440","450","keep_current","","0","-9"
"235","24","hole","HoleRescue","HoleRescue","58","58","0","False","533","616","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset","","","","58","533","616","58","533","616","keep_current","","0","0"
"236","24","normal","Hard","Pressure","68","68","0","False","700","713","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","68","700","713","107","810","819","keep_current","","0","-39"
"237","24","normal","Ordinary","Normal","68","68","0","False","642","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","68","642","660","104","771","782","keep_current","","0","-36"
"238","24","shape","Shape","Shape","106","106","0","False","785","1428","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_04_L238_cactus.asset","ShapeMaskInventory","","","106","785","1428","106","778","1428","keep_current","","0","0"
"239","24","normal","Peak","Peak","171","171","0","False","1038","1056","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset","InitialTemplateDonorRevertReviewOnly","","","26","370","391","171","1038","1056","v8_review_donor_revert","14","145","0"
"240","24","normal","Ordinary","Recovery","69","69","0","False","646","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","Campaign500_HardGateUntil0910","PeelLight","rail_chain","69","646","660","117","711","720","keep_current","","0","-48"
"241","25","normal","Ordinary","Recovery","69","69","0","False","648","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset","Campaign500_HardGateUntil0910","PeelHard","rail_chain","69","648","660","119","949","966","keep_current","","0","-50"
"242","25","hole","HoleRescue","HoleRescue","83","83","0","False","802","896","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset","","","","83","802","896","83","802","896","keep_current","","0","0"
"243","25","shape","Shape","Shape","115","115","0","False","851","1368","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_05_L243_house.asset","ShapeMaskInventory","","","115","851","1368","120","844","1368","keep_current","","0","-5"
"244","25","normal","Ordinary","Normal","66","66","0","False","647","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","66","647","660","115","864","880","keep_current","","0","-49"
