"order","section10","category","sectionWaveRole","difficultyBucket","experienceRole","difficultyNameZh","replacementMark","finalStatus","sourcePool","productionLane","productionChainLanguage","patchKind","initialAssetPath","currentAssetPath","initialGuid","currentGuid","initialWidth","initialHeight","initialArea","initialArrowCount","initialChainCount","currentWidth","currentHeight","currentArea","currentArrowCount","currentChainCount","currentCoverage","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore"
"267","27","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","393a2e0c92c98ca40bfb2928201fdaa9","393a2e0c92c98ca40bfb2928201fdaa9","32","28","896","809","82","32","28","896","809","82","0.9029","","","",""
"268","27","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L268_boot_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset","9c3a95efacdfd3a43bb500a6bdf1a9b7","8aa78f4d0c39b3c49bdb06792013a051","34","42","1428","813","118","34","42","1428","822","95","0.5756","0.986","10","10",""
"269","27","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","685cdebfc99aa0346b4a6861e83dab1a","d95e96cef45e224419a0f0f6273aef52","28","50","1400","1378","184","17","23","391","365","22","0.9335","0.9335","9","3","0.909"
"270","27","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset","2b5a7b20737d77a41a41b2befc0d8261","2206815ea17b4d645a33ba7d3735793d","22","39","858","843","114","21","28","588","580","64","0.9864","0.986","10","5","0.912"
"271","28","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset","2603e90fe61232241a8e1c3fda64e45e","c54f4ff1485e6454ba87d5239d2d3aa3","22","32","704","693","114","22","30","660","648","66","0.9818","0.982","8","5","0.919"
"272","28","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","98d368a4400e0334f9667013baf0ee73","774c8417579e9f849aba4c7ba7a0d579","23","39","897","880","115","18","21","378","360","21","0.9524","0.9524","8","3","0.919"
"273","28","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L273_gameportal_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","2eca74f956fe68a468e08a074fc8b629","0fbb35f2e2dc0e64fa9534ad41f76e65","36","44","1584","824","113","36","44","1584","829","111","0.5234","0.983","11","8",""
"274","28","normal","Hard","Hard","Pressure","特别困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","c8068269f5fc74e459117be259b05556","6ba3a04bbdb421a4f9d0683efb1dd04d","31","35","1085","1068","131","21","28","588","573","63","0.9745","0.974","8","6","0.848"
"275","28","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","33b58ff5c91f3064b8086571755df539","6470d5c74aff5c2449fcb3f18a76d9d2","22","36","792","776","106","22","30","660","627","48","0.95","0.95","7","3","0.917"
"276","28","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedmaze_section_weave","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","2407842590ccc1c499e9726441d1b8eb","98b7a49bc2a7c184e8490c6a9932cdc7","27","45","1215","1187","201","17","23","391","369","23","0.9437","0.9437","8","3","0.93"
"277","28","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","9e73faad266f64a4987c09abb4c526bb","9e73faad266f64a4987c09abb4c526bb","26","26","676","586","61","26","26","676","586","61","0.8669","","","",""
"278","28","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L278_tree_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","3f37fc5c886d49046a74e8fe2ad69d86","e8478b5a12fab2b46a78542f60a0cc6b","36","42","1512","873","119","36","42","1512","884","116","0.5847","0.988","12","8",""
"279","28","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","6d6e2d086ef035f42b1efd0e34d721b9","8125f4204884ad340a5c95403d207872","20","39","780","766","107","20","27","540","534","54","0.9889","0.989","10","7","0.872"
"280","28","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500NormalFullV1UnusedStrict","FlowPatch","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","c7e6cf13c01a65147b0770968214114c","1d939a42ddb48664cb36ee41b19c19dc","23","35","805","791","107","20","27","540","535","54","0.9907","0.991","9","9","0.912"
"281","29","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","4cfc9e40a2e8a9e459d23dd6177f3e16","aec13838f3baaea4cb6aa1222a5dd7e7","21","37","777","759","107","23","31","713","659","43","0.9243","0.924","6","6","0.961"
"282","29","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","9834225961486c74c9c51ab0d39a3410","aaef10a8b3d55d847b743024283c818b","21","38","798","784","107","21","28","588","583","54","0.9915","0.991","10","5","0.851"
"283","29","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L283_volcano_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","ab932845ecda8de4f894ed5c4c3f1b7a","a55cb1b3da4c76845ba4540b4f8d5d5f","40","42","1680","906","119","40","42","1680","929","114","0.553","0.991","10","9",""
"284","29","normal","Hard","Hard","Pressure","特别困难","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","9fec62e8508f61346adb3ee6ba9efd21","08a6f780142c19142962ceb8f59e5b52","27","40","1080","1054","172","17","23","391","373","29","0.954","0.9540","8","5","0.925"
"285","29","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","23eed199cbf0b6b46872faed2b7da3bb","23eed199cbf0b6b46872faed2b7da3bb","24","28","672","587","62","24","28","672","587","62","0.8735","","","",""
"286","29","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","ce800802839c5fd42988d3c7b7fb343f","37244031406c31148a0310c93047db9a","22","38","836","823","107","17","22","374","349","24","0.9332","0.9332","8","2","0.904"
"287","29","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedweave_dense_support","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","b99e7a390c7fecd48bfa13b00a98a966","075836b3f3b34f3438f59fbc7b909f46","27","50","1350","1313","214","18","21","378","353","29","0.9339","0.9339","10","5","0.893"
"288","29","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L288_knighthelmet_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","8626c7ff2dc0f19409a7a637c9558b9c","d92013e750c84bd40986687b3ced0640","36","44","1584","827","120","36","44","1584","837","101","0.5284","0.988","9","9",""
"289","29","normal","Hard","Hard","Pressure","困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","FlowRail","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","fbd4146d7e59bd94bb8c56221b13e626","6fbda651b7888d64bab5c2ab6bdd7001","21","40","840","820","115","18","24","432","427","39","0.9884","0.988","9","3","0.915"
"290","29","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","84c0bfa54f1ba1f42a0b8cd71eb6cb64","5b69a6445e550cd4dadf612854d415ba","22","39","858","839","114","12","16","192","181","15","0.9427","0.9427","8","3","0.924"
"291","30","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","FlowCurve","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset","74b85562f58baec418314a049380ea62","69dc4408c31742b4fbe137341abc93d4","21","37","777","765","106","18","24","432","427","40","0.9884","0.988","9","5","0.919"
"292","30","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset","86110219364f24b49ad2563279237b6c","86110219364f24b49ad2563279237b6c","24","26","624","539","60","24","26","624","539","60","0.8638","","","",""
"293","30","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L293_potionbottle_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset","b7f960bd076dfea4e88d0c54610634e2","5b3875dae69cdcb4e96ae5ce5ad9da4a","36","47","1692","1015","118","36","47","1692","1026","128","0.6064","0.987","10","15",""
"294","30","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_155_direct_normal_rect_sweep_g3_v16.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","02e68ac2afd134e488bf1fdc3128d2ff","63dff09dc6a45cb4cad98abe1f558951","23","36","828","814","110","12","16","192","181","15","0.9427","0.9427","8","3","0.924"
"295","30","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","FlowRail","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset","2d1de8d86ab34e74889212c184aaa15c","3e466eb48d519db47b24aad386b55d26","22","37","814","805","105","18","24","432","430","38","0.9954","0.995","8","6","0.878"
"296","30","normal","Hard","Hard","Pressure","特别困难","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset","f4984af6a92d9854b93ea93e9b4b5b0d","5bc4491a89e3c8d40a98e5841172edfe","23","44","1012","997","163","13","17","221","209","17","0.9457","0.9457","9","5","0.94"
"297","30","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","a3a451431d9e6e248bba6df836b34a12","e9eda0e3b60352e42b887b0fc4fea45d","22","38","836","814","114","18","24","432","430","38","0.9954","0.995","7","4","0.866"
"298","30","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L298_rocketvarianta_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense.asset","e2ecc959fb3dbbd4f9a70a0e2c7bfed2","700a3eecb52971b49a7f393b1ba8ebc4","34","44","1496","832","123","34","44","1496","841","108","0.5622","0.985","9","10",""
"299","30","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset","d3273fca0cbfd4546b7ace4c49ccbed2","1437d7d623afe224a99085d38d138db9","29","46","1334","1315","178","12","16","192","180","15","0.9375","0.9375","8","3","0.947"
"300","30","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset","6a47ba28c58335741ad1c6f719ebda53","5226600ec8b16b642b045943faf04601","20","41","820","806","110","18","24","432","426","36","0.9861","0.986","9","3","0.89"
"301","31","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset","44cde841852e1534eac028d511a81937","44cde841852e1534eac028d511a81937","28","30","840","752","82","28","30","840","752","82","0.8952","","","",""
"302","31","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","C5V4FGapfillStrictSelected","StrictMixedChoiceClamp","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/b/c5s1_b_04_nutation_strict_mixed_choiceclamp_v1_rect_s31_o302_v03_strictmixedchoiceclamp_mixed_chain.asset","961fc1d2e0d6c5d45bcf1ee1e357bbe9","ae7b0642953060a4785fee7ab77ae6b5","20","39","780","773","102","20","39","780","766","80","0.9821","0.982","10","5","0.918"
"303","31","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L303_virtualpetkeychain_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_29_L303_virtualpetkeychain_r2dense.asset","381829532fa5b3340b076f7ee5db9211","d6d88b1b42a43f743a26b21a6a700def","34","44","1496","819","120","34","44","1496","824","103","0.5508","0.983","12","7",""
"304","31","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset","97f86af713b850f47995508e9e0edfa5","97f86af713b850f47995508e9e0edfa5","23","40","920","906","122","23","40","920","906","122","0.9848","","","",""
"305","31","normal","Hard","Hard","Pressure","特别困难","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","37de43227753b85459cfe6625012545d","f1cc87831ec50b145b3944ac2c46bf2c","25","44","1100","1078","181","25","33","825","818","82","0.9915","0.992","10","5","0.877"
"306","31","normal","Recovery","Ordinary","Recovery","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset","5a56cbdc7d078a541bbaffa356b72e25","5a56cbdc7d078a541bbaffa356b72e25","22","41","902","889","117","22","41","902","889","117","0.9856","","","",""
"307","31","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L307_pear_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_99_L307_pear_dense.asset","d9cde7677895a25429bba9dc36d25e69","b78546513f8081442ad2140a659dc216","36","47","1692","982","121","36","47","1692","985","118","0.5822","0.984","9","7",""
"308","31","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","eab1ccb3663ae3640b0e9b65dc7cd2ff","db06f090e16e07944beec50ed4a7667b","21","37","777","767","106","22","30","660","649","71","0.9833","0.983","9","5","0.891"
"309","31","normal","PeakExtreme","Peak","Pressure","极难","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","169563565f3f2b847b8cd397e880a3ba","606b78e5dee549048893ed5a5889039a","24","51","1224","1201","200","26","34","884","871","93","0.9853","0.985","10","5","0.907"
"310","31","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset","1f80c8409af375040a773a1016f0d8db","1f80c8409af375040a773a1016f0d8db","23","37","851","838","111","23","37","851","838","111","0.9847","","","",""
