campaignOrder,slotKind,idealScore,targetDifficultyTag,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
267,Normal,604.44,Normal,normal_campaign500,normal,194,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset,ideal=604|target=Normal|kind=Normal|scoreDiff=332
268,Shape,520,Hard,shape_final_with_supplement,shape,54,r2_outer_strong_005_r2_006_a401_procmask_54_long_maskproceduralvertical_38x50-transitionairshiptall,TransitionAirshipTall,Normal,337,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Vehicle,38,50,134,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_54_long_maskproceduralvertical_38x50-transitionairshiptall_20260611_111129.asset,ideal=520|target=Hard|kind=Shape|theme=Vehicle|scoreDiff=183
269,Normal,581.754,Normal,normal_campaign500,normal,285,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,Normal,273,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,39,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,ideal=582|target=Normal|kind=Normal|scoreDiff=309
270,Normal,581.992,VeryHard,normal_campaign500,normal,460,direct_advanced_15_direct_advanced_veryhard_rect_sweep_g1_v02,direct_advanced_15_direct_advanced_veryhard_rect_sweep_g1_v02,VeryHard,644,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,27,45,194,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_15_direct_advanced_veryhard_rect_sweep_g1_v02.asset,ideal=582|target=VeryHard|kind=Normal|scoreDiff=62
271,Normal,591.442,Normal,normal_campaign500,normal,327,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,Normal,262,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset,ideal=591|target=Normal|kind=Normal|scoreDiff=329
272,Normal,608.103,Normal,normal_campaign500,normal,227,direct_normal_96_direct_normal_rect_core_burst_g3_v10,direct_normal_96_direct_normal_rect_core_burst_g3_v10,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset,ideal=608|target=Normal|kind=Normal|scoreDiff=336
273,Normal,627.991,Hard,normal_campaign500,normal,351,direct_polish_clean_14_direct_polish_normal_rect_dual_zone_g1_v02,direct_polish_clean_14_direct_polish_normal_rect_dual_zone_g1_v02,Hard,474,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,22,37,134,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_14_direct_polish_normal_rect_dual_zone_g1_v02.asset,ideal=628|target=Hard|kind=Normal|scoreDiff=154
274,Normal,646.239,Normal,normal_campaign500,normal,207,r2_outer_strong_163_r2_288_a984,r2_outer_strong_163_r2_288_a984,Normal,261,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,34,102,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_163_r2_288_a984.asset,ideal=646|target=Normal|kind=Normal|scoreDiff=385
275,Shape,520,Hard,shape_final_with_supplement,shape,111,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,TransitionDistinctCrabTall,Normal,333,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Ocean,36,44,124,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,ideal=520|target=Hard|kind=Shape|theme=Ocean|scoreDiff=187
276,Normal,661.806,VeryHard,normal_campaign500,normal,453,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,VeryHard,659,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,28,46,207,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,ideal=662|target=VeryHard|kind=Normal|scoreDiff=3
277,Normal,656.032,Normal,normal_campaign500,normal,287,direct_normal_122_direct_normal_rect_section_unlock_g0_v13,direct_normal_122_direct_normal_rect_section_unlock_g0_v13,Normal,273,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,41,117,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_122_direct_normal_rect_section_unlock_g0_v13.asset,ideal=656|target=Normal|kind=Normal|scoreDiff=383
278,Normal,643.281,Hard,normal_campaign500,normal,377,r1_outer_strong_119_r1_217_a808,r1_outer_strong_119_r1_217_a808,Hard,477,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,42,135,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_119_r1_217_a808.asset,ideal=643|target=Hard|kind=Normal|scoreDiff=166
279,Normal,627.641,Normal,normal_campaign500,normal,336,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,Normal,271,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,39,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,ideal=628|target=Normal|kind=Normal|scoreDiff=357
280,Shape,520,Hard,shape_final_with_supplement,shape,23,r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall,MainAstronautMascotTall,Normal,298,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Space,30,42,111,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521.asset,ideal=520|target=Hard|kind=Shape|theme=Space|scoreDiff=222
281,Normal,606.67,Normal,normal_campaign500,normal,314,direct_normal_topup_15_direct_normal_topup_rect_quasi_symmetry_g7_v02,direct_normal_topup_15_direct_normal_topup_rect_quasi_symmetry_g7_v02,Normal,273,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,35,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_15_direct_normal_topup_rect_quasi_symmetry_g7_v02.asset,ideal=607|target=Normal|kind=Normal|scoreDiff=334
282,Shape,520,Normal,shape_final_with_supplement,shape,15,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,MainSnowmanTall,Normal,294,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Character,30,42,108,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset,ideal=520|target=Normal|kind=Shape|theme=Character|scoreDiff=226
283,Normal,618.947,Hard,normal_campaign500,normal,368,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,Hard,497,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,23,41,150,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset,ideal=619|target=Hard|kind=Normal|scoreDiff=122
284,Normal,636.357,Normal,normal_campaign500,normal,329,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,Normal,273,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,37,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09.asset,ideal=636|target=Normal|kind=Normal|scoreDiff=363
285,Hole,656.314,Hard,hole_mask_early_front,hole,67,seed_Above300_level_954_holeblock_multiseed_final,hole_prod_34x26_wide_r02_seed_Above300_level_954_20260610_140909,Hard,598,HighPressure,Spike,StartMedium,ClearBurst,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,FlowRelief,HoleBlocker,34,26,71,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_34x26_wide_r02_seed_Above300_level_954_20260610_140909.asset,ideal=656|target=Hard|kind=Hole|hole-spacing|scoreDiff=58
286,Normal,673.93,VeryHard,normal_campaign500,normal,466,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,VeryHard,648,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,27,48,205,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,ideal=674|target=VeryHard|kind=Normal|scoreDiff=26
287,Shape,520,Normal,shape_final_with_supplement,shape,121,r2_outer_strong_005_r2_006_a401_procmask_133_long_maskproceduralvertical_36x50-transitionwidelandmark17tall,TransitionWideLandmark17Tall,Normal,354,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Landmark,36,50,142,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_133_long_maskproceduralvertical_36x50-transitionwidelandmark17tall_20260611_111922.asset,ideal=520|target=Normal|kind=Shape|theme=Landmark|scoreDiff=166
288,Normal,686.971,Hard,normal_campaign500,normal,373,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,Hard,495,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,23,39,143,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01.asset,ideal=687|target=Hard|kind=Normal|scoreDiff=192
289,Normal,679.997,Normal,normal_campaign500,normal,182,direct_normal_78_direct_normal_rect_stair_push_g1_v08,direct_normal_78_direct_normal_rect_stair_push_g1_v08,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,34,101,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,ideal=680|target=Normal|kind=Normal|scoreDiff=408
290,Normal,666.541,VeryHard,normal_campaign500,normal,457,direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06,direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06,VeryHard,655,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,26,49,213,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset,ideal=667|target=VeryHard|kind=Normal|scoreDiff=12
291,Normal,650.885,Normal,normal_campaign500,normal,200,direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10,direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10,Normal,270,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10.asset,ideal=651|target=Normal|kind=Normal|scoreDiff=381
292,Normal,637.915,Normal,normal_campaign500,normal,191,direct_normal_102_direct_normal_rect_section_unlock_g4_v11,direct_normal_102_direct_normal_rect_section_unlock_g4_v11,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,37,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_102_direct_normal_rect_section_unlock_g4_v11.asset,ideal=638|target=Normal|kind=Normal|scoreDiff=366
293,Normal,631.777,Hard,normal_campaign500,normal,384,r2_outer_strong_116_r2_217_a808,r2_outer_strong_116_r2_217_a808,Hard,475,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,45,158,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_116_r2_217_a808.asset,ideal=632|target=Hard|kind=Normal|scoreDiff=157
294,Shape,520,Normal,shape_final_with_supplement,shape,87,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,TransitionMagicKnightHelmetTall,Normal,352,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Magic,36,50,141,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,ideal=520|target=Normal|kind=Shape|theme=Magic|scoreDiff=168
295,Normal,646.597,Hard,normal_campaign500,normal,359,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,Hard,492,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,21,41,137,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03.asset,ideal=647|target=Hard|kind=Normal|scoreDiff=155
296,Normal,664.667,VeryHard,normal_campaign500,normal,452,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,VeryHard,658,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,28,48,216,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,ideal=665|target=VeryHard|kind=Normal|scoreDiff=7
297,Normal,684.586,Normal,normal_campaign500,normal,178,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,Normal,260,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,39,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,ideal=685|target=Normal|kind=Normal|scoreDiff=425
298,Shape,520,Hard,shape_final_with_supplement,shape,101,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,MainDistinctMittenTall,Normal,298,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Object,28,42,109,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset,ideal=520|target=Hard|kind=Shape|theme=Object|scoreDiff=222
299,Normal,711.3,Normal,normal_campaign500,normal,228,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset,ideal=711|target=Normal|kind=Normal|scoreDiff=439
300,Normal,711.944,VeryHard,normal_campaign500,normal,474,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,VeryHard,646,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,26,50,213,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset,ideal=712|target=VeryHard|kind=Normal|scoreDiff=66
301,Normal,461.674,Flow,normal_campaign500,normal,114,nomask_04_maze_long_chain,nomask_04_maze_long_chain,Flow,122,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,17,24,51,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_04_maze_long_chain.asset,ideal=462|target=Flow|kind=Normal|scoreDiff=340
302,Normal,448.567,Hard,normal_campaign500,normal,417,composite_play_cand_133_composite_portrait150_132_composite_greedy_ab_14_identity_keep_edge120,composite_play_cand_133_composite_portrait150_132_composite_greedy_ab_14_identity_keep_edge120,Hard,448,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,28,41,127,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_133_composite_portrait150_132_composite_greedy_ab_14_identity_keep_edge120.asset,ideal=449|target=Hard|kind=Normal|scoreDiff=1
303,Normal,433.963,Normal,normal_campaign500,normal,268,direct_normal_87_direct_normal_rect_dual_zone_g2_v09,direct_normal_87_direct_normal_rect_dual_zone_g2_v09,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,109,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_87_direct_normal_rect_dual_zone_g2_v09.asset,ideal=434|target=Normal|kind=Normal|scoreDiff=162
304,Shape,422.721,Hard,shape_final_with_supplement,shape,141,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,MainMusicDrumTall,Normal,294,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Music,30,42,103,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,ideal=423|target=Hard|kind=Shape|theme=Music|scoreDiff=129
305,Normal,418.779,Normal,normal_campaign500,normal,300,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,Normal,259,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,41,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset,ideal=419|target=Normal|kind=Normal|scoreDiff=160
306,Normal,424.073,Hard,normal_campaign500,normal,431,composite_play_cand_141_composite_portrait150_032_composite_greedy_ab_03_hflip_keep_edge120,composite_play_cand_141_composite_portrait150_032_composite_greedy_ab_03_hflip_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,42,132,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_141_composite_portrait150_032_composite_greedy_ab_03_hflip_keep_edge120.asset,ideal=424|target=Hard|kind=Normal|scoreDiff=14
307,Hole,438.003,Normal,hole_mask_early_front,hole,38,r1_ab_156_above300_level_672_final_holeblock_multiseed_final,hole_prod_24x30_standard_r01_r1_ab_156_above300_level_672_final_20260610_120506,Normal,417,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,FlowRelief,HoleBlocker,24,30,63,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x30_standard_r01_r1_ab_156_above300_level_672_final_20260610_120506.asset,ideal=438|target=Normal|kind=Hole|hole-spacing|scoreDiff=21
308,Normal,457.599,VeryHard,normal_campaign500,normal,482,direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06,direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06,VeryHard,634,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,27,47,200,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06.asset,ideal=458|target=VeryHard|kind=Normal|scoreDiff=176
309,Shape,478.338,Normal,shape_final_with_supplement,shape,109,r2_outer_strong_005_r2_006_a401_procmask_111_onion_maskproceduralvertical_34x48-transitiondistinctseahorsetall,TransitionDistinctSeahorseTall,Normal,324,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Ocean,34,48,122,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_111_onion_maskproceduralvertical_34x48-transitiondistinctseahorsetall_20260611_111708.asset,ideal=478|target=Normal|kind=Shape|theme=Ocean|scoreDiff=154
310,Normal,495.383,Normal,normal_campaign500,normal,372,direct_polish_clean_11_direct_polish_normal_rect_lock_buckle_g1_v02,direct_polish_clean_11_direct_polish_normal_rect_lock_buckle_g1_v02,Hard,485,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,23,40,146,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_11_direct_polish_normal_rect_lock_buckle_g1_v02.asset,ideal=495|target=Normal|kind=Normal|scoreDiff=10
311,Normal,504.91,Flow,normal_campaign500,normal,83,nomask_06_sweep,nomask_06_sweep,Flow,122,LowPressure,Flow,StartMedium,ClearFlow,ChoiceManyGood,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,15,21,42,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_06_sweep.asset,ideal=505|target=Flow|kind=Normal|scoreDiff=383
312,Normal,505.158,Hard,normal_campaign500,normal,357,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,Hard,469,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,22,38,136,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,ideal=505|target=Hard|kind=Normal|scoreDiff=36
313,Shape,496.912,Normal,shape_final_with_supplement,shape,7,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,MainCactusTall,Normal,289,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Nature,30,42,106,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,ideal=497|target=Normal|kind=Shape|theme=Nature|scoreDiff=208
314,Normal,483.287,VeryHard,normal_campaign500,normal,451,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,VeryHard,633,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,24,44,171,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset,ideal=483|target=VeryHard|kind=Normal|scoreDiff=150
315,Normal,468.876,Normal,normal_campaign500,normal,122,r1_outer_strong_054_r1_093_a574,r1_outer_strong_054_r1_093_a574,Normal,258,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,18,30,63,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_054_r1_093_a574.asset,ideal=469|target=Normal|kind=Normal|scoreDiff=211
