campaignOrder,slotKind,templateId,experienceRole,contentSeries,unlockTag,storyBeat,idealScore,targetDifficultyTag,stageRelativeDifficultyTag,stageDifficultyScore,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
237,Normal,D-Pressure,Core,Auto,None,Auto,542.873,Hard,StageNormal,459,normal_campaign500,normal,450,composite_play_cand_049_composite_portrait150_078_composite_greedy_ab_08_hflip_keep_edge120,composite_play_cand_049_composite_portrait150_078_composite_greedy_ab_08_hflip_keep_edge120,Hard,459,LowPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,29,40,133,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_049_composite_portrait150_078_composite_greedy_ab_08_hflip_keep_edge120.asset,ideal=543|target=Hard|kind=Normal|template=D-Pressure|role=Core|scoreDiff=84
238,Normal,D-Pressure,Pressure,Auto,None,Auto,597.434,Hard,StageNormal,439,normal_campaign500,normal,448,composite_play_cand_005_composite_portrait150_006_composite_greedy_ab_00_identity_keep_edge120,composite_play_cand_005_composite_portrait150_006_composite_greedy_ab_00_identity_keep_edge120,Hard,439,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,47,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_005_composite_portrait150_006_composite_greedy_ab_00_identity_keep_edge120.asset,ideal=597|target=Hard|kind=Normal|template=D-Pressure|role=Pressure|scoreDiff=158
239,Normal,D-Pressure,Recovery,Auto,None,Auto,482.718,Normal,StageFlow,277,normal_campaign500,normal,264,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,Normal,277,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset,ideal=483|target=Normal|kind=Normal|template=D-Pressure|role=Recovery|scoreDiff=206
240,Hole,D-Pressure,MechanicSpice,HoleMechanic,None,HoleMechanic,585.121,Normal,StageNormal,415,hole_mask_early_front,hole,25,r1_ab_282_above300_level_966_final_holeblock_multiseed_final,hole_prod_22x28_standard_r01_r1_ab_282_above300_level_966_final_20260610_115547,Normal,415,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,22,28,72,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_22x28_standard_r01_r1_ab_282_above300_level_966_final_20260610_115547.asset,ideal=585|target=Normal|kind=Hole|template=D-Pressure|role=MechanicSpice|hole-spacing|scoreDiff=170
241,Normal,E-Chapter,Flow,Auto,None,Auto,583.2,Normal,StageFlow,276,normal_campaign500,normal,340,direct_normal_154_direct_normal_rect_dense_weave_g3_v16,direct_normal_154_direct_normal_rect_dense_weave_g3_v16,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,39,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_154_direct_normal_rect_dense_weave_g3_v16.asset,ideal=583|target=Normal|kind=Normal|template=E-Chapter|role=Flow|scoreDiff=307
242,Shape,E-Chapter,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,481,shape_final_with_supplement,shape,74,r2_outer_strong_005_r2_006_a401_procmask_75_onion_maskproceduralvertical_42x58-bigoceanshipwrecktall,BigOceanShipwreckTall,Hard,481,LowPressure,StopGo,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Ocean,42,58,196,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_75_onion_maskproceduralvertical_42x58-bigoceanshipwrecktall_20260611_111311.asset,ideal=520|target=Hard|kind=Shape|template=E-Chapter|role=VisualSpice|theme=Ocean|scoreDiff=39
243,Normal,E-Chapter,Observe,Auto,None,Auto,558.104,Hard,StageNormal,441,normal_campaign500,normal,392,composite_play_cand_087_composite_portrait150_007_composite_greedy_ab_00_rot180_keep_edge120,composite_play_cand_087_composite_portrait150_007_composite_greedy_ab_00_rot180_keep_edge120,Hard,441,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,42,135,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_087_composite_portrait150_007_composite_greedy_ab_00_rot180_keep_edge120.asset,ideal=558|target=Hard|kind=Normal|template=E-Chapter|role=Observe|scoreDiff=117
244,Normal,E-Chapter,Pressure,Auto,None,Auto,577.994,Hard,StageNormal,455,normal_campaign500,normal,406,composite_play_cand_034_composite_portrait150_007_composite_greedy_ab_00_hflip_keep_edge120,composite_play_cand_034_composite_portrait150_007_composite_greedy_ab_00_hflip_keep_edge120,Hard,455,LowPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,42,135,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_034_composite_portrait150_007_composite_greedy_ab_00_hflip_keep_edge120.asset,ideal=578|target=Hard|kind=Normal|template=E-Chapter|role=Pressure|scoreDiff=123
245,Normal,E-Chapter,Recovery,Auto,None,Auto,437.477,Normal,StageFlow,264,normal_campaign500,normal,242,direct_normal_10_direct_normal_rect_maze_long_chain_g0_v01,direct_normal_10_direct_normal_rect_maze_long_chain_g0_v01,Normal,264,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,41,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_10_direct_normal_rect_maze_long_chain_g0_v01.asset,ideal=437|target=Normal|kind=Normal|template=E-Chapter|role=Recovery|scoreDiff=173
246,Normal,E-Chapter,Core,Auto,None,Auto,530.027,Hard,StageNormal,445,normal_campaign500,normal,449,composite_play_cand_146_composite_portrait150_073_composite_greedy_ab_08_hflip_keep_edge120,composite_play_cand_146_composite_portrait150_073_composite_greedy_ab_08_hflip_keep_edge120,Hard,445,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,29,39,132,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_146_composite_portrait150_073_composite_greedy_ab_08_hflip_keep_edge120.asset,ideal=530|target=Hard|kind=Normal|template=E-Chapter|role=Core|scoreDiff=85
247,Shape,E-Chapter,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,472,shape_final_with_supplement,shape,128,r2_outer_strong_005_r2_006_a401_procmask_142_long_maskproceduralvertical_44x58-bigmegamonument15tall,BigMegaMonument15Tall,Hard,472,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Landmark,44,58,201,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_142_long_maskproceduralvertical_44x58-bigmegamonument15tall_20260611_112528.asset,ideal=520|target=Hard|kind=Shape|template=E-Chapter|role=VisualSpice|theme=Landmark|scoreDiff=48
248,Normal,E-Chapter,Bottleneck,Auto,None,Auto,586.816,Hard,StageNormal,452,normal_campaign500,normal,397,composite_play_cand_003_composite_portrait150_003_composite_greedy_ab_00_identity_keep_edge120,composite_play_cand_003_composite_portrait150_003_composite_greedy_ab_00_identity_keep_edge120,Hard,452,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,44,136,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_003_composite_portrait150_003_composite_greedy_ab_00_identity_keep_edge120.asset,ideal=587|target=Hard|kind=Normal|template=E-Chapter|role=Bottleneck|scoreDiff=135
249,Normal,E-Chapter,Recovery,Auto,None,Auto,476.255,Normal,StageFlow,280,normal_campaign500,normal,326,direct_normal_156_direct_normal_rect_core_burst_g3_v16,direct_normal_156_direct_normal_rect_core_burst_g3_v16,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,38,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_156_direct_normal_rect_core_burst_g3_v16.asset,ideal=476|target=Normal|kind=Normal|template=E-Chapter|role=Recovery|scoreDiff=196
250,Normal,E-Chapter,Peak,Auto,None,Auto,675.479,VeryHard,StageHard|Peak,655,normal_campaign500,normal,457,direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06,direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06,VeryHard,655,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,26,49,213,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset,ideal=675|target=VeryHard|kind=Normal|template=E-Chapter|role=Peak|scoreDiff=20
251,Normal,A-Standard,Flow,Auto,None,Auto,604.801,Normal,StageFlow,277,normal_campaign500,normal,308,direct_normal_128_direct_normal_rect_stair_push_g0_v13,direct_normal_128_direct_normal_rect_stair_push_g0_v13,Normal,277,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset,ideal=605|target=Normal|kind=Normal|template=A-Standard|role=Flow|scoreDiff=328
252,Normal,A-Standard,Observe,Auto,None,Auto,610.882,Hard,StageNormal,438,normal_campaign500,normal,431,composite_play_cand_141_composite_portrait150_032_composite_greedy_ab_03_hflip_keep_edge120,composite_play_cand_141_composite_portrait150_032_composite_greedy_ab_03_hflip_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,42,132,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_141_composite_portrait150_032_composite_greedy_ab_03_hflip_keep_edge120.asset,ideal=611|target=Hard|kind=Normal|template=A-Standard|role=Observe|scoreDiff=173
253,Shape,A-Standard,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,446,shape_final_with_supplement,shape,59,r2_outer_strong_005_r2_006_a401_procmask_59_long_maskproceduralvertical_40x58-bigcathedraltall,BigCathedralTall,Hard,446,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Magic,40,58,186,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_59_long_maskproceduralvertical_40x58-bigcathedraltall_20260611_111206.asset,ideal=520|target=Hard|kind=Shape|template=A-Standard|role=VisualSpice|theme=Magic|scoreDiff=74
254,Normal,A-Standard,Pressure,Auto,None,Auto,631.56,Hard,StageNormal,450,normal_campaign500,normal,408,composite_play_cand_111_composite_portrait150_010_composite_greedy_ab_01_identity_keep_edge120,composite_play_cand_111_composite_portrait150_010_composite_greedy_ab_01_identity_keep_edge120,Hard,450,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,32,46,151,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_111_composite_portrait150_010_composite_greedy_ab_01_identity_keep_edge120.asset,ideal=632|target=Hard|kind=Normal|template=A-Standard|role=Pressure|scoreDiff=182
255,Normal,A-Standard,Recovery,Auto,None,Auto,486.266,Normal,StageFlow,277,normal_campaign500,normal,195,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Normal,277,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,36,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,ideal=486|target=Normal|kind=Normal|template=A-Standard|role=Recovery|scoreDiff=209
256,Normal,A-Standard,Core,Auto,None,Auto,566.545,Hard,StageNormal,442,normal_campaign500,normal,440,composite_play_cand_161_composite_portrait150_032_composite_greedy_ab_03_vflip_keep_edge120,composite_play_cand_161_composite_portrait150_032_composite_greedy_ab_03_vflip_keep_edge120,Hard,442,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,42,133,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_161_composite_portrait150_032_composite_greedy_ab_03_vflip_keep_edge120.asset,ideal=567|target=Hard|kind=Normal|template=A-Standard|role=Core|scoreDiff=125
257,Shape,A-Standard,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,506,shape_final_with_supplement,shape,133,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,BigGrove04Tall,Hard,506,LowPressure,StopGo,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Nature,40,60,207,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,ideal=520|target=Hard|kind=Shape|template=A-Standard|role=VisualSpice|theme=Nature|scoreDiff=14
258,Normal,A-Standard,Bottleneck,Auto,None,Auto,590.909,Hard,StageNormal,446,normal_campaign500,normal,444,composite_play_cand_178_composite_portrait150_134_composite_greedy_ab_14_vflip_keep_edge120,composite_play_cand_178_composite_portrait150_134_composite_greedy_ab_14_vflip_keep_edge120,Hard,446,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,44,131,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_178_composite_portrait150_134_composite_greedy_ab_14_vflip_keep_edge120.asset,ideal=591|target=Hard|kind=Normal|template=A-Standard|role=Bottleneck|scoreDiff=145
259,Normal,A-Standard,Recovery,Auto,None,Auto,469.092,Normal,StageFlow,264,normal_campaign500,normal,298,direct_normal_55_direct_normal_rect_sweep_g5_v06,direct_normal_55_direct_normal_rect_sweep_g5_v06,Normal,264,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,36,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,ideal=469|target=Normal|kind=Normal|template=A-Standard|role=Recovery|scoreDiff=205
260,Normal,A-Standard,Peak,Auto,None,Auto,664.918,VeryHard,StageHard|Peak,658,normal_campaign500,normal,452,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,VeryHard,658,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,28,48,216,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,ideal=665|target=VeryHard|kind=Normal|template=A-Standard|role=Peak|scoreDiff=7
261,Normal,B-Recovery,Flow,Auto,None,Auto,599.633,Normal,StageFlow,274,normal_campaign500,normal,201,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,Normal,274,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,ideal=600|target=Normal|kind=Normal|template=B-Recovery|role=Flow|scoreDiff=326
262,Hole,B-Recovery,MechanicSpice,HoleMechanic,None,HoleMechanic,618.418,Normal,StageNormal,414,hole_mask_early_front,hole,27,r1_ab_178_above300_level_716_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_l2_added55_rotation_vflip_holeblock_multiseed_final,hole_prod_24x26_standard_r01_r1_ab_178_above300_level_716_final_take_refi_20260610_115751,Normal,414,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,24,26,69,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x26_standard_r01_r1_ab_178_above300_level_716_final_take_refi_20260610_115751.asset,ideal=618|target=Normal|kind=Hole|template=B-Recovery|role=MechanicSpice|hole-spacing|scoreDiff=204
263,Normal,B-Recovery,Pressure,Auto,None,Auto,666.707,Hard,StageNormal,438,normal_campaign500,normal,432,composite_play_cand_116_composite_portrait150_032_composite_greedy_ab_03_identity_keep_edge120,composite_play_cand_116_composite_portrait150_032_composite_greedy_ab_03_identity_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,42,132,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_116_composite_portrait150_032_composite_greedy_ab_03_identity_keep_edge120.asset,ideal=667|target=Hard|kind=Normal|template=B-Recovery|role=Pressure|scoreDiff=229
264,Shape,B-Recovery,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,458,shape_final_with_supplement,shape,129,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,BigCarrier04Tall,Hard,458,LowPressure,StopGo,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Vehicle,42,60,186,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,ideal=520|target=Hard|kind=Shape|template=B-Recovery|role=VisualSpice|theme=Vehicle|scoreDiff=62
265,Normal,B-Recovery,Recovery,Auto,None,Auto,536.917,Normal,StageFlow,276,normal_campaign500,normal,216,direct_normal_26_direct_normal_rect_core_burst_g2_v03,direct_normal_26_direct_normal_rect_core_burst_g2_v03,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,39,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset,ideal=537|target=Normal|kind=Normal|template=B-Recovery|role=Recovery|scoreDiff=261
266,Normal,B-Recovery,Core,Auto,None,Auto,619.959,Hard,StageNormal,466,normal_campaign500,normal,350,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,Hard,466,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,127,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,ideal=620|target=Hard|kind=Normal|template=B-Recovery|role=Core|scoreDiff=154
267,Normal,B-Recovery,Bottleneck,Auto,None,Auto,639.44,Hard,StageNormal,442,normal_campaign500,normal,441,composite_play_cand_182_composite_portrait150_032_composite_greedy_ab_03_rot180_keep_edge120,composite_play_cand_182_composite_portrait150_032_composite_greedy_ab_03_rot180_keep_edge120,Hard,442,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,42,133,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_182_composite_portrait150_032_composite_greedy_ab_03_rot180_keep_edge120.asset,ideal=639|target=Hard|kind=Normal|template=B-Recovery|role=Bottleneck|scoreDiff=197
268,Normal,B-Recovery,Normal,Auto,None,Auto,590.206,Hard,StageNormal,446,normal_campaign500,normal,447,composite_play_cand_200_composite_portrait150_134_composite_greedy_ab_14_rot180_keep_edge120,composite_play_cand_200_composite_portrait150_134_composite_greedy_ab_14_rot180_keep_edge120,Hard,446,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,44,131,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_200_composite_portrait150_134_composite_greedy_ab_14_rot180_keep_edge120.asset,ideal=590|target=Hard|kind=Normal|template=B-Recovery|role=Normal|scoreDiff=144
269,Normal,B-Recovery,Recovery,Auto,None,Auto,486.754,Normal,StageFlow,261,normal_campaign500,normal,251,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,Normal,261,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,35,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,ideal=487|target=Normal|kind=Normal|template=B-Recovery|role=Recovery|scoreDiff=226
270,Normal,B-Recovery,Peak,Auto,None,Auto,666.992,VeryHard,StageHard|Peak,654,normal_campaign500,normal,456,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,VeryHard,654,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,26,44,186,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,ideal=667|target=VeryHard|kind=Normal|template=B-Recovery|role=Peak|scoreDiff=13
271,Normal,C-Visual,Flow,Auto,None,Auto,591.442,Normal,StageFlow,263,normal_campaign500,normal,239,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,Normal,263,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,ideal=591|target=Normal|kind=Normal|template=C-Visual|role=Flow|scoreDiff=328
272,Normal,C-Visual,Observe,Auto,None,Auto,608.103,Hard,StageNormal,472,normal_campaign500,normal,371,direct_normal_136_direct_normal_rect_core_burst_g1_v14,direct_normal_136_direct_normal_rect_core_burst_g1_v14,Hard,472,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,41,126,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,ideal=608|target=Hard|kind=Normal|template=C-Visual|role=Observe|scoreDiff=136
273,Shape,C-Visual,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,456,shape_final_with_supplement,shape,125,r2_outer_strong_005_r2_006_a401_procmask_138_long_maskproceduralvertical_44x58-bigmegamonument03tall,BigMegaMonument03Tall,Hard,456,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Landmark,44,58,195,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_138_long_maskproceduralvertical_44x58-bigmegamonument03tall_20260611_112022.asset,ideal=520|target=Hard|kind=Shape|template=C-Visual|role=VisualSpice|theme=Landmark|scoreDiff=64
274,Normal,C-Visual,Normal,Auto,None,Auto,646.239,Hard,StageNormal,444,normal_campaign500,normal,388,composite_play_cand_085_composite_portrait150_003_composite_greedy_ab_00_rot180_keep_edge120,composite_play_cand_085_composite_portrait150_003_composite_greedy_ab_00_rot180_keep_edge120,Hard,444,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,44,136,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_085_composite_portrait150_003_composite_greedy_ab_00_rot180_keep_edge120.asset,ideal=646|target=Hard|kind=Normal|template=C-Visual|role=Normal|scoreDiff=202
275,Normal,C-Visual,Pressure,Auto,None,Auto,693.429,Hard,StageNormal,469,normal_campaign500,normal,360,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,Hard,469,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,126,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,ideal=693|target=Hard|kind=Normal|template=C-Visual|role=Pressure|scoreDiff=224
276,Normal,C-Visual,Recovery,Auto,None,Auto,566.806,Normal,StageFlow,260,normal_campaign500,normal,281,direct_normal_35_direct_normal_rect_sweep_g3_v04,direct_normal_35_direct_normal_rect_sweep_g3_v04,Normal,260,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_35_direct_normal_rect_sweep_g3_v04.asset,ideal=567|target=Normal|kind=Normal|template=C-Visual|role=Recovery|scoreDiff=307
