"pool","order","sourcePack","levelId","assetName","theme","subtheme","shapeRole","difficultyBand","maskName","maskWidth","maskHeight","maskArea","maskCoverage","maskFill","width","height","chains","arrowTiles","blockTiles","boardFill","playableFill","assetArrowCoverage","initialMovable","targetDifficultyScore","generationSeed","maskGuid","assetPath"
"shape_final_with_supplement","82","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_84_long_maskproceduralvertical_34x48-transitionmagicopenbooktall","procmask_84_long_maskproceduralvertical_34x48-transitionmagicopenbooktall_20260611_111357","Magic","academy","object","transition","TransitionMagicOpenBookTall","34","48","1118","0.685","0.977","34","48","141","1092","0","0.669","0.669","0.96","0","974","1676258","24705d8b900fbb1479651e587a80e189","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_84_long_maskproceduralvertical_34x48-transitionmagicopenbooktall_20260611_111357.asset"
"shape_final_with_supplement","83","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_85_onion_maskproceduralvertical_34x48-transitionmagiccrystalballtall","procmask_85_onion_maskproceduralvertical_34x48-transitionmagiccrystalballtall_20260611_111358","Magic","alchemy","object","transition","TransitionMagicCrystalBallTall","34","48","1048","0.642","0.981","34","48","148","1028","0","0.63","0.63","0.96","0","974","680603","4bcccf005f9125743b1024fe4ec88c9c","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_85_onion_maskproceduralvertical_34x48-transitionmagiccrystalballtall_20260611_111358.asset"
"shape_final_with_supplement","84","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall","procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402","Magic","alchemy","object","transition","TransitionMagicCauldronTall","36","48","1006","0.582","0.976","36","48","139","982","0","0.568","0.568","0.96","0","974","688596","5ccd855822f9a874189ecce64228c25a","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset"
"shape_final_with_supplement","85","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall","procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404","Magic","alchemy","object","transition","TransitionMagicBroomTall","34","50","889","0.523","0.972","34","50","118","864","0","0.508","0.508","0.96","0","974","696643","c051c20af4a901f42922411f13107733","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset"
"shape_final_with_supplement","86","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_88_long_maskproceduralvertical_36x50-transitionmagicportaltall","procmask_88_long_maskproceduralvertical_36x50-transitionmagicportaltall_20260611_111408","Magic","fantasy-architecture","landmark","transition","TransitionMagicPortalTall","36","50","1250","0.694","0.982","36","50","152","1227","0","0.682","0.682","0.96","0","974","1708210","4e5a8d798a5588548bb44a377b8abb4b","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_88_long_maskproceduralvertical_36x50-transitionmagicportaltall_20260611_111408.asset"
"shape_final_with_supplement","87","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall","procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411","Magic","adventure-relic","object","transition","TransitionMagicKnightHelmetTall","36","50","1118","0.621","0.988","36","50","141","1105","0","0.614","0.614","0.96","0","974","1716129","2f0864297abf2194281c8b728189e9af","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset"
"shape_final_with_supplement","88","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_90_onion_maskproceduralvertical_40x56-bigmagicdragonclawtall","procmask_90_onion_maskproceduralvertical_40x56-bigmagicdragonclawtall_20260611_111414","Magic","creature","creature","big","BigMagicDragonClawTall","40","56","1290","0.576","0.978","40","56","180","1261","0","0.563","0.563","0.96","0","974","721228","1ac23ec21171c704997e7373d4123116","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_90_onion_maskproceduralvertical_40x56-bigmagicdragonclawtall_20260611_111414.asset"
"shape_final_with_supplement","89","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_91_long_maskproceduralvertical_40x58-bigmagictowerdoortall","procmask_91_long_maskproceduralvertical_40x58-bigmagictowerdoortall_20260611_111420","Magic","fantasy-architecture","landmark","big","BigMagicTowerDoorTall","40","58","1519","0.655","0.978","40","58","180","1485","0","0.64","0.64","0.96","0","974","1732923","90ebe2663bc353242a537fadc8eebe2a","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_91_long_maskproceduralvertical_40x58-bigmagictowerdoortall_20260611_111420.asset"
"shape_final_with_supplement","90","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall","procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431","Symbol","letters-symbols","symbol","main","MainDistinctCrescentTall","28","42","650","0.553","0.98","28","42","90","637","0","0.542","0.542","0.96","0","974","735208","0171cd7176697dc47a99a8a1943c8ab5","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset"
"shape_final_with_supplement","91","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_93_long_maskproceduralvertical_30x42-maindistinctmagnettall","procmask_93_long_maskproceduralvertical_30x42-maindistinctmagnettall_20260611_111446","Object","tools-items","object","main","MainDistinctMagnetTall","30","42","796","0.632","0.989","30","42","97","787","0","0.625","0.625","0.96","0","974","1746775","70101fe1ee264cd419e13c0a9186a455","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_93_long_maskproceduralvertical_30x42-maindistinctmagnettall_20260611_111446.asset"
"shape_final_with_supplement","92","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_qd_94_onion_maskproceduralvertical_28x42-maindistinctquestiontall","procmask_qd_94_onion_maskproceduralvertical_28x42-maindistinctquestiontall_20260611_115650","Symbol","letters-symbols","symbol","main","MainDistinctQuestionTall","28","42","663","0.564","0.976","28","42","86","647","0","0.55","0.55","0.96","0","974","751046","363b60611319a87439c4546d5fcf20bd","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_qd_94_onion_maskproceduralvertical_28x42-maindistinctquestiontall_20260611_115650.asset"
"shape_final_with_supplement","93","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall","procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451","Music","stage","object","main","MainDistinctMusicNoteTall","28","42","671","0.571","0.981","28","42","92","658","0","0.56","0.56","0.96","0","974","758965","3a65622a47bd75d4c801a8c555f6d5aa","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset"
"shape_final_with_supplement","94","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_96_onion_maskproceduralvertical_30x42-maindistinctpuzzletall","procmask_96_onion_maskproceduralvertical_30x42-maindistinctpuzzletall_20260611_111452","Symbol","letters-symbols","symbol","main","MainDistinctPuzzleTall","30","42","661","0.525","0.988","30","42","87","653","0","0.518","0.518","0.96","0","974","766958","dc80c187e1546784a802fad45f7f9af8","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_96_onion_maskproceduralvertical_30x42-maindistinctpuzzletall_20260611_111452.asset"
"shape_final_with_supplement","95","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall","procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455","Magic","creature","creature","main","MainDistinctGhostTall","30","42","970","0.770","0.975","30","42","109","946","0","0.751","0.751","0.96","0","974","1778451","e3697dc57b29bf240953aca0161d7287","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset"
"shape_final_with_supplement","96","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall","procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458","Ocean","sea-creature","creature","main","MainDistinctOctopusTall","32","44","942","0.669","0.989","32","44","119","932","0","0.662","0.662","0.96","0","974","1786646","ec287e624668a694297d28884a217a7e","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset"
"shape_final_with_supplement","97","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall","procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall_20260611_111459","Ocean","sea-creature","creature","main","MainDistinctJellyfishTall","30","44","830","0.629","0.984","30","44","96","817","0","0.619","0.619","0.96","0","974","1794491","151113fad6f071845afe1df9adede36b","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall_20260611_111459.asset"
"shape_final_with_supplement","98","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_100_long_maskproceduralvertical_30x44-maindistinctsnaketall","procmask_100_long_maskproceduralvertical_30x44-maindistinctsnaketall_20260611_111507","Nature","plants-creatures","creature","main","MainDistinctSnakeTall","30","44","688","0.521","0.988","30","44","91","680","0","0.515","0.515","0.96","0","974","1802410","6be00eab0fe825b4cb7b60446057ad29","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_100_long_maskproceduralvertical_30x44-maindistinctsnaketall_20260611_111507.asset"
"shape_final_with_supplement","99","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_101_long_maskproceduralvertical_30x42-maindistinctsnailtall","procmask_101_long_maskproceduralvertical_30x42-maindistinctsnailtall_20260611_111509","Nature","plants-creatures","creature","main","MainDistinctSnailTall","30","42","769","0.610","0.98","30","42","97","754","0","0.598","0.598","0.96","0","974","1810127","716e372ad51b9ad4b9491b0e1465aee3","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_101_long_maskproceduralvertical_30x42-maindistinctsnailtall_20260611_111509.asset"
"shape_final_with_supplement","100","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall","procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall_20260611_111510","Object","tools-items","object","main","MainDistinctBootTall","28","42","660","0.561","0.986","28","42","100","651","0","0.554","0.554","0.96","0","974","814398","14c3243b05f4db346af7f46df570e159","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall_20260611_111510.asset"
"shape_final_with_supplement","101","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall","procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515","Object","tools-items","object","main","MainDistinctMittenTall","28","42","784","0.667","0.978","28","42","109","767","0","0.652","0.652","0.96","0","974","822317","f9ec5e45dc805d845b1f771a512aaf35","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset"
"shape_final_with_supplement","102","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall","procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517","Object","tools-items","object","main","MainDistinctPlugTall","30","42","728","0.578","0.986","30","42","105","718","0","0.57","0.57","0.96","0","974","830310","b4f253d2a74af6e43b8d8567abd3dbe2","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset"
"shape_final_with_supplement","103","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall","procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520","Object","tools-items","object","main","MainDistinctToothTall","28","42","826","0.702","0.982","28","42","91","811","0","0.69","0.69","0.96","0","974","1841729","ea9d8f8021237464b82f1f91fd2c1edf","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset"
"shape_final_with_supplement","104","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall","procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall_20260611_111521","Symbol","letters-symbols","symbol","main","MainDistinctLetterMTall","30","42","762","0.605","0.982","30","42","100","748","0","0.594","0.594","0.96","0","974","846148","41a3c43b1e729634284e3e67e3969295","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall_20260611_111521.asset"
"shape_final_with_supplement","105","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_107_onion_maskproceduralvertical_30x42-maindistinctletterxtall","procmask_107_onion_maskproceduralvertical_30x42-maindistinctletterxtall_20260611_111549","Symbol","letters-symbols","symbol","main","MainDistinctLetterXTall","30","42","632","0.502","0.991","30","42","85","626","0","0.497","0.497","0.96","0","974","854067","d90a678e61dae1d48a3073aeb9b23546","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_107_onion_maskproceduralvertical_30x42-maindistinctletterxtall_20260611_111549.asset"
"shape_final_with_supplement","106","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall","procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702","Symbol","letters-symbols","symbol","main","MainDistinctDigit2Tall","28","42","656","0.558","0.985","28","42","93","646","0","0.549","0.549","0.96","0","974","861912","2a6fa7e4cb3517f478f594e1c664c31e","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702.asset"
"shape_final_with_supplement","107","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall","procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610","Symbol","letters-symbols","symbol","main","MainDistinctDigit5Tall","28","42","615","0.523","0.984","28","42","90","605","0","0.514","0.514","0.96","0","974","869831","6da6cf1660ac9bc4e92ac108bdcf5e16","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset"
"shape_final_with_supplement","108","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall","procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640","Object","tools-items","object","transition","TransitionDistinctScissorsTall","34","46","784","0.501","0.977","34","46","108","766","0","0.49","0.49","0.96","0","974","878376","b7775765113ed314db419646cd0c9967","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset"
"shape_final_with_supplement","109","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_111_onion_maskproceduralvertical_34x48-transitiondistinctseahorsetall","procmask_111_onion_maskproceduralvertical_34x48-transitiondistinctseahorsetall_20260611_111708","Ocean","sea-creature","creature","transition","TransitionDistinctSeahorseTall","34","48","866","0.531","0.979","34","48","122","848","0","0.52","0.52","0.96","0","974","886497","abc45b5efd924d74aadd7a5893531f45","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_111_onion_maskproceduralvertical_34x48-transitiondistinctseahorsetall_20260611_111708.asset"
"shape_final_with_supplement","110","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_112_onion_maskproceduralvertical_36x48-transitiondistinctscorpiontall","procmask_112_onion_maskproceduralvertical_36x48-transitiondistinctscorpiontall_20260611_111713","Nature","plants-creatures","creature","transition","TransitionDistinctScorpionTall","36","48","964","0.558","0.979","36","48","133","944","0","0.546","0.546","0.96","0","974","894490","7620a957268c2b74d9bea54526fa1883","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_112_onion_maskproceduralvertical_36x48-transitiondistinctscorpiontall_20260611_111713.asset"
"shape_final_with_supplement","111","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall","procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724","Ocean","sea-creature","creature","transition","TransitionDistinctCrabTall","36","44","846","0.534","0.975","36","44","124","825","0","0.521","0.521","0.96","0","974","902005","7a1ea44c622e52149ba379343ba0f028","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset"
"shape_final_with_supplement","112","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall","procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757","Nature","plants-creatures","creature","transition","TransitionDistinctButterflyTall","36","44","1090","0.688","0.988","36","44","167","1077","0","0.68","0.68","0.96","0","974","909924","a4b15634318db8a4d8342d1354974e35","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset"
"shape_final_with_supplement","113","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_115_onion_maskproceduralvertical_34x48-transitiondistinctchessknighttall","procmask_115_onion_maskproceduralvertical_34x48-transitiondistinctchessknighttall_20260611_111800","Magic","adventure-relic","object","transition","TransitionDistinctChessKnightTall","34","48","792","0.485","0.976","34","48","109","773","0","0.474","0.474","0.96","0","974","918173","b67342099b5eaae49b91c8ac2e4e7acf","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_115_onion_maskproceduralvertical_34x48-transitiondistinctchessknighttall_20260611_111800.asset"
"shape_final_with_supplement","114","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall","procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall_20260611_111813","Nature","plants-creatures","natural","main","MainLeaf03Tall","32","42","780","0.580","0.976","32","42","84","761","0","0.566","0.566","0.96","0","974","1944824","a7de158a5eefe644e9f1c517e615b5b0","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall_20260611_111813.asset"
"shape_final_with_supplement","115","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_119_onion_maskproceduralvertical_28x44-mainleaf04tall","procmask_119_onion_maskproceduralvertical_28x44-mainleaf04tall_20260611_111814","Nature","plants-creatures","natural","main","MainLeaf04Tall","28","44","697","0.566","0.984","28","44","99","686","0","0.557","0.557","0.96","0","974","949223","723633fd5a94a5748805cd6f3ee7f806","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_119_onion_maskproceduralvertical_28x44-mainleaf04tall_20260611_111814.asset"
"shape_final_with_supplement","116","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_122_onion_maskproceduralvertical_30x44-mainleaf08tall","procmask_122_onion_maskproceduralvertical_30x44-mainleaf08tall_20260611_111825","Nature","plants-creatures","natural","main","MainLeaf08Tall","30","44","739","0.560","0.982","30","44","98","726","0","0.55","0.55","0.96","0","974","973054","79bbb07f40f665147b935d41a61dab54","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_122_onion_maskproceduralvertical_30x44-mainleaf08tall_20260611_111825.asset"
"shape_final_with_supplement","117","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall","procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall_20260611_111828","Nature","plants-creatures","natural","main","MainLeaf09Tall","32","42","747","0.556","0.98","32","42","90","732","0","0.545","0.545","0.96","0","974","1984419","424a0b9bb5551914899911b11f34bb87","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall_20260611_111828.asset"
"shape_final_with_supplement","118","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall","procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830","Landmark","architecture","landmark","transition","TransitionWideLandmark01Tall","34","50","904","0.532","0.976","34","50","119","882","0","0.519","0.519","0.96","0","974","997565","4e6f813ee7e6ffc439968ff5dddeda6b","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830.asset"
"shape_final_with_supplement","119","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall","procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840","Landmark","architecture","landmark","transition","TransitionWideLandmark05Tall","36","50","1176","0.653","0.98","36","50","134","1153","0","0.641","0.641","0.96","0","974","2024970","22b7e20286847744e863cce97d3424b1","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset"
"shape_final_with_supplement","120","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall","procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853","Landmark","architecture","landmark","transition","TransitionWideLandmark06Tall","38","52","1109","0.561","0.976","38","52","131","1082","0","0.548","0.548","0.96","0","974","2033165","ec7014f84b8187b488a5bbeaa51bfc9e","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset"
