"pool","order","bucket","type","score","levelId","width","height","chains","coverage","outer1","openers","avgChoices","unlockBursts","dependencyBlocks","family","qualityFlags","sourcePackTags","assetPath"
"normal_campaign500","291","normal","section","148","r2_outer_strong_126_r2_232_a845","29","30","110","0.968","0.982","19","5.65","23","480","r2:232","edge-short-heavy","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_126_r2_232_a845.asset"
"normal_campaign500","292","normal","dense","147.9","direct_normal_topup_35_direct_normal_topup_rect_dense_weave_g10_v05","22","36","104","0.982","0.991","17","8.91","19","450","direct_normal:dense_weave:g10","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_35_direct_normal_topup_rect_dense_weave_g10_v05.asset"
"normal_campaign500","293","normal","section","147.6","direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08","21","38","106","0.982","0.982","20","10.19","21","579","direct_normal:dual_zone:g7","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset"
"normal_campaign500","294","normal","section","147.3","direct_normal_88_direct_normal_rect_stair_push_g2_v09","22","36","108","0.981","0.973","19","8.13","22","506","direct_normal:stair_push:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_88_direct_normal_rect_stair_push_g2_v09.asset"
"normal_campaign500","295","normal","section","147.2","direct_normal_58_direct_normal_rect_stair_push_g5_v06","23","37","111","0.985","0.983","19","6.87","23","604","direct_normal:stair_push:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset"
"normal_campaign500","296","normal","section","147.2","direct_normal_72_direct_normal_rect_section_unlock_g1_v08","21","37","104","0.979","0.982","25","9.63","21","402","direct_normal:section_unlock:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_72_direct_normal_rect_section_unlock_g1_v08.asset"
"normal_campaign500","297","normal","section","147","direct_normal_12_direct_normal_rect_section_unlock_g1_v02","23","39","111","0.974","0.983","18","8.79","24","596","direct_normal:section_unlock:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset"
"normal_campaign500","298","normal","sweep","146.9","direct_normal_55_direct_normal_rect_sweep_g5_v06","21","36","104","0.991","1","18","8.23","22","521","direct_normal:sweep:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset"
"normal_campaign500","299","normal","section","146.6","direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03","23","34","106","0.987","1","18","8.48","22","546","direct_normal:stair_push:g8","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset"
"normal_campaign500","300","normal","dense","146.5","direct_normal_101_direct_normal_rect_outer_shell_g4_v11","22","41","112","0.983","0.992","22","7.91","23","528","asset:direct_normal_101_direct_normal_","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset"
"normal_campaign500","301","normal","lock","146.4","direct_normal_103_direct_normal_rect_lock_buckle_g4_v11","22","40","113","0.984","0.983","19","7.61","20","644","direct_normal:lock_buckle:g4","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_103_direct_normal_rect_lock_buckle_g4_v11.asset"
"normal_campaign500","302","normal","section","146","direct_normal_topup_45_direct_normal_topup_rect_dual_zone_g11_v06","23","35","104","0.985","1","20","8.55","23","449","direct_normal:dual_zone:g11","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_45_direct_normal_topup_rect_dual_zone_g11_v06.asset"
"normal_campaign500","303","normal","section","145.9","direct_normal_67_direct_normal_rect_dual_zone_g0_v07","22","36","107","0.982","0.991","17","8.27","21","567","direct_normal:dual_zone:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset"
"normal_campaign500","304","normal","sweep","145.8","direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07","21","38","108","0.98","0.991","20","7.82","21","584","direct_normal:sweep:g6","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07.asset"
"normal_campaign500","305","normal","section","145.8","direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15","22","38","113","0.99","1","24","7.97","23","472","direct_normal:quasi_symmetry:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset"
"normal_campaign500","306","normal","section","145.6","direct_normal_topup_57_direct_normal_topup_rect_section_unlock_g7_v08","21","36","104","0.984","1","19","8.81","22","465","direct_normal:section_unlock:g7","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_57_direct_normal_topup_rect_section_unlock_g7_v08.asset"
"normal_campaign500","307","normal","section","145.1","direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07","22","35","106","0.979","1","20","10.05","19","577","direct_normal:section_unlock:g6","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07.asset"
"normal_campaign500","308","normal","section","144.6","direct_normal_128_direct_normal_rect_stair_push_g0_v13","22","38","114","0.974","0.966","16","8.97","27","441","direct_normal:stair_push:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset"
"normal_campaign500","309","normal","maze","144.3","direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14","23","40","118","0.987","1","17","9.56","26","596","direct_normal:maze_long_chain:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset"
"normal_campaign500","310","normal","lock","144.2","direct_normal_31_direct_normal_rect_outer_shell_g3_v04","23","40","115","0.985","1","16","8.71","27","621","asset:direct_normal_31_direct_normal_r","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_31_direct_normal_rect_outer_shell_g3_v04.asset"
"normal_campaign500","311","normal","maze","144","r1_outer_strong_102_r1_194_a753","33","39","108","0.973","1","10","4.17","22","621","r1:194","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_102_r1_194_a753.asset"
"normal_campaign500","312","normal","lock","144","direct_normal_73_direct_normal_rect_lock_buckle_g1_v08","23","40","118","0.982","1","12","8.01","25","603","direct_normal:lock_buckle:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_73_direct_normal_rect_lock_buckle_g1_v08.asset"
"normal_campaign500","313","normal","section","143.9","direct_normal_28_direct_normal_rect_stair_push_g2_v03","20","38","101","0.982","0.982","18","9.58","26","507","direct_normal:stair_push:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset"
"normal_campaign500","314","normal","section","143.8","direct_normal_topup_15_direct_normal_topup_rect_quasi_symmetry_g7_v02","21","35","103","0.981","0.991","17","9.61","17","479","direct_normal:quasi_symmetry:g7","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_15_direct_normal_topup_rect_quasi_symmetry_g7_v02.asset"
"normal_campaign500","315","normal","section","143.7","direct_normal_42_direct_normal_rect_section_unlock_g4_v05","22","38","108","0.983","0.974","22","10","22","504","direct_normal:section_unlock:g4","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset"
"normal_campaign500","316","normal","sweep","143.6","direct_normal_155_direct_normal_rect_sweep_g3_v16","23","36","110","0.983","0.982","16","9.12","22","504","direct_normal:sweep:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_155_direct_normal_rect_sweep_g3_v16.asset"
"normal_campaign500","317","normal","maze","143.4","direct_normal_40_direct_normal_rect_maze_long_chain_g3_v04","21","40","109","0.983","0.983","17","6.88","23","617","direct_normal:maze_long_chain:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_40_direct_normal_rect_maze_long_chain_g3_v04.asset"
"normal_campaign500","318","normal","maze","143.4","r1_ab_194_above300_level_753_final","33","39","108","0.968","0.957","9","4.13","22","621","seed:753","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_194_above300_level_753_final.asset"
"normal_campaign500","319","normal","dense","143.4","r1_outer_strong_120_r1_218_a809","27","31","102","0.974","0.973","16","6.52","19","408","r1:218","edge-short-heavy","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_120_r1_218_a809.asset"
"normal_campaign500","320","normal","lock","142.9","direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01","23","34","103","0.981","0.973","23","8.34","19","515","direct_normal:core_burst:g6","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset"
"normal_campaign500","321","normal","section","142.7","direct_polish_clean_16_direct_polish_normal_rect_quasi_symmetry_g1_v02","20","37","114","0.981","0.991","19","11.95","26","463","direct_polish:quasi_symmetry:g1","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_16_direct_polish_normal_rect_quasi_symmetry_g1_v02.asset"
"normal_campaign500","322","normal","maze","142.5","r1_outer_strong_048_r1_086_a557","23","33","104","0.966","0.991","12","7.75","22","425","r1:086","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_048_r1_086_a557.asset"
"normal_campaign500","323","normal","section","142","r1_ab_106_above300_level_599_final","31","33","89","0.975","0.952","9","3.52","19","389","seed:599","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_106_above300_level_599_final.asset"
"normal_campaign500","324","normal","section","141.9","direct_normal_topup_77_direct_normal_topup_rect_dual_zone_g9_v10","23","40","119","0.982","1","14","8.66","23","609","direct_normal:dual_zone:g9","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_77_direct_normal_topup_rect_dual_zone_g9_v10.asset"
"normal_campaign500","325","normal","sweep","141.9","direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10","22","41","116","0.983","0.984","17","8.53","22","675","direct_normal:sweep:g9","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset"
"normal_campaign500","326","normal","lock","141.8","direct_normal_156_direct_normal_rect_core_burst_g3_v16","21","38","107","0.981","0.982","25","10.85","18","514","direct_normal:core_burst:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_156_direct_normal_rect_core_burst_g3_v16.asset"
"normal_campaign500","327","normal","dense","141.7","direct_normal_151_direct_normal_rect_outer_shell_g3_v16","23","37","110","0.986","1","23","8.17","23","525","asset:direct_normal_151_direct_normal_","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset"
"normal_campaign500","328","normal","section","141.6","direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01","20","36","112","0.974","1","20","10.15","20","438","direct_polish:section_unlock:g0","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset"
"normal_campaign500","329","normal","section","141.1","direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09","20","37","104","0.98","1","17","10.46","23","441","direct_normal:section_unlock:g8","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09.asset"
"normal_campaign500","330","normal","section","140.9","direct_normal_59_direct_normal_rect_quasi_symmetry_g5_v06","21","40","104","0.98","1","13","7.88","23","422","direct_normal:quasi_symmetry:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_59_direct_normal_rect_quasi_symmetry_g5_v06.asset"
"normal_campaign500","331","normal","dense","140.8","direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01","22","38","108","0.974","0.991","21","12.45","21","409","direct_normal:dense_weave:g6","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset"
"normal_campaign500","332","normal","section","140.4","direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01","20","36","117","0.988","0.991","25","10.47","24","487","direct_polish:dual_zone:g0","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset"
"normal_campaign500","333","normal","section","140.3","direct_normal_92_direct_normal_rect_section_unlock_g3_v10","23","34","102","0.983","0.982","17","9.04","16","395","direct_normal:section_unlock:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_92_direct_normal_rect_section_unlock_g3_v10.asset"
"normal_campaign500","334","normal","section","140.2","direct_normal_68_direct_normal_rect_stair_push_g0_v07","20","39","101","0.976","0.947","20","10.98","16","380","direct_normal:stair_push:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_68_direct_normal_rect_stair_push_g0_v07.asset"
"normal_campaign500","335","normal","lock","140.1","direct_normal_143_direct_normal_rect_lock_buckle_g2_v15","22","41","115","0.973","0.967","24","9.64","23","576","direct_normal:lock_buckle:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset"
"normal_campaign500","336","normal","lock","140.1","direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09","21","39","104","0.979","0.983","18","10.39","21","447","direct_normal:lock_buckle:g8","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset"
"normal_campaign500","337","normal","dense","139.5","direct_normal_44_direct_normal_rect_dense_weave_g4_v05","22","37","102","0.985","0.991","18","7.65","21","451","direct_normal:dense_weave:g4","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_44_direct_normal_rect_dense_weave_g4_v05.asset"
"normal_campaign500","338","normal","maze","139.1","direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09","22","36","106","0.982","0.982","20","10.48","23","405","direct_normal:maze_long_chain:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset"
"normal_campaign500","339","normal","dense","138.9","r2_outer_strong_005_r2_006_a401","25","33","118","0.96","0.982","20","7.53","24","487","r2:006","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_005_r2_006_a401.asset"
"normal_campaign500","340","normal","dense","138.7","direct_normal_154_direct_normal_rect_dense_weave_g3_v16","21","39","114","0.984","1","16","12.04","24","499","direct_normal:dense_weave:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_154_direct_normal_rect_dense_weave_g3_v16.asset"
"normal_campaign500","341","hard","section","179.2","direct_normal_157_direct_normal_rect_dual_zone_g3_v16","23","41","120","0.98","1","15","6.15","27","631","direct_normal:dual_zone:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_157_direct_normal_rect_dual_zone_g3_v16.asset"
"normal_campaign500","342","hard","section","170.8","direct_normal_117_direct_normal_rect_dual_zone_g5_v12","23","40","124","0.989","0.992","24","7.13","23","631","direct_normal:dual_zone:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_117_direct_normal_rect_dual_zone_g5_v12.asset"
"normal_campaign500","343","hard","dense","166.4","direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02","23","40","151","0.979","0.992","12","7.48","34","862","direct_polish:dense_weave:g5","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset"
"normal_campaign500","344","hard","dense","165.3","direct_normal_topup_59_direct_normal_topup_rect_dense_weave_g7_v08","23","40","121","0.983","0.984","19","7.17","27","568","direct_normal:dense_weave:g7","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_59_direct_normal_topup_rect_dense_weave_g7_v08.asset"
"normal_campaign500","345","hard","section","165.3","direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01","23","40","145","0.978","0.992","15","7.88","27","784","direct_polish:section_unlock:g4","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset"
"normal_campaign500","346","hard","section","164.9","direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03","24","43","165","0.98","1","16","7.25","35","1201","direct_polish:stair_push:g6","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset"
"normal_campaign500","347","hard","maze","163.1","direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02","22","37","129","0.974","0.982","13","8.55","26","593","direct_polish:maze_long_chain:g1","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset"
"normal_campaign500","348","hard","section","162.4","direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02","23","40","147","0.985","0.967","18","8.84","31","844","direct_polish:stair_push:g1","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02.asset"
"normal_campaign500","349","hard","lock","160.1","direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02","21","40","135","0.974","0.992","14","13.61","35","688","direct_polish:core_burst:g1","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset"
"normal_campaign500","350","hard","dense","159.4","direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01","22","36","127","0.982","1","19","9.58","26","543","direct_polish:dense_weave:g0","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset"
"normal_campaign500","351","hard","section","158.6","direct_polish_clean_14_direct_polish_normal_rect_dual_zone_g1_v02","22","37","134","0.99","0.991","20","10.69","28","604","direct_polish:dual_zone:g1","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_14_direct_polish_normal_rect_dual_zone_g1_v02.asset"
"normal_campaign500","352","hard","section","158.5","direct_polish_clean_10_direct_polish_normal_rect_section_unlock_g1_v02","22","37","126","0.977","0.991","18","7.56","30","616","direct_polish:section_unlock:g1","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_10_direct_polish_normal_rect_section_unlock_g1_v02.asset"
"normal_campaign500","353","hard","sweep","158.1","direct_normal_75_direct_normal_rect_sweep_g1_v08","23","40","120","0.979","0.975","20","7.76","27","573","direct_normal:sweep:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_75_direct_normal_rect_sweep_g1_v08.asset"
"normal_campaign500","354","hard","sweep","157.4","direct_normal_115_direct_normal_rect_sweep_g5_v12","23","42","120","0.979","0.952","15","11.94","30","517","direct_normal:sweep:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_115_direct_normal_rect_sweep_g5_v12.asset"
"normal_campaign500","355","hard","section","157.2","direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03","20","38","120","0.978","0.991","21","12.86","22","564","direct_polish:dual_zone:g2","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset"
"normal_campaign500","356","hard","sweep","156.9","direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01","23","39","137","0.979","0.992","17","8.78","32","658","direct_polish:sweep:g0","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset"
"normal_campaign500","357","hard","dense","156.8","direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03","22","38","136","0.982","0.991","20","10.6","24","569","direct_polish:dense_weave:g2","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset"
"normal_campaign500","358","hard","section","155.5","direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01","24","42","159","0.978","1","13","7.09","35","964","direct_polish:quasi_symmetry:g4","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset"
"normal_campaign500","359","hard","lock","155","direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03","21","41","137","0.976","0.992","17","8.25","24","604","direct_polish:lock_buckle:g2","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03.asset"
"normal_campaign500","360","hard","section","154.3","direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01","22","36","126","0.985","0.973","23","11.7","24","519","direct_polish:quasi_symmetry:g0","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset"
"normal_campaign500","361","hard","section","154.2","direct_normal_138_direct_normal_rect_stair_push_g1_v14","23","40","122","0.985","0.984","25","9.33","24","598","direct_normal:stair_push:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset"
"normal_campaign500","362","hard","lock","154","direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02","24","43","164","0.979","0.977","24","9.84","33","804","direct_polish:core_burst:g5","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset"
"normal_campaign500","363","hard","maze","153.9","direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02","24","42","160","0.974","0.977","18","11.21","30","725","direct_polish:maze_long_chain:g5","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02.asset"
"normal_campaign500","364","hard","section","153.3","r1_outer_strong_164_r1_283_a969","30","36","126","0.974","0.977","15","5.76","25","719","r1:283","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_164_r1_283_a969.asset"
"normal_campaign500","365","hard","lock","153","direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01","24","43","163","0.984","0.992","22","8.24","35","920","direct_polish:lock_buckle:g4","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset"
"normal_campaign500","366","hard","section","152.5","direct_polish_hard_23_direct_polish_hard_rect_dual_zone_g6_v03","23","40","146","0.975","0.959","23","11.51","29","676","direct_polish:dual_zone:g6","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_23_direct_polish_hard_rect_dual_zone_g6_v03.asset"
"normal_campaign500","367","hard","sweep","152","direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02","21","40","139","0.986","0.983","18","9.12","26","786","direct_polish:sweep:g1","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02.asset"
"normal_campaign500","368","hard","lock","151.1","direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03","23","41","150","0.981","0.992","19","10.51","35","685","direct_polish:core_burst:g2","ok","direct_polish_clean_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset"
"normal_campaign500","369","hard","dense","150.5","r1_ab_217_above300_level_808_final","31","42","135","0.973","0.965","9","4.49","32","832","seed:808","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_217_above300_level_808_final.asset"
