order,experienceRole,oldLevelId,newLevelId,newAssetPath,sourcePool,gateClass,sourceClass,sourceOrder,style,chain,band,coverage,maxChoices,local,near,sts,collapse,copyRequired,sourceRoot
136,Peak,c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1,c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,169,,rail_chain,Peak,0.982,10,4,3,0.937,0.086,False,
137,Normal,campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain,campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,neutral,395,,mixed_chain,NormalNeutral,0.984,9,5,3,0.87,0.217,False,
139,Recovery,direct_normal_68_direct_normal_rect_stair_push_g0_v07,campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,neutral,464,,mixed_chain,NormalNeutral,0.982,9,7,2,0.869,0.246,False,
140,Normal,c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain,c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,neutral,495,,mixed_chain,NormalNeutral,0.989,10,5,3,0.868,0.141,False,
141,Recovery,direct_normal_35_direct_normal_rect_sweep_g3_v04,campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,neutral,457,,mixed_chain,NormalNeutral,0.982,9,7,5,0.824,0.238,False,
144,Pressure,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,179,,rail_chain,Peak,0.982,9,7,4,0.879,0.209,False,
145,Recovery,campaign500_normal_early_plus_v1_topup_fastlane1_16_nutation_flow_rail_v1_rect_s15_o145_v00_flowrail_patch_chain,campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,neutral,481,,mixed_chain,NormalNeutral,0.994,10,7,5,0.863,0.226,False,
146,Normal,campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain,c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,light_peel,424,,curve_chain,NormalPeelLight,0.985,8,6,5,0.869,0.192,False,
148,Pressure,c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1,campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain.asset,Campaign500NormalFullV1UnusedStrict,CampaignStrictSupplementFront300,peel_hard,432,peel_mid,rail_chain,Hard,0.99,9,5,5,0.811,0.201,False,
149,Peak,c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain,c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,166,,,,0.983,10,6,4,0.916,0.093,False,
150,Normal,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,light_peel,439,,rail_chain,NormalPeelLight,0.988,9,6,5,0.836,0.236,False,
152,Normal,c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1,c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset,Campaign500NormalFullV1UnusedStrict,CampaignStrictSupplementFront300,light_peel,446,peel_light,curve_chain,NormalPeelLight,0.98,8,8,5,0.841,0.228,False,
154,Pressure,nutation_longchain_candidate80_holefix_s3_v1_20_nutation_longchain_spine_v1_rect_c80hf3_05_d1_section_spine,c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,216,,mixed_chain,Peak,0.993,9,5,5,0.85,0.247,False,
155,Normal,campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain,c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,light_peel,402,,curve_chain,NormalPeelLight,0.965,10,5,4,0.866,0.109,False,
156,Peak,direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04,c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,140,,curve_chain,Hard,0.985,10,6,3,0.87,0.189,False,
157,Recovery,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset,Campaign500NormalFullV1UnusedStrict,CampaignStrictSupplementFront300,flow,254,flow_continuous,rail_chain,NormalFlow,0.991,8,7,7,0.845,0.218,False,
159,Normal,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,light_peel,411,,rail_chain,NormalPeelLight,0.979,10,5,5,0.832,0.245,False,
160,Normal,c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain,c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,light_peel,476,,rail_chain,NormalPeelLight,0.985,10,5,2,0.903,0.152,False,
161,Recovery,campaign500_normal_full_v1_s14_s26_38_nutation_flow_rail_v1_rect_s17_o161_v01_flowrail_rail_chain,campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset,Campaign500NormalFullV1UnusedStrict,CampaignStrictSupplementFront300,flow,202,flow_continuous,patch_chain,NormalFlow,0.991,9,9,4,0.912,0.159,False,
162,Normal,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,light_peel,455,,rail_chain,NormalPeelLight,0.986,10,4,4,0.84,0.249,False,
164,Pressure,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,245,,mixed_chain,Peak,0.992,9,6,6,0.853,0.177,False,
165,Recovery,campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain,campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,flow,357,,patch_chain,NormalFlow,0.989,8,5,5,0.911,0.19,False,
166,Normal,c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1,c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,light_peel,496,,rail_chain,NormalPeelLight,0.983,10,3,2,0.897,0.187,False,
169,Pressure,c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain,c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,384,,rail_chain,Hard,0.987,8,3,3,0.918,0.142,False,
170,Recovery,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,flow,471,,curve_chain,NormalFlow,0.993,9,3,3,0.919,0.047,False,
171,Recovery,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,flow,386,,curve_chain,NormalFlow,0.975,8,5,4,0.833,0.274,False,
172,Pressure,c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1,c5nep_w10smh_25_nutation_strict_mixed_hard_v1_rect_s27_o264_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_25_nutation_strict_mixed_hard_v1_rect_s27_o264_v00_strictmixedhard_mixed_chain.asset,Campaign500NormalFullV1UnusedStrict,CampaignStrictSupplementFront300,peel_hard,264,peel_mid,rail_chain,Hard,0.983,10,8,2,0.846,0.191,False,
174,Recovery,campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain,campaign500_normal_full_v1_s01_s13_77_nutation_mixed_neutral_v1_rect_s07_o062_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_77_nutation_mixed_neutral_v1_rect_s07_o062_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,flow,31,,curve_chain,NormalFlow,0.981,6,4,4,0.864,0.147,False,
175,Normal,c5nep_w2fr_08_nutation_flow_rail_v1_rect_s18_o175_v01_flowrail_patch_chain,c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,light_peel,482,,curve_chain,NormalPeelLight,0.988,10,6,4,0.852,0.218,False,
176,Pressure,direct_normal_16_direct_normal_rect_core_burst_g1_v02,c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,365,,mixed_chain,Peak,0.982,8,5,5,0.831,0.264,False,
179,Peak,c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain,c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,199,,curve_chain,Hard,0.989,10,5,3,0.88,0.191,False,
180,Recovery,direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07,campaign500_normal_full_v1_s01_s13_15_nutation_flow_rail_v1_rect_s02_o011_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_15_nutation_flow_rail_v1_rect_s02_o011_v02_flowrail_rail_chain.asset,Campaign500NormalFullV1UnusedStrict,CampaignStrictSupplementFront300,flow,11,flow_continuous,rail_chain,NormalFlow,0.988,7,3,3,0.809,0.051,False,
181,Recovery,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,nutation_hub_mixed_v1_strict30_refill_23_s06_r03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_23_s06_r03.asset,HubMixedRefill30Front300,HubMixedRefillLocal9SupplementFront300,hub,,hub_spoke,mixed_chain,,0.955,10,6,5,0.825,0.276,False,
182,Normal,c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1,c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,394,,rail_chain,Hard,0.981,8,5,3,0.872,0.177,False,
185,Pressure,nutation_longchain_candidate80_holefix_v1_08_nutation_longchain_spine_v1_rect_c80hf_02_d1_maze_spine,c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,329,,mixed_chain,Peak,0.983,9,5,3,0.936,0.104,False,
186,Recovery,campaign500_normal_full_v1_s14_s26_64_nutation_mixed_neutral_v1_rect_s19_o186_v00_neutralmixed_mixed_chain,nutation_hub_mixed_v1_strict30_refill_19_s05_r03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_19_s05_r03.asset,HubMixedRefill30Front300,HubMixedRefillLocal9SupplementFront300,hub,,hub_spoke,mixed_chain,,0.957,11,6,5,0.827,0.278,False,
188,Normal,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12c/c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,287,,mixed_chain,Peak,0.988,9,7,4,0.848,0.208,False,
189,Pressure,nutation_longchain_candidate80_holefix_s2_v1_14_nutation_longchain_rail_v1_rect_c80hf2_04_d1_core_rail,campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,75,,curve_chain,Hard,0.987,9,5,3,0.854,0.225,False,
190,Normal,direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07,nutation_hub_mixed_v1_strict30_refill_20_s05_r04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_20_s05_r04.asset,HubMixedRefill30Front300,HubMixedRefillLocal9SupplementFront300,hub,,hub_spoke,mixed_chain,,0.962,11,6,5,0.824,0.28,False,
191,Normal,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,227,,mixed_chain,Peak,0.982,10,4,3,0.884,0.139,False,
194,Normal,campaign500_normal_full_v1_s14_s26_78_nutation_mixed_neutral_v1_rect_s20_o194_v02_neutralmixed_mixed_chain,c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain.asset,Campaign500NormalFullV1UnusedStrict,CampaignStrictSupplementFront300,peel_hard,412,peel_mid,rail_chain,Hard,0.988,10,5,3,0.814,0.254,False,
195,Recovery,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,65,,rail_chain,Peak,0.982,9,4,4,0.82,0.221,False,
196,Peak,c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1,c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,209,,mixed_chain,Peak,0.988,10,6,6,0.833,0.244,False,
197,Normal,campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain,campaign500_normal_full_v1_s27_s38_108_nutation_pressure_peak_v1_rect_s35_o347_v02_pressurepeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_108_nutation_pressure_peak_v1_rect_s35_o347_v02_pressurepeak_mixed_chain.asset,Campaign500NormalFullV1UnusedStrict,CampaignStrictSupplementFront300,peel_hard,347,psg_pressure_peak,mixed_chain,Peak,0.985,10,5,4,0.816,0.26,False,
199,Recovery,c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain,campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,336,,mixed_chain,Peak,0.981,9,4,3,0.858,0.24,False,
200,Normal,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,236,,rail_chain,Hard,0.989,10,6,3,0.846,0.211,False,
202,Normal,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,c5nep_w11b_04_nutation_strict_mixed_hard_v1_rect_s02_o019_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_04_nutation_strict_mixed_hard_v1_rect_s02_o019_v03_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,19,,rail_chain,Peak,0.979,9,5,5,0.894,0.129,False,
204,Pressure,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.924,6,6,5,0.961,0.037,False,
