"order","oldLevelId","newLevelId","oldAssetPath","newAssetPath","copiedAssetPath","oldGuid","newGuid","oldChains","newChains","oldMaxChainLength","newMaxChainLength","newCategory","newType","newRelativeDifficulty","newSlotRole","newStatus","newFlags","newShapeId","newShapeNameZh"
"263","r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall","r2_outer_strong_005_r2_006_a401_maskonlyb05_04_main_cherries","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L263_cherries_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L263_r2_outer_strong_005_r2_006_a401_maskonlyb05_04_mai.asset","a25285a1f0294134c8537e77929ab15a","20f630b834763d14696163561a091522","115","116","17","13","shape","shape_toolui","Novelty","Shape","Green","None","cherries","樱桃"
"268","r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall","r2_outer_strong_005_r2_006_a401_maskonlyb05_02_main_boot","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L268_boot_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L268_r2_outer_strong_005_r2_006_a401_maskonlyb05_02_mai.asset","c0c55dfcea247d14db42c3df02d66cc0","9c3a95efacdfd3a43bb500a6bdf1a9b7","118","118","13","13","shape","shape_magic","Novelty","Shape","Green","None","boot","靴子"
"269","direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03","direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L269_direct_diff120_136_direct_diff_veryhard_dag_unlock.asset","1ae395954c7efb74c90f064efdea10cc","685cdebfc99aa0346b4a6861e83dab1a","203","184","10","13","normal","lock","RelativeExtreme","Peak","Green","None","",""
"272","direct_normal_96_direct_normal_rect_core_burst_g3_v10","direct_normal_33_direct_normal_rect_lock_buckle_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L272_direct_normal_33_direct_normal_rect_lock_buckle_g3.asset","a28d4ede9a47a7e40b588b08933cd199","98d368a4400e0334f9667013baf0ee73","111","115","13","13","normal","lock","Normal","Normal","Green","None","",""
"273","r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall","r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L273_gameportal_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L273_r2_outer_strong_005_r2_006_a401_maskonlyb07_10_mai.asset","623d32e70f7d06e4684a5030f7499945","2eca74f956fe68a468e08a074fc8b629","114","113","13","13","shape","shape_toolui","Novelty","Shape","Green","None","gameportal","游戏传送门"
"274","direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02","direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L274_direct_diff120_95_direct_diff_hard_near_square_sta.asset","e00f827fbdbb4ed41915a88db9e590df","c8068269f5fc74e459117be259b05556","110","131","13","13","normal","section","Hard","Pressure","Green","None","",""
"278","r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall","r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L278_tree_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L278_r2_outer_strong_005_r2_006_a401_maskonlyb04_02_mai.asset","4635725d610f7d642a9b0f39a174c51c","3f37fc5c886d49046a74e8fe2ad69d86","119","119","17","13","shape","shape_ocean","Novelty","Shape","Green","None","tree","树"
"283","r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall","r2_outer_strong_005_r2_006_a401_maskonlyb08_02_main_volcano","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L283_volcano_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L283_r2_outer_strong_005_r2_006_a401_maskonlyb08_02_mai.asset","70f955ce008de374aa4ef4266237ae88","ab932845ecda8de4f894ed5c4c3f1b7a","118","119","17","13","shape","shape_toolui","Novelty","Shape","Green","None","volcano","火山"
"284","direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03","direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L284_direct_pure_topup_07_22_direct_polish_hard_pure_re.asset","c6d5b89a54825744195bac53d18e45d6","9fec62e8508f61346adb3ee6ba9efd21","167","172","10","10","normal","lock","Hard","Pressure","Green","None","",""
"287","direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02","direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L287_direct_advanced_35_direct_advanced_veryhard_rect_c.asset","b00b853178bb3b547bd6ef3ef5fb48d9","b99e7a390c7fecd48bfa13b00a98a966","280","214","10","10","normal","lock","RelativeExtreme","Peak","Yellow","GrindyLowClear","",""
"288","r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall","r2_outer_strong_005_r2_006_a401_maskonlyb07_02_main_knighthelmet","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L288_knighthelmet_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L288_r2_outer_strong_005_r2_006_a401_maskonlyb07_02_mai.asset","7171320f1c101704b9d44d6270f6e1dd","8626c7ff2dc0f19409a7a637c9558b9c","118","120","13","13","shape","shape_ocean","Novelty","Shape","Green","None","knighthelmet","骑士头盔"
"292","hole_candidate_040_std_26x26_section","hole_candidate_028_std_24x26_section","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_040_std_26x26_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L292_hole_candidate_028_std_24x26_section.asset","8789f302d045934419dd8a737e6eb069","86110219364f24b49ad2563279237b6c","62","60","22","20","hole","hole_rescue","Mechanic","HoleRescue","Green","BottleneckHeavy","",""
"293","r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall","r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L293_potionbottle_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L293_r2_outer_strong_005_r2_006_a401_maskonlyb02_04_lar.asset","d3e8ad6e891448b4aa1ee629df2f0131","b7f960bd076dfea4e88d0c54610634e2","119","118","13","17","shape","shape_landmark","Novelty","Shape","Green","None","potionbottle","药水瓶"
"298","r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall","r2_outer_strong_005_r2_006_a401_maskonlyb09_10_main_rocketvarianta","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L298_rocketvarianta_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L298_r2_outer_strong_005_r2_006_a401_maskonlyb09_10_mai.asset","18979b6dcbee3bd4db1c3933d89beb31","e2ecc959fb3dbbd4f9a70a0e2c7bfed2","122","123","17","13","shape","shape_magic","Novelty","Shape","Green","None","rocketvarianta","火箭"
"299","direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01","direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L299_direct_diff120_138_direct_diff_veryhard_room_gate_.asset","dedd7b837bfc70f45bf8db67a0e3f603","d3273fca0cbfd4546b7ace4c49ccbed2","318","178","10","13","normal","lock","RelativeExtreme","Peak","Green","None","",""
"301","hole_highchain_014_hc_34x28_shell_a","hole_highchain_extra_012_hc2_28x30_lock_a","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_014_hc_34x28_shell_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L301_hole_highchain_extra_012_hc2_28x30_lock_a.asset","ca9db8258556b4a40bd67789d35fa7c7","44cde841852e1534eac028d511a81937","87","82","22","19","hole","hole_rescue","Mechanic","HoleRescue","Yellow","GrindyLowClear","",""
"303","r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall","r2_outer_strong_005_r2_006_a401_maskonlyb06_08_main_virtualpetkeychain","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L303_virtualpetkeychain_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L303_r2_outer_strong_005_r2_006_a401_maskonlyb06_08_mai.asset","b216a40d50a7b0449814d81c936a1317","381829532fa5b3340b076f7ee5db9211","120","120","13","13","shape","shape_landmark","Novelty","Shape","Green","None","virtualpetkeychain","电子宠物钥匙扣"
"306","direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03","direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L306_direct_diff120_101_direct_diff_hard_long_spine_sna.asset","009668b7217e3eb41bf2e80bce62ee65","5a56cbdc7d078a541bbaffa356b72e25","108","117","13","13","normal","maze","Recovery","Recovery","Green","None","",""
"307","r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall","r2_outer_strong_005_r2_006_a401_maskonlyb05_13_large_pear","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L307_pear_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L307_r2_outer_strong_005_r2_006_a401_maskonlyb05_13_lar.asset","43b073be5ab353e4d8163a158ee1795d","d9cde7677895a25429bba9dc36d25e69","122","121","13","17","shape","shape_ocean","Novelty","Shape","Green","BottleneckHeavy","pear","梨"
"313","r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall","r2_outer_strong_005_r2_006_a401_maskonlyb02_02_main_apple","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L313_apple_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L313_r2_outer_strong_005_r2_006_a401_maskonlyb02_02_mai.asset","0bb9059d9cba2014089fdfe0407d94b1","4902d777a26095e469cc2335208c3bc1","121","121","13","13","shape","shape_music","Novelty","Shape","Green","None","apple","苹果"
"316","direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02","direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L316_direct_advanced_18_direct_advanced_veryhard_rect_d.asset","9378e8197e114ae43bddd889c14a002d","df73e8d56d5439748aad10ab18bf774c","318","233","10","10","normal","section","RelativeExtreme","Peak","Green","None","",""
"318","r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall","r2_outer_strong_005_r2_006_a401_maskonlyb04_10_main_flame","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L318_flame_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L318_r2_outer_strong_005_r2_006_a401_maskonlyb04_10_mai.asset","1193911d074b421498b4035dbb6ac8e3","d24f455ca963c7b49b9172bcf84ea2c2","126","125","13","13","shape","shape_character","Novelty","Shape","Green","None","flame","火焰"
"323","r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall","r2_outer_strong_005_r2_006_a401_maskonlyb02_06_main_hotairballoon","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L323_hotairballoon_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L323_r2_outer_strong_005_r2_006_a401_maskonlyb02_06_mai.asset","a09a8c637fe4b9549b203392a0d2041d","229ad98aee68c37429cee4835b6b4817","124","124","13","12","shape","shape_ocean","Novelty","Shape","Green","None","hotairballoon","热气球"
"324","direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04","direct_diff120_130_direct_diff_veryhard_room_gate_four_pockets_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_130_direct_diff_veryhard_room_gate_four_pockets_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L324_direct_diff120_130_direct_diff_veryhard_room_gate_.asset","b7d920328e729a547a11dd7b62f26332","d0e88229f174256479e1f02098c2dd46","186","174","10","13","normal","section","Hard","Pressure","Green","None","",""
"327","r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall","r2_outer_strong_005_r2_006_a401_maskonlyb01_04_large_compass","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L327_compass_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L327_r2_outer_strong_005_r2_006_a401_maskonlyb01_04_lar.asset","0c794bc3c37b91e49bc4a7fa7abcbc74","c2f8e461971d14b4cb690ac06c35c397","131","130","17","17","shape","shape_landmark","Novelty","Shape","Green","None","compass","指南针"
"329","direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01","direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L329_direct_advanced_17_direct_advanced_veryhard_rect_l.asset","666d20e69bc9a5543989a3ed503439dd","1ae395954c7efb74c90f064efdea10cc","263","203","10","10","normal","lock","RelativeExtreme","Peak","Yellow","GrindyLowClear","",""
"333","r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall","r2_outer_strong_005_r2_006_a401_maskonlyb04_13_large_leaf","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L333_leaf_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L333_r2_outer_strong_005_r2_006_a401_maskonlyb04_13_lar.asset","9633565e20f8a3443885cffe53b337d7","7bd9dfc9115486b41a3c55a3fa03130a","131","130","17","17","shape","shape_ocean","Novelty","Shape","Green","None","leaf","叶子"
"335","hole_highchain_extra_003_hc2_32x28_lock_a","hole_candidate_094_wide_32x30_section","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_003_hc2_32x28_lock_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L335_hole_candidate_094_wide_32x30_section.asset","be60656886b4da342a5a9575bbe5e986","2521b12dd00780c4bbd9aa93066f1f8e","89","80","21","22","hole","hole_rescue","Mechanic","HoleRescue","Yellow","BottleneckHeavy|GrindyLowClear","",""
"338","r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall","r2_outer_strong_005_r2_006_a401_maskonlyb04_18_large_television","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L338_maskonlyb04_18_large_television_20260615_154709.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L338_r2_outer_strong_005_r2_006_a401_maskonlyb04_18_lar.asset","773a077434d52d9449b5ea05448f3989","0206938d7949f674ea34c8350294f389","134","136","17","17","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","television","电视"
"343","r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall","r2_outer_strong_005_r2_006_a401_maskonlyb07_07_main_skeletonskull","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L343_r2_outer_strong_005_r2_006_a401_maskonlyb07_07_mai.asset","757526b7d94c15b418820722098e71f2","910acf4dcd7d81b468afaab5fa86cf22","135","135","17","13","shape","shape_art","Novelty","Shape","Green","None","skeletonskull","骷髅头"
"344","direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03","direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L344_direct_diff120_146_direct_diff_veryhard_room_gate_.asset","5e44d3a21c5828e42b09720d41006712","7df918b5cd03b1a4ca8189749af16f7a","286","170","10","13","normal","section","Hard","Pressure","Yellow","StartFakeWide","",""
"348","r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall","r2_outer_strong_005_r2_006_a401_maskonlyb05_05_large_donut","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L348_maskonlyb05_05_large_donut_20260615_190517.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L348_r2_outer_strong_005_r2_006_a401_maskonlyb05_05_lar.asset","e03000d0d1469e44fa8b65c4f28563fc","b370070eb42982648ad56b7f33d505dd","132","133","17","17","shape","shape_landmark","Novelty","Shape","Green","None","donut","甜甜圈"
"349","direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01","direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L349_direct_advanced_47_direct_advanced_veryhard_rect_s.asset","38c40f38f78ce664093ac020db1cd7b1","f5beebc0425a06d49918e88dd060f674","347","213","11","10","normal","maze","Hard","Pressure","Green","None","",""
"351","hole_candidate_080_wide_30x26_dual","hole_candidate_078_wide_30x26_lock","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_080_wide_30x26_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L351_hole_candidate_078_wide_30x26_lock.asset","83f43cff0278e734792b13025704177c","527f600a128a5b24384d787af1a44a16","70","72","22","22","hole","hole_rescue","Mechanic","HoleRescue","Green","None","",""
"353","r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall","r2_outer_strong_005_r2_006_a401_maskonlyb07_09_large_slimecrown","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L353_maskonlyb07_09_large_slimecrown_20260615_225229.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L353_r2_outer_strong_005_r2_006_a401_maskonlyb07_09_lar.asset","8f2301193301d0f46879090ebab39e31","4ee2ab9c1871ae34ba9237e70fd00451","141","128","17","17","shape","shape_magic","Novelty","Shape","Green","BottleneckHeavy","slimecrown","史莱姆皇冠"
"358","r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall","r2_outer_strong_005_r2_006_a401_maskonlyb01_09_large_clover","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L358_clover_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L358_r2_outer_strong_005_r2_006_a401_maskonlyb01_09_lar.asset","cce724a822446bc498e7d1d3a0ba2189","a0a841227bb53a3439303f97d52eaa38","137","131","13","17","shape","shape_ocean","Novelty","Shape","Yellow","GrindyLowClear","clover","四叶草"
