packLabel,packPath,indexInPack,campaignOrder,status,leakScore,hardeningBudget,flags,recommendedOperators,levelId,assetPath,bucket,type,relativeDifficulty,slotRole,width,height,chains,arrowTiles,blockTiles,boardFill,playableFill,avgChainLength,maxChainLength,greedySolved,greedySteps,tuningDifficultyScore,initialClearableChains,openingChoices,openingGoodMoves,openingGoodMoveRatio,avgChoices,maxChoices,earlyAvgChoices,earlyMaxChoices,bottleneckRatio,forcedMoveRatio,avgClearPerMove,avgNewUnlocksPerMove,largestUnlockBurst,choiceWaveStdDev,averageStepsToNextUnlock,dependencyDepthProxy,directOuterExits,directClearableOuterExits,directOuterExitRatio,directClearableOuterExitRatio,longRayOuterExits,edgeShortChains,edgeShortDirectOuterExits,boundaryStraightOuterExits,earlyEntropyClass,entropyCurve,details
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,251,251,Ok,246,0,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,hole_candidate_047_std_28x24_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_047_std_28x24_shell.asset,normal,hole_rescue,Mechanic,HoleRescue,28,24,59,590,72,0.878,0.983,10,22,True,59,791,8,8,4,0.5,9.508,16,11.1,15,0.407,0.034,10,0.864,4,4.28,1.784,1.784,8,8,0.136,0.136,0,2,1,1,front_loaded_flat,8>11>11>10>12>11>10>11>12>15>14>13>15>14>13>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,252,252,LowLeak,406,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06.asset,hard,lock,Hard,Pressure,24,38,147,894,0,0.98,0.98,6.082,10,True,147,1090,20,20,7,0.35,6.748,20,16.6,20,0.306,0.041,6.082,0.864,5,4.406,1.638,1.638,20,20,0.136,0.136,0,0,0,6,front_loaded_flat,20>19>18>17>17>16>16>15>14>14>16>17>16>17>16>16>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,253,253,MediumLeak,494,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb04_12_main_gear,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L253_gear_main.asset,normal,shape_space,Novelty,Shape,38,38,117,817,0,0.566,0.566,6.983,13,True,117,979,22,22,10,0.455,13.282,23,20.7,23,0.402,0.009,6.983,0.812,4,4.947,1.853,1.853,22,22,0.188,0.188,22,0,0,0,front_loaded_flat,22>21>23>22>21>20>20>20>19>19>20>19>18>19>18>18>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,254,254,LowLeak,265,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset,normal,section,Normal,Normal,21,36,101,740,0,0.979,0.979,7.327,13,True,101,958,12,12,3,0.25,8.703,13,11.6,12,0.267,0.02,7.327,0.881,4,2.361,1.652,1.652,12,12,0.119,0.119,0,0,0,0,front_loaded_flat,12>12>11>12>12>11>11>12>12>11>10>12>12>11>11>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,255,255,MediumLeak,477,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset,normal,dense,Recovery,Recovery,23,37,110,839,0,0.986,0.986,7.627,13,True,110,986,23,23,10,0.435,8.173,23,20.7,23,0.364,0.027,7.627,0.791,3,5.611,1.724,1.724,23,23,0.209,0.209,0,0,0,2,front_loaded_flat,23>22>21>22>22>21>20>19>18>19>18>17>18>17>16>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,256,256,LowLeak,273,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,hard,section,VeryHard,Peak,24,42,159,986,0,0.978,0.978,6.201,10,True,159,1280,13,13,4,0.308,7.094,14,12.8,14,0.308,0.013,6.201,0.918,5,3.073,1.658,1.658,13,13,0.082,0.082,0,1,0,3,front_loaded_flat,13>14>13>12>13>13>12>13>13>12>13>12>12>13>12>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,257,257,LowLeak,422,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_153_direct_normal_rect_lock_buckle_g3_v16.asset,normal,lock,Normal,Normal,23,36,107,809,0,0.977,0.977,7.561,13,True,107,973,20,20,9,0.45,7.626,20,17.7,20,0.271,0.047,7.561,0.813,4,5.12,1.885,1.885,20,20,0.187,0.187,0,1,1,2,front_loaded_flat,20>19>19>18>17>18>17>17>16>16>15>15>15>14>13>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,258,258,MediumLeak,490,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb09_02_main_questionmarkvarianta,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L258_questionmarkvarianta_main.asset,normal,shape_ocean,Novelty,Shape,34,44,110,783,0,0.523,0.523,7.118,13,True,110,937,21,21,10,0.476,14.591,21,19.8,21,0.364,0.018,7.118,0.809,3,5.817,1.652,1.652,21,21,0.191,0.191,21,0,0,0,front_loaded_flat,21>21>21>21>20>19>18>19>19>19>20>20>20>19>19>18>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,259,259,MediumLeak,464,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09.asset,hard,sweep,Recovery,Recovery,21,38,126,777,0,0.974,0.974,6.167,10,True,126,958,20,20,13,0.65,10.437,20,17.9,20,0.159,0.016,6.167,0.841,4,4.596,1.83,1.83,20,20,0.159,0.159,0,0,0,1,front_loaded_flat,20>19>18>18>17>16>16>18>18>19>19>19>18>17>16>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,260,260,LowLeak,289,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_normal_78_direct_normal_rect_stair_push_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,normal,section,Normal,Normal,21,34,101,707,0,0.99,0.99,7,13,True,101,887,15,15,7,0.467,7.396,15,11.7,15,0.248,0.01,7,0.851,3,2.718,1.512,1.512,15,15,0.149,0.149,0,1,0,2,front_loaded_flat,15>14>13>13>12>11>10>10>10>9>9>9>9>8>7>6>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,261,261,Ok,102,0,ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L261_sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework.asset,hard,sweep,Recovery,Recovery,23,37,107,851,0,1,1,7.953,17,True,107,1336,5,5,2,0.4,7.963,12,8.1,10,0.336,0.009,7.953,0.953,5,2.242,1.912,1.912,5,5,0.047,0.047,0,1,0,0,wide_open,5>9>9>9>9>8>7>6>9>10>10>9>8>7>6>5>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,262,262,LowLeak,390,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_44_direct_normal_rect_dense_weave_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_44_direct_normal_rect_dense_weave_g4_v05.asset,normal,dense,Normal,Normal,22,37,102,802,0,0.985,0.985,7.863,13,True,102,971,18,18,8,0.444,7.647,18,14.9,18,0.284,0.049,7.863,0.824,4,3.403,1.857,1.857,18,18,0.176,0.176,0,3,2,2,front_loaded_flat,18>17>17>16>16>15>14>13>12>11>10>9>9>8>10>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,263,263,LowLeak,412,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb05_04_main_cherries,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L263_cherries_main.asset,normal,shape_toolui,Novelty,Shape,36,42,116,738,0,0.488,0.488,6.362,13,True,116,929,16,16,5,0.313,13,21,19.3,21,0.328,0.017,6.362,0.862,3,5.507,1.52,1.52,16,16,0.138,0.138,15,0,0,0,front_loaded_flat,16>18>18>20>20>21>21>20>19>20>20>19>19>19>19>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,264,264,LowLeak,368,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset,hard,lock,Hard,Pressure,25,40,157,978,0,0.978,0.978,6.229,10,True,157,1237,15,15,9,0.6,10.229,17,12.6,15,0.401,0.013,6.229,0.904,3,3.898,1.648,1.648,15,15,0.096,0.096,0,0,0,2,front_loaded_flat,15>14>13>12>13>13>12>12>11>11>12>13>12>11>10>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,265,265,LowLeak,399,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset,normal,maze,Recovery,Recovery,20,39,104,767,0,0.983,0.983,7.375,13,True,104,917,21,21,10,0.476,7.337,21,17.1,21,0.279,0.029,7.375,0.798,4,4.303,1.687,1.687,21,21,0.202,0.202,0,0,0,2,front_loaded_flat,21>20>19>18>18>17>16>15>14>13>13>12>11>10>9>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,266,266,Ok,196,0,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset,refresh,section,Normal,Normal,22,35,97,753,0,0.978,0.978,7.763,13,True,97,998,10,10,3,0.3,6.515,10,7.8,10,0.309,0.01,7.763,0.897,4,2.216,1.69,1.69,10,10,0.103,0.103,0,0,0,2,front_loaded_flat,10>10>9>8>7>6>7>8>7>6>6>5>6>6>5>5>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,267,267,LowLeak,380,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,hole_highchain_extra_001_hc2_32x28_dual_b,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset,normal,hole_rescue,Mechanic,HoleRescue,32,28,82,809,72,0.903,0.982,9.866,22,True,82,983,14,14,6,0.429,13.695,19,13.7,15,0.439,0.012,9.866,0.829,4,4.035,1.897,1.897,14,14,0.171,0.171,0,4,2,1,front_loaded_flat,14>14>14>14>13>12>14>15>14>13>14>13>13>12>12>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,268,268,LowLeak,341,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb05_02_main_boot,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L268_boot_main.asset,shape,shape_magic,Novelty,Shape,34,42,118,813,0,0.569,0.569,6.89,13,True,118,1059,12,12,7,0.583,11.229,17,15.1,17,0.373,0.034,6.89,0.898,4,4.725,1.632,1.632,12,12,0.102,0.102,12,0,0,0,front_loaded_flat,12>15>14>17>16>16>15>15>16>15>16>16>15>15>17>17>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,269,269,LowLeak,346,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04.asset,very_hard,lock,RelativeExtreme,Peak,28,50,184,1378,0,0.984,0.984,7.489,13,True,184,1635,18,18,7,0.389,7.348,18,14.7,18,0.31,0.005,7.489,0.902,5,3.007,1.741,1.741,18,18,0.098,0.098,0,1,1,2,front_loaded_flat,18>18>17>16>15>14>13>12>12>12>13>13>12>12>11>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,270,270,MediumLeak,450,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset,normal,section,Normal,Normal,22,39,114,843,0,0.983,0.983,7.395,13,True,114,1010,21,21,9,0.429,8.982,21,17.6,21,0.281,0.009,7.395,0.816,4,3.772,1.957,1.957,21,21,0.184,0.184,0,2,1,2,front_loaded_flat,21>20>20>19>18>17>16>16>15>14>13>12>12>11>12>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,271,271,LowLeak,448,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset,normal,maze,Recovery,Recovery,22,32,114,693,0,0.984,0.984,6.079,10,True,114,872,18,18,11,0.611,9.518,18,15.2,18,0.307,0.044,6.079,0.842,4,3.47,1.729,1.729,18,18,0.158,0.158,0,1,1,4,front_loaded_flat,18>18>17>16>16>15>14>13>13>12>12>13>13>12>11>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,272,272,MediumLeak,451,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_33_direct_normal_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset,normal,lock,Normal,Normal,23,39,115,880,0,0.981,0.981,7.652,13,True,115,1045,20,20,10,0.5,10.009,20,18,20,0.313,0.009,7.652,0.826,3,3.784,1.653,1.653,20,20,0.174,0.174,0,2,1,2,front_loaded_flat,20>20>19>20>19>18>17>16>15>16>15>14>15>14>13>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,273,273,LowLeak,388,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L273_gameportal_main.asset,normal,shape_toolui,Novelty,Shape,36,44,113,824,0,0.52,0.52,7.292,13,True,113,992,19,19,9,0.474,8.558,19,16.7,19,0.257,0.009,7.292,0.832,3,3.532,1.638,1.638,19,19,0.168,0.168,19,0,0,0,front_loaded_flat,19>19>18>17>17>16>16>16>15>14>14>13>12>11>11>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,274,274,LowLeak,387,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04.asset,normal,section,Hard,Pressure,31,35,131,1068,0,0.984,0.984,8.153,13,True,131,1278,16,16,11,0.688,10.061,16,14.3,16,0.344,0.008,8.153,0.878,4,3.264,1.548,1.548,16,16,0.122,0.122,0,0,0,1,front_loaded_flat,16>15>16>16>15>15>14>13>12>11>12>11>10>10>10>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,275,275,LowLeak,400,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset,normal,dense,Normal,Normal,22,36,106,776,0,0.98,0.98,7.321,13,True,106,943,18,18,7,0.389,8.189,18,15.4,18,0.33,0.038,7.321,0.83,4,4.353,1.648,1.648,18,18,0.17,0.17,0,1,1,3,front_loaded_flat,18>17>16>15>15>14>15>14>15>15>15>15>14>13>13>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,276,276,LowLeak,412,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,very_hard,section,RelativeExtreme,Peak,27,45,201,1187,0,0.977,0.977,5.905,10,True,201,1468,17,17,7,0.412,8.98,17,15.9,17,0.328,0.01,5.905,0.915,4,3.84,1.489,1.489,17,17,0.085,0.085,0,1,1,5,front_loaded_flat,17>17>16>16>16>15>16>16>15>15>17>16>15>17>16>16>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,277,277,Ok,158,0,ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,hole_topup_030_topup_std_26x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset,normal,hole_rescue,Mechanic,HoleRescue,26,26,61,586,72,0.867,0.97,9.607,22,True,61,948,4,4,2,0.5,11.246,17,11.4,16,0.41,0.016,9.607,0.934,10,4.441,1.912,1.912,4,4,0.066,0.066,0,2,0,0,front_loaded_flat,4>7>7>6>15>16>15>14>15>15>15>14>15>14>14>14>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,278,278,MediumLeak,549,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L278_tree_main.asset,normal,shape_ocean,Novelty,Shape,36,42,119,873,0,0.577,0.577,7.336,13,True,119,1024,23,23,11,0.478,14.958,25,24,25,0.286,0.008,7.336,0.807,4,5.856,1.594,1.594,23,23,0.193,0.193,22,0,0,0,front_loaded_flat,23>23>22>23>25>24>25>25>25>25>24>24>23>23>22>22>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,279,279,LowLeak,384,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,normal,section,Normal,Normal,20,39,107,766,0,0.982,0.982,7.159,13,True,107,928,19,19,9,0.474,6.897,19,17.1,19,0.364,0.065,7.159,0.822,3,4.72,1.648,1.648,19,19,0.178,0.178,0,3,2,2,front_loaded_flat,19>19>19>18>17>17>16>16>15>15>14>14>16>15>14>14>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,280,280,LowLeak,346,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,normal,lock,Normal,Normal,23,35,107,791,0,0.983,0.983,7.393,13,True,107,968,17,17,6,0.353,7.43,18,15.7,18,0.346,0.009,7.393,0.841,5,3.806,1.689,1.689,17,17,0.159,0.159,0,0,0,3,front_loaded_flat,17>18>17>17>16>16>15>14>14>13>13>12>12>11>10>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,281,281,LowLeak,392,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_95_direct_normal_rect_sweep_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,normal,sweep,Recovery,Recovery,21,37,107,759,0,0.977,0.977,7.093,13,True,107,937,16,16,10,0.625,9.393,16,14.1,16,0.262,0.009,7.093,0.85,4,2.96,1.462,1.462,16,16,0.15,0.15,0,0,0,2,front_loaded_flat,16>15>15>14>14>14>13>13>13>14>13>13>13>13>13>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,282,282,LowLeak,370,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset,normal,dense,Normal,Normal,21,38,107,784,0,0.982,0.982,7.327,13,True,107,967,17,17,8,0.471,8.879,17,14.9,17,0.29,0.019,7.327,0.841,5,3.12,1.911,1.911,17,17,0.159,0.159,0,0,0,2,front_loaded_flat,17>16>17>16>15>15>14>14>13>12>13>12>11>11>11>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,283,283,MediumLeak,534,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb08_02_main_volcano,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L283_volcano_main.asset,normal,shape_toolui,Novelty,Shape,40,42,119,906,0,0.539,0.539,7.613,13,True,119,1064,23,23,13,0.565,13.227,23,21,23,0.328,0.008,7.613,0.807,5,4.986,1.802,1.802,23,23,0.193,0.193,23,0,0,0,front_loaded_flat,23>23>22>21>20>20>20>21>20>20>19>19>19>19>18>17>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,284,284,MediumLeak,572,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset,hard,lock,Hard,Pressure,27,40,172,1054,0,0.976,0.976,6.128,10,True,172,1225,31,31,14,0.452,10.18,31,27.1,31,0.25,0.029,6.128,0.82,5,6.088,1.993,1.993,31,31,0.18,0.18,0,3,2,3,front_loaded_flat,31>30>29>28>28>27>26>25>24>23>22>21>21>20>19>21>...,
