order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,slotRole,relativeDifficulty,template,styleKey,pressureScore
246,normal,215,maze,139.9,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15.asset,direct_normal_candidates,20,42,109,0.985,0.975,19,10.67,27,608,direct_normal:maze_long_chain:g2,ok,True,190.6,ok,Recovery,Recovery,D_visual_middle,maze_long_chain,109.7
247,normal,101,shape_object,298,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset,shape_final_with_supplement,28,42,109,0.978,,15,12.9,,12.3,shape:Object:tools-items:object:procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,True,298,Normal,Shape,Novelty,D_visual_middle,Object,118.8
248,normal,93,section,165.0,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_07_direct_normal_rect_dual_zone_g0_v01.asset,direct_normal_candidates,20,38,102,0.988,0.991,16,6.92,20,469,direct_normal:dual_zone:g0,ok,True,190.8,ok,Normal,Normal,D_visual_middle,dual_zone,113.3
249,hard,45,lock,161.0,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03.asset,direct_polish_clean_candidates,21,41,137,0.976,0.992,17,8.25,24,604,direct_polish:lock_buckle:g2,ok,True,193.9,ok,Pressure,Hard,D_visual_middle,lock_buckle,148.5
250,normal,117,dense,160.5,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_134_direct_normal_rect_dense_weave_g1_v14.asset,direct_normal_candidates,23,35,107,0.985,0.973,22,9.07,22,500,direct_normal:dense_weave:g1,ok,True,190.3,ok,Normal,Normal,D_visual_middle,dense_weave,106.3
251,normal,142,maze,156.7,direct_pure_topup_04_24_direct_normal_pure_rect_maze_long_chain_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_24_direct_normal_pure_rect_maze_long_chain_g8_v03.asset,direct_pure_topup_slice04_candidates,21,38,101,0.982,0.974,20,7.22,18,396,direct_normal:maze_long_chain:g8,ok,True,189.4,ok,Normal,Normal,E_early_peak,maze_long_chain,102.1
252,hard,4,lock,174.6,direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06.asset,direct_pure_topup_slice09_candidates,24,38,147,0.980,0.983,20,6.75,32,860,direct_polish:core_burst:g14,ok,True,195.1,ok,Pressure,Hard,E_early_peak,core_burst,168.4
253,normal,134,shape_space,307,r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212.asset,shape_final_with_supplement,30,42,111,0.979,,16,13.76,,12,shape:Space:sci-fi:vehicle:procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212,rel:Hard:ShapePressure:Shape:Space:sci-fi:vehicle:main,True,307,Normal,Shape,Novelty,E_early_peak,Space,119.5
254,normal,63,section,168.6,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset,direct_normal_topup_candidates,21,36,101,0.979,0.991,12,8.70,20,430,direct_normal:stair_push:g10,ok,True,189.8,ok,Normal,Normal,E_early_peak,stair_push,113.9
255,normal,196,dense,147.5,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset,direct_normal_candidates,23,37,110,0.986,1.000,23,8.17,23,525,asset:direct_normal_151_direct_normal_,ok,True,191.9,ok,Recovery,Recovery,E_early_peak,direct_normal_151_direct_normal_,108.0
256,hard,38,section,161.6,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,direct_polish_hard_candidates,24,42,159,0.978,1.000,13,7.09,35,964,direct_polish:quasi_symmetry:g4,ok,True,197.1,ok,Peak,VeryHard,E_early_peak,quasi_symmetry,190.9
257,normal,120,lock,159.6,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_153_direct_normal_rect_lock_buckle_g3_v16.asset,direct_normal_candidates,23,36,107,0.977,0.982,20,7.63,19,446,direct_normal:lock_buckle:g3,ok,True,190.0,ok,Normal,Normal,E_early_peak,lock_buckle,109.6
258,normal,64,shape_ocean,301,r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset,shape_final_with_supplement,28,44,110,0.983,,15,12.9,,12.5,shape:Ocean:shoreline:object:procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225,rel:Novelty:ShapeVisual:Shape:Ocean:shoreline:object:main,True,301,Normal,Shape,Novelty,E_early_peak,Ocean,120.4
259,hard,20,sweep,164.4,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09.asset,direct_pure_topup_slice10_candidates,21,38,126,0.974,0.991,20,10.44,30,567,asset:direct_pure_topup_10_18_direct_p,ok,True,192.4,ok,Recovery,Recovery,E_early_peak,direct_pure_topup_10_18_direct_p,128.6
260,normal,50,section,173.0,direct_normal_78_direct_normal_rect_stair_push_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,direct_normal_candidates,21,34,101,0.990,1.000,15,7.40,22,461,direct_normal:stair_push:g1,ok,True,191.2,ok,Normal,Normal,E_early_peak,stair_push,114.0
261,hard,22,sweep,163.8,direct_normal_75_direct_normal_rect_sweep_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_75_direct_normal_rect_sweep_g1_v08.asset,direct_normal_candidates,23,40,120,0.979,0.975,20,7.76,27,573,direct_normal:sweep:g1,ok,True,191.4,ok,Recovery,Recovery,A_peak9,sweep,127.6
262,normal,132,dense,158.1,direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06.asset,direct_pure_topup_slice05_candidates,21,37,101,0.978,1.000,17,7.81,17,462,direct_normal:dense_weave:g11,ok,True,190.2,ok,Normal,Normal,A_peak9,dense_weave,107.8
263,normal,146,shape_toolui,295,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset,shape_final_with_supplement,30,42,115,0.983,,16,13.76,,12.6,shape:ToolUI:digital-tools:object:procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359,rel:Normal:ShapeNormal:Shape:ToolUI:digital-tools:object:main,True,295,Normal,Shape,Novelty,A_peak9,ToolUI,121.4
264,hard,35,lock,162.0,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset,direct_pure_topup_slice10_candidates,25,40,157,0.978,0.984,15,10.23,38,893,direct_polish:core_burst:g11,ok,True,196.1,ok,Pressure,Hard,A_peak9,core_burst,178.0
265,normal,108,maze,161.7,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset,direct_normal_candidates,20,39,104,0.983,1.000,21,7.34,20,506,direct_normal:maze_long_chain:g0,ok,True,191.0,ok,Recovery,Recovery,A_peak9,maze_long_chain,108.2
266,refresh,71,section,165.5,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset,direct_pure_topup_slice04_candidates,22,35,97,0.978,1.000,10,6.52,21,400,direct_normal:section_unlock:g7,ok,True,189.7,ok,Normal,Normal,A_peak9,section_unlock,115.1
267,normal,52,hole_rescue,259,hole_proc_standard_24x30_mid_922505_24x30_c82,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x30_mid_922505_24x30_c82.asset,hole_procedural_candidates,24,30,82,0.9,,76,76,,39.9,hole_procedural:standard_24x30_mid,procedural_hole_standard,True,259,procedural_hole_standard,HoleRescue,Mechanic,A_peak9,standard_24x30_mid,-113.2
268,shape,83,shape_magic,313,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset,shape_final_with_supplement,34,50,118,0.508,,17,14.62,,0.186,shape:Magic:SpecialShape,NoRisk|yellow_replacement:StartFakeWide|BottleneckHeavy,True,313,Normal,Shape,Novelty,A_peak9,Magic,124.2
269,very_hard,37,lock,120.2,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset,direct_advanced_candidates,26,50,203,0.977,0.986,21,13.53,42,1072,direct_advanced:lock_buckle:g2,ok,True,201.7,ok,Peak,RelativeExtreme,A_peak9,lock_buckle,208.4
270,normal,139,section,157.4,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset,direct_normal_candidates,22,39,114,0.983,0.992,21,8.98,26,539,direct_normal:dual_zone:g2,ok,True,191.7,ok,Normal,Normal,A_peak9,dual_zone,115.6
271,normal,195,maze,147.6,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset,direct_pure_topup_slice05_candidates,22,32,114,0.984,0.990,18,9.52,25,418,direct_normal:maze_long_chain:g10,ok,True,191.8,ok,Recovery,Recovery,F_chapter_breath,maze_long_chain,112.9
272,normal,94,lock,164.2,direct_normal_96_direct_normal_rect_core_burst_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset,direct_normal_candidates,23,39,111,0.980,0.992,21,7.16,21,513,direct_normal:core_burst:g3,ok,True,191.1,ok,Normal,Normal,F_chapter_breath,core_burst,116.2
273,normal,147,shape_toolui,305,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset,shape_final_with_supplement,30,42,114,0.976,,16,13.76,,12.5,shape:ToolUI:digital-tools:object:procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400,rel:Novelty:ShapeVisual:Shape:ToolUI:digital-tools:object:main,True,305,Normal,Shape,Novelty,F_chapter_breath,ToolUI,122.2
274,normal,49,section,173.0,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset,direct_normal_candidates,21,39,110,0.979,0.974,16,6.66,25,632,direct_normal:quasi_symmetry:g1,ok,True,190.2,ok,Pressure,Hard,F_chapter_breath,quasi_symmetry,128.9
275,normal,208,dense,142.4,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset,direct_normal_candidates,22,36,106,0.980,0.982,18,8.19,20,484,direct_normal:dense_weave:g0,ok,True,190.1,ok,Normal,Normal,F_chapter_breath,dense_weave,108.6
276,very_hard,14,section,141.0,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,direct_advanced_candidates,27,45,201,0.977,0.986,17,8.98,37,1194,direct_advanced:dual_zone:g2,ok,True,201.4,ok,Peak,RelativeExtreme,F_chapter_breath,dual_zone,228.2
277,hard,60,sweep,158.9,direct_pure_topup_10_06_direct_polish_hard_pure_rect_sweep_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_06_direct_polish_hard_pure_rect_sweep_g10_v08.asset,direct_pure_topup_slice10_candidates,22,38,130,0.965,0.983,22,9.25,29,564,direct_polish:sweep:g10,ok,True,191.7,ok,Recovery,Recovery,F_chapter_breath,sweep,130.9
278,normal,96,shape_ocean,307,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset,shape_final_with_supplement,32,44,119,0.989,,17,14.62,,12.6,shape:Ocean:sea-creature:creature:procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458,rel:VeryHard:ShapePeak:Shape:Ocean:sea-creature:creature:main,True,307,Normal,Shape,Novelty,F_chapter_breath,Ocean,124.6
279,normal,162,section,154.1,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,direct_normal_topup_candidates,20,39,107,0.982,0.991,19,6.90,20,578,direct_normal:stair_push:g7,ok,True,190.8,ok,Normal,Normal,F_chapter_breath,stair_push,115.9
280,normal,130,lock,158.2,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,direct_normal_candidates,23,35,107,0.983,0.973,17,7.43,21,459,direct_normal:lock_buckle:g5,ok,True,190.1,ok,Normal,Normal,F_chapter_breath,lock_buckle,114.4
281,normal,95,sweep,164.1,direct_normal_95_direct_normal_rect_sweep_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,direct_normal_candidates,21,37,107,0.977,0.973,16,9.39,18,487,direct_normal:sweep:g3,ok,True,189.5,ok,Recovery,Recovery,B_peak7_end_calm,sweep,114.3
282,normal,138,dense,157.5,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset,direct_normal_candidates,21,38,107,0.982,0.991,17,8.88,23,435,direct_normal:dense_weave:g5,ok,True,190.9,ok,Normal,Normal,B_peak7_end_calm,dense_weave,110.8
283,normal,143,shape_toolui,303,r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset,shape_final_with_supplement,28,42,118,0.984,,17,14.62,,12.4,shape:ToolUI:digital-tools:object:procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334,rel:Hard:ShapePressure:Shape:ToolUI:digital-tools:object:main,True,303,Normal,Shape,Novelty,B_peak7_end_calm,ToolUI,122.8
284,hard,37,lock,161.7,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset,direct_pure_topup_slice07_candidates,23,44,167,0.987,0.992,20,9.71,36,878,direct_polish:core_burst:g11,ok,True,198.5,ok,Pressure,Hard,B_peak7_end_calm,core_burst,181.4
285,normal,110,maze,161.2,direct_normal_10_direct_normal_rect_maze_long_chain_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_10_direct_normal_rect_maze_long_chain_g0_v01.asset,direct_normal_candidates,22,41,113,0.981,0.975,26,7.36,20,601,direct_normal:maze_long_chain:g0,ok,True,190.8,ok,Recovery,Recovery,B_peak7_end_calm,maze_long_chain,113.4
286,normal,90,section,165.2,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset,direct_normal_topup_candidates,22,38,107,0.984,0.991,17,7.30,27,475,direct_normal:quasi_symmetry:g10,ok,True,191.1,ok,Normal,Normal,B_peak7_end_calm,quasi_symmetry,116.4
287,extreme,3,lock,115.4,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset,direct_advanced_candidates,31,56,280,0.981,0.982,26,11.43,51,2122,direct_advanced:lock_buckle:g5,ok,True,211.1,ok,Peak,RelativeExtreme,B_peak7_end_calm,lock_buckle,318.1
288,normal,68,shape_ocean,314,r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253.asset,shape_final_with_supplement,34,48,118,0.972,,17,14.62,,12.4,shape:Ocean:diving-gear:equipment:procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253,rel:Normal:ShapeNormal:Shape:Ocean:diving-gear:equipment:transition,True,314,Normal,Shape,Novelty,B_peak7_end_calm,Ocean,124.8
289,normal,125,section,159.2,direct_normal_38_direct_normal_rect_stair_push_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset,direct_normal_candidates,21,40,115,0.976,0.983,16,7.74,25,627,direct_normal:stair_push:g3,ok,True,190.9,ok,Pressure,Hard,B_peak7_end_calm,stair_push,129.3
290,normal,0,section,141.4,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset,direct_normal_candidates,22,39,114,0.978,0.983,17,12.00,22,493,direct_normal:section_unlock:g2,ok,True,190.9,ok,Recovery,Recovery,B_peak7_end_calm,section_unlock,111.3
291,normal,160,dense,154.3,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset,direct_normal_topup_candidates,21,37,106,0.985,0.982,21,9.74,20,498,direct_normal:dense_weave:g11,ok,True,190.5,ok,Recovery,Recovery,C_double_wave,dense_weave,104.3
292,normal,69,hole_rescue,265,hole_proc_standard_23x28_mid_920413_23x28_c81,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_23x28_mid_920413_23x28_c81.asset,hole_procedural_candidates,23,28,81,0.888,,72,72,,44.2,hole_procedural:standard_23x28_mid,procedural_hole_standard,True,265,procedural_hole_standard,HoleRescue,Mechanic,C_double_wave,standard_23x28_mid,-100.2
293,normal,118,shape_landmark,314,r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830.asset,shape_final_with_supplement,34,50,119,0.976,,17,14.62,,12.6,shape:Landmark:architecture:landmark:procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,314,Normal,Shape,Novelty,C_double_wave,Landmark,125.8
294,normal,191,sweep,149.3,direct_normal_155_direct_normal_rect_sweep_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_155_direct_normal_rect_sweep_g3_v16.asset,direct_normal_candidates,23,36,110,0.983,0.982,16,9.12,22,504,direct_normal:sweep:g3,ok,True,190.9,ok,Recovery,Recovery,C_double_wave,sweep,115.7
295,normal,59,section,170.5,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset,direct_normal_topup_candidates,22,37,105,0.989,1.000,15,6.93,25,454,direct_normal:dual_zone:g6,ok,True,191.6,ok,Normal,Normal,C_double_wave,dual_zone,118.1
296,hard,25,lock,163.3,direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset,direct_pure_topup_slice10_candidates,23,44,163,0.985,1.000,13,7.93,35,896,direct_polish:core_burst:g10,ok,True,198.2,ok,Pressure,Hard,C_double_wave,core_burst,191.3
297,normal,186,section,150.2,direct_normal_128_direct_normal_rect_stair_push_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset,direct_normal_candidates,22,38,114,0.974,0.966,16,8.97,27,441,direct_normal:stair_push:g0,ok,True,189.8,ok,Normal,Normal,C_double_wave,stair_push,117.9
298,shape,86,shape_magic,314,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset,shape_final_with_supplement,30,42,122,0.772,,17,14.62,,0.194,shape:Magic:SpecialShape,NoRisk|yellow_replacement:BottleneckHeavy|GrindyLowClear,True,314,Normal,Shape,Novelty,C_double_wave,Magic,128.4
299,extreme,4,lock,112.2,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset,direct_advanced_candidates,32,60,318,0.984,1.000,22,13.54,71,2470,direct_advanced:core_burst:g4,ok,True,213.6,ok,Peak,RelativeExtreme,C_double_wave,core_burst,369.5
300,normal,136,maze,157.8,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset,direct_normal_candidates,20,41,110,0.983,0.966,19,8.69,25,503,direct_normal:maze_long_chain:g4,ok,True,190.1,ok,Recovery,Recovery,C_double_wave,maze_long_chain,113.8
301,hard,106,sweep,145.4,direct_pure_topup_09_10_direct_polish_hard_pure_rect_sweep_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_10_direct_polish_hard_pure_rect_sweep_g14_v06.asset,direct_pure_topup_slice09_candidates,23,39,141,0.983,1.000,23,11.78,26,669,direct_polish:sweep:g14,ok,True,195.4,ok,Recovery,Recovery,D_visual_middle,sweep,137.2
302,normal,44,dense,174.3,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,direct_normal_topup_candidates,20,39,102,0.991,0.991,16,7.14,20,412,direct_normal:dense_weave:g6,ok,True,191.0,ok,Normal,Normal,D_visual_middle,dense_weave,112.5
303,shape,127,shape_landmark,325,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752.asset,shape_final_with_supplement,30,44,120,0.613,,17,14.62,,0.19,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,325,Normal,Shape,Novelty,D_visual_middle,Landmark,128.4
304,hard,51,section,160.0,direct_normal_138_direct_normal_rect_stair_push_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset,direct_normal_candidates,23,40,122,0.985,0.984,25,9.33,24,598,direct_normal:stair_push:g1,ok,True,192.5,ok,Normal,Normal,D_visual_middle,stair_push,119.9
