order,slotRole,relativeDifficulty,target,bucket,type,chains,levelId,note
305,Pressure,Hard,D_visual_middle,very_hard,lock,181,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,direct_advanced_candidates;core_burst;rhythm-v3
306,Recovery,Recovery,D_visual_middle,normal,maze,108,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,direct_pure_normal_extra_slice01_candidates;maze_long_chain;rhythm-v3
307,Shape,Novelty,D_visual_middle,normal,shape_ocean,122,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,shape_final_with_supplement;Ocean;rhythm-v3
308,Normal,Normal,D_visual_middle,normal,section,106,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,direct_pure_topup_slice05_candidates;dual_zone;rhythm-v3
309,Pressure,Hard,D_visual_middle,very_hard,lock,200,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,direct_advanced_candidates;lock_buckle;rhythm-v3
310,Normal,Normal,D_visual_middle,normal,section,111,direct_normal_58_direct_normal_rect_stair_push_g5_v06,direct_normal_candidates;stair_push;rhythm-v3
311,Normal,Normal,E_early_peak,normal,maze,103,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,direct_pure_topup_slice06_candidates;maze_long_chain;rhythm-v3
312,Pressure,Hard,E_early_peak,hard,lock,134,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,direct_pure_topup_slice09_candidates;direct_pure_topup_09_22_direct_p;rhythm-v3
313,Shape,Novelty,E_early_peak,normal,shape_music,121,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,shape_final_with_supplement;Music;rhythm-v3
314,Normal,Normal,E_early_peak,normal,dense,112,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,direct_normal_candidates;direct_normal_101_direct_normal_;rhythm-v3
315,Recovery,Recovery,E_early_peak,normal,sweep,116,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,direct_normal_topup_candidates;sweep;rhythm-v3
316,Peak,RelativeExtreme,E_early_peak,extreme,section,318,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,direct_advanced_candidates;dual_zone;rhythm-v3
317,HoleRescue,Mechanic,hole10_block_311_320,normal,hole_rescue,65,hole_candidate_053_std_28x28_maze,hole_procedural_candidates;standard_24x28_mid;rhythm-v3;hole10-v4|MazeLongChain|old=hole_rescue:hole_proc_standard_24x28_mid_920941_24x28_c81
318,Shape,Novelty,E_early_peak,normal,shape_character,126,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,shape_final_with_supplement;Character;rhythm-v3
319,Recovery,Recovery,E_early_peak,normal,lock,115,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,direct_normal_candidates;lock_buckle;rhythm-v3
320,Normal,Normal,E_early_peak,normal,section,114,direct_normal_18_direct_normal_rect_stair_push_g1_v02,direct_normal_candidates;stair_push;rhythm-v3
321,Recovery,Recovery,A_peak9,normal,maze,108,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,direct_normal_candidates;maze_long_chain;rhythm-v3
322,Normal,Normal,A_peak9,normal,dense,101,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,direct_normal_candidates;direct_normal_51_direct_normal_r;rhythm-v3
323,Shape,Novelty,A_peak9,normal,shape_ocean,124,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,shape_final_with_supplement;Ocean;rhythm-v3
324,Pressure,Hard,A_peak9,very_hard,section,186,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,direct_advanced_candidates;section_unlock;rhythm-v3
325,HoleRescue,Mechanic,hole10_block_321_330,normal,hole_rescue,66,hole_candidate_044_std_26x28_dense,direct_pure_topup_slice09_candidates;direct_pure_topup_09_02_direct_p;rhythm-v3;hole10-v4|DenseWeave|old=sweep:direct_pure_topup_09_02_direct_polish_hard_pure_rect_outer_shell_g13_v05
326,Normal,Normal,A_peak9,normal,lock,104,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,direct_normal_topup_candidates;core_burst;rhythm-v3
327,Shape,Novelty,A_peak9,normal,shape_landmark,131,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,shape_final_with_supplement;Landmark;rhythm-v3
328,Pressure,Hard,A_peak9,hard,section,165,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,direct_polish_hard_candidates;stair_push;rhythm-v3
329,Peak,RelativeExtreme,A_peak9,extreme,lock,263,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,direct_advanced_candidates;lock_buckle;rhythm-v3
330,Normal,Normal,A_peak9,normal,section,113,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,direct_normal_candidates;dual_zone;rhythm-v3
331,Recovery,Recovery,F_chapter_breath,hard,sweep,147,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,direct_pure_topup_slice08_candidates;direct_pure_topup_08_16_direct_p;rhythm-v3
332,Normal,Normal,F_chapter_breath,normal,dense,118,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,direct_polish_clean_candidates;dense_weave;rhythm-v3
333,Shape,Novelty,F_chapter_breath,normal,shape_ocean,131,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,shape_final_with_supplement;Ocean;rhythm-v3
334,Pressure,Hard,F_chapter_breath,very_hard,lock,207,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,direct_advanced_candidates;core_burst;rhythm-v3
335,HoleRescue,Mechanic,hole10_block_331_340,normal,hole_rescue,67,hole_topup_049_topup_wide_30x24_maze,direct_normal_candidates;direct_normal_91_direct_normal_r;rhythm-v3;hole10-v4|MazeLongChain|old=dense:direct_normal_91_direct_normal_rect_outer_shell_g3_v10
336,Peak,RelativeExtreme,F_chapter_breath,very_hard,section,216,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,direct_advanced_candidates;dual_zone;rhythm-v3
337,Recovery,Recovery,F_chapter_breath,normal,maze,103,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,direct_normal_candidates;maze_long_chain;rhythm-v3
338,Shape,Novelty,F_chapter_breath,normal,shape_landmark,134,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,shape_final_with_supplement;Landmark;rhythm-v3
339,Normal,Normal,F_chapter_breath,normal,lock,110,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,direct_normal_topup_candidates;lock_buckle;rhythm-v3
340,Normal,Normal,F_chapter_breath,normal,section,110,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,direct_normal_candidates;section_unlock;rhythm-v3
341,Recovery,Recovery,B_peak7_end_calm,hard,sweep,154,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,direct_pure_topup_slice08_candidates;sweep;rhythm-v3
342,HoleRescue,Mechanic,hole10_block_341_350,normal,hole_rescue,67,hole_topup_026_topup_std_24x30_dense,hole_procedural_candidates;standard_22x26_mid;rhythm-v3;hole10-v4|DenseWeave|old=hole_rescue:hole_proc_standard_22x26_mid_919367_22x26_c77
343,Shape,Novelty,B_peak7_end_calm,normal,shape_art,135,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,shape_final_with_supplement;Art;rhythm-v3
344,Pressure,Hard,B_peak7_end_calm,extreme,section,286,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,direct_advanced_candidates;stair_push;rhythm-v3
345,Recovery,Recovery,B_peak7_end_calm,normal,sweep,115,direct_normal_105_direct_normal_rect_sweep_g4_v11,direct_normal_candidates;sweep;rhythm-v3
346,Normal,Normal,B_peak7_end_calm,normal,dense,112,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,direct_normal_candidates;dense_weave;rhythm-v3
347,Peak,RelativeExtreme,B_peak7_end_calm,very_hard,lock,189,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,direct_polish_hard_candidates;core_burst;rhythm-v3
348,Shape,Novelty,B_peak7_end_calm,normal,shape_landmark,132,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,shape_final_with_supplement;Landmark;rhythm-v3
349,Pressure,Hard,B_peak7_end_calm,extreme,maze,347,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,direct_polish_extreme_long_candidates;long_corridor;rhythm-v3
350,Recovery,Recovery,B_peak7_end_calm,hard,section,120,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,direct_polish_clean_candidates;dual_zone;rhythm-v3
351,HoleRescue,Mechanic,hole10_block_351_360,normal,hole_rescue,70,hole_candidate_080_wide_30x26_dual,direct_polish_clean_candidates;sweep;rhythm-v3;hole10-v4|DualZone|old=sweep:direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02
352,Pressure,Hard,C_double_wave,hard,lock,154,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,direct_pure_topup_slice10_candidates;lock_buckle;rhythm-v3
353,Shape,Novelty,C_double_wave,shape,shape_magic,141,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,shape_final_with_supplement;Magic;rhythm-v3
354,Recovery,Recovery,C_double_wave,hard,section,126,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,direct_polish_clean_candidates;quasi_symmetry;rhythm-v3
355,Normal,Normal,C_double_wave,normal,dense,108,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,direct_normal_candidates;dense_weave;rhythm-v3
356,Pressure,Hard,C_double_wave,hard,section,148,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,direct_pure_topup_slice10_candidates;section_unlock;rhythm-v3
357,Normal,Normal,C_double_wave,normal,dense,103,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,direct_normal_candidates;direct_normal_21_direct_normal_r;rhythm-v3
358,Shape,Novelty,C_double_wave,normal,shape_ocean,137,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,shape_final_with_supplement;Ocean;rhythm-v3
359,Peak,RelativeExtreme,C_double_wave,extreme,section,270,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,direct_advanced_candidates;stair_push;rhythm-v3
360,Recovery,Recovery,C_double_wave,normal,maze,118,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,direct_normal_candidates;maze_long_chain;rhythm-v3
361,Recovery,Recovery,D_visual_middle,very_hard,sweep,177,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,direct_polish_hard_candidates;sweep;rhythm-v3
362,Normal,Normal,D_visual_middle,normal,dense,113,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,direct_normal_topup_candidates;dense_weave;rhythm-v3
363,Shape,Novelty,D_visual_middle,normal,shape_landmark,138,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,shape_final_with_supplement;Landmark;rhythm-v3
364,Normal,Normal,D_visual_middle,hard,sweep,166,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,direct_pure_topup_slice07_candidates;direct_pure_topup_07_10_direct_p;rhythm-v3
365,Pressure,Hard,D_visual_middle,very_hard,lock,204,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,direct_advanced_candidates;core_burst;rhythm-v3
366,Recovery,Recovery,D_visual_middle,hard,section,139,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,direct_polish_clean_candidates;stair_push;rhythm-v3
367,HoleRescue,Mechanic,hole10_block_361_370,normal,hole_rescue,72,hole_candidate_078_wide_30x26_lock,hole_procedural_candidates;standard_21x25_small;rhythm-v3;hole10-v4|LockBuckle|old=hole_rescue:hole_proc_standard_21x25_small_917285_21x25_c74
368,Shape,Novelty,D_visual_middle,normal,shape_magic,139,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,shape_final_with_supplement;Magic;rhythm-v3
369,Pressure,Hard,D_visual_middle,very_hard,lock,198,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,direct_advanced_candidates;lock_buckle;rhythm-v3
370,Normal,Normal,D_visual_middle,hard,section,149,direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07,direct_pure_topup_slice09_candidates;quasi_symmetry;rhythm-v3
371,Normal,Normal,E_early_peak,normal,maze,100,direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01,direct_pure_normal_extra_slice01_candidates;maze_long_chain;rhythm-v3
372,Pressure,Hard,E_early_peak,hard,section,147,direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02,direct_polish_clean_candidates;stair_push;rhythm-v3
373,Shape,Novelty,E_early_peak,normal,shape_ocean,142,r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall,shape_final_with_supplement;Ocean;rhythm-v3
374,Normal,Normal,E_early_peak,normal,dense,115,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,direct_normal_candidates;dense_weave;rhythm-v3
375,Recovery,Recovery,E_early_peak,hard,sweep,157,direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09,direct_pure_topup_slice10_candidates;sweep;rhythm-v3
376,Peak,RelativeExtreme,E_early_peak,extreme,lock,306,direct_advanced_67_direct_advanced_extreme_rect_core_burst_g6_v03,direct_advanced_candidates;core_burst;rhythm-v3
377,HoleRescue,Mechanic,hole10_block_371_380,normal,hole_rescue,72,hole_candidate_085_wide_32x24_section,direct_normal_candidates;direct_normal_111_direct_normal_;rhythm-v3;hole10-v4|SectionUnlock|old=dense:direct_normal_111_direct_normal_rect_outer_shell_g5_v12
378,Shape,Novelty,E_early_peak,normal,shape_landmark,144,r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall,shape_final_with_supplement;Landmark;rhythm-v3
379,Recovery,Recovery,E_early_peak,hard,sweep,157,direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03,direct_pure_topup_slice08_candidates;sweep;rhythm-v3
380,Normal,Normal,E_early_peak,hard,section,144,direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04,direct_pure_topup_slice08_candidates;section_unlock;rhythm-v3
381,Recovery,Recovery,A_peak9,hard,dense,145,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,direct_pure_topup_slice10_candidates;dense_weave;rhythm-v3
382,Normal,Normal,A_peak9,hard,section,150,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,direct_pure_topup_slice10_candidates;stair_push;rhythm-v3
383,Shape,Novelty,A_peak9,normal,shape_ocean,142,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,shape_final_with_supplement;Ocean;rhythm-v3
384,Pressure,Hard,A_peak9,very_hard,lock,172,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,direct_polish_hard_candidates;core_burst;rhythm-v3
385,HoleRescue,Mechanic,hole10_block_381_390,normal,hole_rescue,72,hole_candidate_068_tall_28x30_dual,direct_pure_topup_slice07_candidates;sweep;rhythm-v3;hole10-v4|DualZone|old=sweep:direct_pure_topup_07_08_direct_polish_hard_pure_rect_sweep_g9_v01
386,Normal,Normal,A_peak9,normal,dense,116,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,direct_normal_candidates;direct_normal_61_direct_normal_r;rhythm-v3
387,Shape,Novelty,A_peak9,normal,shape_vehicle,152,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,shape_final_with_supplement;Vehicle;rhythm-v3
388,Pressure,Hard,A_peak9,extreme,section,305,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,direct_advanced_candidates;quasi_symmetry;rhythm-v3
389,Peak,RelativeExtreme,A_peak9,very_hard,lock,181,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,direct_pure_topup_slice07_candidates;lock_buckle;rhythm-v3
390,Normal,Normal,A_peak9,hard,section,136,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,direct_pure_topup_slice08_candidates;dual_zone;rhythm-v3
391,Recovery,Recovery,F_chapter_breath,hard,sweep,137,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,direct_polish_clean_candidates;sweep;rhythm-v3
392,HoleRescue,Mechanic,hole10_block_391_400,normal,hole_rescue,75,hole_candidate_042_std_26x28_lock,hole_procedural_candidates;standard_24x32_late;rhythm-v3;hole10-v4|LockBuckle|old=hole_rescue:hole_proc_standard_24x32_late_922515_24x32_c91
393,Shape,Novelty,F_chapter_breath,normal,shape_magic,157,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,shape_final_with_supplement;Magic;rhythm-v3
394,Pressure,Hard,F_chapter_breath,very_hard,lock,214,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,direct_advanced_candidates;core_burst;rhythm-v3
395,Normal,Normal,F_chapter_breath,normal,dense,118,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,direct_normal_candidates;dense_weave;rhythm-v3
396,Peak,RelativeExtreme,F_chapter_breath,very_hard,section,181,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,direct_advanced_candidates;section_unlock;rhythm-v3
397,Recovery,Recovery,F_chapter_breath,normal,sweep,105,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,direct_normal_topup_candidates;sweep;rhythm-v3
398,Shape,Novelty,F_chapter_breath,normal,shape_landmark,163,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,shape_final_with_supplement;Landmark;rhythm-v3
399,Normal,Normal,F_chapter_breath,hard,section,144,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,direct_pure_topup_slice08_candidates;dual_zone;rhythm-v3
400,Normal,Normal,F_chapter_breath,hard,section,143,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,direct_pure_topup_slice09_candidates;stair_push;rhythm-v3
401,HoleRescue,Mechanic,hole10_block_401_410,normal,hole_rescue,73,hole_candidate_088_wide_32x26_section,direct_pure_topup_slice09_candidates;direct_pure_topup_09_12_direct_p;rhythm-v3;hole10-v4|SectionUnlock|old=sweep:direct_pure_topup_09_12_direct_polish_hard_pure_rect_outer_shell_g14_v06
402,Normal,Normal,B_peak7_end_calm,hard,dense,127,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,direct_polish_clean_candidates;dense_weave;rhythm-v3
403,Shape,Novelty,B_peak7_end_calm,normal,shape_vehicle,170,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,shape_final_with_supplement;Vehicle;rhythm-v3
404,Pressure,Hard,B_peak7_end_calm,hard,lock,155,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,direct_pure_topup_slice10_candidates;lock_buckle;rhythm-v3
405,Recovery,Recovery,B_peak7_end_calm,very_hard,maze,170,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,direct_pure_topup_slice10_candidates;maze_long_chain;rhythm-v3
406,Normal,Normal,B_peak7_end_calm,normal,dense,84,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,direct_pure_topup_slice05_candidates;direct_pure_topup_05_17_direct_n;rhythm-v3
407,Peak,RelativeExtreme,B_peak7_end_calm,very_hard,lock,196,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,direct_advanced_candidates;core_burst;rhythm-v3
408,Shape,Novelty,B_peak7_end_calm,normal,shape_nature,167,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,shape_final_with_supplement;Nature;rhythm-v3
409,Pressure,Hard,B_peak7_end_calm,hard,section,145,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,direct_polish_hard_candidates;section_unlock;rhythm-v3
410,Recovery,Recovery,B_peak7_end_calm,hard,section,139,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,direct_pure_topup_slice10_candidates;dual_zone;rhythm-v3
411,Recovery,Recovery,C_double_wave,normal,sweep,114,direct_normal_145_direct_normal_rect_sweep_g2_v15,direct_normal_candidates;sweep;rhythm-v3
412,Pressure,Hard,C_double_wave,hard,section,157,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,direct_pure_topup_slice10_candidates;stair_push;rhythm-v3
413,Shape,Novelty,C_double_wave,normal,shape_landmark,179,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,shape_final_with_supplement;Landmark;rhythm-v3
414,Recovery,Recovery,C_double_wave,normal,sweep,107,direct_normal_25_direct_normal_rect_sweep_g2_v03,direct_normal_candidates;sweep;rhythm-v3
415,Normal,Normal,C_double_wave,hard,section,141,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,direct_pure_topup_slice08_candidates;quasi_symmetry;rhythm-v3
416,Pressure,Hard,C_double_wave,hard,lock,149,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,direct_pure_topup_slice08_candidates;lock_buckle;rhythm-v3
417,HoleRescue,Mechanic,hole10_block_411_420,normal,hole_rescue,75,hole_topup_016_topup_tall_28x30_shell,hole_procedural_candidates;standard_20x24_small;rhythm-v3;hole10-v4|OuterShell|old=hole_rescue:hole_proc_standard_20x24_small_916239_20x24_c68
418,Shape,Novelty,C_double_wave,normal,shape_space,186,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,shape_final_with_supplement;Space;rhythm-v3
419,Peak,RelativeExtreme,C_double_wave,very_hard,section,203,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,direct_advanced_candidates;section_unlock;rhythm-v3
420,Recovery,Recovery,C_double_wave,hard,dense,143,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,direct_pure_topup_slice10_candidates;dense_weave;rhythm-v3
421,Recovery,Recovery,D_visual_middle,very_hard,sweep,180,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,direct_polish_hard_candidates;sweep;rhythm-v3
422,Normal,Normal,D_visual_middle,normal,dense,113,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,direct_normal_candidates;dense_weave;rhythm-v3
423,Shape,Novelty,D_visual_middle,normal,shape_vehicle,186,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,shape_final_with_supplement;Vehicle;rhythm-v3
424,Normal,Normal,D_visual_middle,hard,maze,129,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,direct_polish_clean_candidates;maze_long_chain;rhythm-v3
425,Pressure,Hard,D_visual_middle,very_hard,lock,213,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,direct_advanced_candidates;lock_buckle;rhythm-v3
426,HoleRescue,Mechanic,hole10_block_421_430,normal,hole_rescue,77,hole_topup_050_topup_wide_30x26_dense,direct_advanced_candidates;sweep;rhythm-v3;hole10-v4|DenseWeave|old=sweep:direct_advanced_39_direct_advanced_veryhard_rect_sweep_g0_v05
427,Shape,Novelty,D_visual_middle,normal,shape_nature,191,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,shape_final_with_supplement;Nature;rhythm-v3
428,Normal,Normal,D_visual_middle,hard,section,146,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,direct_pure_topup_slice10_candidates;dual_zone;rhythm-v3
429,Pressure,Hard,D_visual_middle,very_hard,dense,205,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,direct_advanced_candidates;dense_weave;rhythm-v3
430,Normal,Normal,D_visual_middle,hard,section,147,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,direct_pure_topup_slice08_candidates;stair_push;rhythm-v3
431,Normal,Normal,E_early_peak,normal,dense,112,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,direct_normal_candidates;dense_weave;rhythm-v3
432,Pressure,Hard,E_early_peak,hard,lock,164,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,direct_polish_hard_candidates;core_burst;rhythm-v3
433,Shape,Novelty,E_early_peak,normal,shape_vehicle,195,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,shape_final_with_supplement;Vehicle;rhythm-v3
434,Normal,Normal,E_early_peak,hard,section,162,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,direct_pure_topup_slice07_candidates;section_unlock;rhythm-v3
435,HoleRescue,Mechanic,hole10_block_431_440,normal,hole_rescue,79,hole_candidate_096_wide_34x26_lock,direct_normal_topup_candidates;sweep;rhythm-v3;hole10-v4|LockBuckle|old=sweep:direct_normal_topup_32_direct_normal_topup_rect_sweep_g9_v04
436,Peak,RelativeExtreme,E_early_peak,very_hard,lock,194,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,direct_advanced_candidates;lock_buckle;rhythm-v3
437,Normal,Normal,E_early_peak,hard,section,164,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,direct_pure_topup_slice08_candidates;quasi_symmetry;rhythm-v3
438,Shape,Novelty,E_early_peak,normal,shape_nature,207,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,shape_final_with_supplement;Nature;rhythm-v3
439,Recovery,Recovery,E_early_peak,hard,maze,158,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,direct_pure_topup_slice07_candidates;maze_long_chain;rhythm-v3
440,Normal,Normal,E_early_peak,hard,section,161,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,direct_pure_topup_slice08_candidates;dual_zone;rhythm-v3
441,Recovery,Recovery,A_peak9,normal,sweep,105,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,direct_normal_topup_candidates;sweep;rhythm-v3
442,HoleRescue,Mechanic,hole10_block_441_450,normal,hole_rescue,81,hole_candidate_101_wide_34x28_shell,hole_procedural_candidates;standard_18x22_small;rhythm-v3;hole10-v4|OuterShell|old=hole_rescue:hole_proc_standard_18x22_small_914147_18x22_c65
443,Shape,Novelty,A_peak9,normal,shape_symbol,90,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,shape_final_with_supplement;Symbol;rhythm-v3
444,Pressure,Hard,A_peak9,hard,dense,159,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,direct_pure_topup_slice09_candidates;dense_weave;rhythm-v3
