"order","section10","category","templateDifficultyCode","difficultyLabel","difficultyTag","difficultyNameZh","stageDifficultyHint","templateExperienceRole","rhythmBucket","rhythmExperienceRole","targetChains","targetChainsMin","targetChainsMax","baseChain","projectedChain","canvasAdjustedChain","longChainCanvasBonus","isLongChain","projectedArrow","projectedArea","chainDeltaVsBase","chainDeltaVsInitial","projectionReason","linkedOrder","sourcePool","productionLane","chainLanguage","projectedAsset","originalTemplateAsset","sourceV11CopiedAssetPath","shapeId","shapeNameZh","isShapeSlot","isHoleSlot","finalizationVersion","difficultyCodePolicy","resourceReplacementStatus","finalReviewNote"
"212","22","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","85","77","93","71","71","71","0","False","653","660","0","-14","keep_current","","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L212_direct_pure_normal_extra_01_16_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"213","22","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","111","100","122","114","114","114","0","False","935","1892","0","3","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_57_L213_wizardhat_dual.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L213_maskonlyb02_07_large_wizardhat_20260614_171915.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L213_r2_outer_strong_005_r2_006_a401_maskonlyb02_07_lar.asset","wizardhat","巫师帽","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"214","22","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Hard","Pressure","105","95","115","69","69","69","0","False","654","660","0","-36","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L214_direct_normal_66_direct_normal_rect_core_burst_g0_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"215","22","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","90","81","99","70","70","70","0","False","639","660","0","-20","keep_current","","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_118_nutation_peel_v2_rect_s10_o096_v00_peelhard_curve_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L215_direct_pure_topup_05_12_direct_normal_pure_rect_de.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"216","22","normal","4","??4","Extreme4","极难","VeryHard","Peak","Peak","Peak","144","130","158","59","59","65","6","True","773","816","0","-85","keep_current","","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L216_direct_pure_topup_09_08_direct_polish_hard_pure_re.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"217","22","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","56","50","62","56","56","56","0","False","540","616","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L217_hole_candidate_072_wide_28x22_lock.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"218","22","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","106","95","117","106","106","106","0","False","820","1440","0","0","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_10_L218_mailbox.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L218_mailbox_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L218_r2_outer_strong_005_r2_006_a401_maskonlyb04_14_mai.asset","mailbox","邮箱","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"219","22","normal","2","??2","Hard2","困难","Normal","Normal","Hard","Normal","105","95","115","67","67","67","0","False","653","660","0","-38","keep_current","","Campaign500_HardGateUntil0910","PeelHard","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L219_direct_normal_topup_17_direct_normal_topup_rect_se.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"220","22","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","80","72","88","70","70","70","0","False","651","660","0","-10","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L220_direct_pure_normal_extra_02_10_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"221","23","normal","2","??2","Hard2","困难","Recovery","Recovery","Hard","Recovery","126","113","139","58","58","66","8","True","845","910","0","-68","keep_current","","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_91_direct_diff_hard_near_square_dense_kernel_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L221_direct_diff120_91_direct_diff_hard_near_square_den.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"222","23","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","104","94","114","71","71","71","0","False","653","660","0","-33","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L222_direct_normal_26_direct_normal_rect_core_burst_g2_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"223","23","shape","1","??1","Normal1","普通/恢复","Novelty","Shape","Shape","Shape","102","92","112","103","103","103","0","False","805","1786","0","1","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_59_L223_magnifier_sweep.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L223_magnifier_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L223_r2_outer_strong_005_r2_006_a401_maskonlyb01_03_lar.asset","magnifier","放大镜","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"224","23","normal","2","??2","Hard2","困难","Hard","Pressure","Hard","Pressure","108","97","119","68","68","68","0","False","651","660","0","-40","keep_current","","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L224_direct_normal_27_direct_normal_rect_dual_zone_g2_v.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"225","23","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","57","51","63","57","57","57","0","False","527","616","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L225_hole_topup_022_topup_std_22x28_maze.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"226","23","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","105","95","115","69","69","69","0","False","654","660","0","-36","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_124_nutation_mixed_neutral_v1_rect_s11_o106_v00_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L226_direct_normal_69_direct_normal_rect_quasi_symmetry.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"227","23","normal","4","??4","Extreme4","极难","VeryHard","Peak","Peak","Peak","163","147","179","60","163","163","0","False","1015","1032","103","0","v11_review_donor_revert","19","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L227_direct_polish_hard_02_direct_polish_hard_rect_lock.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"228","23","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","109","98","120","117","117","117","0","False","953","1764","0","8","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_08_L228_icecreamcone_r4sym.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L228_icecreamcone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L228_r2_outer_strong_005_r2_006_a401_maskonlyb02_05_lar.asset","icecreamcone","冰淇淋","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"229","23","normal","2","??2","Hard2","困难","Hard","Pressure","Hard","Pressure","107","96","118","73","73","73","0","False","699","713","0","-34","keep_current","","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_hard_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_152_direct_normal_rect_section_unlock_g3_v16.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L229_direct_normal_152_direct_normal_rect_section_unloc.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"230","23","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","101","91","111","69","69","69","0","False","649","660","0","-32","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L230_direct_pure_topup_04_05_direct_normal_pure_rect_sw.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"231","24","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","103","93","113","69","69","69","0","False","654","660","0","-34","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L231_direct_pure_normal_extra_03_08_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"232","24","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Hard","Pressure","143","129","157","64","143","143","0","False","872","897","79","0","v11_review_donor_revert","25","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L232_direct_polish_clean_04_direct_polish_normal_rect_c.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"233","24","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","110","99","121","112","112","112","0","False","961","1786","0","2","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_03_L233_trafficcone.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L233_trafficcone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L233_r2_outer_strong_005_r2_006_a401_maskonlyb04_20_lar.asset","trafficcone","交通锥","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"234","24","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","54","49","59","45","45","45","0","False","538","540","0","-9","keep_current","","Campaign500_HardGateUntil0910","FlowCurve","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_16_zig_river_a.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L234_nomask_style_expansion_16_zig_river_a.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"235","24","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","58","52","64","58","58","58","0","False","533","616","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L235_hole_topup_045_topup_wide_28x22_dual.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"236","24","normal","2","??2","Hard2","困难","Hard","Pressure","Hard","Pressure","107","96","118","68","68","68","0","False","700","713","0","-39","keep_current","","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L236_direct_normal_topup_47_direct_normal_topup_rect_qu.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"237","24","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","104","94","114","68","68","68","0","False","642","660","0","-36","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_71_direct_normal_rect_outer_shell_g1_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L237_direct_normal_71_direct_normal_rect_outer_shell_g1.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"238","24","shape","1","??1","Normal1","普通/恢复","Novelty","Shape","Shape","Shape","106","95","117","106","106","106","0","False","785","1428","0","0","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_04_L238_cactus.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L238_r2_outer_strong_005_r2_006_a401_maskonlyb04_07_mai.asset","cactus","仙人掌","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"239","24","normal","4","??4","Extreme4","极难","RelativeExtreme","Peak","Peak","Peak","171","154","188","26","26","26","0","True","370","391","0","-145","keep_current","","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L239_direct_polish_hard_19_direct_polish_hard_rect_sect.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"240","24","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","117","105","129","69","69","69","0","False","646","660","0","-48","keep_current","","Campaign500_HardGateUntil0910","PeelLight","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L240_direct_polish_clean_05_direct_polish_normal_rect_d.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"241","25","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","119","107","131","69","69","69","0","False","648","660","0","-50","keep_current","","Campaign500_HardGateUntil0910","PeelHard","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L241_direct_diff120_105_direct_diff_hard_long_spine_lon.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"242","25","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","83","75","91","83","83","83","0","False","802","896","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L242_hole_highchain_004_hc_32x28_dual_a.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"243","25","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","120","108","132","115","115","115","0","False","851","1368","0","-5","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_05_L243_house.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L243_house_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L243_r2_outer_strong_005_r2_006_a401_maskonlyb03_01_mai.asset","house","房子","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"244","25","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","115","103","127","66","66","66","0","False","647","660","0","-49","keep_current","","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L244_direct_normal_topup_62_direct_normal_topup_rect_st.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"245","25","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Peak","Pressure","150","135","165","51","51","56","5","True","727","768","0","-99","keep_current","","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L245_direct_polish_clean_22_direct_polish_normal_rect_c.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"246","25","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","109","98","120","66","66","66","0","False","653","660","0","-43","keep_current","","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L246_direct_normal_150_direct_normal_rect_maze_long_cha.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"247","25","shape","1","??1","Normal1","普通/恢复","Novelty","Shape","Shape","Shape","109","98","120","113","113","113","0","False","913","1786","0","4","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_17_L247_lollipop_r2section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L247_lollipop_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L247_r2_outer_strong_005_r2_006_a401_maskonlyb02_18_lar.asset","lollipop","棒棒糖","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
