"order","levelId","assetPath","guid","category","type","relativeDifficulty","slotRole","status","flags","width","height","chains","arrowTiles","maxChainLength","shapeId","shapeNameZh"
"164","direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset","3efd213bb3cbd904297854283a82d8ac","normal","lock","Hard","Pressure","Green","PeakTooFlat","23","38","114","861","13","",""
"165","direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06.asset","891c30e8b303d1641a18e9a414ee9d55","normal","maze","Recovery","Recovery","Green","None","19","35","86","655","13","",""
"166","direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset","1217bdfd0118320478e205a7320d5c31","normal","section","Normal","Normal","Green","None","20","38","119","745","10","",""
"167","hole_candidate_021_std_22x26_lock","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset","9dc29cdf0d64dec44b343c393217dc28","hole","hole_rescue","Mechanic","HoleRescue","Green","None","22","26","53","485","22","",""
"168","r2_outer_strong_005_r2_006_a401_maskonlyb06_01_large_brickcellphone","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L168_brickcellphone_large.asset","ac46900fa5d274a4fb32ff876e6363cb","shape","shape_object","Novelty","Shape","Green","None","38","49","110","986","17","brickcellphone","砖头手机"
"169","direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01.asset","8e7032d9c445fbd4fb38a0f2db672da1","normal","lock","Hard","Pressure","Green","None","25","40","124","987","13","",""
"170","direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset","5e2ab3b9c63833f4fbc8eb3098f1e9f5","normal","section","Recovery","Recovery","Green","None","22","37","104","796","13","",""
"171","direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset","7331d4ee3bc12a24a80fceb8ed425225","normal","dense","Recovery","Recovery","Green","None","22","38","108","814","13","",""
"172","direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset","8de0beb785d047846b8dd11015e7cc19","normal","section","Hard","Pressure","Green","PeakTooFlat","23","34","106","772","13","",""
"173","r2_outer_strong_005_r2_006_a401_maskonlyb05_18_large_teapot","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset","0b392458dcddb404ea468aa7e94ebdee","shape","shape_magic","Novelty","Shape","Green","None","44","38","104","840","17","teapot","茶壶"
"174","direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset","932a91b61ba917e47b59275d8cad80b6","normal","maze","Recovery","Recovery","Green","None","19","36","95","674","13","",""
"175","direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset","3864b9f612a1d884c8efd1ca72a1422f","normal","section","Normal","Normal","Green","BottleneckHeavy","20","33","92","649","13","",""
"176","direct_normal_16_direct_normal_rect_core_burst_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset","4af37cca7e41f434280200541e6d434d","normal","lock","Hard","Pressure","Green","PeakTooFlat","23","37","112","835","13","",""
"177","hole_candidate_074_wide_28x22_dense","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset","ca201acf00435cf43ad0a8ddc1495a26","hole","hole_rescue","Mechanic","HoleRescue","Green","None","28","22","52","529","22","",""
"178","r2_outer_strong_005_r2_006_a401_maskonlyb01_11_main_shell","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L178_shell_main.asset","35f239961206c0b488129312de77e0d9","shape","shape_art","Novelty","Shape","Green","None","38","34","104","778","13","shell","贝壳"
"179","direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04.asset","c3f15057822352943bebd6a877430eb0","normal","lock","VeryHard","Peak","Green","PeakTooFlat","22","39","115","842","13","",""
"180","direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07.asset","6ae08e501bd21d147b165c25173254b8","normal","sweep","Recovery","Recovery","Green","None","21","38","108","782","13","",""
"181","direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset","f4585d3decae1b04ab86fe23c84a3a55","normal","maze","Recovery","Recovery","Green","None","22","36","106","778","13","",""
"182","direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset","91afb7713a219ee4aa0d25457b82af91","normal","lock","Normal","Normal","Green","None","18","38","88","671","13","",""
"183","r2_outer_strong_005_r2_006_a401_maskonlyb04_04_main_airplane","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset","ce9378a7750f364479219b8983adb298","shape","shape_ocean","Novelty","Shape","Green","ShapeLowFill","42","42","103","749","13","airplane","飞机"
"184","hole_topup_024_topup_std_24x28_dual","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_024_topup_std_24x28_dual.asset","3133aa38fc0c6b24292669ea171fe789","hole","hole_rescue","Mechanic","HoleRescue","Green","None","24","28","55","583","22","",""
"185","direct_normal_158_direct_normal_rect_stair_push_g3_v16","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset","e2c4a49e72f940449b1d843c9c338c02","normal","section","Hard","Pressure","Green","PeakTooFlat","21","37","103","764","13","",""
"186","direct_normal_55_direct_normal_rect_sweep_g5_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset","7eb0c92c150362d47ace5e1e69375dca","normal","sweep","Recovery","Recovery","Green","None","21","36","104","749","13","",""
"187","r2_outer_strong_005_r2_006_a401_maskonlyb04_03_main_waterdrop","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L187_waterdrop_main.asset","bb37e8631bd828b4cbe2eba33bc218a2","shape","shape_landmark","Novelty","Shape","Green","None","30","42","102","719","13","waterdrop","水滴"
"188","direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset","9a4adbb45aec3e64a911d08946948b4d","normal","section","Normal","Normal","Green","None","21","38","106","784","13","",""
"189","direct_normal_56_direct_normal_rect_core_burst_g5_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset","43c46e65dce009c4d996f938e00d7769","normal","lock","Hard","Pressure","Green","PeakTooFlat","23","38","112","860","13","",""
"190","direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07.asset","ec68ed31924017f40b5c52880465328f","normal","section","Normal","Normal","Green","None","23","39","113","878","13","",""
"191","direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset","2d4b829142ee8ea498e061c80540206d","normal","lock","Normal","Normal","Green","None","21","33","95","687","13","",""
"192","hole_topup_035_topup_std_28x28_dense","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_035_topup_std_28x28_dense.asset","fed955dde5600674f893e457b0be1dfe","hole","hole_rescue","Mechanic","HoleRescue","Green","None","28","28","82","697","19","",""
"193","r2_outer_strong_005_r2_006_a401_maskonlyb07_08_large_robothead","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L193_robothead_large.asset","543f4378dc4687144891a6e5d0fbe71e","shape","shape_ocean","Novelty","Shape","Green","None","44","40","102","850","17","robothead","机器人头"
"194","direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset","efb8f2ce23d120149a1e78d9e4e111a3","normal","dense","Normal","Normal","Green","None","18","37","87","660","13","",""
"195","direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset","463fae7a03e1ec04c9c568ced7bf5c31","normal","sweep","Recovery","Recovery","Green","None","23","37","106","836","13","",""
"196","direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset","acd8820b83934df4c88420018b2c1519","normal","lock","VeryHard","Peak","Green","None","21","40","135","818","10","",""
"197","direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset","cf9727249c057f24facfd5bf5493de12","normal","maze","Normal","Normal","Green","None","20","33","83","648","13","",""
"198","r2_outer_strong_005_r2_006_a401_maskonlyb05_09_main_headphones","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L198_headphones_main.asset","498f55dad63f7d545871d66418006411","shape","shape_object","Novelty","Shape","Green","None","40","38","104","736","13","headphones","耳机"
"199","direct_normal_42_direct_normal_rect_section_unlock_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset","8287be8cd522cb345a84e6fa8d0a47d4","normal","section","Recovery","Recovery","Green","None","22","38","108","822","13","",""
"200","direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset","627652a001eabc148b42fe633d613d7c","normal","section","Normal","Normal","Green","None","21","38","106","783","13","",""
"201","hole_candidate_037_std_26x24_section","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset","472e33dfc00c7534296d8069b82ec378","hole","hole_rescue","Mechanic","HoleRescue","Green","None","26","24","56","538","22","",""
"202","direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset","87b7f1a9e2957ea4e9fb70867afe1d72","normal","dense","Normal","Normal","Green","None","19","38","94","707","13","",""
"203","r2_outer_strong_005_r2_006_a401_maskonlyb05_10_large_microphone","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L203_microphone_large.asset","fca7134fed1378f4798fdb0f960be62a","shape","shape_ocean","Novelty","Shape","Green","None","34","49","102","829","17","microphone","麦克风"
"204","direct_normal_67_direct_normal_rect_dual_zone_g0_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset","2dcc2dcde0adea14db0cb0a608d8bdb2","normal","section","Hard","Pressure","Green","PeakTooFlat","22","36","107","778","13","",""
"205","direct_normal_topup_24_direct_normal_topup_rect_sweep_g8_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_24_direct_normal_topup_rect_sweep_g8_v03.asset","5df8c1eb60cd7fb4ca369f6199899868","normal","sweep","Recovery","Recovery","Green","None","21","39","109","808","13","",""
"206","direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset","d842118cda3fde74595d1dcdf75eaaa5","normal","lock","Normal","Normal","Green","None","23","34","103","767","13","",""
"207","r2_outer_strong_005_r2_006_a401_maskonlyb09_04_main_magnetvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L207_magnetvarianta_main.asset","dbab9f2c94e5f2547b0bdd9b3ddd557b","shape","shape_music","Novelty","Shape","Green","None","38","38","114","851","13","magnetvarianta","磁铁"
"208","direct_normal_12_direct_normal_rect_section_unlock_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset","cd01c53423653ee4a805a8e0bde97c16","normal","section","Hard","Pressure","Green","PeakTooFlat","23","39","111","874","13","",""
"209","direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06.asset","3b3d985765457194f9767eaa5f102094","normal","lock","VeryHard","Peak","Green","None","27","46","153","1218","13","",""
"210","direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset","01785189d3a4a044ea3c538ac48e9736","normal","section","Normal","Normal","Green","None","22","38","113","828","13","",""
"211","direct_normal_135_direct_normal_rect_sweep_g1_v14","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_135_direct_normal_rect_sweep_g1_v14.asset","47ad500b249ebf440927310d3d12217a","normal","sweep","Recovery","Recovery","Green","None","21","39","103","798","13","",""
"212","direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset","a8c7e6a853e88984895372196a734950","normal","maze","Normal","Normal","Green","None","19","35","85","660","13","",""
"213","r2_outer_strong_005_r2_006_a401_maskonlyb02_07_large_wizardhat","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L213_maskonlyb02_07_large_wizardhat_20260614_171915.asset","121272a284555124a9e7afc3523fdeca","shape","shape_nature","Novelty","Shape","Yellow","StartFakeWide","44","43","111","931","17","wizardhat","巫师帽"
"214","direct_normal_66_direct_normal_rect_core_burst_g0_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset","cd018e854e6a62d4ab33e7532c3ef039","normal","lock","Hard","Pressure","Green","PeakTooFlat","20","40","105","791","13","",""
"215","direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset","10d704aa5805f4348ae236f15fd666dc","normal","dense","Normal","Normal","Green","None","18","36","90","642","13","",""
"216","direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset","faab7096e8109d64d82155c8c4512c74","normal","section","VeryHard","Peak","Green","None","21","42","144","863","10","",""
"217","hole_candidate_072_wide_28x22_lock","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset","ede28484863beea439a9485d5d30706d","hole","hole_rescue","Mechanic","HoleRescue","Green","None","28","22","56","540","22","",""
"218","r2_outer_strong_005_r2_006_a401_maskonlyb04_14_main_mailbox","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L218_mailbox_main.asset","f63e76c976a7d21409dcf2e35d567c59","shape","shape_vehicle","Novelty","Shape","Green","None","40","36","106","814","13","mailbox","邮箱"
"219","direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset","495d5388b33baaa4faa111bc42c370b9","normal","section","Normal","Normal","Green","None","22","36","105","781","13","",""
"220","direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset","936a4f100ae0ee3449e6df6ae7fe488c","normal","lock","Normal","Normal","Green","None","19","32","80","595","13","",""
"221","direct_diff120_91_direct_diff_hard_near_square_dense_kernel_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_91_direct_diff_hard_near_square_dense_kernel_g2_v03.asset","4c716667c80292b479cd6b09e553d80f","normal","dense","Recovery","Recovery","Green","None","30","33","126","977","13","",""
"222","direct_normal_26_direct_normal_rect_core_burst_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset","5468742292974a44eb97a550780c6f29","normal","lock","Normal","Normal","Green","None","20","39","104","765","13","",""
"223","r2_outer_strong_005_r2_006_a401_maskonlyb01_03_large_magnifier","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L223_magnifier_large.asset","ac0442edf995faa4d837f4c9fae6d4f6","shape","shape_music","Novelty","Shape","Green","None","38","47","102","804","17","magnifier","放大镜"
"224","direct_normal_27_direct_normal_rect_dual_zone_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset","053364398d9d99746810d0663d89d01f","normal","section","Hard","Pressure","Green","PeakTooFlat","22","35","108","757","13","",""
"225","hole_topup_022_topup_std_22x28_maze","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset","b16866e9afaeb8248a502d630f11f642","hole","hole_rescue","Mechanic","HoleRescue","Green","None","22","28","57","527","19","",""
"226","direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset","98f5cf87633f71343b4d4cdc0d7030d7","normal","section","Normal","Normal","Green","None","22","35","105","750","13","",""
"227","direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset","cf71e5587205185428ff4cfef178c3c5","normal","lock","VeryHard","Peak","Green","None","24","43","163","1015","10","",""
"228","r2_outer_strong_005_r2_006_a401_maskonlyb02_05_large_icecreamcone","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L228_icecreamcone_large.asset","516b683ab42e34d45a558e334cf2efb3","shape","shape_magic","Novelty","Shape","Green","None","36","49","109","944","17","icecreamcone","冰淇淋"
"229","direct_normal_152_direct_normal_rect_section_unlock_g3_v16","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_152_direct_normal_rect_section_unlock_g3_v16.asset","3f37e24cdcc5abe49bfc4f72eaf62e33","normal","section","Hard","Pressure","Green","PeakTooFlat","21","40","107","830","13","",""
"230","direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01.asset","f15637fef8cd9c941b5fd6151c74d8cb","normal","sweep","Recovery","Recovery","Green","None","22","35","101","755","13","",""
"231","direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07.asset","5e0822b88be571c47b2751f33e648605","normal","maze","Recovery","Recovery","Green","None","21","31","103","639","10","",""
"232","direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01.asset","aabd39abcac06d34790c3f7d155f4303","normal","lock","Hard","Pressure","Green","None","23","39","143","872","10","",""
"233","r2_outer_strong_005_r2_006_a401_maskonlyb04_20_large_trafficcone","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L233_trafficcone_large.asset","497d243bfafccd64b88111bb0d3eb099","shape","shape_object","Novelty","Shape","Green","None","38","47","110","955","17","trafficcone","交通锥"
"234","nomask_style_expansion_16_zig_river_a","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_16_zig_river_a.asset","a1ab56884ad7e5748b2b704ed26c7d2e","normal","sweep","Recovery","Recovery","Green","None","18","25","54","440","56","",""
"235","hole_topup_045_topup_wide_28x22_dual","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset","e90e4e47094d3a1489022264bd1c3365","hole","hole_rescue","Mechanic","HoleRescue","Green","None","28","22","58","533","22","",""
"236","direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset","e4c56270d688bcd408949a9469059cf0","normal","section","Hard","Pressure","Green","PeakTooFlat","21","39","107","810","13","",""
"237","direct_normal_71_direct_normal_rect_outer_shell_g1_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_71_direct_normal_rect_outer_shell_g1_v08.asset","58a35c3abb2fdb94a8863b8348317b35","normal","lock","Normal","Normal","Green","None","23","34","104","771","13","",""
"238","r2_outer_strong_005_r2_006_a401_maskonlyb04_07_main_cactus","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset","8fc5de5c24c51df41bbf458f6ed7cfa6","shape","shape_character","Novelty","Shape","Green","None","34","42","106","778","13","cactus","仙人掌"
"239","direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset","83dbe7daca282f34194810b2d7f6fd77","normal","section","RelativeExtreme","Peak","Green","None","24","44","171","1038","10","",""
"240","direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset","db2b7d33b37491c4f8beab514da7a83e","normal","section","Recovery","Recovery","Green","None","20","36","117","711","10","",""
"241","direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07.asset","9c22505dcaf24a142a98de7bf95e4967","normal","sweep","Recovery","Recovery","Green","PeakTooFlat","23","42","119","949","13","",""
"242","hole_highchain_004_hc_32x28_dual_a","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset","f5bea65e6b20c5d4192f4eb0df8a393d","hole","hole_rescue","Mechanic","HoleRescue","Green","None","32","28","83","802","22","",""
"243","r2_outer_strong_005_r2_006_a401_maskonlyb03_01_main_house","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L243_house_main.asset","dd4c43537e2d42d45aa86e7871262720","shape","shape_space","Novelty","Shape","Green","None","36","38","120","844","13","house","房子"
"244","direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08.asset","88cf544d254678943b670b448084bff4","normal","section","Normal","Normal","Green","None","22","40","115","864","13","",""
"245","direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset","c9f5588d61582bb4d8ba08e76528ffb6","normal","lock","Hard","Pressure","Green","None","23","41","150","925","10","",""
"246","direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15.asset","3185df29275b8824296b5c0335c78a62","normal","maze","Recovery","Recovery","Green","None","20","42","109","827","13","",""
