Attempt,SelectedIndex,Band,Structure,Motif,BuildMode,Spec,LevelId,AssetPath,Width,Height,Chains,TargetChains,Arrows,Coverage,TargetCoverage,OuterBandCoverage,InitialMovableChains,EdgeHeadChains,ShortChains,GreedyMoves,AvgChain,MaxChain,Straightness,BlockLinks,PortableSolved,PortableOpeners,PortableScore,PortableQuality,Attempts,Status
96,76,hard_100_140,dag_unlock,CenterCross,peel_fallback,direct_diff_hard_dag_unlock_center_cross_g3_v04,direct_diff120_96_direct_diff_hard_dag_unlock_center_cross_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_96_direct_diff_hard_dag_unlock_center_cross_g3_v04.asset,25,44,137,128,1079,0.981,0.980,0.985,22,22,23,137,7.88,13,0.448,872,True,22,194.1,ok,59,Style=Onion | Score=100122 | TargetInitial=18 | OpeningRatio=0.161 | Peel style=Onion seed=4698512 fill=1079/1100(0.981) chains=137 remaining=21 rejectedShort=0 failedPeels=1
97,77,hard_100_140,long_spine,HuiSpiral,peel_fallback,direct_diff_hard_long_spine_hui_spiral_g4_v05,direct_diff120_97_direct_diff_hard_long_spine_hui_spiral_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_97_direct_diff_hard_long_spine_hui_spiral_g4_v05.asset,24,40,126,132,942,0.981,0.980,0.996,18,18,20,126,7.48,13,0.510,578,True,18,193.4,ok,53,Style=Onion | Score=88675 | TargetInitial=18 | OpeningRatio=0.143 | Peel style=Onion seed=4080245 fill=942/960(0.981) chains=126 remaining=18 rejectedShort=0 failedPeels=1
98,78,hard_100_140,room_gate,DoubleRoomLock,peel_fallback,direct_diff_hard_room_gate_double_room_lock_g4_v05,direct_diff120_98_direct_diff_hard_room_gate_double_room_lock_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_98_direct_diff_hard_room_gate_double_room_lock_g4_v05.asset,26,40,133,134,1024,0.985,0.980,0.996,24,24,18,133,7.70,13,0.450,758,True,24,194.2,ok,53,Style=Onion | Score=97945 | TargetInitial=18 | OpeningRatio=0.180 | Peel style=Onion seed=4089447 fill=1024/1040(0.985) chains=133 remaining=16 rejectedShort=0 failedPeels=1
99,79,hard_100_140,near_square,CenterCross,peel_fallback,direct_diff_hard_near_square_center_cross_g4_v05,direct_diff120_99_direct_diff_hard_near_square_center_cross_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_99_direct_diff_hard_near_square_center_cross_g4_v05.asset,28,33,123,135,911,0.986,0.980,0.991,14,14,18,123,7.41,13,0.456,596,True,14,193.5,ok,38,Style=Onion | Score=84469 | TargetInitial=18 | OpeningRatio=0.114 | Peel style=Onion seed=2527712 fill=911/924(0.986) chains=123 remaining=13 rejectedShort=0 failedPeels=1
100,80,hard_100_140,dag_unlock,StairLadder,peel_fallback,direct_diff_hard_dag_unlock_stair_ladder_g4_v05,direct_diff120_100_direct_diff_hard_dag_unlock_stair_ladder_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_100_direct_diff_hard_dag_unlock_stair_ladder_g4_v05.asset,23,42,126,133,953,0.987,0.980,1.000,20,20,17,126,7.56,13,0.482,670,True,20,193.9,ok,60,Style=Onion | Score=90390 | TargetInitial=18 | OpeningRatio=0.159 | Peel style=Onion seed=4840954 fill=953/966(0.987) chains=126 remaining=13 rejectedShort=0 failedPeels=1
101,81,hard_100_140,long_spine,SnakeSpine,peel_fallback,direct_diff_hard_long_spine_snake_spine_g0_v06,direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset,22,41,117,112,889,0.986,0.980,0.992,15,15,20,117,7.60,13,0.513,611,True,15,192.7,ok,58,Style=Onion | Score=83215 | TargetInitial=18 | OpeningRatio=0.128 | Peel style=Onion seed=4641603 fill=889/902(0.986) chains=117 remaining=13 rejectedShort=0 failedPeels=1
102,82,hard_100_140,room_gate,KeyDoor,peel_fallback,direct_diff_hard_room_gate_key_door_g0_v06,direct_diff120_102_direct_diff_hard_room_gate_key_door_g0_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_102_direct_diff_hard_room_gate_key_door_g0_v06.asset,25,41,126,114,1004,0.980,0.980,0.984,28,28,20,126,7.97,13,0.431,708,True,28,192.6,too-open,58,Style=Onion | Score=92291 | TargetInitial=18 | OpeningRatio=0.222 | Peel style=Onion seed=4650805 fill=1004/1025(0.980) chains=126 remaining=21 rejectedShort=0 failedPeels=1
103,83,hard_100_140,near_square,DoubleShell,peel_fallback,direct_diff_hard_near_square_double_shell_g0_v06,direct_diff120_103_direct_diff_hard_near_square_double_shell_g0_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_103_direct_diff_hard_near_square_double_shell_g0_v06.asset,31,34,133,115,1033,0.980,0.980,0.984,19,19,22,133,7.77,13,0.421,810,True,19,193.5,ok,56,Style=Onion | Score=94275 | TargetInitial=18 | OpeningRatio=0.143 | Peel style=Onion seed=4450547 fill=1033/1054(0.980) chains=133 remaining=21 rejectedShort=0 failedPeels=1
104,84,hard_100_140,dag_unlock,ZigRiver,peel_fallback,direct_diff_hard_dag_unlock_zig_river_g0_v06,direct_diff120_104_direct_diff_hard_dag_unlock_zig_river_g0_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_104_direct_diff_hard_dag_unlock_zig_river_g0_v06.asset,24,40,127,113,945,0.984,0.980,0.988,19,19,17,127,7.44,13,0.424,672,True,19,193.5,ok,54,Style=Onion | Score=88160 | TargetInitial=18 | OpeningRatio=0.150 | Peel style=Onion seed=4250293 fill=945/960(0.984) chains=127 remaining=15 rejectedShort=0 failedPeels=1
105,85,hard_100_140,long_spine,LongCorridor,peel_fallback,direct_diff_hard_long_spine_long_corridor_g1_v07,direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07.asset,23,42,119,117,949,0.982,0.980,0.984,17,17,15,119,7.97,13,0.529,526,True,17,192.3,ok,53,Style=Onion | Score=91915 | TargetInitial=18 | OpeningRatio=0.143 | Peel style=Onion seed=4155671 fill=949/966(0.982) chains=119 remaining=17 rejectedShort=0 failedPeels=1
106,86,hard_100_140,room_gate,FourPockets,peel_fallback,direct_diff_hard_room_gate_four_pockets_g1_v07,direct_diff120_106_direct_diff_hard_room_gate_four_pockets_g1_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_106_direct_diff_hard_room_gate_four_pockets_g1_v07.asset,24,42,135,119,1000,0.992,0.980,0.996,19,19,24,135,7.41,13,0.504,658,True,19,195.5,ok,41,Style=Onion | Score=90710 | TargetInitial=18 | OpeningRatio=0.141 | Peel style=Onion seed=2908125 fill=1000/1008(0.992) chains=135 remaining=8 rejectedShort=0 failedPeels=1
107,87,hard_100_140,near_square,DenseKernel,peel_fallback,direct_diff_hard_near_square_dense_kernel_g1_v07,direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07.asset,30,33,129,120,974,0.984,0.980,0.992,19,19,19,129,7.55,13,0.485,641,True,19,193.3,ok,50,Style=Onion | Score=91445 | TargetInitial=18 | OpeningRatio=0.147 | Peel style=Onion seed=3859886 fill=974/990(0.984) chains=129 remaining=16 rejectedShort=0 failedPeels=1
108,88,hard_100_140,dag_unlock,FourPockets,peel_fallback,direct_diff_hard_dag_unlock_four_pockets_g1_v07,direct_diff120_108_direct_diff_hard_dag_unlock_four_pockets_g1_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_108_direct_diff_hard_dag_unlock_four_pockets_g1_v07.asset,25,43,135,118,1057,0.983,0.980,0.992,22,22,23,135,7.83,13,0.485,622,True,22,194.7,ok,56,Style=Onion | Score=96171 | TargetInitial=18 | OpeningRatio=0.163 | Peel style=Onion seed=4497464 fill=1057/1075(0.983) chains=135 remaining=18 rejectedShort=0 failedPeels=1
109,89,hard_100_140,long_spine,ZigRiver,peel_fallback,direct_diff_hard_long_spine_zig_river_g2_v08,direct_diff120_109_direct_diff_hard_long_spine_zig_river_g2_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_109_direct_diff_hard_long_spine_zig_river_g2_v08.asset,24,43,136,122,1018,0.986,0.980,1.000,13,13,21,136,7.49,13,0.489,794,True,13,195.1,ok,56,Style=Onion | Score=93535 | TargetInitial=18 | OpeningRatio=0.096 | Peel style=Onion seed=4507571 fill=1018/1032(0.986) chains=136 remaining=14 rejectedShort=0 failedPeels=1
110,90,hard_100_140,room_gate,VerticalGate,peel_fallback,direct_diff_hard_room_gate_vertical_gate_g2_v08,direct_diff120_110_direct_diff_hard_room_gate_vertical_gate_g2_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_110_direct_diff_hard_room_gate_vertical_gate_g2_v08.asset,26,39,131,124,995,0.981,0.980,0.980,27,27,17,131,7.60,13,0.458,521,True,27,192.6,too-open,38,Style=Onion | Score=93690 | TargetInitial=18 | OpeningRatio=0.206 | Peel style=Onion seed=2631651 fill=995/1014(0.981) chains=131 remaining=19 rejectedShort=0 failedPeels=1
121,91,veryhard_140_200,long_spine,HuiSpiral,peel_fallback,direct_diff_veryhard_long_spine_hui_spiral_g0_v01,direct_diff120_121_direct_diff_veryhard_long_spine_hui_spiral_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_121_direct_diff_veryhard_long_spine_hui_spiral_g0_v01.asset,26,46,148,145,1168,0.977,0.978,0.989,23,23,22,148,7.89,13,0.442,883,True,23,195.0,ok,36,Style=Onion | Score=110582 | TargetInitial=18 | OpeningRatio=0.155 | Peel style=Onion seed=2526040 fill=1168/1196(0.977) chains=148 remaining=28 rejectedShort=0 failedPeels=1
122,92,veryhard_140_200,room_gate,DoubleRoomLock,peel_fallback,direct_diff_veryhard_room_gate_double_room_lock_g0_v01,direct_diff120_122_direct_diff_veryhard_room_gate_double_room_lock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_122_direct_diff_veryhard_room_gate_double_room_lock_g0_v01.asset,27,46,162,147,1223,0.985,0.978,0.989,22,22,23,162,7.55,13,0.473,989,True,22,198.1,ok,38,Style=Onion | Score=113207 | TargetInitial=18 | OpeningRatio=0.136 | Peel style=Onion seed=2744700 fill=1223/1242(0.985) chains=162 remaining=19 rejectedShort=0 failedPeels=1
123,93,veryhard_140_200,near_square,CenterCross,peel_fallback,direct_diff_veryhard_near_square_center_cross_g0_v01,direct_diff120_123_direct_diff_veryhard_near_square_center_cross_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_123_direct_diff_veryhard_near_square_center_cross_g0_v01.asset,34,38,166,148,1274,0.986,0.978,1.000,17,17,28,166,7.67,13,0.478,1015,True,17,198.7,ok,48,Style=Onion | Score=116235 | TargetInitial=18 | OpeningRatio=0.102 | Peel style=Onion seed=3801190 fill=1274/1292(0.986) chains=166 remaining=18 rejectedShort=0 failedPeels=1
124,94,veryhard_140_200,dag_unlock,StairLadder,peel_fallback,direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01,direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01.asset,28,46,174,146,1273,0.988,0.978,0.993,19,19,24,174,7.32,13,0.436,1364,True,19,199.8,ok,46,Style=Onion | Score=115366 | TargetInitial=18 | OpeningRatio=0.109 | Peel style=Onion seed=3600936 fill=1273/1288(0.988) chains=174 remaining=15 rejectedShort=0 failedPeels=1
125,95,veryhard_140_200,long_spine,SnakeSpine,peel_fallback,direct_diff_veryhard_long_spine_snake_spine_g1_v02,direct_diff120_125_direct_diff_veryhard_long_spine_snake_spine_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_125_direct_diff_veryhard_long_spine_snake_spine_g1_v02.asset,27,47,160,153,1249,0.984,0.978,0.993,15,15,22,160,7.81,13,0.398,883,True,15,197.5,ok,45,Style=Onion | Score=118056 | TargetInitial=18 | OpeningRatio=0.094 | Peel style=Onion seed=3506314 fill=1249/1269(0.984) chains=160 remaining=20 rejectedShort=0 failedPeels=1
126,96,veryhard_140_200,room_gate,KeyDoor,peel_fallback,direct_diff_veryhard_room_gate_key_door_g1_v02,direct_diff120_126_direct_diff_veryhard_room_gate_key_door_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_126_direct_diff_veryhard_room_gate_key_door_g1_v02.asset,29,47,176,155,1330,0.976,0.978,0.983,25,25,25,176,7.56,13,0.422,912,True,25,198.6,ok,48,Style=Onion | Score=121484 | TargetInitial=18 | OpeningRatio=0.142 | Peel style=Onion seed=3829703 fill=1330/1363(0.976) chains=176 remaining=33 rejectedShort=0 failedPeels=1
127,97,veryhard_140_200,near_square,DoubleShell,peel_fallback,direct_diff_veryhard_near_square_double_shell_g1_v02,direct_diff120_127_direct_diff_veryhard_near_square_double_shell_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_127_direct_diff_veryhard_near_square_double_shell_g1_v02.asset,33,41,162,156,1325,0.979,0.978,0.975,19,19,21,162,8.18,13,0.498,999,True,19,196.0,ok,41,Style=Onion | Score=126465 | TargetInitial=18 | OpeningRatio=0.117 | Peel style=Onion seed=3105800 fill=1325/1353(0.979) chains=162 remaining=28 rejectedShort=0 failedPeels=1
128,98,veryhard_140_200,dag_unlock,ZigRiver,peel_fallback,direct_diff_veryhard_dag_unlock_zig_river_g1_v02,direct_diff120_128_direct_diff_veryhard_dag_unlock_zig_river_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_128_direct_diff_veryhard_dag_unlock_zig_river_g1_v02.asset,26,49,163,154,1250,0.981,0.978,0.993,21,21,30,163,7.67,13,0.419,923,True,21,197.9,ok,42,Style=Onion | Score=114837 | TargetInitial=18 | OpeningRatio=0.129 | Peel style=Onion seed=3219733 fill=1250/1274(0.981) chains=163 remaining=24 rejectedShort=0 failedPeels=1
129,99,veryhard_140_200,long_spine,LongCorridor,peel_fallback,direct_diff_veryhard_long_spine_long_corridor_g2_v03,direct_diff120_129_direct_diff_veryhard_long_spine_long_corridor_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_129_direct_diff_veryhard_long_spine_long_corridor_g2_v03.asset,25,48,159,161,1167,0.973,0.978,0.975,24,24,18,159,7.34,13,0.428,921,True,24,196.0,ok,49,Style=Onion | Score=112000 | TargetInitial=18 | OpeningRatio=0.151 | Peel style=Onion seed=3962943 fill=1167/1200(0.973) chains=159 remaining=33 rejectedShort=0 failedPeels=1
130,100,veryhard_140_200,room_gate,FourPockets,peel_fallback,direct_diff_veryhard_room_gate_four_pockets_g2_v03,direct_diff120_130_direct_diff_veryhard_room_gate_four_pockets_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_130_direct_diff_veryhard_room_gate_four_pockets_g2_v03.asset,28,48,174,163,1329,0.989,0.978,0.990,16,16,27,174,7.64,13,0.437,883,True,16,199.3,ok,55,Style=Onion | Score=123498 | TargetInitial=18 | OpeningRatio=0.092 | Peel style=Onion seed=4600519 fill=1329/1344(0.989) chains=174 remaining=15 rejectedShort=0 failedPeels=1
131,101,veryhard_140_200,near_square,DenseKernel,peel_fallback,direct_diff_veryhard_near_square_dense_kernel_g2_v03,direct_diff120_131_direct_diff_veryhard_near_square_dense_kernel_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_131_direct_diff_veryhard_near_square_dense_kernel_g2_v03.asset,34,39,166,164,1306,0.985,0.978,0.993,25,25,28,166,7.87,13,0.422,1107,True,25,197.9,ok,51,Style=Onion | Score=122196 | TargetInitial=18 | OpeningRatio=0.151 | Peel style=Onion seed=4190803 fill=1306/1326(0.985) chains=166 remaining=20 rejectedShort=0 failedPeels=1
132,102,veryhard_140_200,dag_unlock,FourPockets,peel_fallback,direct_diff_veryhard_dag_unlock_four_pockets_g2_v03,direct_diff120_132_direct_diff_veryhard_dag_unlock_four_pockets_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_132_direct_diff_veryhard_dag_unlock_four_pockets_g2_v03.asset,27,47,162,162,1245,0.981,0.978,0.986,21,21,24,162,7.69,13,0.482,866,True,21,197.4,ok,45,Style=Onion | Score=118468 | TargetInitial=18 | OpeningRatio=0.130 | Peel style=Onion seed=3571633 fill=1245/1269(0.981) chains=162 remaining=24 rejectedShort=0 failedPeels=1
133,103,veryhard_140_200,long_spine,ZigRiver,peel_fallback,direct_diff_veryhard_long_spine_zig_river_g3_v04,direct_diff120_133_direct_diff_veryhard_long_spine_zig_river_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_133_direct_diff_veryhard_long_spine_zig_river_g3_v04.asset,26,49,165,169,1257,0.987,0.978,0.996,17,17,26,165,7.62,13,0.474,964,True,17,198.6,ok,37,Style=Onion | Score=118331 | TargetInitial=18 | OpeningRatio=0.103 | Peel style=Onion seed=2743908 fill=1257/1274(0.987) chains=165 remaining=17 rejectedShort=0 failedPeels=1
134,104,veryhard_140_200,room_gate,VerticalGate,peel_fallback,direct_diff_veryhard_room_gate_vertical_gate_g3_v04,direct_diff120_134_direct_diff_veryhard_room_gate_vertical_gate_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_134_direct_diff_veryhard_room_gate_vertical_gate_g3_v04.asset,27,45,159,171,1199,0.987,0.978,0.993,23,23,21,159,7.54,13,0.469,1112,True,23,197.3,ok,52,Style=Onion | Score=112066 | TargetInitial=18 | OpeningRatio=0.145 | Peel style=Onion seed=4324045 fill=1199/1215(0.987) chains=159 remaining=16 rejectedShort=0 failedPeels=1
135,105,veryhard_140_200,near_square,StairLadder,peel_fallback,direct_diff_veryhard_near_square_stair_ladder_g3_v04,direct_diff120_135_direct_diff_veryhard_near_square_stair_ladder_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_135_direct_diff_veryhard_near_square_stair_ladder_g3_v04.asset,35,41,195,172,1415,0.986,0.978,0.997,16,16,30,195,7.26,13,0.489,1376,True,16,202.1,ok,49,Style=Onion | Score=128386 | TargetInitial=18 | OpeningRatio=0.082 | Peel style=Onion seed=4019058 fill=1415/1435(0.986) chains=195 remaining=20 rejectedShort=0 failedPeels=1
136,106,veryhard_140_200,dag_unlock,CenterCross,peel_fallback,direct_diff_veryhard_dag_unlock_center_cross_g3_v04,direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04.asset,28,50,184,170,1378,0.984,0.978,1.000,18,18,31,184,7.49,13,0.459,1278,True,18,200.7,ok,51,Style=Onion | Score=126560 | TargetInitial=18 | OpeningRatio=0.098 | Peel style=Onion seed=4237720 fill=1378/1400(0.984) chains=184 remaining=22 rejectedShort=0 failedPeels=1
137,107,veryhard_140_200,long_spine,HuiSpiral,peel_fallback,direct_diff_veryhard_long_spine_hui_spiral_g4_v05,direct_diff120_137_direct_diff_veryhard_long_spine_hui_spiral_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_137_direct_diff_veryhard_long_spine_hui_spiral_g4_v05.asset,27,46,171,177,1222,0.984,0.978,0.996,23,23,29,171,7.15,13,0.410,1325,True,23,198.8,ok,43,Style=Onion | Score=112811 | TargetInitial=18 | OpeningRatio=0.135 | Peel style=Onion seed=3409995 fill=1222/1242(0.984) chains=171 remaining=20 rejectedShort=0 failedPeels=1
138,108,veryhard_140_200,room_gate,DoubleRoomLock,peel_fallback,direct_diff_veryhard_room_gate_double_room_lock_g4_v05,direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05.asset,29,46,178,179,1315,0.986,0.978,0.996,24,24,33,178,7.39,13,0.483,1174,True,24,200.1,ok,57,Style=Onion | Score=121646 | TargetInitial=18 | OpeningRatio=0.135 | Peel style=Onion seed=4885403 fill=1315/1334(0.986) chains=178 remaining=19 rejectedShort=0 failedPeels=1
139,109,veryhard_140_200,near_square,CenterCross,peel_fallback,direct_diff_veryhard_near_square_center_cross_g4_v05,direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05.asset,32,39,158,180,1230,0.986,0.978,1.000,19,19,23,158,7.78,13,0.460,991,True,19,197.7,ok,55,Style=Onion | Score=112755 | TargetInitial=18 | OpeningRatio=0.120 | Peel style=Onion seed=4685145 fill=1230/1248(0.986) chains=158 remaining=18 rejectedShort=0 failedPeels=1
140,110,veryhard_140_200,dag_unlock,StairLadder,peel_fallback,direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05,direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05.asset,26,48,173,178,1230,0.986,0.978,0.982,21,21,31,173,7.11,13,0.402,1075,True,21,198.8,ok,52,Style=Onion | Score=113344 | TargetInitial=18 | OpeningRatio=0.121 | Peel style=Onion seed=4380162 fill=1230/1248(0.986) chains=173 remaining=18 rejectedShort=0 failedPeels=1
141,111,veryhard_140_200,long_spine,SnakeSpine,peel_fallback,direct_diff_veryhard_long_spine_snake_spine_g0_v06,direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06.asset,25,47,148,145,1159,0.986,0.978,0.985,24,24,21,148,7.83,13,0.463,695,True,24,196.2,ok,40,Style=Onion | Score=109912 | TargetInitial=18 | OpeningRatio=0.162 | Peel style=Onion seed=3133521 fill=1159/1175(0.986) chains=148 remaining=16 rejectedShort=0 failedPeels=1
142,112,veryhard_140_200,room_gate,KeyDoor,peel_fallback,direct_diff_veryhard_room_gate_key_door_g0_v06,direct_diff120_142_direct_diff_veryhard_room_gate_key_door_g0_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_142_direct_diff_veryhard_room_gate_key_door_g0_v06.asset,28,47,157,147,1282,0.974,0.978,0.993,27,27,21,157,8.17,13,0.405,935,True,27,196.5,ok,56,Style=Onion | Score=120307 | TargetInitial=18 | OpeningRatio=0.172 | Peel style=Onion seed=4818387 fill=1282/1316(0.974) chains=157 remaining=34 rejectedShort=0 failedPeels=1
143,113,veryhard_140_200,near_square,DoubleShell,peel_fallback,direct_diff_veryhard_near_square_double_shell_g0_v06,direct_diff120_143_direct_diff_veryhard_near_square_double_shell_g0_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_143_direct_diff_veryhard_near_square_double_shell_g0_v06.asset,35,40,170,148,1366,0.976,0.978,0.975,10,10,35,170,8.04,15,0.231,964,True,10,197.6,ok,111,Style=Lock | Score=121630 | TargetInitial=14 | OpeningRatio=0.059 | Peel style=Lock seed=6102601 fill=1366/1400(0.976) chains=170 remaining=34 rejectedShort=0 failedPeels=1
144,114,veryhard_140_200,dag_unlock,ZigRiver,peel_fallback,direct_diff_veryhard_dag_unlock_zig_river_g0_v06,direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06.asset,27,46,153,146,1218,0.981,0.978,0.986,19,19,27,153,7.96,13,0.408,958,True,19,196.3,ok,36,Style=Onion | Score=113398 | TargetInitial=18 | OpeningRatio=0.124 | Peel style=Onion seed=2742211 fill=1218/1242(0.981) chains=153 remaining=24 rejectedShort=0 failedPeels=1
145,115,veryhard_140_200,long_spine,LongCorridor,peel_fallback,direct_diff_veryhard_long_spine_long_corridor_g1_v07,direct_diff120_145_direct_diff_veryhard_long_spine_long_corridor_g1_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_145_direct_diff_veryhard_long_spine_long_corridor_g1_v07.asset,26,48,161,153,1227,0.983,0.978,0.993,16,16,29,161,7.62,13,0.407,1241,True,16,197.8,ok,37,Style=Onion | Score=113241 | TargetInitial=18 | OpeningRatio=0.099 | Peel style=Onion seed=2857047 fill=1227/1248(0.983) chains=161 remaining=21 rejectedShort=0 failedPeels=1
146,116,veryhard_140_200,room_gate,FourPockets,peel_fallback,direct_diff_veryhard_room_gate_four_pockets_g1_v07,direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset,27,48,170,155,1263,0.975,0.978,0.989,17,17,26,170,7.43,13,0.454,1058,True,17,197.8,ok,36,Style=Onion | Score=116502 | TargetInitial=18 | OpeningRatio=0.100 | Peel style=Onion seed=2761520 fill=1263/1296(0.975) chains=170 remaining=33 rejectedShort=0 failedPeels=1
147,117,veryhard_140_200,near_square,DenseKernel,peel_fallback,direct_diff_veryhard_near_square_dense_kernel_g1_v07,direct_diff120_147_direct_diff_veryhard_near_square_dense_kernel_g1_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_147_direct_diff_veryhard_near_square_dense_kernel_g1_v07.asset,34,39,167,156,1300,0.980,0.978,0.989,13,13,28,167,7.78,13,0.467,1224,True,13,198.0,ok,45,Style=Onion | Score=119862 | TargetInitial=18 | OpeningRatio=0.078 | Peel style=Onion seed=3713281 fill=1300/1326(0.980) chains=167 remaining=26 rejectedShort=0 failedPeels=1
