"chokeClass","chokeScore","levelId","order","category","difficultyCode","sampleRole","chains","arrows","solved","processTier","avgChoices","choiceP80","maxChoices","remoteChokes","remoteScore","compositeBreakWindows","afterLocalFrontierBreaks","switchFrontierBreaks","choiceChokeWindows","meaningfulOptionRate","localOnlyRate","usefulTensionRate","flatConsequenceRate","branchDivergenceAvg","localRun","nearOuterRun","depFollowRun","sts","collapse","riskTags","assetPath","sourceFile"
"ChokeReview","15.548","sgp_rdcm_v2_s05_05_t34_t26","","","","","65","","","B","4","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.887","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_05_t34_t26.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.548","sgp_rdcm_v2_s05_16_t26","","","","","65","","","B","4","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.887","0.213","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_16_t26.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.544","sgp_rdcm_v2rp_r04_02_t45_c24","","","","","65","","","B","3.94","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.886","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_02_t45_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.544","sgp_rdcm_v2rp_r05_03_t45_c24","","","","","65","","","B","3.94","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.886","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_03_t45_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"WeakOrNoChoke","15.498","sgp_pressure_read_demand_v1_pool50_10_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b1_10","","","","","57","","True","B","4.61","6","8","0","0","0","0","0","0","0.392","0.161","0","0","5.519","4","4","4","0.902","0.192","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_10_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b1_10.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"ChokeSignalRisky","15.493","sgp_pressure_read_demand_v1_pool50_15_sgp_pressure_hard_rect_read_demand_v1_pool50_maze_long_chain_b2_05","","","","","64","","True","B","4.69","6","8","0","0","0","0","0","0","0.43","0.063","0","0","5.456","5","4","6","0.841","0.237","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_15_sgp_pressure_hard_rect_read_demand_v1_pool50_maze_long_chain_b2_05.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"ChokeReview","15.432","sgp_rdcm_v2_s05_02_t26_t45","","","","","65","","","B","4.02","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.858","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_02_t26_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeSignalRisky","15.428","sgp_pressure_read_demand_v1_pool50_09_sgp_pressure_hard_rect_read_demand_v1_pool50_maze_long_chain_b1_09","","","","","66","","True","B","5.02","7","9","0","0","0","0","0","0","0.409","0.111","0","0","4.794","4","4","4","0.881","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_09_sgp_pressure_hard_rect_read_demand_v1_pool50_maze_long_chain_b1_09.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"ChokeReview","15.408","sgp_rdcm_v2rp_r04_03_c30","","","","","65","","","B","4.09","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.852","0.245","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_03_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.408","sgp_rdcm_v2rp_r05_04_rfp13_c30","","","","","65","","","B","4.09","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.852","0.245","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_04_rfp13_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.408","sgp_rdcm_v2rp_r05_06_c30","","","","","65","","","B","4.09","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.852","0.245","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_06_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.404","sgp_rdcm_v2rp_r05_05_rfp13","","","","","65","","","B","4.02","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.851","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_05_rfp13.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.404","sgp_rdcm_v2_s05_01_t34_t26_t45","","","","","65","","","B","4.02","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.851","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_01_t34_t26_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeReview","15.404","sgp_rdcm_v2_s05_08_t34_t26_t45","","","","","65","","","B","4.02","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.851","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_08_t34_t26_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.4","sgp_rdcm_v2rp_r05_02_c24","","","","","65","","","B","3.95","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.85","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_02_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.4","sgp_rdcm_v2rp_r04_01_c24","","","","","65","","","B","3.95","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.85","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_01_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.4","sgp_rdcm_v2rp_r05_01_rfp13_c24","","","","","65","","","B","3.95","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.85","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_01_rfp13_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.294","campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain","10","normal","2","first_hard_quiz","38","430","True","B","4.79","6","8","1","0","0","0","0","2","0","0","0","0","0","6","3","4","0.878","0.163","","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Campaign500NormalFullV1\s01_s13\campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"ChokeReview","14.508","sgp_rdcm_v2_s05_02_t34_c3","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.298","6","4","4","0.9","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_02_t34_c3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","14.508","sgp_rdcm_v2_s05_04_t34","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.298","6","4","4","0.9","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_04_t34.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","14.472","sgp_rdcm_v2_s05_06_c20","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.297","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_06_c20.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","14.472","sgp_rdcm_v2_s05_08_c3","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.297","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_08_c3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","14.472","sgp_rdcm_v2_s05_07_c19","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.297","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_07_c19.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","13.604","sgp_rdcm_v2_s05_14_c30","","","","","65","","","B","4.78","7","9","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.901","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_14_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","13.476","sgp_rdcm_v2_s05_10_t45","","","","","65","","","B","4.83","6","9","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.869","0.217","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_10_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","13.468","sgp_rdcm_v2_s05_07_t34_t45","","","","","65","","","B","4.83","6","9","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.867","0.217","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_07_t34_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","13.468","sgp_rdcm_v2_s05_08_t34_t45","","","","","65","","","B","4.83","6","9","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.867","0.217","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_08_t34_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_review_keep.csv"
"ChokeReview","13.408","sgp_rdcm_v2_s05_03_t34_c14","","","","","65","","True","B","4.88","7","10","0","0","0","0","0","3","0.573","0.048","0.065","0.484","4.977","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_03_t34_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","13.321","sgp_rdcm_v2_s05_09_c14","","","","","65","","True","B","4.88","7","10","0","0","0","0","0","3","0.573","0.048","0.065","0.484","4.977","6","4","4","0.89","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_09_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","13.288","sgp_pressure_read_demand_v1_pool50_04_sgp_pressure_hard_rect_read_demand_v1_pool50_maze_long_chain_b1_04","","","","","63","","True","B","5.16","7","10","0","0","0","0","0","0","0.581","0","0","0","6.383","6","3","3","0.901","0.11","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_04_sgp_pressure_hard_rect_read_demand_v1_pool50_maze_long_chain_b1_04.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"ChokeReview","13.044","sgp_rdcm_v2_s05_05_c24","","","","","65","","True","B","4.95","7","10","0","0","0","0","0","3","0.524","0.048","0.065","0.435","5.069","6","4","4","0.9","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_05_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","13.031","sgp_rdcm_v2_s05_01_t34_c24","","","","","65","","True","B","4.95","7","10","0","0","0","0","0","3","0.524","0.048","0.065","0.435","5.069","6","4","4","0.887","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_01_t34_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","11.596","sgp_rdcm_v2_s04_10_t51_t15","","","","","64","","","B","4.7","6","8","0","0","1","0","0","2","0","0","0","0","0","6","4","5","0.899","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_10_t51_t15.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","11.596","sgp_rdcm_v2_s04_07_t51_t15","","","","","64","","","B","4.7","6","8","0","0","1","0","0","2","0","0","0","0","0","6","4","5","0.899","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_07_t51_t15.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","11.556","sgp_rdcm_v2rp_r02_03_t8","","","","","63","","","B","4.52","6","8","0","0","0","0","0","4","0","0","0","0","0","5","3","4","0.889","0.143","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r02_03_t8.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeSignalRisky","11.528","sgp_rdcm_v2_s03_15_c40","","","","","66","","","B","4.36","6","7","0","0","0","0","0","4","0","0","0","0","0","5","4","4","0.882","0.175","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_15_c40.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","11.528","sgp_rdcm_v2_s03_03_t42_c40","","","","","66","","","B","4.38","6","7","0","0","0","0","0","4","0","0","0","0","0","5","5","4","0.882","0.173","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_03_t42_c40.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","11.512","sgp_rdcm_v2_s03_02_t42_c33","","","","","66","","","B","4.23","6","7","0","0","0","0","0","4","0","0","0","0","0","5","5","4","0.878","0.168","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_02_t42_c33.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeSignalRisky","11.512","sgp_rdcm_v2_s03_05_c33","","","","","66","","","B","4.21","6","7","0","0","0","0","0","4","0","0","0","0","0","4","4","4","0.878","0.17","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_05_c33.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeSignalRisky","11.512","sgp_rdcm_v2_s03_06_t42_c33","","","","","66","","","B","4.23","6","7","0","0","0","0","0","4","0","0","0","0","0","5","5","4","0.878","0.168","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_06_t42_c33.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeSignalRisky","11.512","sgp_rdcm_v2_s03_05_t42_c33","","","","","66","","","B","4.23","6","7","0","0","0","0","0","4","0","0","0","0","0","5","5","4","0.878","0.168","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_05_t42_c33.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","11.341","campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain","20","normal","1","post_front20_release","40","427","True","B","5.08","7","9","0","0","0","0","0","3","0","0","0","0","0","5","5","2","0.919","0.113","","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Campaign500NormalFullV1\s01_s13\campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"ChokeSignalRisky","11.208","sgp_rdcm_v2_s03_08_c5","","","","","66","","","A","4.86","7","9","0","0","0","0","0","4","0","0","0","0","0","4","3","4","0.802","0.308","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_08_c5.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeReview","10.662","sgp_pressure_read_demand_v1_pool50_28_sgp_pressure_hard_rect_read_demand_v1_pool50_lock_buckle_b3_08","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","0","0.554","0.048","0","0","5.297","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_28_sgp_pressure_hard_rect_read_demand_v1_pool50_lock_buckle_b3_08.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
