status,batch,order,variant,icon,theme,levelPath,reason
accepted,maskonlyb08,03,large,wavecrest,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_03_large_wavecrest_20260615_235433.asset,
accepted,maskonlyb08,04,compact,crystalcluster,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_compact_crystalcluster_20260615_235434.asset,
accepted,maskonlyb08,04,main,crystalcluster,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_main_crystalcluster_20260615_235436.asset,
accepted,maskonlyb08,04,large,crystalcluster,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_large_crystalcluster_20260615_235438.asset,
accepted,maskonlyb08,05,compact,lighthouse,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_05_compact_lighthouse_20260615_235438.asset,
accepted,maskonlyb08,05,main,lighthouse,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_05_main_lighthouse_20260615_235439.asset,
accepted,maskonlyb08,05,large,lighthouse,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_05_large_lighthouse_20260615_235450.asset,
accepted,maskonlyb08,06,compact,windmill,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_06_compact_windmill_20260615_235451.asset,
accepted,maskonlyb08,06,main,windmill,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_06_main_windmill_20260615_235452.asset,
accepted,maskonlyb08,06,large,windmill,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_06_large_windmill_20260615_235821.asset,
accepted,maskonlyb08,07,compact,suspensionbridge,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_07_compact_suspensionbridge_20260615_235822.asset,
accepted,maskonlyb08,07,main,suspensionbridge,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_07_main_suspensionbridge_20260615_235823.asset,
accepted,maskonlyb08,07,large,suspensionbridge,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_07_large_suspensionbridge_20260615_235826.asset,
accepted,maskonlyb08,08,compact,castletower,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_compact_castletower_20260615_235827.asset,
accepted,maskonlyb08,08,main,castletower,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_main_castletower_20260615_235828.asset,
accepted,maskonlyb08,08,large,castletower,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_large_castletower_20260615_235830.asset,
accepted,maskonlyb08,09,compact,caveentrance,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_09_compact_caveentrance_20260615_235830.asset,
accepted,maskonlyb08,09,main,caveentrance,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_09_main_caveentrance_20260615_235831.asset,
accepted,maskonlyb08,09,large,caveentrance,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_09_large_caveentrance_20260615_235833.asset,
accepted,maskonlyb08,10,compact,ufo,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_10_compact_ufo_20260615_235833.asset,
accepted,maskonlyb08,10,main,ufo,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_10_main_ufo_20260615_235834.asset,
accepted,maskonlyb08,10,large,ufo,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_10_large_ufo_20260615_235835.asset,
accepted,maskonlyb09,01,compact,keyvarianta,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_compact_keyvarianta_20260616_110806.asset,
accepted,maskonlyb09,01,main,keyvarianta,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_main_keyvarianta_20260616_110817.asset,
accepted,maskonlyb09,01,large,keyvarianta,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_01_large_keyvarianta_20260616_110828.asset,
accepted,maskonlyb09,02,compact,questionmarkvarianta,Symbol,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_02_compact_questionmarkvarianta_20260616_110828.asset,
accepted,maskonlyb09,02,main,questionmarkvarianta,Symbol,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_02_main_questionmarkvarianta_20260616_110829.asset,
accepted,maskonlyb09,02,large,questionmarkvarianta,Symbol,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_02_large_questionmarkvarianta_20260616_110832.asset,
accepted,maskonlyb09,04,compact,magnetvarianta,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_04_compact_magnetvarianta_20260616_110832.asset,
accepted,maskonlyb09,04,main,magnetvarianta,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_04_main_magnetvarianta_20260616_110834.asset,
accepted,maskonlyb09,04,large,magnetvarianta,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_04_large_magnetvarianta_20260616_110836.asset,
accepted,maskonlyb09,05,compact,scissorsvarianta,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_05_compact_scissorsvarianta_20260616_110837.asset,
accepted,maskonlyb09,05,main,scissorsvarianta,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_05_main_scissorsvarianta_20260616_110838.asset,
accepted,maskonlyb09,05,large,scissorsvarianta,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_05_large_scissorsvarianta_20260616_110955.asset,
accepted,maskonlyb09,06,compact,anchorvarianta,Ocean,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_06_compact_anchorvarianta_20260616_110956.asset,
accepted,maskonlyb09,06,main,anchorvarianta,Ocean,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_06_main_anchorvarianta_20260616_110957.asset,
accepted,maskonlyb09,06,large,anchorvarianta,Ocean,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_06_large_anchorvarianta_20260616_110959.asset,
accepted,maskonlyb09,08,compact,trophyvarianta,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_08_compact_trophyvarianta_20260616_111000.asset,
accepted,maskonlyb09,08,main,trophyvarianta,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_08_main_trophyvarianta_20260616_111001.asset,
accepted,maskonlyb09,08,large,trophyvarianta,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_08_large_trophyvarianta_20260616_111003.asset,
accepted,maskonlyb09,09,compact,crownvarianta,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_09_compact_crownvarianta_20260616_111003.asset,
accepted,maskonlyb09,09,main,crownvarianta,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_09_main_crownvarianta_20260616_111004.asset,
accepted,maskonlyb09,09,large,crownvarianta,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_09_large_crownvarianta_20260616_111006.asset,
accepted,maskonlyb09,10,compact,rocketvarianta,Space,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_10_compact_rocketvarianta_20260616_111006.asset,
accepted,maskonlyb09,10,main,rocketvarianta,Space,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_10_main_rocketvarianta_20260616_111007.asset,
accepted,maskonlyb09,10,large,rocketvarianta,Space,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_10_large_rocketvarianta_20260616_111008.asset,
accepted,maskonlyb09,21,compact,heart,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_21_compact_heart_20260616_111009.asset,
accepted,maskonlyb09,21,main,heart,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_21_main_heart_20260616_111010.asset,
accepted,maskonlyb09,21,large,heart,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_21_large_heart_20260616_111011.asset,
accepted,maskonlyb09,22,compact,star,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_22_compact_star_20260616_111012.asset,
accepted,maskonlyb09,22,main,star,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_22_main_star_20260616_111013.asset,
accepted,maskonlyb09,22,large,star,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_22_large_star_20260616_111014.asset,
accepted,maskonlyb09,23,compact,lightningbolt,Weather,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_23_compact_lightningbolt_20260616_111014.asset,
accepted,maskonlyb09,23,main,lightningbolt,Weather,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_23_main_lightningbolt_20260616_111015.asset,
accepted,maskonlyb09,23,large,lightningbolt,Weather,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_23_large_lightningbolt_20260616_111016.asset,
accepted,maskonlyb09,24,compact,giftbox,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_compact_giftbox_20260616_111017.asset,
accepted,maskonlyb09,24,main,giftbox,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_main_giftbox_20260616_111018.asset,
accepted,maskonlyb09,24,large,giftbox,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_24_large_giftbox_20260616_111020.asset,
accepted,maskonlyb09,25,compact,treasurechest,Adventure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_25_compact_treasurechest_20260616_111021.asset,
accepted,maskonlyb09,25,main,treasurechest,Adventure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_25_main_treasurechest_20260616_111023.asset,
accepted,maskonlyb09,25,large,treasurechest,Adventure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_25_large_treasurechest_20260616_111024.asset,
accepted,maskonlyb09,26,compact,bell,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_26_compact_bell_20260616_111025.asset,
accepted,maskonlyb09,26,main,bell,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_26_main_bell_20260616_111026.asset,
accepted,maskonlyb09,26,large,bell,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_26_large_bell_20260616_111028.asset,
accepted,maskonlyb09,38,compact,camera,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_38_compact_camera_20260616_111028.asset,
accepted,maskonlyb09,38,main,camera,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_38_main_camera_20260616_111030.asset,
accepted,maskonlyb09,38,large,camera,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_38_large_camera_20260616_111032.asset,
