"order","category","finalStatus","finalLevelId","loadMode","loadedAssetPath","loadedAssetGuid","syncAssetPath","assemblyAction","assemblySourcePool","assemblyGateClass","productionLane","productionStyle","productionChainLanguage","chains","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","templateTargetChains","actualChains","effectiveChainLoad","rhythmStageBand","sectionWaveRole","rhythmStyleGroup","rhythmPlacementReason"
"261","normal","ReplacedRhythmV4","c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset","0d5fd6a99198745429e2098e84eb9fac","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelHard","hardgate","rail_chain","65","0.986","10","4","0.835","107","65","77.73","S03_front300_quality","Recovery","hardgate","target=107;stageTarget=107;effective=77.7;chains=65;role=Recovery;style=hardgate;chain=rail_chain;cost=156.6"
"262","normal","ReplacedRhythmV4","c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","cdcaa066311ec404196b0cdbdcb93cb9","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","curve_chain","65","0.98","10","4","0.862","102","65","76.69","S03_front300_quality","Normal","hardgate","target=102;stageTarget=102;effective=76.7;chains=65;role=Normal;style=hardgate;chain=curve_chain;cost=155.1"
"263","shape","ShapeCandidatePlanned","campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section.asset","1fbfd525ed22a4c4dbe77706cc6a078e","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","SectionUnlock","","94","0.985","9","9","","116","94","","S03_front300_quality","Shape","","unchanged_from_v3_or_non_normal"
"264","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","e796a0a42cf355447bb2b38784de0e19","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedweave_braid_carrier","longchain","family_profile_chain","26","0.9492","11","4","0.91","157","26","72.85","S03_front300_quality","Hard","longchain","target=157;stageTarget=157;effective=72.8;chains=26;role=Hard;style=longchain;chain=family_profile_chain;cost=254.4"
"265","normal","ReplacedRhythmV4","c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","2a427baf5d0f77942a0e953ea5306484","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","64","0.989","7","6","0.893","104","64","71.15","S03_front300_quality","Recovery","hardgate","target=104;stageTarget=104;effective=71.2;chains=64;role=Recovery;style=hardgate;chain=choice_clamp_chain;cost=152.8"
"266","normal","ReplacedRhythmV4","nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","2efffda94bf00904ba88607d0b430e3d","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","ActiveReplace","NutationLongChainStrict60Front300","RhythmV4Front300TraceKeep","maze_long_chain","longchain","spine_chain","47","0.947","6","3","0.903","97","47","60.65","S03_front300_quality","Normal","longchain","target=97;stageTarget=97;effective=60.6;chains=47;role=Normal;style=longchain;chain=spine_chain;cost=144.7"
"267","hole","OriginalNonTarget","hole_highchain_extra_001_hc2_32x28_dual_b","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","393a2e0c92c98ca40bfb2928201fdaa9","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","KeepCurrent","","","","","","","","","","","82","","","S03_front300_quality","HoleRescue","","unchanged_from_v3_or_non_normal"
"268","shape","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset","8aa78f4d0c39b3c49bdb06792013a051","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","Sweep","","95","0.986","10","10","","118","95","","S03_front300_quality","Shape","","unchanged_from_v3_or_non_normal"
"269","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","d95e96cef45e224419a0f0f6273aef52","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","22","0.9335","9","3","0.909","184","22","68.10","S03_front300_quality","PeakExtreme","longchain","target=184;stageTarget=184;effective=68.1;chains=22;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=323.8"
"270","normal","ReplacedRhythmV4","c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset","2206815ea17b4d645a33ba7d3735793d","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","curve_chain","64","0.986","10","5","0.912","114","64","73.87","S03_front300_quality","Normal","hardgate","target=114;stageTarget=114;effective=73.9;chains=64;role=Normal;style=hardgate;chain=curve_chain;cost=189.6"
"271","normal","ReplacedRhythmV4","c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset","c54f4ff1485e6454ba87d5239d2d3aa3","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","66","0.982","8","5","0.919","114","66","67.41","S03_front300_quality","Recovery","hardgate","target=114;stageTarget=114;effective=67.4;chains=66;role=Recovery;style=hardgate;chain=strict_peak_chain;cost=187.4"
"272","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","774c8417579e9f849aba4c7ba7a0d579","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedweave_braid_carrier","longchain","family_profile_chain","21","0.9524","8","3","0.919","115","21","67.38","S03_front300_quality","Normal","longchain","target=115;stageTarget=115;effective=67.4;chains=21;role=Normal;style=longchain;chain=family_profile_chain;cost=191.0"
"273","shape","ShapeCandidatePlanned","campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","0fbb35f2e2dc0e64fa9534ad41f76e65","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","SectionUnlock","","111","0.983","11","8","","113","111","","S03_front300_quality","Shape","","unchanged_from_v3_or_non_normal"
"274","normal","ReplacedRhythmV4","c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","6ba3a04bbdb421a4f9d0683efb1dd04d","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","rail_chain","63","0.974","8","6","0.848","131","63","69.13","S03_front300_quality","Hard","hardgate","target=131;stageTarget=131;effective=69.1;chains=63;role=Hard;style=hardgate;chain=rail_chain;cost=206.7"
"275","normal","ReplacedRhythmV4","nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","6470d5c74aff5c2449fcb3f18a76d9d2","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","ActiveReplace","NutationLongChainStrict60Front300","RhythmV4Front300TraceKeep","maze_long_chain","longchain","spine_chain","48","0.95","7","3","0.917","106","48","60.35","S03_front300_quality","Normal","longchain","target=106;stageTarget=106;effective=60.4;chains=48;role=Normal;style=longchain;chain=spine_chain;cost=168.6"
"276","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","98b7a49bc2a7c184e8490c6a9932cdc7","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedmaze_section_weave","longchain","family_profile_chain","23","0.9437","8","3","0.93","201","23","64.69","S03_front300_quality","PeakExtreme","longchain","target=201;stageTarget=201;effective=64.7;chains=23;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=370.8"
"277","hole","OriginalNonTarget","hole_topup_030_topup_std_26x26_dual","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","9e73faad266f64a4987c09abb4c526bb","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","KeepCurrent","","","","","","","","","","","61","","","S03_front300_quality","HoleRescue","","unchanged_from_v3_or_non_normal"
"278","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10e_02_L278_tree","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","e8478b5a12fab2b46a78542f60a0cc6b","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","ActiveReplace","ShapeMaskInventory","NeedsFinalManualReview","","SectionUnlock","","116","0.988","12","8","","119","116","","S03_front300_quality","Shape","","unchanged_from_v3_or_non_normal"
"279","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","8125f4204884ad340a5c95403d207872","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","54","0.989","10","7","0.872","107","54","66.56","S03_front300_quality","Normal","neutral","target=107;stageTarget=107;effective=66.6;chains=54;role=Normal;style=neutral;chain=mixed_chain;cost=177.5"
"280","normal","ReplacedRhythmV4","campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","1d939a42ddb48664cb36ee41b19c19dc","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","ActiveReplace","Campaign500NormalFullV1UnusedStrict","RhythmV4Front300TraceKeep","FlowPatch","flow","patch_chain","54","0.991","9","9","0.912","107","54","70.05","S03_front300_quality","Normal","flow","target=107;stageTarget=107;effective=70.0;chains=54;role=Normal;style=flow;chain=patch_chain;cost=178.5"
"281","normal","ReplacedRhythmV4","nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","aec13838f3baaea4cb6aa1222a5dd7e7","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","ActiveReplace","NutationLongChainStrict60Front300","RhythmV4Front300TraceKeep","maze_long_chain","longchain","spine_chain","43","0.924","6","6","0.961","107","43","60.66","S03_front300_quality","Recovery","longchain","target=107;stageTarget=107;effective=60.7;chains=43;role=Recovery;style=longchain;chain=spine_chain;cost=182.0"
"282","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","aaef10a8b3d55d847b743024283c818b","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","rail_chain","54","0.991","10","5","0.851","107","54","65.08","S03_front300_quality","Normal","hardgate","target=107;stageTarget=107;effective=65.1;chains=54;role=Normal;style=hardgate;chain=rail_chain;cost=185.3"
"283","shape","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","a55cb1b3da4c76845ba4540b4f8d5d5f","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","Sweep","","114","0.991","10","9","","119","114","","S03_front300_quality","Shape","","unchanged_from_v3_or_non_normal"
"284","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","08a6f780142c19142962ceb8f59e5b52","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_headmix_outerclean","longchain","family_profile_chain","29","0.9540","8","5","0.925","172","29","64.99","S03_front300_quality","Hard","longchain","target=172;stageTarget=172;effective=65.0;chains=29;role=Hard;style=longchain;chain=family_profile_chain;cost=299.3"
"285","hole","OriginalNonTarget","hole_topup_025_topup_std_24x28_maze","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","23eed199cbf0b6b46872faed2b7da3bb","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","KeepCurrent","","","","","","","","","","","62","","","S03_front300_quality","HoleRescue","","unchanged_from_v3_or_non_normal"
"286","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","37244031406c31148a0310c93047db9a","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","24","0.9332","8","2","0.904","107","24","59.72","S03_front300_quality","Normal","longchain","target=107;stageTarget=107;effective=59.7;chains=24;role=Normal;style=longchain;chain=family_profile_chain;cost=210.8"
"287","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","075836b3f3b34f3438f59fbc7b909f46","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedweave_dense_support","longchain","family_profile_chain","29","0.9339","10","5","0.893","214","29","65.44","S03_front300_quality","PeakExtreme","longchain","target=214;stageTarget=214;effective=65.4;chains=29;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=461.5"
"288","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10e_04_L288_knighthelmet","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","d92013e750c84bd40986687b3ced0640","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","LockBuckle","","101","0.988","9","9","","120","101","","S03_front300_quality","Shape","","unchanged_from_v3_or_non_normal"
"289","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","6fbda651b7888d64bab5c2ab6bdd7001","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","FlowRail","flow","rail_chain","39","0.988","9","3","0.915","115","39","42.08","S03_front300_quality","Hard","flow","target=115;stageTarget=115;effective=42.1;chains=39;role=Hard;style=flow;chain=rail_chain;cost=233.8"
"290","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","5b69a6445e550cd4dadf612854d415ba","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedweave_braid_carrier","longchain","family_profile_chain","15","0.9427","8","3","0.924","114","15","44.68","S03_front300_quality","Recovery","longchain","target=114;stageTarget=114;effective=44.7;chains=15;role=Recovery;style=longchain;chain=family_profile_chain;cost=263.4"
"291","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset","69dc4408c31742b4fbe137341abc93d4","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","FlowCurve","flow","rail_chain","40","0.988","9","5","0.919","106","40","42.74","S03_front300_quality","Recovery","flow","target=106;stageTarget=106;effective=42.7;chains=40;role=Recovery;style=flow;chain=rail_chain;cost=217.9"
"292","hole","OriginalNonTarget","hole_candidate_028_std_24x26_section","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset","86110219364f24b49ad2563279237b6c","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset","KeepCurrent","","","","","","","","","","","60","","","S03_front300_quality","HoleRescue","","unchanged_from_v3_or_non_normal"
"293","shape","ShapeCandidatePlanned","campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset","5b3875dae69cdcb4e96ae5ce5ad9da4a","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","DenseWeave","","128","0.987","10","15","","118","128","","S03_front300_quality","Shape","","unchanged_from_v3_or_non_normal"
"294","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","63dff09dc6a45cb4cad98abe1f558951","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedweave_braid_carrier","longchain","family_profile_chain","15","0.9427","8","3","0.924","110","15","44.68","S03_front300_quality","Recovery","longchain","target=110;stageTarget=110;effective=44.7;chains=15;role=Recovery;style=longchain;chain=family_profile_chain;cost=229.4"
