"chokeClass","chokeScore","levelId","order","category","difficultyCode","sampleRole","chains","arrows","solved","processTier","avgChoices","choiceP80","maxChoices","remoteChokes","remoteScore","compositeBreakWindows","afterLocalFrontierBreaks","switchFrontierBreaks","choiceChokeWindows","meaningfulOptionRate","localOnlyRate","usefulTensionRate","flatConsequenceRate","branchDivergenceAvg","localRun","nearOuterRun","depFollowRun","sts","collapse","riskTags","assetPath","sourceFile"
"WeakOrNoChoke","-5.56","campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain","406","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","4","0","0.86","0.134","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","-5.592","c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain","482","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","4","0","0.852","0.218","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","-5.592","c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain","49","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0.852","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-5.616","c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain","171","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","3","0","0.846","0.211","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","-5.616","c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain","171","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0.846","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-5.628","c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain","188","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0.843","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-5.664","nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine","169","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0.834","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-5.668","c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain","120","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0.833","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-5.7","nutation_hub_mixed_v1_strict30_refill_23_s06_r03","105","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0.825","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_23_s06_r03.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-5.7","nutation_hub_mixed_v1_strict30_refill_23_s06_r03","105","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0.825","0.276","notSolvedLike","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_23_s06_r03.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","-5.72","nutation_hub_mixed_v1_strict30_transform_wide_08_s02_rot180","107","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0.82","0.277","notSolvedLike","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30TransformWidePool/nutation_hub_mixed_v1_strict30_transform_wide_08_s02_rot180.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","-5.72","nutation_hub_mixed_v1_strict30_transform_wide_08_s02_rot180","107","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0.82","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30TransformWidePool/nutation_hub_mixed_v1_strict30_transform_wide_08_s02_rot180.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-5.728","c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain","70","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","4","0","0.818","0.28","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","-5.728","c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain","70","normal","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0.818","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-5.884","campaign500_normal_full_v1_s46_s50_tail_14_nutation_peel_rect_s47_o462_v01_peellight_curve_chain","462","","","","","","","","0","0","10","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0.779","0.296","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_14_nutation_peel_rect_s47_o462_v01_peellight_curve_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_HardGateUntil0910_20260701_0910\campaign500_hardgate_until0910_v1_excluded_legacy_tracekeep_rows.csv"
"WeakOrNoChoke","-6.208","campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor","234","","","","","","True","B","4.94","9","11","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0.948","0.084","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_outerclean_strict_v5_30_display_order_joined.csv"
"WeakOrNoChoke","-6.208","campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor","204","normal","","","","","","","0","0","11","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0.948","0","choicePeakHigh;notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-6.244","campaign500_longchain_prod200_pool_v1_10_l191_long_normal_a_lock_s20_slot_seedmaze_chamber_corridor","191","","","","","","True","Drop","7.4","10","11","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0.939","0.03","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l191_long_normal_a_lock_s20_slot_seedmaze_chamber_corridor.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_lowchoice_s19_s20_r1_allselected_trace_joined.csv"
"WeakOrNoChoke","-6.248","campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor","106","","","","","","True","B","5.32","8","11","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0.938","0.085","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_outerclean_strict_v5_30_selected_joined.csv"
"WeakOrNoChoke","-6.248","campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor","144","normal","","","","","","","0","0","11","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0.938","0","choicePeakHigh;notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-6.264","campaign500_longchain_prod200_pool_v1_43_l062_long_normal_a_dense_s07_slot_headmix_outerclean","62","","","","","","True","Drop","7.85","11","11","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0.934","0.069","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_43_l062_long_normal_a_dense_s07_slot_headmix_outerclean.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_s01_s10_smoke_enhanced_postselected_trace_joined.csv"
"WeakOrNoChoke","-6.304","campaign500_longchain_prod200_pool_v1_157_l202_long_normal_a_dense_s21_slot_seedmaze_chamber_corridor","202","","","","","","True","Drop","7.14","10","11","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0.924","0.068","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_157_l202_long_normal_a_dense_s21_slot_seedmaze_chamber_corridor.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_selected_joined.csv"
"WeakOrNoChoke","-6.304","campaign500_longchain_prod200_pool_v1_67_l086_long_normal_b_dense_s09_slot_seedmaze_chamber_corridor","86","","","","","","True","Drop","7.94","10","11","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0.924","0.061","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_67_l086_long_normal_b_dense_s09_slot_seedmaze_chamber_corridor.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_v1_pretrace_joined_source.csv"
"WeakOrNoChoke","-6.304","campaign500_longchain_prod200_pool_v1_60_l086_long_normal_b_dense_s09_slot_seedmaze_chamber_corridor","86","","","","","","True","Drop","7.94","10","11","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0.924","0.061","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_60_l086_long_normal_b_dense_s09_slot_seedmaze_chamber_corridor.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_s01_s10_smoke_enhanced_postselected_trace_joined.csv"
"WeakOrNoChoke","-6.32","nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve","","","","","93","","True","B","6.26","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.92","0.144","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_v1_trace_joined.csv"
"WeakOrNoChoke","-6.32","nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve","479","normal","","","","","","","0","0","11","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.92","0","choicePeakHigh;notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-6.34","campaign500_longchain_prod200_pool_v1_11_l191_long_normal_a_lock_s20_slot_seedmaze_section_weave","191","","","","","","True","Drop","6.95","10","11","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0.915","0.13","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_11_l191_long_normal_a_lock_s20_slot_seedmaze_section_weave.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_lowchoice_s19_s20_r1_postselected_trace_joined.csv"
"WeakOrNoChoke","-6.348","c5lcf_11_l441_long_normal_a_sweep_s45_slot_straight_spine_carrier","441","","","","","","True","Drop","5.83","10","11","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0.913","0.167","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/C5LCFamLabStraightProbeV2/c5lcf_11_l441_long_normal_a_sweep_s45_slot_straight_spine_carrier.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-family-profile-lab\_CodexRun\campaign500_longchain_family_profile_lab_straight_spine_probe_v2_gen1_postselected_trace_joined.csv"
"WeakOrNoChoke","-6.348","nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail","449","normal","","","","","","","0","0","11","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0.913","0","choicePeakHigh;notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-6.348","nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail","","","","","86","","True","B","6.34","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.913","0.155","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_s3_v1_trace_joined.csv"
"WeakOrNoChoke","-6.356","campaign500_longchain_prod200_pool_v1_01_l051_long_normal_a_maze_s06_slot_seedmaze_chamber_corridor_near","51","","","","","","True","B","5.47","9","11","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0.911","0.114","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l051_long_normal_a_maze_s06_slot_seedmaze_chamber_corridor_near.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_s01_s10_smoke_enhanced_allselected_trace_joined.csv"
"WeakOrNoChoke","-6.356","campaign500_longchain_prod200_pool_v1_138_l174_long_normal_b_maze_s18_slot_seedmaze_chamber_corridor","174","","","","","","True","B","6.44","9","11","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0.911","0.046","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_138_l174_long_normal_b_maze_s18_slot_seedmaze_chamber_corridor.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_selected_joined.csv"
"WeakOrNoChoke","-6.36","campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier","256","normal","","","","","","","0","0","11","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0.91","0","choicePeakHigh;notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-6.36","campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier","5","","","","","","True","B","6.92","9","11","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0.91","0.014","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_outerclean_strict_v5_30_selected_joined.csv"
"WeakOrNoChoke","-6.36","campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier","264","normal","","","","","","","0","0","11","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0.91","0","choicePeakHigh;notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-6.36","campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier","5","","","","","","True","B","6.92","9","11","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0.91","0.014","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_outerclean_strict_v5_30_selected_joined.csv"
"WeakOrNoChoke","-6.364","campaign500_longchain_prod200_pool_v1_228_l294_long_normal_b_sweep_s30_slot_seedmaze_chamber_corridor_near","294","","","","","","True","Drop","6.57","10","11","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0.909","0.106","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_228_l294_long_normal_b_sweep_s30_slot_seedmaze_chamber_corridor_near.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_selected_joined.csv"
"WeakOrNoChoke","-6.376","campaign500_longchain_prod200_pool_v1_27_l332_long_normal_a_dense_s34_slot_seedmaze_chamber_corridor_near","332","","","","","","True","B","5.84","7","11","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0.906","0.089","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_27_l332_long_normal_a_dense_s34_slot_seedmaze_chamber_corridor_near.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_selected_joined.csv"
"WeakOrNoChoke","-6.4","campaign500_longchain_prod200_pool_v1_34_l041_long_normal_a_dense_s05_slot_seedweave_braid_carrier_near","41","","","","","","True","Drop","6.56","10","11","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0.9","0.047","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_34_l041_long_normal_a_dense_s05_slot_seedweave_braid_carrier_near.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_v1_pretrace_joined_source.csv"
"WeakOrNoChoke","-6.4","c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain","397","normal","","","","","","","0","0","11","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0.9","0","choicePeakHigh;notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","-6.4","c5lcf_01_l021_long_normal_a_sweep_s03_slot_straight_spine_carrier","21","","","","","","True","Drop","7.29","10","11","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0.9","0.108","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/C5LCFamLabStraightProbeV2/c5lcf_01_l021_long_normal_a_sweep_s03_slot_straight_spine_carrier.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-family-profile-lab\_CodexRun\campaign500_longchain_family_profile_lab_straight_spine_probe_v2_gen1_postselected_trace_joined.csv"
"WeakOrNoChoke","-6.4","c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain","397","","","","75","","","","0","0","11","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0.9","0.138","choicePeakHigh;notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_55_patch_audit.csv"
"WeakOrNoChoke","-6.4","nutation_longchain_candidate80_holefix_s2_v1_24_nutation_longchain_spine_v1_rect_c80hf2_06_d2_lock_spine","","","","","63","","True","B","6.43","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","0.181","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_24_nutation_longchain_spine_v1_rect_c80hf2_06_d2_lock_spine.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_s2_v1_trace_joined.csv"
"WeakOrNoChoke","-6.416","campaign500_longchain_prod200_pool_v1_11_l012_long_normal_b_normal_s02_slot_seedweave_braid_carrier","12","","","","","","True","B","6.71","9","11","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0.896","0.057","choicePeakHigh","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_11_l012_long_normal_b_normal_s02_slot_seedweave_braid_carrier.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_s01_s10_smoke_trace_joined.csv"
