"Row","Mode","Order","Section10","StyleHint","DifficultyCode","ExperienceRole","ProfileHint","SpecId","LevelId","AssetPath","Width","Height","Chains","TemplateTargetChains","SpecTargetChains","TargetChainsMin","TargetChainsMax","Arrows","Coverage","OuterBandCoverage","InitialMovableChains","EdgeHeadChains","AvgChain","MaxChain","PortableSolved","PortableOpeners","Attempts","Status","sourceReportCsv","sourceProjectRoot","originalAssetPath","absoluteAssetPath","traceEligible"
"150","pure_relaxed","272","28","lock","1","Normal","PSG_Normal_lock_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_pure_relaxed_l272_lock","campaign500_psg_prod200_c04_o011_s150_n050_150_sgp_pressure_hard_campaign500_pure_relaxed_l272_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_150_sgp_pressure_hard_campaign500_pure_relaxed_l272_lock.asset","23","39","109","115","103","103","127","876","0.977","0.957","2","9","8.04","16","True","2","150","Style=PressureCampaignRelaxed | Score=37263 | TargetInitial=8 | OpeningRatio=0.018 | EarlyChoices=26.3/50 | LocalRun=6 | Jump=6.1 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=19655189 fill=876/897(0.977) chains=109 remaining=21 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_150_sgp_pressure_hard_campaign500_pure_relaxed_l272_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_150_sgp_pressure_hard_campaign500_pure_relaxed_l272_lock.asset","True"
"151","layout_soft","272","28","lock","1","Normal","PSG_Normal_lock_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_layout_soft_l272_lock","campaign500_psg_prod200_c04_o011_s150_n050_151_sgp_pressure_hard_campaign500_layout_soft_l272_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_151_sgp_pressure_hard_campaign500_layout_soft_l272_lock.asset","26","34","121","117","110","102","125","862","0.975","0.964","2","10","7.12","14","True","2","223","Style=PressureCampaignMedium | Score=29670 | TargetInitial=8 | OpeningRatio=0.017 | EarlyChoices=27.1/47 | LocalRun=6 | Jump=6.9 | NearRate=0.77 | Direction=n/a | Peel style=PressureCampaignMedium seed=27309718 fill=862/884(0.975) chains=121 remaining=22 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_151_sgp_pressure_hard_campaign500_layout_soft_l272_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_151_sgp_pressure_hard_campaign500_layout_soft_l272_lock.asset","True"
"152","language_a","274","28","section","3","Pressure","PSG_Normal_section_VeryHard_Pressure","sgp_pressure_hard_campaign500_language_a_l274_section","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_152_sgp_pressure_hard_campaign500_language_a_l274_section.asset","31","35","0","131","123","118","144","0","0.000","0.000","0","0","0.00","0","False","0","0","ChainTargetMiss chains=144 target=123 | Style=PressureCampaignSectionLang | Score=49723 | TargetInitial=8 | OpeningRatio=0.035 | EarlyChoices=27.1/44 | LocalRun=8 | Jump=5.1 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=37681045 fill=1064/1085(0.981) chains=144 remaining=21 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_152_sgp_pressure_hard_campaign500_language_a_l274_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_152_sgp_pressure_hard_campaign500_language_a_l274_section.asset","False"
"153","language_b","274","28","section","3","Pressure","PSG_Normal_section_VeryHard_Pressure","sgp_pressure_hard_campaign500_language_b_l274_section","campaign500_psg_prod200_c04_o011_s150_n050_153_sgp_pressure_hard_campaign500_language_b_l274_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_153_sgp_pressure_hard_campaign500_language_b_l274_section.asset","31","35","136","131","123","118","144","1074","0.990","0.992","4","12","7.90","14","True","4","329","Style=PressureCampaignSectionLang | Score=48882 | TargetInitial=8 | OpeningRatio=0.029 | EarlyChoices=32.0/51 | LocalRun=9 | Jump=9.2 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=38425420 fill=1074/1085(0.990) chains=136 remaining=11 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_153_sgp_pressure_hard_campaign500_language_b_l274_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_153_sgp_pressure_hard_campaign500_language_b_l274_section.asset","True"
"154","pure_relaxed","274","28","section","3","Pressure","PSG_Normal_section_VeryHard_Pressure","sgp_pressure_hard_campaign500_pure_relaxed_l274_section","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_154_sgp_pressure_hard_campaign500_pure_relaxed_l274_section.asset","31","35","0","131","118","118","144","0","0.000","0.000","0","0","0.00","0","False","0","0","ChainTargetMiss chains=143 target=118 | Style=PressureCampaignRelaxed | Score=35945 | TargetInitial=10 | OpeningRatio=0.035 | EarlyChoices=31.6/47 | LocalRun=8 | Jump=9.7 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=15398122 fill=1061/1085(0.978) chains=143 remaining=24 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_154_sgp_pressure_hard_campaign500_pure_relaxed_l274_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_154_sgp_pressure_hard_campaign500_pure_relaxed_l274_section.asset","False"
"155","language_a","275","28","dense","1","Normal","PSG_Normal_dense_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_a_l275_dense","campaign500_psg_prod200_c04_o011_s150_n050_155_sgp_pressure_hard_campaign500_language_a_l275_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_155_sgp_pressure_hard_campaign500_language_a_l275_dense.asset","22","36","131","106","122","95","117","777","0.981","0.963","5","9","5.93","11","True","5","8","Style=PressureCampaignDenseLang | Score=26470 | TargetInitial=8 | OpeningRatio=0.046 | EarlyChoices=21.9/39 | LocalRun=13 | Jump=5.3 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignDenseLang seed=4823510 fill=777/792(0.981) chains=131 remaining=15 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=6->5 edgeHeads=10->9 earlyChoices=21.3/36 localRun=13 jump=5.7 near=0.81 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_155_sgp_pressure_hard_campaign500_language_a_l275_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_155_sgp_pressure_hard_campaign500_language_a_l275_dense.asset","True"
"156","language_b","275","28","dense","1","Normal","PSG_Normal_dense_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_b_l275_dense","campaign500_psg_prod200_c04_o011_s150_n050_156_sgp_pressure_hard_campaign500_language_b_l275_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_156_sgp_pressure_hard_campaign500_language_b_l275_dense.asset","22","36","122","106","122","95","117","778","0.982","0.972","5","9","6.38","11","True","5","23","Style=PressureCampaignDenseLang | Score=27830 | TargetInitial=7 | OpeningRatio=0.049 | EarlyChoices=29.6/46 | LocalRun=8 | Jump=5.1 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignDenseLang seed=6405721 fill=778/792(0.982) chains=122 remaining=14 rejectedShort=0 failedPeels=1 | FlipGate=ops=3 initial=6->5 edgeHeads=10->9 earlyChoices=27.8/50 localRun=8 jump=4.9 near=0.71 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_156_sgp_pressure_hard_campaign500_language_b_l275_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_156_sgp_pressure_hard_campaign500_language_b_l275_dense.asset","True"
"157","language_c","275","28","dense","1","Normal","PSG_Normal_dense_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_c_l275_dense","campaign500_psg_prod200_c04_o011_s150_n050_157_sgp_pressure_hard_campaign500_language_c_l275_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_157_sgp_pressure_hard_campaign500_language_c_l275_dense.asset","22","36","121","106","122","95","117","776","0.980","0.972","4","11","6.41","11","True","4","395","Style=PressureCampaignDenseLang | Score=28470 | TargetInitial=7 | OpeningRatio=0.033 | EarlyChoices=29.0/43 | LocalRun=9 | Jump=5.1 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignDenseLang seed=45376735 fill=776/792(0.980) chains=121 remaining=16 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_157_sgp_pressure_hard_campaign500_language_c_l275_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_157_sgp_pressure_hard_campaign500_language_c_l275_dense.asset","True"
"158","pure_relaxed","275","28","dense","1","Normal","PSG_Normal_dense_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_pure_relaxed_l275_dense","campaign500_psg_prod200_c04_o011_s150_n050_158_sgp_pressure_hard_campaign500_pure_relaxed_l275_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_158_sgp_pressure_hard_campaign500_pure_relaxed_l275_dense.asset","22","36","97","106","95","95","117","783","0.989","0.977","4","11","8.07","16","True","4","111","Style=PressureCampaignRelaxed | Score=25583 | TargetInitial=7 | OpeningRatio=0.052 | EarlyChoices=24.3/55 | LocalRun=6 | Jump=7.1 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=15644343 fill=783/792(0.989) chains=97 remaining=9 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->4 edgeHeads=12->11 earlyChoices=24.0/55 localRun=6 jump=6.3 near=0.71 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_158_sgp_pressure_hard_campaign500_pure_relaxed_l275_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_158_sgp_pressure_hard_campaign500_pure_relaxed_l275_dense.asset","True"
"159","layout_soft","275","28","dense","1","Normal","PSG_Normal_dense_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_layout_soft_l275_dense","campaign500_psg_prod200_c04_o011_s150_n050_159_sgp_pressure_hard_campaign500_layout_soft_l275_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_159_sgp_pressure_hard_campaign500_layout_soft_l275_dense.asset","25","32","140","109","125","96","118","771","0.964","0.976","4","11","5.51","10","True","4","270","Style=PressureCampaignShort | Score=25058 | TargetInitial=10 | OpeningRatio=0.029 | EarlyChoices=23.2/31 | LocalRun=6 | Jump=6.1 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignShort seed=32305978 fill=771/800(0.964) chains=140 remaining=29 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_159_sgp_pressure_hard_campaign500_layout_soft_l275_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_159_sgp_pressure_hard_campaign500_layout_soft_l275_dense.asset","True"
"160","language_a","276","28","section","4","Peak","PSG_Normal_section_Extreme_Peak","sgp_pressure_hard_campaign500_language_a_l276_section","campaign500_psg_prod200_c04_o011_s150_n050_160_sgp_pressure_hard_campaign500_language_a_l276_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_160_sgp_pressure_hard_campaign500_language_a_l276_section.asset","27","45","163","201","189","181","221","1199","0.987","0.982","4","17","7.36","14","True","4","335","Style=PressureCampaignSectionLang | Score=53458 | TargetInitial=8 | OpeningRatio=0.025 | EarlyChoices=26.1/61 | LocalRun=7 | Jump=7.9 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=39116016 fill=1199/1215(0.987) chains=163 remaining=16 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_160_sgp_pressure_hard_campaign500_language_a_l276_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_160_sgp_pressure_hard_campaign500_language_a_l276_section.asset","True"
"161","language_b","276","28","section","4","Peak","PSG_Normal_section_Extreme_Peak","sgp_pressure_hard_campaign500_language_b_l276_section","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_161_sgp_pressure_hard_campaign500_language_b_l276_section.asset","27","45","0","201","189","181","221","0","0.000","0.000","0","0","0.00","0","False","0","0","ChainTargetMiss chains=157 target=189 | Style=PressureCampaignSectionLang | Score=51936 | TargetInitial=8 | OpeningRatio=0.032 | EarlyChoices=26.8/45 | LocalRun=8 | Jump=10.4 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=22475385 fill=1195/1215(0.984) chains=157 remaining=20 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_161_sgp_pressure_hard_campaign500_language_b_l276_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_161_sgp_pressure_hard_campaign500_language_b_l276_section.asset","False"
"162","pure_relaxed","276","28","section","4","Peak","PSG_Normal_section_Extreme_Peak","sgp_pressure_hard_campaign500_pure_relaxed_l276_section","campaign500_psg_prod200_c04_o011_s150_n050_162_sgp_pressure_hard_campaign500_pure_relaxed_l276_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_162_sgp_pressure_hard_campaign500_pure_relaxed_l276_section.asset","27","45","162","201","181","181","221","1196","0.984","0.985","5","9","7.38","16","True","5","25","Style=PressureCampaignRelaxed | Score=49087 | TargetInitial=11 | OpeningRatio=0.031 | EarlyChoices=34.5/56 | LocalRun=7 | Jump=9.4 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=6674412 fill=1196/1215(0.984) chains=162 remaining=19 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_162_sgp_pressure_hard_campaign500_pure_relaxed_l276_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_162_sgp_pressure_hard_campaign500_pure_relaxed_l276_section.asset","True"
"163","layout_soft","276","28","section","4","Peak","PSG_Normal_section_Extreme_Peak","sgp_pressure_hard_campaign500_layout_soft_l276_section","campaign500_psg_prod200_c04_o011_s150_n050_163_sgp_pressure_hard_campaign500_layout_soft_l276_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_163_sgp_pressure_hard_campaign500_layout_soft_l276_section.asset","29","38","189","174","164","164","200","1075","0.975","0.968","6","15","5.69","10","True","6","133","Style=PressureCampaignShort | Score=25983 | TargetInitial=13 | OpeningRatio=0.042 | EarlyChoices=34.4/51 | LocalRun=9 | Jump=7.9 | NearRate=0.77 | Direction=n/a | Peel style=PressureCampaignShort seed=17994870 fill=1075/1102(0.975) chains=189 remaining=27 rejectedShort=0 failedPeels=1 | FlipGate=ops=3 initial=8->6 edgeHeads=17->15 earlyChoices=31.7/42 localRun=8 jump=6.4 near=0.77 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_163_sgp_pressure_hard_campaign500_layout_soft_l276_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_163_sgp_pressure_hard_campaign500_layout_soft_l276_section.asset","True"
"164","language_a","279","28","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_a_l279_section","campaign500_psg_prod200_c04_o011_s150_n050_164_sgp_pressure_hard_campaign500_language_a_l279_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_164_sgp_pressure_hard_campaign500_language_a_l279_section.asset","20","39","102","107","101","96","118","769","0.986","0.982","5","11","7.54","14","True","5","180","Style=PressureCampaignSectionLang | Score=27227 | TargetInitial=6 | OpeningRatio=0.069 | EarlyChoices=27.6/53 | LocalRun=11 | Jump=8.5 | NearRate=0.77 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=22919854 fill=769/780(0.986) chains=102 remaining=11 rejectedShort=0 failedPeels=1 | FlipGate=ops=3 initial=7->5 edgeHeads=14->11 earlyChoices=24.5/37 localRun=11 jump=5.9 near=0.84 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_164_sgp_pressure_hard_campaign500_language_a_l279_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_164_sgp_pressure_hard_campaign500_language_a_l279_section.asset","True"
"165","language_b","279","28","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_b_l279_section","campaign500_psg_prod200_c04_o011_s150_n050_165_sgp_pressure_hard_campaign500_language_b_l279_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_165_sgp_pressure_hard_campaign500_language_b_l279_section.asset","20","39","104","107","101","96","118","766","0.982","0.977","2","11","7.37","14","True","2","186","Style=PressureCampaignSectionLang | Score=32334 | TargetInitial=6 | OpeningRatio=0.019 | EarlyChoices=24.6/47 | LocalRun=8 | Jump=6.4 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=23559520 fill=766/780(0.982) chains=104 remaining=14 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_165_sgp_pressure_hard_campaign500_language_b_l279_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_165_sgp_pressure_hard_campaign500_language_b_l279_section.asset","True"
